t	u	lambda	p	e	uopt
25.99	0.062354	-168.85	5.0982	5.0658	0.0083167
26	0.064265	-168.85	5.0982	5.0658	0.0084017
26.01	0.053811	-168.87	5.0982	5.0658	0.0084842
26.02	0.056886	-168.88	5.0982	5.0658	0.0085666
26.03	0.059376	-168.89	5.0982	5.0658	0.008649
26.04	0.061408	-168.89	5.0982	5.0658	0.0087314
26.05	0.06307	-168.9	5.0982	5.0658	0.0088138
26.06	0.05121	-168.9	5.0982	5.0658	0.0088962
26.07	0.054719	-168.92	5.0982	5.0658	0.0089786
26.08	0.057598	-168.93	5.0982	5.0658	0.009061
26.09	0.051971	-168.94	5.1861	5.0658	0.0091434
26.1	0.059744	-168.94	5.1861	5.0658	0.0092258
26.11	0.063244	-168.94	5.1861	5.0658	0.0093082
26.12	0.052466	-168.95	5.1861	5.0658	0.0093906
26.13	0.056038	-168.97	5.1861	5.0658	0.0094731
26.14	0.058867	-168.97	5.1861	4.9569	0.0095555
26.15	0.050996	-168.98	5.274	4.9569	0.0096379
26.16	0.05625	-168.98	5.274	4.9569	0.0097203
26.17	0.049032	-168.99	5.274	4.9569	0.0098027
26.18	0.054413	-169	5.274	4.9569	0.0098851
26.19	0.058018	-169.02	5.274	4.9569	0.0099675
26.2	0.047837	-169.02	5.3619	4.9569	0.01005
26.21	0.056364	-169.03	5.3619	4.9569	0.010132
26.22	0.050675	-169.04	5.3619	4.9569	0.010215
26.23	0.055852	-169.05	5.3619	4.9569	0.010297
26.24	0.046447	-169.06	5.4498	4.9569	0.01038
26.25	0.06614	-169.07	5.3619	4.9569	0.010462
26.26	0.060458	-169.07	5.4498	4.9569	0.010542
26.27	0.052187	-169.08	5.4498	4.9569	0.010622
26.28	0.043861	-169.1	5.5377	4.9569	0.010702
26.29	0.066411	-169.11	5.4498	4.9569	0.010782
26.3	0.059772	-169.11	5.5377	4.9569	0.010862
26.31	0.050898	-169.12	5.5377	4.9569	0.010942
26.32	0.04282	-169.14	5.6256	4.9569	0.011022
26.33	0.055491	-169.15	5.6256	4.9569	0.011103
26.34	0.061263	-169.15	5.6256	4.9569	0.011183
26.35	0.064481	-169.16	5.6256	4.9569	0.011263
26.36	0.03999	-169.16	5.7135	4.9569	0.011343
26.37	0.053189	-169.18	5.7135	4.9569	0.011423
26.38	0.059468	-169.19	5.7135	4.9569	0.011503
26.39	0.050255	-169.2	5.8014	4.9569	0.011583
26.4	0.061885	-169.2	5.8014	4.848	0.011663
26.41	0.055036	-169.22	5.8014	4.848	0.011743
26.42	0.059638	-169.23	5.8014	4.848	0.011823
26.43	0.050039	-169.24	5.8893	4.848	0.011903
26.44	0.061676	-169.24	5.8893	4.848	0.011983
26.45	0.054939	-169.26	5.8893	4.848	0.012063
26.46	0.059667	-169.28	5.8893	4.848	0.012143
26.47	0.050182	-169.28	5.9772	4.848	0.012224
26.48	0.057032	-169.29	5.9772	4.848	0.012304
26.49	0.053181	-169.3	5.9772	4.848	0.012384
26.5	0.059136	-169.32	5.9772	4.848	0.012464
26.51	0.062982	-169.33	5.9772	4.848	0.012542
26.52	0.065795	-169.33	5.9772	4.848	0.01262
26.53	0.055776	-169.35	5.9772	4.848	0.012698
26.54	0.05974	-169.36	5.9772	4.848	0.012776
26.55	0.062972	-169.37	5.9772	4.848	0.012854
26.56	0.065611	-169.38	5.9772	4.848	0.012932
26.57	0.051173	-169.39	6.0651	4.848	0.01301
26.58	0.058793	-169.41	6.0651	4.848	0.013088
26.59	0.063195	-169.42	6.0651	4.848	0.013166
26.6	0.052435	-169.42	6.0651	4.848	0.013244
26.61	0.057177	-169.44	6.0651	4.848	0.013322
26.62	0.060996	-169.45	6.0651	4.848	0.0134
26.63	0.064099	-169.46	6.0651	4.848	0.013478
26.64	0.054418	-169.48	6.0651	4.848	0.013556
26.65	0.058692	-169.49	6.0651	4.848	0.013634
26.66	0.062189	-169.5	6.0651	4.848	0.013712
26.67	0.06991	-169.51	5.9772	4.7391	0.01379
26.68	0.056778	-169.53	5.9772	4.7391	0.013868
26.69	0.059586	-169.54	5.9772	4.7391	0.013946
26.7	0.062483	-169.55	5.9772	4.7391	0.014024
26.71	0.052839	-169.56	5.9772	4.7391	0.014102
26.72	0.057208	-169.58	5.9772	4.7391	0.01418
26.73	0.060805	-169.59	5.9772	4.7391	0.014258
26.74	0.071741	-169.6	5.8893	4.7391	0.014336
26.75	0.056582	-169.61	5.8893	4.7391	0.014414
26.76	0.058774	-169.63	5.8893	4.7391	0.014491
26.77	0.061508	-169.64	5.8893	4.7391	0.014567
26.78	0.050291	-169.64	5.8893	4.7391	0.014643
26.79	0.067831	-169.66	5.8014	4.7391	0.014719
26.8	0.062568	-169.67	5.8014	4.7391	0.014796
26.81	0.048987	-169.68	5.8014	4.7391	0.014872
26.82	0.05309	-169.7	5.8014	4.7391	0.014948
26.83	0.056933	-169.72	5.8014	4.7391	0.015024
26.84	0.060237	-169.72	5.8014	4.7391	0.015101
26.85	0.055482	-169.73	5.7135	4.7391	0.015177
26.86	0.055568	-169.75	5.7135	4.7391	0.015253
26.87	0.057939	-169.76	5.7135	4.7391	0.01533
26.88	0.04741	-169.77	5.7135	4.7391	0.015406
26.89	0.052251	-169.79	5.7135	4.7391	0.015482
26.9	0.064284	-169.81	5.6256	4.7391	0.015558
26.91	0.061784	-169.81	5.6256	4.7391	0.015635
26.92	0.049386	-169.82	5.6256	4.7391	0.015711
26.93	0.053392	-169.84	5.6256	4.7391	0.015787
26.94	0.056981	-169.85	5.6256	4.7391	0.015863
26.95	0.06002	-169.86	5.6256	4.7391	0.01594
26.96	0.049832	-169.87	5.6256	4.7391	0.016016
26.97	0.054201	-169.89	5.6256	4.7391	0.016092
26.98	0.057783	-169.9	5.6256	4.7391	0.016168
26.99	0.048008	-169.91	5.6256	4.7391	0.016245
27	0.052704	-169.93	5.6256	4.7391	0.016321
27.01	0.056604	-169.94	5.6256	4.7391	0.016396
27.02	0.059804	-169.95	5.6256	4.7391	0.01647
27.03	0.05821	-169.96	5.5377	4.7391	0.016545
27.04	0.051878	-169.98	5.6256	4.7391	0.01662
27.05	0.057286	-169.99	5.6256	4.7391	0.016695
27.06	0.04812	-170	5.6256	4.848	0.01677
27.07	0.053031	-170.02	5.6256	4.848	0.016844
27.08	0.056965	-170.03	5.6256	4.848	0.016919
27.09	0.060163	-170.03	5.6256	4.848	0.016994
27.1	0.050568	-170.05	5.6256	4.848	0.017069
27.11	0.054922	-170.06	5.6256	4.848	0.017143
27.12	0.058495	-170.07	5.6256	4.848	0.017218
27.13	0.049217	-170.09	5.6256	4.848	0.017293
27.14	0.053835	-170.11	5.6256	4.848	0.017368
27.15	0.057624	-170.12	5.6256	4.848	0.017442
27.16	0.048524	-170.13	5.6256	4.848	0.017517
27.17	0.043128	-170.15	5.7135	4.848	0.017592
27.18	0.046323	-170.16	5.7135	4.848	0.017667
27.19	0.057306	-170.17	5.7135	4.848	0.017742
27.2	0.050753	-170.18	5.7135	4.848	0.017816
27.21	0.055873	-170.2	5.7135	4.848	0.017891
27.22	0.045904	-170.21	5.7135	4.848	0.017966
27.23	0.051367	-170.23	5.7135	4.848	0.018041
27.24	0.055807	-170.24	5.7135	4.848	0.018115
27.25	0.049278	-170.25	5.8014	4.848	0.01819
27.26	0.046354	-170.26	5.8014	4.848	0.018264
27.27	0.053605	-170.28	5.8014	4.848	0.018337
27.28	0.058382	-170.29	5.8014	4.848	0.018411
27.29	0.049215	-170.31	5.8014	4.848	0.018484
27.3	0.054298	-170.32	5.8014	4.848	0.018558
27.31	0.058433	-170.33	5.8014	4.848	0.018631
27.32	0.049111	-170.35	5.8014	4.848	0.018705
27.33	0.0462	-170.37	5.8893	4.848	0.018778
27.34	0.056207	-170.38	5.8893	4.848	0.018852
27.35	0.061545	-170.38	5.8893	4.848	0.018925
27.36	0.053256	-170.4	5.8893	4.848	0.018999
27.37	0.057902	-170.42	5.8893	4.848	0.019072
27.38	0.047859	-170.43	5.8893	4.848	0.019146
27.39	0.053368	-170.45	5.8893	4.848	0.019219
27.4	0.057885	-170.46	5.8893	4.848	0.019293
27.41	0.061592	-170.47	5.8893	4.848	0.019366
27.42	0.052905	-170.49	5.8893	4.848	0.01944
27.43	0.057534	-170.5	5.8893	4.848	0.019514
27.44	0.061337	-170.51	5.8893	4.848	0.019587
27.45	0.05273	-170.53	5.8893	4.848	0.019661
27.46	0.057423	-170.55	5.8893	4.848	0.019734
27.47	0.06128	-170.56	5.8893	4.848	0.019808
27.48	0.051226	-170.57	5.8893	4.848	0.019881
27.49	0.056224	-170.59	5.8893	4.848	0.019955
27.5	0.060331	-170.6	5.8893	4.848	0.020028
27.51	0.050928	-170.61	5.8893	4.848	0.020101
27.52	0.055929	-170.63	5.8893	4.848	0.020173
27.53	0.060026	-170.64	5.8893	4.848	0.020246
27.54	0.050673	-170.66	5.8893	4.848	0.020318
27.55	0.055716	-170.68	5.8893	4.848	0.020391
27.56	0.067833	-170.69	5.8014	4.848	0.020463
27.57	0.053166	-170.7	5.8014	4.848	0.020536
27.58	0.056229	-170.72	5.8014	4.848	0.020608
27.59	0.059676	-170.73	5.8014	4.848	0.020681
27.6	0.062805	-170.74	5.8014	4.848	0.020753
27.61	0.066605	-170.76	5.7135	4.848	0.020826
27.62	0.061818	-170.77	5.7135	4.848	0.020898
27.63	0.048628	-170.78	5.7135	4.848	0.020971
27.64	0.053053	-170.8	5.7135	4.848	0.021043
27.65	0.070032	-170.81	5.6256	4.848	0.021116
27.66	0.051209	-170.83	5.6256	4.848	0.021188
27.67	0.053545	-170.85	5.6256	4.9569	0.021261
27.68	0.056944	-170.86	5.6256	4.9569	0.021333
27.69	0.060377	-170.88	5.5377	4.9569	0.021406
27.7	0.056388	-170.89	5.5377	4.9569	0.021478
27.71	0.057655	-170.91	5.5377	4.9569	0.021551
27.72	0.073047	-170.91	5.4498	4.9569	0.021623
27.73	0.054265	-170.93	5.4498	4.9569	0.021696
27.74	0.05573	-170.94	5.4498	4.9569	0.021768
27.75	0.044689	-170.95	5.4498	4.9569	0.021841
27.76	0.062672	-170.98	5.3619	4.9569	0.021913
27.77	0.057885	-170.99	5.3619	4.9569	0.021984
27.78	0.044719	-171	5.3619	4.9569	0.022056
27.79	0.049159	-171.02	5.3619	4.9569	0.022128
27.8	0.053265	-171.03	5.3619	4.9569	0.0222
27.81	0.06163	-171.04	5.274	4.9569	0.022271
27.82	0.049062	-171.06	5.274	4.9569	0.022343
27.83	0.052334	-171.08	5.274	4.9569	0.022415
27.84	0.063589	-171.08	5.1861	4.9569	0.022486
27.85	0.048874	-171.11	5.1861	4.9569	0.022558
27.86	0.051467	-171.12	5.1861	4.9569	0.02263
27.87	0.040773	-171.13	5.1861	4.9569	0.022702
27.88	0.046065	-171.15	5.1861	4.9569	0.022773
27.89	0.060645	-171.17	5.0982	4.9569	0.022845
27.9	0.056984	-171.17	5.0982	4.9569	0.022917
27.91	0.044338	-171.18	5.0982	4.9569	0.022988
27.92	0.048359	-171.2	5.0982	4.9569	0.02306
27.93	0.052022	-171.21	5.0982	4.9569	0.023132
27.94	0.042422	-171.23	5.0982	4.9569	0.023204
27.95	0.040666	-171.25	5.0982	4.9569	0.023275
27.96	0.055348	-171.26	5.0103	4.9569	0.023347
27.97	0.043171	-171.28	5.0103	4.9569	0.023419
27.98	0.046966	-171.29	5.0103	4.9569	0.023491
27.99	0.050573	-171.3	5.0103	4.9569	0.023562
28	0.039916	-171.31	5.0103	4.9569	0.023634
28.01	0.045061	-171.33	5.0103	4.9569	0.023705
28.02	0.049291	-171.34	5.0103	4.9569	0.023776
28.03	0.051868	-171.35	4.9224	4.9569	0.023847
28.04	0.048069	-171.37	4.9224	4.9569	0.023918
28.05	0.049438	-171.39	4.9224	4.9569	0.02399
28.06	0.052024	-171.39	4.9224	4.9569	0.024061
28.07	0.042408	-171.41	4.9224	4.9569	0.024132
28.08	0.046893	-171.43	4.9224	4.9569	0.024203
28.09	0.050615	-171.44	4.9224	4.9569	0.024274
28.1	0.041942	-171.46	4.9224	4.9569	0.024345
28.11	0.046572	-171.47	4.9224	4.9569	0.024416
28.12	0.050361	-171.48	4.9224	4.9569	0.024487
28.13	0.0397	-171.49	4.9224	4.9569	0.024559
28.14	0.05759	-171.51	4.8345	4.9569	0.02463
28.15	0.044591	-171.52	4.9224	4.9569	0.024701
28.16	0.029032	-171.53	4.9224	4.9569	0.024772
28.17	0.046837	-171.55	4.8345	4.9569	0.024843
28.18	0.048523	-171.56	4.8345	4.9569	0.024914
28.19	0.051178	-171.57	4.8345	4.9569	0.024985
28.2	0.040543	-171.58	4.8345	4.9569	0.025056
28.21	0.045184	-171.6	4.8345	4.9569	0.025128
28.22	0.049029	-171.61	4.8345	4.9569	0.025199
28.23	0.039482	-171.62	4.8345	4.9569	0.02527
28.24	0.044368	-171.64	4.8345	5.0658	0.025341
28.25	0.048368	-171.65	4.8345	5.0658	0.025412
28.26	0.05191	-171.66	4.8345	5.0658	0.025483
28.27	0.042644	-171.68	4.8345	5.0658	0.025553
28.28	0.05356	-171.69	4.7466	5.0658	0.025624
28.29	0.052756	-171.7	4.7466	5.0658	0.025695
28.3	0.04173	-171.71	4.7466	5.0658	0.025765
28.31	0.046199	-171.73	4.7466	5.0658	0.025836
28.32	0.050153	-171.74	4.7466	5.0658	0.025907
28.33	0.040293	-171.75	4.7466	5.0658	0.025978
28.34	0.045508	-171.77	4.7466	5.0658	0.026048
28.35	0.049835	-171.78	4.7466	5.0658	0.026119
28.36	0.053426	-171.79	4.7466	5.0658	0.02619
28.37	0.043705	-171.8	4.7466	5.0658	0.02626
28.38	0.05865	-171.82	4.6587	5.0658	0.026331
28.39	0.061942	-171.83	4.6587	5.0658	0.026402
28.4	0.045687	-171.84	4.6587	5.0658	0.026472
28.41	0.048485	-171.86	4.6587	5.0658	0.026543
28.42	0.051924	-171.87	4.6587	5.0658	0.026614
28.43	0.04244	-171.89	4.6587	5.0658	0.026685
28.44	0.047538	-171.91	4.6587	5.0658	0.026755
28.45	0.051799	-171.92	4.6587	5.0658	0.026826
28.46	0.055345	-171.92	4.6587	5.0658	0.026897
28.47	0.045591	-171.94	4.6587	5.0658	0.026967
28.48	0.050352	-171.95	4.6587	5.0658	0.027038
28.49	0.054298	-171.96	4.6587	5.0658	0.027109
28.5	0.057574	-171.97	4.6587	5.0658	0.027179
28.51	0.047651	-171.98	4.6587	5.0658	0.02725
28.52	0.052282	-172	4.6587	5.0658	0.02732
28.53	0.056132	-172.01	4.6587	5.0658	0.027391
28.54	0.05934	-172.01	4.6587	5.0658	0.027461
28.55	0.049812	-172.03	4.6587	5.0658	0.027531
28.56	0.054272	-172.04	4.6587	5.0658	0.027602
28.57	0.057982	-172.05	4.6587	5.0658	0.027672
28.58	0.047314	-172.06	4.6587	5.0658	0.027743
28.59	0.06526	-172.08	4.5708	5.0658	0.027813
28.6	0.052366	-172.09	4.6587	5.0658	0.027883
28.61	0.053425	-172.1	4.6587	5.0658	0.027954
28.62	0.053337	-172.1	4.5708	5.0658	0.028024
28.63	0.060374	-172.12	4.5708	5.0658	0.028095
28.64	0.053618	-172.13	4.6587	5.0658	0.028165
28.65	0.054897	-172.14	4.6587	5.0658	0.028236
28.66	0.057462	-172.15	4.6587	5.0658	0.028306
28.67	0.05291	-172.16	4.6587	5.0658	0.028376
28.68	0.058616	-172.18	4.6587	5.0658	0.028447
28.69	0.062574	-172.18	4.6587	5.0658	0.028517
28.7	0.065619	-172.19	4.6587	5.0658	0.028588
28.71	0.056351	-172.21	4.6587	5.0658	0.028658
28.72	0.060521	-172.22	4.6587	5.0658	0.028728
28.73	0.063984	-172.23	4.6587	5.0658	0.028799
28.74	0.066873	-172.23	4.6587	5.0658	0.028869
28.75	0.057083	-172.25	4.6587	5.0658	0.02894
28.76	0.060851	-172.26	4.6587	5.0658	0.02901
28.77	0.063908	-172.27	4.6587	5.0658	0.02908
28.78	0.066381	-172.28	4.6587	5.0658	0.02915
28.79	0.056165	-172.29	4.6587	5.0658	0.029221
28.8	0.059975	-172.31	4.6587	5.0658	0.029291
28.81	0.058205	-172.32	4.7466	5.0658	0.029361
28.82	0.064442	-172.32	4.7466	5.0658	0.029431
28.83	0.053923	-172.32	4.7466	5.0658	0.029502
28.84	0.058432	-172.34	4.7466	5.0658	0.029572
28.85	0.0619	-172.36	4.7466	5.0658	0.029642
28.86	0.051775	-172.36	4.8345	5.0658	0.029712
28.87	0.05821	-172.37	4.8345	5.0658	0.029783
28.88	0.054511	-172.38	4.8345	5.0658	0.029853
28.89	0.060099	-172.4	4.8345	5.0658	0.029923
28.9	0.063635	-172.4	4.8345	5.0658	0.029993
28.91	0.06617	-172.41	4.8345	5.0658	0.030064
28.92	0.055896	-172.42	4.8345	5.0658	0.030134
28.93	0.059624	-172.44	4.8345	5.0658	0.030204
28.94	0.049765	-172.45	4.9224	5.0658	0.030274
28.95	0.069307	-172.45	4.8345	5.0658	0.030345
28.96	0.063556	-172.46	4.9224	5.0658	0.030415
28.97	0.055227	-172.47	4.9224	5.1747	0.030485
28.98	0.059702	-172.48	4.9224	5.1747	0.030555
28.99	0.062887	-172.49	4.9224	5.1747	0.030626
29	0.065319	-172.5	4.9224	5.1747	0.030696
29.01	0.053023	-172.5	4.9224	5.1747	0.030766
29.02	0.056581	-172.52	4.9224	5.1747	0.030836
29.03	0.059382	-172.53	4.9224	5.1747	0.030906
29.04	0.061564	-172.54	4.9224	5.1747	0.030977
29.05	0.063238	-172.54	4.9224	5.1747	0.031047
29.06	0.051791	-172.55	4.9224	5.1747	0.031117
29.07	0.055009	-172.57	4.9224	5.1747	0.031187
29.08	0.057535	-172.58	4.9224	5.1747	0.031257
29.09	0.059492	-172.58	4.9224	5.1747	0.031328
29.1	0.060984	-172.59	4.9224	5.1747	0.031398
29.11	0.048871	-172.59	4.9224	5.1747	0.031468
29.12	0.052059	-172.61	4.9224	5.1747	0.031538
29.13	0.054561	-172.62	4.9224	5.1747	0.031608
29.14	0.056501	-172.63	4.9224	5.1747	0.031679
29.15	0.057977	-172.63	4.9224	5.1747	0.031749
29.16	0.047343	-172.65	4.9224	5.1747	0.031819
29.17	0.050253	-172.66	4.9224	5.1747	0.031889
29.18	0.052527	-172.67	4.9224	5.1747	0.031959
29.19	0.054278	-172.67	4.9224	5.1747	0.032029
29.2	0.0556	-172.68	4.9224	5.1747	0.0321
29.21	0.043865	-172.69	4.9224	5.1747	0.03217
29.22	0.046847	-172.7	4.9224	5.1747	0.03224
29.23	0.057168	-172.71	4.8345	5.1747	0.03231
29.24	0.053131	-172.72	4.8345	5.1747	0.03238
29.25	0.052582	-172.72	4.8345	5.1747	0.032451
29.26	0.040359	-172.73	4.8345	5.1747	0.032521
29.27	0.043878	-172.74	4.8345	5.1747	0.032591
29.28	0.046865	-172.75	4.8345	5.1747	0.032661
29.29	0.049347	-172.76	4.8345	5.1747	0.032731
29.3	0.06155	-172.76	4.7466	5.1747	0.032802
29.31	0.055933	-172.76	4.7466	5.2836	0.032872
29.32	0.042711	-172.78	4.7466	5.2836	0.032942
29.33	0.045267	-172.79	4.7466	5.2836	0.033012
29.34	0.047749	-172.8	4.7466	5.2836	0.033083
29.35	0.056161	-172.8	4.6587	5.2836	0.033153
29.36	0.053304	-172.81	4.6587	5.2836	0.033223
29.37	0.040567	-172.82	4.6587	5.2836	0.033293
29.38	0.043597	-172.83	4.6587	5.2836	0.033363
29.39	0.046331	-172.84	4.6587	5.2836	0.033434
29.4	0.056641	-172.85	4.5708	5.2836	0.033504
29.41	0.052734	-172.85	4.5708	5.2836	0.033574
29.42	0.052412	-172.85	4.5708	5.2836	0.033644
29.43	0.039333	-172.85	4.5708	5.2836	0.033714
29.44	0.042688	-172.87	4.5708	5.2836	0.033785
29.45	0.045543	-172.88	4.5708	5.2836	0.033855
29.46	0.052779	-172.89	4.4829	5.2836	0.033925
29.47	0.051001	-172.89	4.4829	5.2836	0.033995
29.48	0.051386	-172.9	4.4829	5.2836	0.034066
29.49	0.052306	-172.9	4.4829	5.2836	0.034136
29.5	0.040035	-172.9	4.4829	5.2836	0.034206
29.51	0.04945	-172.92	4.395	5.2836	0.032838
29.52	0.047384	-172.93	4.395	5.2836	0.031469
29.53	0.047983	-172.93	4.395	5.2836	0.030101
29.54	0.049217	-172.94	4.395	5.2836	0.028733
29.55	0.050462	-172.94	4.395	5.2836	0.027365
29.56	0.051552	-172.94	4.395	5.2836	0.025997
29.57	0.065332	-172.94	4.3071	5.2836	0.024628
29.58	0.049627	-172.95	4.3071	5.2836	0.02326
29.59	0.046164	-172.97	4.3071	5.2836	0.021892
29.6	0.046402	-172.98	4.3071	5.2836	0.020524
29.61	0.047596	-172.98	4.3071	5.2836	0.019155
29.62	0.048894	-172.98	4.3071	5.2836	0.017787
29.63	0.050054	-172.98	4.3071	5.2836	0.016419
29.64	0.051029	-172.99	4.3071	5.3925	0.015051
29.65	0.051828	-172.99	4.3071	5.3925	0.013682
29.66	0.03342	-172.99	4.3071	5.3925	0.012314
29.67	0.046241	-173	4.2192	5.3925	0.010946
29.68	0.045197	-173.02	4.2192	5.3925	0.0095777
29.69	0.046054	-173.02	4.2192	5.3925	0.0082094
29.7	0.047309	-173.03	4.2192	5.3925	0.0068412
29.71	0.048511	-173.03	4.2192	5.3925	0.005473
29.72	0.049545	-173.03	4.2192	5.3925	0.0041047
29.73	0.050401	-173.03	4.2192	5.3925	0.0027365
29.74	0.051099	-173.03	4.2192	5.3925	0.0013682
29.75	0.051663	-173.03	4.2192	5.3925	0
29.76	0.052156	-173.03	4.2192	5.3925	0
29.77	0.062718	-173.03	4.1313	5.3925	0
29.78	0.05575	-173.03	4.1313	5.3925	0
29.79	0.040404	-173.04	4.1313	5.3925	0
29.8	0.042229	-173.05	4.1313	5.3925	0
29.81	0.04411	-173.06	4.1313	5.3925	0
29.82	0.045776	-173.07	4.1313	5.3925	0
29.83	0.047179	-173.07	4.1313	5.3925	0
29.84	0.048338	-173.07	4.1313	5.3925	0
29.85	0.04929	-173.07	4.1313	5.3925	0
29.86	0.050068	-173.07	4.1313	5.3925	0
29.87	0.050703	-173.07	4.1313	5.3925	0
29.88	0.051221	-173.07	4.1313	5.3925	0
29.89	0.051644	-173.07	4.1313	5.3925	0
29.9	0.051989	-173.07	4.1313	5.3925	0
29.91	0.05227	-173.08	4.1313	5.3925	0
29.92	0.0525	-173.08	4.1313	5.3925	0
29.93	0.052687	-173.08	4.1313	5.3925	0
29.94	0.052839	-173.08	4.1313	5.3925	0
29.95	0.052964	-173.08	4.1313	5.3925	0
29.96	0.053065	-173.08	4.1313	5.3925	0
29.97	0.053148	-173.08	4.1313	5.3925	0
29.98	0.053215	-173.08	4.1313	5.3925	0
29.99	0.05327	-173.08	4.1313	5.3925	0
30	0.053315	-173.08	4.1313	5.3925	0
30.01	0.053352	-173.08	4.1313	5.3925	0
30.02	0.053382	-173.08	4.1313	5.3925	0
30.03	0.053406	-173.08	4.1313	5.3925	0
30.04	0.053426	-173.08	4.1313	5.3925	0
30.05	0.053442	-173.08	4.1313	5.3925	0
30.06	0.053455	-173.08	4.1313	5.3925	0
30.07	0.053466	-173.08	4.1313	5.3925	0
30.08	0.053474	-173.08	4.1313	5.3925	0
30.09	0.053482	-173.08	4.1313	5.3925	0
30.1	0.053487	-173.08	4.1313	5.3925	0
30.11	0.053492	-173.08	4.1313	5.3925	0
30.12	0.053496	-173.08	4.1313	5.3925	0
30.13	0.045512	-173.08	4.2192	5.3925	0
30.14	0.051351	-173.08	4.2192	5.3925	0
30.15	0.053266	-173.08	4.2192	5.3925	0
30.16	0.053895	-173.08	4.2192	5.3925	0
30.17	0.054101	-173.08	4.2192	5.3925	0
30.18	0.05417	-173.08	4.2192	5.3925	0
30.19	0.054193	-173.08	4.2192	5.3925	0
30.2	0.054201	-173.08	4.2192	5.3925	0
30.21	0.054204	-173.08	4.2192	5.3925	0
30.22	0.054205	-173.08	4.2192	5.3925	0
30.23	0.054206	-173.08	4.2192	5.3925	0
30.24	0.054206	-173.08	4.2192	5.3925	0
30.25	0.054207	-173.08	4.2192	5.3925	0
30.26	0.054207	-173.08	4.2192	5.3925	0
30.27	0.041335	-173.08	4.3071	5.3925	0
30.28	0.058444	-173.08	4.2192	5.3925	0
30.29	0.050733	-173.08	4.3071	5.3925	0
30.3	0.053536	-173.08	4.3071	5.3925	0
30.31	0.054454	-173.08	4.3071	5.3925	0
30.32	0.054755	-173.08	4.3071	5.2836	0
30.33	0.054854	-173.08	4.3071	5.2836	0
30.34	0.054886	-173.08	4.3071	5.2836	0
30.35	0.054897	-173.08	4.3071	5.2836	0
30.36	0.0549	-173.08	4.3071	5.2836	0
30.37	0.054902	-173.08	4.3071	5.2836	0
30.38	0.054902	-173.08	4.3071	5.2836	0
30.39	0.054902	-173.08	4.3071	5.2836	0
30.4	0.054902	-173.08	4.3071	5.2836	0
30.41	0.046915	-173.08	4.395	5.2836	0
30.42	0.052752	-173.08	4.395	5.2836	0
30.43	0.054665	-173.08	4.395	5.2836	0
30.44	0.055291	-173.08	4.395	5.2836	0
30.45	0.055497	-173.08	4.395	5.2836	0
30.46	0.055564	-173.08	4.395	5.2836	0
30.47	0.055586	-173.08	4.395	5.2836	0
30.48	0.055593	-173.08	4.395	5.2836	0
30.49	0.055596	-173.08	4.395	5.2836	0
30.5	0.055596	-173.08	4.395	5.2836	0
30.51	0.055597	-173.08	4.395	5.2836	0
30.52	0.055597	-173.08	4.395	5.2836	0
30.53	0.055597	-173.08	4.395	5.2836	0
30.54	0.055597	-173.08	4.395	5.2836	0
30.55	0.055597	-173.08	4.395	5.2836	0
30.56	0.055597	-173.08	4.395	5.2836	0
30.57	0.055597	-173.08	4.395	5.2836	0
30.58	0.055597	-173.08	4.395	5.1747	0
30.59	0.055597	-173.08	4.395	5.1747	0
30.6	0.055597	-173.08	4.395	5.1747	0
30.61	0.055597	-173.08	4.395	5.1747	0
30.62	0.055597	-173.08	4.395	5.1747	0
30.63	0.055597	-173.08	4.395	5.1747	0
30.64	0.055597	-173.08	4.395	5.1747	0
30.65	0.055597	-173.08	4.395	5.1747	0
30.66	0.055597	-173.08	4.395	5.1747	0
30.67	0.055597	-173.08	4.395	5.1747	0
30.68	0.055597	-173.08	4.395	5.1747	0
30.69	0.055597	-173.08	4.395	5.1747	0
30.7	0.055597	-173.08	4.395	5.1747	0
30.71	0.055597	-173.08	4.395	5.1747	0
30.72	0.055597	-173.08	4.395	5.1747	0
30.73	0.055597	-173.08	4.395	5.1747	0
30.74	0.055597	-173.08	4.395	5.1747	0
30.75	0.055597	-173.08	4.395	5.1747	0
30.76	0.055597	-173.08	4.395	5.1747	0
30.77	0.055597	-173.08	4.395	5.1747	0
30.78	0.055597	-173.08	4.395	5.1747	0
30.79	0.055597	-173.08	4.395	5.1747	0
30.8	0.055597	-173.08	4.395	5.1747	0
30.81	0.055597	-173.08	4.395	5.1747	0
30.82	0.055597	-173.08	4.395	5.1747	0
30.83	0.055597	-173.08	4.395	5.1747	0
30.84	0.055597	-173.08	4.395	5.1747	0
30.85	0.055597	-173.08	4.395	5.1747	0
30.86	0.055597	-173.08	4.395	5.1747	0
30.87	0.055597	-173.08	4.395	5.1747	0
30.88	0.055597	-173.08	4.395	5.1747	0
30.89	0.055597	-173.08	4.395	5.1747	0
30.9	0.068468	-173.08	4.3071	5.1747	0
30.91	0.059348	-173.08	4.3071	5.1747	0
30.92	0.056359	-173.08	4.3071	5.1747	0
30.93	0.05538	-173.08	4.3071	5.1747	0
30.94	0.055059	-173.08	4.3071	5.1747	0
30.95	0.054954	-173.08	4.3071	5.1747	0
30.96	0.054919	-173.08	4.3071	5.1747	0
30.97	0.054908	-173.08	4.3071	5.1747	0
30.98	0.054904	-173.08	4.3071	5.1747	0
