t	u	lambda	p	e	uopt
1.23	0.071247	2.9169	4.3071	-16.823	0
1.24	0.073473	2.9366	4.395	-16.605	0
1.25	0.072509	2.9579	4.395	-16.496	0
1.26	0.074397	2.9749	4.395	-16.279	0
1.27	0.072948	2.9985	4.395	-16.17	0
1.28	0.072451	3.0124	4.4829	-15.952	0
1.29	0.074537	3.0326	4.4829	-15.843	0
1.3	0.073359	3.0506	4.4829	-15.734	0
1.31	0.075135	3.0695	4.4829	-15.516	0
1.32	0.074337	3.0904	4.5708	-15.407	0
1.33	0.076617	3.1071	4.5708	-15.19	0
1.34	0.075327	3.1306	4.5708	-15.081	0
1.35	0.074194	3.1444	4.5708	-14.863	0
1.36	0.076398	3.1677	4.6587	-14.754	0
1.37	0.07563	3.1844	4.6587	-14.645	0
1.38	0.077565	3.2025	4.6587	-14.536	0
1.39	0.076267	3.2229	4.6587	-14.318	0
1.4	0.078099	3.2393	4.6587	-14.21	0
1.41	0.076674	3.2626	4.6587	-14.101	0
1.42	0.07622	3.2764	4.7466	-13.883	0
1.43	0.078349	3.2964	4.7466	-13.774	0
1.44	0.077208	3.3144	4.7466	-13.665	0
1.45	0.07925	3.3249	4.7466	-13.447	0
1.46	0.078579	3.3492	4.8345	-13.338	0
1.47	0.077832	3.3635	4.8345	-13.229	0
1.48	0.079721	3.3839	4.8345	-13.12	0
1.49	0.078512	3.402	4.8345	-12.903	0
1.5	0.080875	3.421	4.9224	-12.794	0
1.51	0.080024	3.4419	4.9224	-12.685	0
1.52	0.079087	3.4543	4.9224	-12.576	0
1.53	0.08083	3.4767	4.9224	-12.467	0
1.54	0.079645	3.4928	4.9224	-12.358	0
1.55	0.082416	3.5067	5.0103	-12.249	0
1.56	0.081398	3.5285	5.0103	-12.032	0
1.57	0.080413	3.5414	5.0103	-11.923	0
1.58	0.08225	3.5609	5.0103	-11.814	0
1.59	0.081761	3.5785	5.0982	-11.705	0
1.6	0.084079	3.5933	5.0982	-11.596	0
1.61	0.083255	3.6156	5.1861	-11.487	0
1.62	0.082812	3.6288	5.1861	-11.378	0
1.63	0.084824	3.6485	5.1861	-11.269	0
1.64	0.083674	3.6662	5.1861	-11.16	0
1.65	0.083269	3.6767	5.274	-11.051	0
1.66	0.084974	3.6948	5.274	-10.942	0
1.67	0.084433	3.7116	5.274	-10.834	0
1.68	0.083691	3.7215	5.274	-10.725	0
1.69	0.086504	3.7357	5.3619	-10.616	0
1.7	0.085779	3.7537	5.3619	-10.507	0
1.71	0.085145	3.7643	5.4498	-10.398	0
1.72	0.087065	3.7857	5.3619	-10.398	0
1.73	0.08668	3.8013	5.4498	-10.18	0
1.74	0.088978	3.8148	5.4498	-10.18	0
1.75	0.088378	3.8364	5.5377	-10.071	0
1.76	0.087868	3.8492	5.5377	-9.9624	0
1.77	0.090235	3.8567	5.5377	-9.8535	0
1.78	0.089054	3.8792	5.5377	-9.7446	0
1.79	0.088892	3.8924	5.6256	-9.7446	0
1.8	0.091187	3.9086	5.6256	-9.6357	0
1.81	0.090677	3.9278	5.7135	-9.5268	0
1.82	0.090232	3.9392	5.7135	-9.4179	0
1.83	0.092416	3.9542	5.7135	-9.4179	0
1.84	0.091479	3.9727	5.8014	-9.309	0
1.85	0.091317	3.9837	5.8014	-9.2001	0
1.86	0.090803	3.9901	5.8014	-9.0912	0
1.87	0.093232	4.0091	5.8893	-9.0912	0
1.88	0.092886	4.0231	5.8893	-8.9823	0
1.89	0.095209	4.0358	5.8893	-8.8734	0
1.9	0.09466	4.0569	5.9772	-8.8734	0
1.91	0.094202	4.0694	5.9772	-8.7645	0
1.92	0.093577	4.0767	5.9772	-8.6556	0
1.93	0.096392	4.093	6.0651	-8.6556	0
1.94	0.095784	4.1087	6.0651	-8.5467	0
1.95	0.095474	4.1179	6.153	-8.5467	0
1.96	0.098036	4.1385	6.153	-8.4378	0
1.97	0.097226	4.1536	6.153	-8.4378	0
1.98	0.096847	4.1624	6.2409	-8.3289	0
1.99	0.099599	4.176	6.2409	-8.3289	0
2	0.09874	4.1937	6.2409	-8.22	0
2.01	0.098505	4.2042	6.3288	-8.22	0
2.02	0.10122	4.2147	6.3288	-8.1111	0
2.03	0.10066	4.2345	6.4167	-8.0022	0
2.04	0.10042	4.2463	6.4167	-8.0022	0
2.05	0.099896	4.2532	6.4167	-8.0022	0
2.06	0.10221	4.2724	6.4167	-7.8933	0
2.07	0.10192	4.2866	6.5046	-7.8933	0
2.08	0.1014	4.295	6.5046	-7.7844	0
2.09	0.10444	4.3	6.5925	-7.7844	0
2.1	0.10388	4.3209	6.5925	-7.6755	0
2.11	0.10356	4.3332	6.6804	-7.6755	0
2.12	0.10351	4.3405	6.6804	-7.6755	0
2.13	0.10622	4.3492	6.7683	-7.5666	0
2.14	0.10604	4.368	6.7683	-7.5666	0
2.15	0.10549	4.379	6.7683	-7.5666	0
2.16	0.1049	4.3856	6.7683	-7.4577	0
2.17	0.10775	4.3978	6.8562	-7.4577	0
2.18	0.10729	4.4146	6.8562	-7.4577	0
2.19	0.10724	4.4246	6.9441	-7.3488	0
2.2	0.10714	4.4305	6.9441	-7.3488	0
2.21	0.10999	4.4423	7.032	-7.3488	0
2.22	0.10972	4.4589	7.032	-7.2399	0
2.23	0.10918	4.4687	7.032	-7.2399	0
2.24	0.10862	4.4745	7.032	-7.2399	0
2.25	0.11177	4.4863	7.1199	-7.131	0
2.26	0.11116	4.5029	7.1199	-7.131	0
2.27	0.11134	4.5127	7.2078	-7.131	0
2.28	0.11107	4.5185	7.2078	-7.131	0
2.29	0.11125	4.5219	7.2957	-7.0221	0
2.3	0.11428	4.5283	7.2957	-7.0221	0
2.31	0.11359	4.5457	7.2957	-7.0221	0
2.32	0.11309	4.556	7.3836	-7.0221	0
2.33	0.1133	4.5621	7.3836	-6.9132	0
2.34	0.11588	4.574	7.3836	-6.9132	0
2.35	0.1159	4.5907	7.4715	-6.9132	0
2.36	0.11551	4.6005	7.4715	-6.9132	0
2.37	0.11519	4.6064	7.5594	-6.9132	0
2.38	0.1155	4.6098	7.5594	-6.8043	0
2.39	0.11552	4.6118	7.6473	-6.8043	0
2.4	0.11874	4.6249	7.6473	-6.8043	0
2.41	0.11842	4.6388	7.7352	-6.8043	0
2.42	0.11794	4.6469	7.6473	-6.8043	0
2.43	0.11816	4.6517	7.7352	-6.6954	0
2.44	0.11818	4.6546	7.8231	-6.6954	0
2.45	0.12162	4.6607	7.8231	-6.6954	0
2.46	0.12148	4.6779	7.911	-6.6954	0
2.47	0.12114	4.688	7.8231	-6.6954	0
2.48	0.12105	4.694	7.911	-6.6954	0
2.49	0.12096	4.6975	7.9989	-6.5865	0
2.5	0.12143	4.6996	7.9989	-6.5865	0
2.51	0.12157	4.7009	8.0868	-6.5865	0
2.52	0.12498	4.7099	8.0868	-6.5865	0
2.53	0.12456	4.725	8.0868	-6.5865	0
2.54	0.12446	4.7338	8.1747	-6.5865	0
2.55	0.12463	4.7391	8.1747	-6.5865	0
2.56	0.12484	4.7421	8.2626	-6.4776	0
2.57	0.12521	4.744	8.2626	-6.4776	0
2.58	0.12517	4.745	8.2626	-6.4776	0
2.59	0.1252	4.7457	8.3505	-6.4776	0
2.6	0.12581	4.7461	8.3505	-6.4776	0
2.61	0.12593	4.7463	8.3505	-6.4776	0
2.62	0.12954	4.7548	8.4384	-6.4776	0
2.63	0.12928	4.7694	8.4384	-6.3687	0
2.64	0.12906	4.7781	8.5263	-6.3687	0
2.65	0.12945	4.7832	8.5263	-6.3687	0
2.66	0.12939	4.7862	8.5263	-6.3687	0
2.67	0.12965	4.788	8.5263	-6.3687	0
2.68	0.12987	4.789	8.6142	-6.3687	0
2.69	0.12999	4.7897	8.6142	-6.3687	0
2.7	0.13078	4.79	8.7021	-6.2598	0
2.71	0.131	4.7902	8.7021	-6.2598	0
2.72	0.13102	4.7904	8.7021	-6.2598	0
2.73	0.13169	4.7904	8.79	-6.2598	0
2.74	0.13203	4.7905	8.79	-6.2598	0
2.75	0.13282	4.7905	8.8779	-6.2598	0
2.76	0.13321	4.7905	8.8779	-6.2598	0
2.77	0.13332	4.7905	8.8779	-6.1509	0
2.78	0.13391	4.7905	8.9658	-6.1509	0
2.79	0.13439	4.7905	8.9658	-6.1509	0
2.8	0.13453	4.7905	8.9658	-6.1509	0
2.81	0.1354	4.7905	9.0537	-6.1509	0
2.82	0.13572	4.7905	9.0537	-6.1509	0
2.83	0.1362	4.7905	9.1416	-6.1509	0
2.84	0.13684	4.7905	9.1416	-6.042	0
2.85	0.13705	4.7905	9.1416	-6.042	0
2.86	0.1375	4.7905	9.2295	-6.042	0
2.87	0.13813	4.7905	9.2295	-6.042	0
2.88	0.13849	4.7905	9.3174	-6.042	0
2.89	0.13932	4.7905	9.3174	-6.042	0
2.9	0.13655	4.7905	9.3174	-6.042	0
2.91	0.13776	4.7726	9.4053	-5.9331	0
2.92	0.13872	4.7619	9.4053	-5.9331	0
2.93	0.13926	4.7556	9.4053	-5.9331	0
2.94	0.14045	4.7519	9.4932	-5.9331	0
2.95	0.14102	4.7498	9.4932	-5.9331	0
2.96	0.14172	4.7485	9.5811	-5.8242	0
2.97	0.14253	4.7477	9.5811	-5.8242	0
2.98	0.14304	4.7472	9.669	-5.8242	0
2.99	0.14128	4.7351	9.669	-5.8242	0
3	0.14213	4.7218	9.669	-5.8242	0
3.01	0.14286	4.714	9.7569	-5.8242	0
3.02	0.14404	4.7093	9.7569	-5.7153	0
3.03	0.14477	4.7066	9.8448	-5.7153	0
3.04	0.14588	4.705	9.8448	-5.7153	0
3.05	0.14378	4.6889	9.8448	-5.7153	0
3.06	0.14467	4.6765	9.9327	-5.7153	0
3.07	0.14599	4.6692	9.9327	-5.6064	0
3.08	0.14668	4.6649	9.9327	-5.6064	0
3.09	0.14423	4.6624	10.021	-5.6064	0
3.1	0.14586	4.6429	10.021	-5.6064	0
3.11	0.14681	4.6314	10.021	-5.6064	0
3.12	0.14784	4.6246	10.109	-5.4975	0
3.13	0.14893	4.6205	10.109	-5.4975	0
3.14	0.14671	4.6098	10.109	-5.4975	0
3.15	0.14775	4.5938	10.196	-5.4975	0
3.16	0.1492	4.5844	10.196	-5.3886	0
3.17	0.15	4.5788	10.196	-5.3886	0
3.18	0.14766	4.5755	10.284	-5.3886	0
3.19	0.14936	4.5556	10.284	-5.3886	0
3.2	0.15037	4.5438	10.284	-5.3886	0
3.21	0.15106	4.5369	10.284	-5.2797	0
3.22	0.149	4.5177	10.284	-5.2797	0
3.23	0.1506	4.5034	10.372	-5.2797	0
3.24	0.15171	4.495	10.372	-5.2797	0
3.25	0.14973	4.4781	10.372	-5.1708	0
3.26	0.1509	4.4621	10.46	-5.1708	0
3.27	0.15247	4.4526	10.46	-5.1708	0
3.28	0.15057	4.4387	10.46	-5.1708	0
3.29	0.15169	4.4208	10.46	-5.0619	0
3.3	0.15272	4.4102	10.548	-5.0619	0
3.31	0.15149	4.3921	10.548	-5.0619	0
3.32	0.1528	4.3753	10.548	-5.0619	0
3.33	0.15083	4.361	10.548	-4.953	0
3.34	0.15209	4.3389	10.548	-4.953	0
3.35	0.15367	4.3259	10.636	-4.953	0
3.36	0.15229	4.3063	10.636	-4.8441	0
3.37	0.15362	4.2886	10.636	-4.8441	0
3.38	0.15462	4.2782	10.636	-4.8441	0
3.39	0.15282	4.2569	10.636	-4.8441	0
3.4	0.15393	4.2415	10.636	-4.7352	0
3.41	0.15282	4.2172	10.724	-4.7352	0
3.42	0.15451	4.2	10.724	-4.7352	0
3.43	0.15274	4.1855	10.724	-4.7352	0
3.44	0.15413	4.1633	10.724	-4.6263	0
3.45	0.15232	4.1458	10.724	-4.6263	0
3.46	0.15374	4.1219	10.724	-4.6263	0
3.47	0.15256	4.1033	10.812	-4.5174	0
3.48	0.15452	4.0788	10.812	-4.5174	0
3.49	0.15286	4.0643	10.812	-4.5174	0
3.5	0.15445	4.0377	10.812	-4.5174	0
3.51	0.15268	4.0221	10.812	-4.4085	0
3.52	0.15427	3.9948	10.812	-4.4085	0
3.53	0.15264	3.9743	10.812	-4.4085	0
3.54	0.15423	3.9486	10.812	-4.2996	0
3.55	0.15272	3.9251	10.812	-4.2996	0
3.56	0.15428	3.9015	10.812	-4.2996	0
3.57	0.15276	3.8793	10.812	-4.1907	0
3.58	0.15431	3.8565	10.812	-4.1907	0
3.59	0.15289	3.8311	10.812	-4.1907	0
3.6	0.15177	3.8101	10.9	-4.1907	0
3.61	0.15418	3.7796	10.9	-4.0818	0
3.62	0.15293	3.7573	10.9	-4.0818	0
3.63	0.15472	3.7305	10.9	-4.0818	0
3.64	0.15336	3.7063	10.9	-3.9729	0
3.65	0.15503	3.6824	10.9	-3.9729	0
3.66	0.1538	3.6531	10.9	-3.9729	0
3.67	0.15247	3.6286	10.9	-3.864	0
3.68	0.15429	3.6005	10.9	-3.864	0
3.69	0.15308	3.572	10.9	-3.864	0
3.7	0.15175	3.549	10.9	-3.864	0
3.71	0.15369	3.5175	10.9	-3.7551	0
3.72	0.15248	3.4905	10.9	-3.7551	0
3.73	0.15125	3.465	10.9	-3.7551	0
3.74	0.15328	3.4319	10.9	-3.7551	0
3.75	0.15213	3.404	10.9	-3.6462	0
3.76	0.15096	3.3779	10.9	-3.6462	0
3.77	0.15303	3.3444	10.9	-3.6462	0
3.78	0.15192	3.3164	10.9	-3.5373	0
3.79	0.15089	3.2857	10.9	-3.5373	0
3.8	0.15297	3.254	10.9	-3.5373	0
3.81	0.15197	3.2234	10.9	-3.4284	0
3.82	0.15105	3.1909	10.9	-3.4284	0
3.83	0.15005	3.1621	10.9	-3.4284	0
3.84	0.15227	3.127	10.9	-3.4284	0
3.85	0.15139	3.0944	10.9	-3.3195	0
3.86	0.15044	3.0647	10.9	-3.3195	0
3.87	0.15258	3.0335	10.9	-3.3195	0
3.88	0.15174	3	10.9	-3.2106	0
3.89	0.15095	2.9654	10.9	-3.2106	0
3.9	0.15018	2.9306	10.9	-3.2106	0
3.91	0.14932	2.9003	10.9	-3.2106	0
3.92	0.15165	2.8645	10.9	-3.1017	0
3.93	0.15086	2.8314	10.9	-3.1017	0
3.94	0.14998	2.8014	10.9	-3.1017	0
3.95	0.14914	2.7701	10.9	-2.9928	0
3.96	0.14845	2.7336	10.9	-2.9928	0
3.97	0.15092	2.694	10.9	-2.9928	0
3.98	0.15036	2.6556	10.9	-2.9928	0
3.99	0.14967	2.6216	10.9	-2.8839	0
4	0.14899	2.5875	10.9	-2.8839	0
4.01	0.15135	2.5538	10.9	-2.8839	0
4.02	0.15037	2.5188	10.9	-2.8839	0
4.03	0.14966	2.4801	10.812	-2.775	0
4.04	0.14928	2.4424	10.9	-2.775	0
4.05	0.14893	2.4058	10.9	-2.775	0
4.06	0.14803	2.3701	10.812	-2.775	0
4.07	0.14768	2.331	10.9	-2.6661	0
4.08	0.14669	2.2943	10.9	-2.6661	0
4.09	0.14982	2.2547	10.9	-2.6661	0
4.1	0.14953	2.2161	10.9	-2.6661	0
4.11	0.14911	2.1786	10.9	-2.5572	0
4.12	0.14873	2.1384	10.9	-2.5572	0
4.13	0.1483	2.1003	10.9	-2.5572	0
4.14	0.14782	2.0637	10.9	-2.5572	0
4.15	0.1466	2.0241	10.812	-2.4483	0
4.16	0.14584	1.9871	10.812	-2.4483	0
4.17	0.14537	1.9473	10.812	-2.4483	0
4.18	0.14504	1.9058	10.812	-2.4483	0
4.19	0.14781	1.8633	10.812	-2.3394	0
4.2	0.14749	1.823	10.812	-2.3394	0
4.21	0.14723	1.7813	10.812	-2.3394	0
4.22	0.14702	1.7386	10.812	-2.3394	0
4.23	0.14684	1.6955	10.812	-2.3394	0
4.24	0.14658	1.6552	10.812	-2.2305	0
4.25	0.14636	1.6134	10.812	-2.2305	0
4.26	0.14619	1.5707	10.812	-2.2305	0
4.27	0.14521	1.5275	10.724	-2.2305	0
4.28	0.14466	1.4876	10.724	-2.1216	0
4.29	0.14447	1.4424	10.724	-2.1216	0
4.3	0.14425	1.4013	10.724	-2.1216	0
4.31	0.14408	1.3591	10.724	-2.1216	0
4.32	0.14405	1.3125	10.724	-2.1216	0
4.33	0.14309	1.2706	10.636	-2.0127	0
4.34	0.14278	1.2243	10.636	-2.0127	0
4.35	0.14267	1.179	10.636	-2.0127	0
4.36	0.14263	1.1342	10.636	-2.0127	0
4.37	0.1426	1.0898	10.636	-2.0127	0
4.38	0.14202	1.0456	10.548	-1.9038	0
4.39	0.14162	0.99823	10.548	-1.9038	0
4.4	0.14153	0.95229	10.548	-1.9038	0
4.41	0.14153	0.90716	10.548	-1.9038	0
4.42	0.14117	0.86252	10.46	-1.9038	0
4.43	0.13754	0.81816	10.46	-1.7949	0
4.44	0.13746	0.77108	10.46	-1.7949	0
4.45	0.13749	0.72528	10.46	-1.7949	0
4.46	0.13766	0.67585	10.46	-1.7949	0
4.47	0.13698	0.62866	10.372	-1.7949	0
4.48	0.13678	0.5828	10.372	-1.686	0
4.49	0.13689	0.53376	10.372	-1.686	0
4.5	0.13645	0.48681	10.284	-1.686	0
4.51	0.1362	0.43753	10.284	-1.686	0
4.52	0.13623	0.39043	10.284	-1.686	0
4.53	0.13633	0.34462	10.284	-1.5771	0
4.54	0.13615	0.29637	10.196	-1.5771	0
4.55	0.13268	0.24988	10.196	-1.5771	0
4.56	0.13272	0.20154	10.196	-1.5771	0
4.57	0.13297	0.15061	10.196	-1.5771	0
4.58	0.13282	0.10254	10.109	-1.4682	0
4.59	0.13241	0.056152	10.109	-1.4682	0
4.6	0.13248	0.0068088	10.109	-1.4682	0
4.61	0.13275	-0.043886	10.109	-1.4682	0
4.62	0.1326	-0.091818	10.021	-1.4682	0
4.63	0.12927	-0.14132	10.021	-1.4682	0
4.64	0.12943	-0.19144	10.021	-1.3593	0
4.65	0.12965	-0.23903	10.021	-1.3593	0
4.66	0.12927	-0.29348	9.9327	-1.3593	0
4.67	0.12932	-0.34363	9.9327	-1.3593	0
4.68	0.12963	-0.3948	9.9327	-1.3593	0
4.69	0.12993	-0.44301	9.9327	-1.2504	0
4.7	0.12654	-0.49268	9.8448	-1.2504	0
4.71	0.12655	-0.5429	9.8448	-1.2504	0
4.72	0.12698	-0.5989	9.8448	-1.2504	0
4.73	0.12683	-0.64996	9.7569	-1.2504	0
4.74	0.1268	-0.70167	9.7569	-1.2504	0
4.75	0.12702	-0.7502	9.7569	-1.1415	0
4.76	0.13375	-0.80006	9.7569	-1.1415	0.0094028
4.77	0.1433	-0.85478	9.669	-1.1415	0.018806
4.78	0.15266	-0.90905	9.669	-1.1415	0.028208
4.79	0.16231	-0.95909	9.669	-1.1415	0.037611
4.8	0.17213	-1.0102	9.669	-1.0326	0.047014
4.81	0.17826	-1.0616	9.5811	-1.0326	0.056417
4.82	0.18776	-1.1128	9.5811	-1.0326	0.065819
4.83	0.19756	-1.1654	9.5811	-1.0326	0.075222
4.84	0.20746	-1.2185	9.5811	-1.0326	0.084625
4.85	0.21701	-1.2713	9.4932	-1.0326	0.094028
4.86	0.22342	-1.3282	9.4932	-0.9237	0.10343
4.87	0.23327	-1.3826	9.4932	-0.9237	0.11283
4.88	0.24324	-1.4367	9.4932	-0.9237	0.12224
4.89	0.25325	-1.4902	9.4932	-0.9237	0.13164
4.9	0.26011	-1.5398	9.4932	-0.9237	0.14104
4.91	0.27025	-1.5975	9.4932	-0.8148	0.15044
4.92	0.28037	-1.6536	9.4932	-0.8148	0.15985
4.93	0.29035	-1.7047	9.4932	-0.8148	0.16925
4.94	0.29729	-1.7564	9.4932	-0.8148	0.17865
4.95	0.30737	-1.8111	9.4932	-0.8148	0.18806
4.96	0.31827	-1.8657	9.5811	-0.8148	0.19746
4.97	0.32864	-1.92	9.5811	-0.8148	0.20686
4.98	0.33895	-1.9735	9.669	-0.7059	0.21626
4.99	0.34673	-2.0264	9.669	-0.7059	0.22567
5	0.35713	-2.0828	9.669	-0.7059	0.23507
5.01	0.35236	-2.1381	9.7569	-0.7059	0.22806
5.02	0.34435	-2.1924	9.8448	-0.7059	0.22106
5.03	0.3396	-2.2485	9.9327	-0.597	0.21405
5.04	0.33507	-2.3079	9.9327	-0.597	0.20705
5.05	0.33064	-2.3646	10.021	-0.597	0.20004
5.06	0.32312	-2.4161	10.109	-0.597	0.19304
5.07	0.31903	-2.4749	10.284	-0.597	0.18603
5.08	0.31467	-2.5317	10.284	-0.597	0.17903
5.09	0.31085	-2.5867	10.46	-0.4881	0.17202
5.1	0.30378	-2.6448	10.548	-0.4881	0.16502
5.11	0.29997	-2.7	10.724	-0.4881	0.15801
5.12	0.29617	-2.7581	10.812	-0.4881	0.15101
5.13	0.28932	-2.8136	10.9	-0.4881	0.144
5.14	0.28594	-2.8717	11.075	-0.4881	0.137
5.15	0.2823	-2.9279	11.251	-0.3792	0.12999
5.16	0.27583	-2.9859	11.339	-0.3792	0.12299
5.17	0.27258	-3.0493	11.515	-0.3792	0.11598
5.18	0.26925	-3.1048	11.691	-0.3792	0.10898
5.19	0.26289	-3.1623	11.779	-0.3792	0.10197
5.2	0.25981	-3.2255	11.954	-0.3792	0.094968
5.21	0.25676	-3.2844	12.13	-0.2703	0.087963
5.22	0.25065	-3.3448	12.306	-0.2703	0.080958
5.23	0.2475	-3.4052	12.394	-0.2703	0.073953
5.24	0.2445	-3.4625	12.57	-0.2703	0.066948
5.25	0.23855	-3.5259	12.746	-0.2703	0.059943
5.26	0.24222	-3.5842	12.921	-0.2703	0.078489
5.27	0.24278	-3.6434	13.097	-0.1614	0.097035
5.28	0.24655	-3.7075	13.185	-0.1614	0.11558
