t	u	lambda	p	e
31.75	0	147.13	3.2523	0.2742
31.76	0	147.27	3.2523	0.2742
31.77	0	147.41	3.2523	0.2742
31.78	0	147.55	3.2523	0.2742
31.79	0	147.69	3.2523	0.2742
31.8	0	147.82	3.2523	0.2742
31.81	0	147.97	3.2523	0.2742
31.82	0	148.11	3.2523	0.2742
31.83	0	148.25	3.2523	0.2742
31.84	0	148.4	3.1644	0.2742
31.85	0	148.53	3.1644	0.2742
31.86	0	148.67	3.1644	0.2742
31.87	0	148.81	3.1644	0.2742
31.88	0	148.95	3.1644	0.2742
31.89	0	149.09	3.1644	0.2742
31.9	0	149.23	3.1644	0.2742
31.91	0	149.37	3.1644	0.2742
31.92	0	149.5	3.1644	0.2742
31.93	0	149.64	3.1644	0.2742
31.94	0	149.78	3.1644	0.2742
31.95	0	149.92	3.1644	0.3831
31.96	0	150.05	3.1644	0.3831
31.97	0	150.19	3.0765	0.3831
31.98	0	150.33	3.0765	0.3831
31.99	0	150.46	3.0765	0.3831
32	0	150.6	3.0765	0.3831
32.01	0	150.73	3.0765	0.3831
32.02	0	150.87	3.0765	0.3831
32.03	0	151	3.0765	0.3831
32.04	0	151.14	3.0765	0.3831
32.05	0	151.28	2.9886	0.3831
32.06	0	151.41	2.9886	0.3831
32.07	0	151.55	2.9886	0.3831
32.08	0	151.68	2.9886	0.3831
32.09	0	151.82	2.9886	0.3831
32.1	0	151.95	2.9886	0.3831
32.11	0	152.09	2.9886	0.3831
32.12	0	152.22	2.9886	0.3831
32.13	0	152.36	2.9886	0.3831
32.14	0	152.49	2.9886	0.3831
32.15	0	152.63	2.9886	0.3831
32.16	0	152.76	2.9886	0.3831
32.17	0	152.9	2.9007	0.3831
32.18	0	153.03	2.9007	0.3831
32.19	0	153.16	2.9007	0.3831
32.2	0	153.29	2.9007	0.3831
32.21	0	153.43	2.9007	0.3831
32.22	0	153.56	2.9007	0.3831
32.23	0	153.7	2.9007	0.3831
32.24	0	153.83	2.9007	0.3831
32.25	0	153.96	2.9007	0.3831
32.26	0	154.1	2.9007	0.3831
32.27	0	154.23	2.9007	0.3831
32.28	0	154.36	2.9007	0.3831
32.29	0	154.49	2.9007	0.2742
32.3	0	154.63	2.9007	0.2742
32.31	0	154.76	2.9007	0.2742
32.32	0	154.89	2.9007	0.2742
32.33	0	155.02	2.9007	0.2742
32.34	0	155.16	2.9007	0.2742
32.35	0	155.29	2.9007	0.2742
32.36	0	155.42	2.9007	0.2742
32.37	0	155.55	2.9007	0.2742
32.38	0	155.69	2.9007	0.2742
32.39	0	155.82	2.9007	0.2742
32.4	0	155.95	2.9886	0.2742
32.41	0	156.08	2.9007	0.2742
32.42	0	156.21	2.9886	0.2742
32.43	0	156.34	2.9886	0.2742
32.44	0	156.47	2.9886	0.2742
32.45	0	156.6	2.9886	0.2742
32.46	0	156.73	2.9886	0.2742
32.47	0	156.86	2.9886	0.2742
32.48	0	157	2.9886	0.2742
32.49	0	157.13	2.9886	0.2742
32.5	0	157.26	2.9886	0.2742
32.51	0	157.38	2.9886	0.2742
32.52	0	157.52	2.9886	0.2742
32.53	0	157.65	2.9886	0.2742
32.54	0	157.78	2.9886	0.2742
32.55	0	157.9	2.9886	0.2742
32.56	0	158.03	2.9886	0.2742
32.57	0	158.16	2.9886	0.2742
32.58	0	158.29	2.9886	0.2742
32.59	0	158.42	2.9886	0.2742
32.6	0	158.55	2.9886	0.2742
32.61	0	158.68	2.9886	0.2742
32.62	0	158.81	2.9886	0.2742
32.63	0	158.94	2.9886	0.2742
32.64	0	159.06	2.9886	0.2742
32.65	0	159.19	2.9886	0.2742
32.66	0	159.32	2.9886	0.2742
32.67	0	159.45	3.0765	0.2742
32.68	0	159.58	2.9886	0.2742
32.69	0	159.7	3.0765	0.2742
32.7	0	159.83	3.0765	0.2742
32.71	0	159.96	3.0765	0.2742
32.72	0	160.09	3.0765	0.2742
32.73	0	160.22	3.0765	0.2742
32.74	0	160.34	3.0765	0.2742
32.75	0	160.47	3.0765	0.2742
32.76	0	160.6	3.0765	0.2742
32.77	0	160.72	3.0765	0.3831
32.78	0	160.85	3.0765	0.3831
32.79	0	160.98	3.1644	0.3831
32.8	0	161.11	3.1644	0.3831
32.81	0	161.23	3.1644	0.3831
32.82	0	161.36	3.1644	0.3831
32.83	0	161.48	3.1644	0.3831
32.84	0	161.61	3.1644	0.3831
32.85	0	161.73	3.1644	0.3831
32.86	0	161.86	3.1644	0.3831
32.87	0	161.98	3.1644	0.3831
32.88	0	162.11	3.2523	0.3831
32.89	0	162.24	3.2523	0.3831
32.9	0	162.37	3.2523	0.3831
32.91	0	162.49	3.2523	0.3831
32.92	0	162.62	3.2523	0.3831
32.93	0	162.74	3.2523	0.3831
32.94	0	162.87	3.2523	0.3831
32.95	0	162.99	3.2523	0.3831
32.96	0	163.11	3.2523	0.3831
32.97	0	163.24	3.2523	0.3831
32.98	0	163.37	3.2523	0.3831
32.99	0	163.49	3.2523	0.3831
33	0	163.62	3.2523	0.3831
33.01	0	163.74	3.2523	0.3831
33.02	0	163.86	3.2523	0.3831
33.03	0	163.99	3.2523	0.3831
33.04	0	164.11	3.2523	0.3831
33.05	0	164.23	3.2523	0.3831
33.06	0	164.36	3.2523	0.3831
33.07	0	164.48	3.2523	0.3831
33.08	0	164.6	3.2523	0.3831
33.09	0	164.72	3.2523	0.3831
33.1	0	164.85	3.2523	0.3831
33.11	0	164.97	3.2523	0.3831
33.12	0	165.09	3.2523	0.3831
33.13	0	165.22	3.2523	0.3831
33.14	0	165.34	3.2523	0.3831
33.15	0	165.46	3.2523	0.3831
33.16	0	165.59	3.2523	0.3831
33.17	0	165.71	3.2523	0.3831
33.18	0	165.83	3.3402	0.3831
33.19	0	165.95	3.2523	0.3831
33.2	0	166.08	3.2523	0.3831
33.21	0	166.19	3.3402	0.3831
33.22	0	166.32	3.2523	0.3831
33.23	0	166.44	3.2523	0.3831
33.24	0	166.56	3.3402	0.3831
33.25	0	166.69	3.2523	0.3831
33.26	0	166.81	3.2523	0.3831
33.27	0	166.92	3.3402	0.3831
33.28	0	167.05	3.3402	0.3831
33.29	0	167.17	3.2523	0.3831
33.3	0	167.29	3.3402	0.3831
33.31	0	167.41	3.3402	0.3831
33.32	0	167.53	3.2523	0.3831
33.33	0	167.65	3.3402	0.3831
33.34	0	167.77	3.3402	0.3831
33.35	0	167.89	3.3402	0.3831
33.36	0	168.01	3.3402	0.3831
33.37	0	168.13	3.3402	0.3831
33.38	0	168.25	3.3402	0.3831
33.39	0	168.37	3.3402	0.3831
33.4	0	168.49	3.3402	0.3831
33.41	0	168.61	3.3402	0.3831
33.42	0	168.73	3.3402	0.3831
33.43	0	168.85	3.3402	0.3831
33.44	0	168.97	3.3402	0.3831
33.45	0	169.09	3.3402	0.3831
33.46	0	169.21	3.3402	0.3831
33.47	0	169.32	3.3402	0.3831
33.48	0	169.44	3.3402	0.3831
33.49	0	169.56	3.3402	0.3831
33.5	0	169.68	3.3402	0.3831
33.51	0	169.8	3.3402	0.3831
33.52	0	169.91	3.3402	0.3831
33.53	0	170.03	3.3402	0.3831
33.54	0	170.15	3.3402	0.3831
33.55	0	170.27	3.3402	0.3831
33.56	0	170.38	3.3402	0.3831
33.57	0	170.5	3.3402	0.3831
33.58	0	170.62	3.3402	0.3831
33.59	0	170.73	3.3402	0.3831
33.6	0	170.85	3.3402	0.3831
33.61	0	170.97	3.3402	0.3831
33.62	0	171.09	3.3402	0.3831
33.63	0	171.2	3.3402	0.3831
33.64	0	171.32	3.3402	0.3831
33.65	0	171.44	3.3402	0.2742
33.66	0	171.56	3.3402	0.2742
33.67	0	171.67	3.2523	0.2742
33.68	0	171.79	3.2523	0.2742
33.69	0	171.9	3.2523	0.2742
33.7	0	172.02	3.2523	0.2742
33.71	0	172.14	3.2523	0.2742
33.72	0	172.25	3.2523	0.2742
33.73	0	172.37	3.2523	0.2742
33.74	0	172.49	3.2523	0.2742
33.75	0	172.61	3.2523	0.2742
33.76	0	172.72	3.2523	0.2742
33.77	0	172.84	3.2523	0.2742
33.78	0	172.96	3.2523	0.2742
33.79	0	173.08	3.2523	0.2742
33.8	0	173.19	3.2523	0.2742
33.81	0	173.31	3.2523	0.2742
33.82	0	173.44	3.2523	0.2742
33.83	0	173.55	3.2523	0.1653
33.84	0	173.67	3.2523	0.1653
33.85	0	173.79	3.2523	0.1653
33.86	0	173.91	3.2523	0.1653
33.87	0	174.02	3.2523	0.1653
33.88	0	174.14	3.2523	0.1653
33.89	0	174.26	3.2523	0.1653
33.9	0	174.39	3.2523	0.1653
33.91	0	174.5	3.2523	0.1653
33.92	0	174.62	3.3402	0.1653
33.93	0	174.74	3.3402	0.1653
33.94	0	174.86	3.2523	0.1653
33.95	0	174.98	3.2523	0.0564
33.96	0	175.1	3.2523	0.0564
33.97	0	175.21	3.2523	0.0564
33.98	0	175.33	3.2523	0.0564
33.99	0	175.45	3.3402	0.0564
34	0	175.57	3.3402	0.0564
34.01	0	175.69	3.3402	0.0564
34.02	0	175.8	3.3402	0.0564
34.03	0	175.92	3.3402	0.0564
34.04	0	176.04	3.2523	0.0564
34.05	0	176.16	3.2523	0.0564
34.06	0	176.28	3.2523	-0.0525
34.07	0	176.39	3.2523	-0.0525
34.08	0	176.51	3.2523	-0.0525
34.09	0	176.63	3.2523	-0.0525
34.1	0	176.75	3.2523	-0.0525
34.11	0	176.86	3.2523	-0.0525
34.12	0	176.98	3.2523	-0.0525
34.13	0	177.1	3.2523	-0.0525
34.14	0	177.21	3.2523	-0.0525
34.15	0	177.33	3.2523	-0.0525
34.16	0	177.45	3.2523	-0.0525
34.17	0	177.56	3.2523	-0.1614
34.18	0	177.69	3.2523	-0.1614
34.19	0	177.8	3.2523	-0.1614
34.2	0	177.92	3.2523	-0.1614
34.21	0	178.04	3.2523	-0.1614
34.22	0	178.15	3.2523	-0.1614
34.23	0	178.27	3.2523	-0.1614
34.24	0	178.39	3.2523	-0.1614
34.25	0	178.5	3.2523	-0.1614
34.26	0	178.62	3.2523	-0.1614
34.27	0	178.73	3.2523	-0.1614
34.28	0	178.85	3.2523	-0.1614
34.29	0	178.97	3.2523	-0.2703
34.3	0	179.08	3.2523	-0.2703
34.31	0	179.2	3.2523	-0.2703
34.32	0	179.32	3.2523	-0.2703
34.33	0	179.43	3.2523	-0.2703
34.34	0	179.54	3.2523	-0.2703
34.35	0	179.66	3.1644	-0.2703
34.36	0	179.78	3.1644	-0.2703
34.37	0	179.89	3.1644	-0.2703
34.38	0	180.01	3.1644	-0.2703
34.39	0	180.13	3.1644	-0.2703
34.4	0	180.24	3.1644	-0.2703
34.41	0	180.36	3.1644	-0.2703
34.42	0	180.47	3.1644	-0.2703
34.43	0	180.59	3.1644	-0.3792
34.44	0	180.7	3.1644	-0.3792
34.45	0	180.82	3.1644	-0.3792
34.46	0	180.93	3.1644	-0.3792
34.47	0	181.05	3.1644	-0.3792
34.48	0	181.17	3.1644	-0.3792
34.49	0	181.28	3.1644	-0.3792
34.5	0	181.4	3.1644	-0.3792
34.51	0	181.51	3.0765	-0.3792
34.52	0	181.63	3.0765	-0.3792
34.53	0	181.74	3.0765	-0.3792
34.54	0	181.86	3.0765	-0.3792
34.55	0	181.97	3.0765	-0.3792
34.56	0	182.09	3.0765	-0.3792
34.57	0	182.2	3.0765	-0.3792
34.58	0	182.31	3.0765	-0.3792
34.59	0	182.43	3.0765	-0.3792
34.6	0	182.54	3.0765	-0.3792
34.61	0	182.66	2.9886	-0.3792
34.62	0	182.77	2.9886	-0.3792
34.63	0	182.88	2.9886	-0.3792
34.64	0	183	2.9886	-0.3792
34.65	0	183.11	2.9886	-0.3792
34.66	0	183.23	2.9886	-0.3792
34.67	0	183.34	2.9886	-0.3792
34.68	0	183.46	2.9886	-0.3792
34.69	0	183.57	2.9007	-0.4881
34.7	0	183.68	2.9007	-0.4881
34.71	0	183.8	2.9007	-0.4881
34.72	0	183.91	2.9007	-0.4881
34.73	0	184.03	2.9007	-0.4881
34.74	0	184.14	2.9007	-0.4881
34.75	0	184.25	2.9007	-0.4881
34.76	0	184.36	2.9007	-0.4881
34.77	0	184.48	2.9007	-0.4881
34.78	0	184.59	2.8128	-0.4881
34.79	0	184.71	2.8128	-0.4881
34.8	0	184.82	2.8128	-0.4881
34.81	0	184.93	2.8128	-0.4881
34.82	0	185.04	2.8128	-0.4881
34.83	0	185.16	2.8128	-0.4881
34.84	0	185.27	2.8128	-0.4881
34.85	0	185.39	2.8128	-0.4881
34.86	0	185.5	2.8128	-0.4881
34.87	0	185.61	2.8128	-0.4881
34.88	0	185.72	2.8128	-0.4881
34.89	0	185.83	2.8128	-0.4881
34.9	0	185.95	2.8128	-0.4881
34.91	0	186.06	2.8128	-0.4881
34.92	0	186.18	2.8128	-0.4881
34.93	0	186.29	2.8128	-0.4881
34.94	0	186.4	2.8128	-0.4881
34.95	0	186.51	2.8128	-0.4881
34.96	0	186.62	2.8128	-0.4881
34.97	0	186.73	2.8128	-0.4881
34.98	0	186.84	2.8128	-0.4881
34.99	0	186.95	2.8128	-0.4881
35	0	187.06	2.8128	-0.4881
