t	u1	u2	lambda	p	e	u1opt	u2opt
0	-2.6518e-17	0.046698	0	0	-30	0	0
0.01	-2.6518e-17	0.046698	0	0	-30	0	0
0.02	-2.6518e-17	0.046698	0	0	-30	0	0
0.03	-2.6518e-17	0.046698	0	0	-30	0	0
0.04	-2.6518e-17	0.046698	0	0	-30	0	0
0.05	-2.6518e-17	0.046698	0	0	-30	0	0
0.06	4.762e-05	0.046698	0	-0.0879	-30	0	0
0.07	-0.0007841	0.046698	0	-0.0879	-30	0	0
0.08	-0.0010566	0.046698	0	-0.0879	-30	0	0
0.09	-0.0011459	0.046698	0	-0.0879	-30	0	0
0.1	0.0031024	0.046698	0.015114	0	-30	0	0
0.11	0.0037234	0.046698	0.026923	0	-30	0	0
0.12	0.0034381	0.046698	0.033896	0	-30	0	0
0.13	0.0029451	0.046698	0.038013	0	-30	0	0
0.14	0.0081849	0.046698	0.052355	0	-30	0	0
0.15	0.0067244	0.046698	0.066911	0	-30	0	0
0.16	0.0055194	0.046698	0.075506	0	-30	0	0
0.17	0.010491	0.046698	0.088932	0	-30	0	0
0.18	0.0086069	0.046698	0.10651	0	-30	0	0
0.19	0.013266	0.046698	0.12128	0	-30	0	0
0.2	0.010885	0.002069	0.14361	0	-29.891	0	0
0.21	0.0089366	0.020275	0.15679	0	-29.891	0	0
0.22	0.011621	0.031026	0.17969	0.0879	-29.891	0	0
0.23	0.010949	0.037374	0.19609	0.0879	-29.891	0	0
0.24	0.015108	0.041123	0.2209	0.0879	-29.891	0	0
0.25	0.012754	0.043336	0.23842	0.0879	-29.891	0	0
0.26	0.014641	0.0044607	0.26069	0.1758	-29.782	0	0
0.27	0.013967	0.021618	0.27992	0.1758	-29.782	0	0
0.28	0.017916	0.03175	0.30639	0.1758	-29.782	0	0
0.29	0.014965	0.037732	0.3249	0.2637	-29.782	0	0
0.3	0.019736	0.0086846	0.34419	0.2637	-29.673	0	0
0.31	0.017145	0.024043	0.36522	0.2637	-29.673	0	0
0.32	0.020304	0.033112	0.39276	0.3516	-29.673	0	0
0.33	0.018206	0.005887	0.4119	0.3516	-29.564	0	0
0.34	0.021521	0.022322	0.43832	0.4395	-29.564	0	0
0.35	0.025923	-0.012602	0.4568	0.4395	-29.456	0	0
0.36	0.022581	0.011334	0.48571	0.5274	-29.456	0	0
0.37	0.02494	-0.01916	0.50718	0.6153	-29.347	0	0
0.38	0.030204	0.007393	0.53346	0.6153	-29.347	0	0
0.39	0.025696	0.023072	0.56697	0.7032	-29.347	0	0
0.4	0.02426	0.0029914	0.58676	0.7032	-29.238	0	0
0.41	0.026928	0.020404	0.61356	0.7911	-29.238	0	0
0.42	0.029958	0.0013462	0.64062	0.879	-29.129	0	0
0.43	0.028379	-0.025266	0.66625	0.879	-29.02	0	0
0.44	0.031034	0.0035791	0.69329	0.9669	-29.02	0	0
0.45	0.027227	-0.011968	0.71535	1.0548	-28.911	0	0
0.46	0.032398	0.011362	0.74349	1.0548	-28.911	0	0
0.47	0.035604	-0.0042012	0.76298	1.1427	-28.802	0	0
0.48	0.03206	-0.020303	0.7925	1.2306	-28.693	0	0
0.49	0.036979	-0.038327	0.81827	1.2306	-28.584	0	0
0.5	0.033647	-0.004411	0.84314	1.3185	-28.584	0	0
0.51	0.035585	-0.013723	0.87294	1.4064	-28.475	0	0
0.52	0.041035	-0.030135	0.89342	1.4064	-28.366	0	0
0.53	0.03711	-0.044341	0.92351	1.4943	-28.258	0	0
0.54	0.039311	-0.0081704	0.95319	1.5822	-28.258	0	0
0.55	0.036326	-0.016151	0.9768	1.6701	-28.149	0	0
0.56	0.041671	-0.027775	1.0059	1.6701	-28.04	0	0
0.57	0.044856	-0.034709	1.0259	1.758	-27.931	0	0
0.58	0.042469	-0.042874	1.0557	1.758	-27.822	0	0
0.59	0.045187	-0.0075817	1.0777	1.8459	-27.822	0	0
0.6	0.042513	-0.06071	1.1043	1.9338	-27.604	0	0
0.61	0.046664	-0.018253	1.132	1.9338	-27.604	0	0
0.62	0.050002	-0.025762	1.1544	2.0217	-27.495	0	0
0.63	0.045691	-0.027025	1.1856	2.1096	-27.386	0	0
0.64	0.050265	-0.031081	1.2124	2.1096	-27.277	0	0
0.65	0.046358	-0.033545	1.2378	2.1975	-27.169	0	0
0.66	0.050214	-0.038671	1.268	2.2854	-27.06	0	0
0.67	0.046175	-0.041768	1.2887	2.3733	-26.951	0	0
0.68	0.051256	-0.043665	1.316	2.3733	-26.842	0	0
0.69	0.053936	-0.044855	1.335	2.4612	-26.733	0	0
0.7	0.05192	-0.045627	1.3643	2.4612	-26.624	0	0
0.71	0.05433	-0.046153	1.3934	2.5491	-26.515	0	0
0.72	0.051831	-0.046532	1.4167	2.637	-26.406	0	0
0.73	0.056111	-0.046826	1.4424	2.637	-26.297	0	0
0.74	0.052788	-0.047069	1.4637	2.7249	-26.189	0	0
0.75	0.056661	-0.047281	1.4913	2.7249	-26.08	0	0
0.76	0.053698	-0.047476	1.5105	2.8128	-25.971	0	0
0.77	0.055628	-0.04406	1.537	2.9007	-25.862	0	0
0.78	0.054769	-0.042112	1.5555	2.9007	-25.753	0	0
0.79	0.056593	-0.03779	1.5816	2.9886	-25.644	0	0
0.8	0.055742	-0.038548	1.5998	2.9886	-25.535	0	0
0.81	0.057603	-0.035824	1.6257	3.0765	-25.426	0	0
0.82	0.056793	-0.034285	1.6439	3.0765	-25.317	0	0
0.83	0.058691	-0.033446	1.6697	3.1644	-25.208	0	0
0.84	0.057911	-0.077649	1.6879	3.1644	-24.991	0	0
0.85	0.059834	-0.074549	1.7137	3.2523	-24.882	0	0
0.86	0.059076	-0.072789	1.7318	3.2523	-24.773	0	0
0.87	0.061015	-0.071818	1.7577	3.3402	-24.664	0	0
0.88	0.060271	-0.066869	1.7758	3.3402	-24.555	0	0
0.89	0.064276	-0.060015	1.7984	3.3402	-24.446	0	0
0.9	0.061423	-0.056037	1.8179	3.4281	-24.337	0	0
0.91	0.065801	-0.050156	1.8377	3.4281	-24.228	0	0
0.92	0.06294	-0.046753	1.8591	3.516	-24.119	0	0
0.93	0.067777	-0.044813	1.8717	3.516	-24.011	0	0
0.94	0.064481	-0.040495	1.8971	3.6039	-23.902	0	0
0.95	0.062967	-0.085885	1.9121	3.6039	-23.684	0	0
