t	u1	u2	lambda	p	e	u1opt	u2opt
0	-5.0371e-17	0.15824	0	0	-30	0	0
0.01	-5.0371e-17	0.15824	0	0	-30	0	0
0.02	0.0043079	0.15824	0	-0.0879	-30	0	0
0.03	0.0009781	0.15824	0	-0.0879	-30	0	0
0.04	-0.00011301	0.15824	0	-0.0879	-30	0	0
0.05	-0.00047054	0.15824	0	-0.0879	-30	0	0
0.06	-0.0005877	0.15824	0	-0.0879	-30	0	0
0.07	0.017408	0.15824	0.004395	-0.0879	-30	0	0
0.08	0.014154	0.15824	0.020593	-0.0879	-30	0	0
0.09	0.011489	0.15824	0.030158	-0.0879	-30	0	0
0.1	0.0093062	0.15824	0.035806	-0.0879	-30	0	0
0.11	0.026282	0.15824	0.039141	-0.0879	-30	0	0
0.12	0.021452	0.15824	0.059108	-0.0879	-30	0	0
0.13	0.017491	0.15824	0.070899	-0.0879	-30	0	0
0.14	0.014247	0.15824	0.077861	-0.0879	-30	0	0
0.15	0.028928	0.15824	0.090323	-0.0879	-30	0	0
0.16	0.023644	0.15824	0.10733	-0.0879	-30	0	0
0.17	0.024862	0.15824	0.11737	-0.1758	-30	0	0
0.18	0.022372	0.15824	0.13521	-0.0879	-30	0	0
0.19	0.042009	0.15824	0.15183	-0.0879	-30	0	0
0.2	0.036033	0.15824	0.17965	-0.0879	-30	0	0
0.21	0.035593	0.14257	0.19607	-0.1758	-29.891	0	0
0.22	0.04219	0.14875	0.22088	-0.1758	-29.891	0	0
0.23	0.052296	0.1524	0.23842	-0.1758	-29.891	0	0
0.24	0.042474	0.15456	0.26677	-0.1758	-29.891	0	0
0.25	0.052672	0.15583	0.2879	-0.1758	-29.891	0	0
0.26	0.04309	0.13923	0.31399	-0.1758	-29.782	0	0
0.27	0.053302	0.14655	0.33379	-0.1758	-29.782	0	0
0.28	0.043673	0.15086	0.35908	-0.1758	-29.782	0	0
0.29	0.051808	0.13213	0.38913	-0.1758	-29.673	0	0
0.3	0.061248	0.14212	0.40976	-0.1758	-29.673	0	0
0.31	0.050254	0.14801	0.43993	-0.1758	-29.673	0	0
0.32	0.051495	0.13582	0.46611	-0.0879	-29.564	0	0
0.33	0.046222	0.14406	0.49121	-0.0879	-29.564	0	0
0.34	0.05537	0.12971	0.52114	-0.0879	-29.456	0	0
0.35	0.064077	0.14022	0.5461	-0.0879	-29.456	0	0
0.36	0.058148	0.13075	0.58635	0	-29.347	0	0
0.37	0.072835	0.11931	0.6162	0	-29.238	0	0
0.38	0.050667	0.13361	0.65183	0.0879	-29.238	0	0
0.39	0.066038	0.12638	0.68122	0.0879	-29.129	0	0
0.4	0.064218	0.11833	0.70822	0.1758	-29.02	0	0
0.41	0.060057	0.10897	0.74216	0.1758	-28.911	0	0
0.42	0.060495	0.12679	0.77055	0.2637	-28.911	0	0
0.43	0.073323	0.12165	0.80531	0.2637	-28.802	0	0
0.44	0.074521	0.11669	0.83549	0.3516	-28.693	0	0
0.45	0.066587	0.11167	0.87131	0.3516	-28.584	0	0
0.46	0.068853	0.10847	0.90757	0.4395	-28.475	0	0
0.47	0.073108	0.10634	0.93626	0.5274	-28.366	0	0
0.48	0.058256	0.10485	0.96681	0.6153	-28.258	0	0
0.49	0.061417	0.1056	0.99996	0.7032	-28.149	0	0
0.5	0.064378	0.10581	1.0308	0.7911	-28.04	0	0
0.51	0.080723	0.1057	1.063	0.7911	-27.931	0	0
0.52	0.065156	0.10707	1.0956	0.879	-27.822	0	0
0.53	0.071056	0.086364	1.13	0.9669	-27.604	0	0
0.54	0.074382	0.089339	1.1616	1.0548	-27.495	0	0
0.55	0.079993	0.09293	1.1898	1.1427	-27.386	0	0
0.56	0.064477	0.09668	1.2245	1.2306	-27.277	0	0
0.57	0.071582	0.076751	1.2569	1.3185	-27.06	0	0
0.58	0.071962	0.084557	1.2973	1.4064	-26.951	0	0
0.59	0.078805	0.090795	1.3283	1.4943	-26.842	0	0
0.6	0.063562	0.072335	1.3603	1.5822	-26.624	0	0
0.61	0.071295	0.081008	1.3911	1.6701	-26.515	0	0
0.62	0.087326	0.064173	1.4198	1.6701	-26.297	0	0
0.63	0.073119	0.073412	1.4503	1.758	-26.189	0	0
0.64	0.066964	0.082567	1.4834	1.9338	-26.08	0	0
0.65	0.084792	0.068131	1.5178	1.9338	-25.862	0	0
0.66	0.08185	0.078743	1.5442	2.1096	-25.753	0	0
0.67	0.067949	0.065167	1.5777	2.1975	-25.535	0	0
0.68	0.074454	0.074423	1.6059	2.2854	-25.426	0	0
0.69	0.062744	0.061911	1.6322	2.3733	-25.208	0	0
0.7	0.080789	0.071795	1.6628	2.3733	-25.099	0	0
0.71	0.086153	0.059653	1.6882	2.4612	-24.882	0	0
0.72	0.075006	0.07162	1.7168	2.5491	-24.773	0	0
