t	u1	u2	lambda	p	e	u1opt	u2opt
0	-8.8222e-18	0.046698	0	0	-30	0	0
0.01	-8.8222e-18	0.046698	0	0	-30	0	0
0.02	-8.8222e-18	0.046698	0	0	-30	0	0
0.03	-8.8222e-18	0.046698	0	0	-30	0	0
0.04	-8.8222e-18	0.046698	0	0	-30	0	0
0.05	0.0039957	0.046698	0	-0.0879	-30	0	0
0.06	0.00074278	0.046698	0	-0.0879	-30	0	0
0.07	-0.00032313	0.046698	0	-0.0879	-30	0	0
0.08	-0.0006724	0.046698	0	-0.0879	-30	0	0
0.09	0.0053472	0.046698	0.01191	-0.0879	-30	0	0
0.1	0.0041915	0.046698	0.025031	-0.0879	-30	0	0
0.11	0.0032647	0.046698	0.032778	-0.0879	-30	0	0
0.12	0.0025134	0.046698	0.037353	-0.0879	-30	0	0
0.13	0.0082877	0.046698	0.048405	-0.0879	-30	0	0
0.14	0.0066252	0.046698	0.064579	-0.0879	-30	0	0
0.15	0.0052664	0.046698	0.074129	-0.0879	-30	0	0
0.16	0.010542	0.046698	0.088119	-0.0879	-30	0	0
0.17	0.0084724	0.046698	0.10603	-0.0879	-30	0	0
0.18	0.013701	0.046698	0.1166	-0.0879	-30	0	0
0.19	0.011059	0.046698	0.14084	-0.0879	-30	0	0
0.2	0.0088994	0.017358	0.15516	-0.0879	-29.891	0	0
0.21	0.01327	0.029304	0.17552	-0.0879	-29.891	0	0
0.22	0.010711	0.036357	0.19363	-0.0879	-29.891	0	0
0.23	0.01527	0.040522	0.20872	-0.0879	-29.891	0	0
0.24	0.012352	0.042982	0.23124	-0.0879	-29.891	0	0
0.25	0.016616	0.044434	0.24893	-0.0879	-29.891	0	0
0.26	0.013458	0.0051088	0.27297	-0.0879	-29.782	0	0
0.27	0.017526	0.022001	0.29157	-0.0879	-29.782	0	0
0.28	0.014208	0.031976	0.31615	-0.0879	-29.782	0	0
0.29	0.018418	0.037866	0.33067	-0.0879	-29.782	0	0
0.3	0.014944	0.041344	0.35724	-0.0879	-29.782	0	0
0.31	0.010419	0.014058	0.37293	0	-29.673	0	0
0.32	0.013194	0.027216	0.40019	0	-29.673	0	0
0.33	0.019001	0.034986	0.42068	0	-29.673	0	0
0.34	0.016084	0.0033922	0.44639	0	-29.564	0	0
0.35	0.019754	0.020849	0.46991	0	-29.564	0	0
0.36	0.0076561	0.031156	0.49346	0.0879	-29.564	0	0
0.37	0.017508	0.0079038	0.51571	0.0879	-29.456	0	0
0.38	0.022444	0.023443	0.54684	0.0879	-29.456	0	0
0.39	0.013868	3.8815e-05	0.57488	0.1758	-29.347	0	0
0.4	0.021232	0.01873	0.59978	0.1758	-29.347	0	0
0.41	0.0077995	-0.0064151	0.62413	0.2637	-29.238	0	0
0.42	0.019177	0.014849	0.65042	0.2637	-29.238	0	0
0.43	0.025153	-0.0087759	0.67204	0.2637	-29.129	0	0
0.44	0.015058	0.013386	0.7028	0.3516	-29.129	0	0
0.45	0.023861	-0.0061083	0.72096	0.3516	-29.02	0	0
0.46	0.021508	-0.029737	0.74968	0.3516	-28.911	0	0
0.47	0.021114	0.0008695	0.77499	0.4395	-28.911	0	0
0.48	0.016652	-0.017239	0.79959	0.5274	-28.802	0	0
0.49	0.023974	0.0081801	0.82602	0.5274	-28.802	0	0
0.5	0.031328	-0.0061493	0.84772	0.5274	-28.693	0	0
0.51	0.020462	-0.021522	0.87853	0.6153	-28.584	0	0
0.52	0.026954	-0.039117	0.90507	0.6153	-28.475	0	0
0.53	0.027032	-0.0049467	0.93039	0.7032	-28.475	0	0
0.54	0.026119	-0.01735	0.96334	0.7032	-28.366	0	0
0.55	0.026244	-0.032346	0.98719	0.7911	-28.258	0	0
0.56	0.018922	-0.045716	1.0149	0.879	-28.149	0	0
0.57	0.028114	-0.0090518	1.0396	0.879	-28.149	0	0
0.58	0.022177	-0.016741	1.0638	0.9669	-28.04	0	0
0.59	0.017763	-0.028193	1.0932	1.0548	-27.931	0	0
0.6	0.030173	-0.039026	1.1135	1.0548	-27.822	0	0
0.61	0.017913	-0.045493	1.1434	1.1427	-27.713	0	0
0.62	0.029708	-0.053826	1.1695	1.1427	-27.604	0	0
0.63	0.017625	-0.058816	1.1945	1.2306	-27.495	0	0
0.64	0.02936	-0.017204	1.2212	1.2306	-27.495	0	0
0.65	0.028464	-0.021971	1.243	1.2306	-27.386	0	0
0.66	0.028204	-0.028097	1.2711	1.3185	-27.277	0	0
0.67	0.024106	-0.031783	1.2905	1.4064	-27.169	0	0
0.68	0.029004	-0.037631	1.32	1.4064	-27.06	0	0
0.69	0.035469	-0.037552	1.3374	1.4064	-26.951	0	0
0.7	0.028381	-0.041176	1.3656	1.4943	-26.842	0	0
0.71	0.024046	-0.043385	1.3907	1.5822	-26.733	0	0
0.72	0.02928	-0.044759	1.4151	1.5822	-26.624	0	0
0.73	0.034991	-0.04564	1.4447	1.5822	-26.515	0	0
0.74	0.028314	-0.04623	1.465	1.6701	-26.406	0	0
0.75	0.034791	-0.046647	1.4921	1.6701	-26.297	0	0
0.76	0.027243	-0.046963	1.511	1.758	-26.189	0	0
0.77	0.034717	-0.047219	1.5373	1.758	-26.08	0	0
0.78	0.027554	-0.04744	1.5557	1.8459	-25.971	0	0
0.79	0.035443	-0.044038	1.5784	1.8459	-25.862	0	0
0.8	0.03779	-0.0457	1.598	1.8459	-25.753	0	0
0.81	0.030174	-0.04315	1.6214	1.9338	-25.644	0	0
0.82	0.03237	-0.041713	1.6414	1.9338	-25.535	0	0
0.83	0.026359	-0.037693	1.6682	2.0217	-25.426	0	0
0.84	0.031572	-0.03863	1.687	2.0217	-25.317	0	0
0.85	0.037545	-0.036012	1.7132	2.0217	-25.208	0	0
0.86	0.031174	-0.079163	1.7315	2.1096	-24.991	0	0
0.87	0.037932	-0.075444	1.7575	2.1096	-24.882	0	0
0.88	0.029111	-0.068871	1.7757	2.1975	-24.773	0	0
0.89	0.042036	-0.069505	1.7984	2.1096	-24.664	0	0
0.9	0.033281	-0.065503	1.8178	2.1975	-24.555	0	0
0.91	0.039749	-0.067655	1.8377	2.1975	-24.446	0	0
0.92	0.032091	-0.06455	1.859	2.2854	-24.337	0	0
0.93	0.040631	-0.062785	1.8717	2.2854	-24.228	0	0
0.94	0.038559	-0.061813	1.8971	2.2854	-24.119	0	0
0.95	0.036167	-0.053705	1.9121	2.2854	-24.011	0	0
0.96	0.035881	-0.048987	1.9361	2.3733	-23.902	0	0
0.97	0.036204	-0.046271	1.9532	2.3733	-23.793	0	0
