t	u	lambda	p	e
22.96	-0.024299	3.9009	0.7911	0.2742
22.97	-0.024157	4.1874	0.7911	0.2742
22.98	-0.024016	4.4757	0.7911	0.2742
22.99	-0.023875	4.7643	0.7911	0.3831
23	-0.023734	5.0503	0.7911	0.3831
23.01	-0.023599	5.3376	0.879	0.3831
23.02	-0.023464	5.6228	0.879	0.3831
23.03	-0.023329	5.9096	0.879	0.3831
23.04	-0.023194	6.1974	0.879	0.3831
23.05	-0.02306	6.4829	0.879	0.3831
23.06	-0.022925	6.7774	0.879	0.3831
23.07	-0.02279	7.0706	0.9669	0.3831
23.08	-0.022655	7.3549	0.9669	0.3831
23.09	-0.02252	7.6487	0.9669	0.3831
23.1	-0.022385	7.937	0.9669	0.3831
23.11	-0.02225	8.2264	0.9669	0.3831
23.12	-0.022115	8.5121	1.0548	0.3831
23.13	-0.021981	8.8	1.0548	0.3831
23.14	-0.021846	9.0892	1.0548	0.3831
23.15	-0.021711	9.3747	1.0548	0.3831
23.16	-0.021576	9.6625	1.0548	0.492
23.17	-0.021441	9.9508	1.0548	0.492
23.18	-0.021306	10.24	1.1427	0.492
23.19	-0.021171	10.526	1.1427	0.492
23.2	-0.021036	10.81	1.1427	0.492
23.21	-0.020902	11.096	1.1427	0.492
23.22	-0.020767	11.384	1.1427	0.492
23.23	-0.020632	11.669	1.1427	0.492
23.24	-0.020497	11.956	1.2306	0.492
23.25	-0.020362	12.244	1.2306	0.492
23.26	-0.020233	12.534	1.2306	0.492
23.27	-0.020104	12.819	1.2306	0.492
23.28	-0.019976	13.111	1.2306	0.492
23.29	-0.019847	13.398	1.2306	0.492
23.3	-0.019718	13.683	1.2306	0.492
23.31	-0.019589	13.97	1.3185	0.492
23.32	-0.01946	14.258	1.3185	0.492
23.33	-0.019331	14.544	1.3185	0.492
23.34	-0.019202	14.831	1.3185	0.492
23.35	-0.019074	15.116	1.3185	0.492
23.36	-0.018945	15.403	1.3185	0.492
23.37	-0.018816	15.695	1.3185	0.492
23.38	-0.018687	15.978	1.4064	0.492
23.39	-0.018558	16.268	1.4064	0.492
23.4	-0.018429	16.551	1.4064	0.492
23.41	-0.0183	16.841	1.4064	0.492
23.42	-0.018172	17.126	1.4064	0.492
23.43	-0.018043	17.414	1.4064	0.492
23.44	-0.017914	17.699	1.4064	0.492
23.45	-0.017785	17.99	1.4943	0.6009
23.46	-0.017656	18.277	1.4943	0.6009
23.47	-0.017527	18.562	1.4943	0.6009
23.48	-0.017399	18.849	1.4943	0.6009
23.49	-0.01727	19.137	1.4943	0.6009
23.5	-0.017141	19.425	1.4943	0.6009
23.51	-0.017018	19.711	1.4943	0.6009
23.52	-0.016895	19.996	1.5822	0.6009
23.53	-0.016772	20.282	1.5822	0.6009
23.54	-0.016648	20.569	1.5822	0.6009
23.55	-0.016525	20.855	1.5822	0.6009
23.56	-0.016402	21.142	1.5822	0.6009
23.57	-0.016279	21.427	1.5822	0.6009
23.58	-0.016156	21.713	1.5822	0.6009
23.59	-0.016033	21.998	1.6701	0.6009
23.6	-0.01591	22.289	1.6701	0.6009
23.61	-0.015787	22.572	1.6701	0.6009
23.62	-0.015664	22.858	1.6701	0.6009
23.63	-0.015541	23.142	1.6701	0.6009
23.64	-0.015418	23.432	1.6701	0.6009
23.65	-0.015294	23.718	1.6701	0.492
23.66	-0.015171	24.006	1.6701	0.492
23.67	-0.015048	24.296	1.6701	0.492
23.68	-0.014925	24.581	1.6701	0.492
23.69	-0.014802	24.869	1.758	0.492
23.7	-0.014679	25.154	1.758	0.492
23.71	-0.014556	25.437	1.758	0.492
23.72	-0.014433	25.727	1.758	0.492
23.73	-0.01431	26.013	1.758	0.492
23.74	-0.014187	26.301	1.758	0.492
23.75	-0.014063	26.587	1.758	0.492
23.76	-0.013946	26.874	1.758	0.492
23.77	-0.013828	27.159	1.758	0.492
23.78	-0.013711	27.445	1.758	0.492
23.79	-0.013593	27.73	1.758	0.492
23.8	-0.013475	28.017	1.758	0.492
23.81	-0.013358	28.302	1.758	0.492
23.82	-0.01324	28.588	1.758	0.492
23.83	-0.013123	28.876	1.8459	0.492
23.84	-0.013005	29.161	1.8459	0.492
23.85	-0.012887	29.448	1.8459	0.492
23.86	-0.01277	29.733	1.8459	0.3831
23.87	-0.012652	30.02	1.8459	0.3831
23.88	-0.012534	30.305	1.8459	0.3831
23.89	-0.012417	30.595	1.8459	0.3831
23.9	-0.012299	30.878	1.8459	0.3831
23.91	-0.012182	31.164	1.8459	0.3831
23.92	-0.012064	31.452	1.8459	0.3831
23.93	-0.011946	31.74	1.8459	0.3831
23.94	-0.011829	32.026	1.8459	0.3831
23.95	-0.011711	32.314	1.8459	0.3831
23.96	-0.011593	32.603	1.8459	0.3831
23.97	-0.011476	32.888	1.8459	0.2742
23.98	-0.011358	33.171	1.8459	0.2742
23.99	-0.011241	33.458	1.8459	0.2742
24	-0.011123	33.746	1.8459	0.2742
24.01	-0.011011	34.035	1.8459	0.2742
24.02	-0.010898	34.321	1.758	0.2742
24.03	-0.010786	34.605	1.8459	0.2742
24.04	-0.010673	34.894	1.8459	0.2742
24.05	-0.010561	35.181	1.758	0.2742
24.06	-0.010448	35.468	1.758	0.2742
24.07	-0.010336	35.754	1.758	0.2742
24.08	-0.010223	36.042	1.758	0.1653
24.09	-0.010111	36.326	1.758	0.1653
24.1	-0.0099986	36.613	1.758	0.1653
24.11	-0.0098861	36.897	1.758	0.1653
24.12	-0.0097737	37.188	1.758	0.1653
24.13	-0.0096613	37.474	1.758	0.1653
24.14	-0.0095488	37.763	1.758	0.1653
24.15	-0.0094364	38.052	1.758	0.1653
24.16	-0.0093239	38.338	1.758	0.1653
24.17	-0.0092115	38.625	1.758	0.1653
24.18	-0.009099	38.91	1.758	0.1653
24.19	-0.0089866	39.198	1.758	0.1653
24.2	-0.0088742	39.486	1.758	0.0564
24.21	-0.0087617	39.774	1.758	0.0564
24.22	-0.0086493	40.06	1.758	0.0564
24.23	-0.0085368	40.348	1.758	0.0564
24.24	-0.0084244	40.633	1.758	0.0564
24.25	-0.008312	40.924	1.758	0.0564
24.26	-0.0082044	41.211	1.758	0.0564
24.27	-0.0080968	41.499	1.758	0.0564
24.28	-0.0079893	41.784	1.758	0.0564
24.29	-0.0078817	42.071	1.758	0.0564
24.3	-0.0077741	42.36	1.758	0.0564
24.31	-0.0076665	42.649	1.758	0.0564
24.32	-0.007559	42.935	1.758	0.0564
24.33	-0.0074514	43.219	1.758	0.0564
24.34	-0.0073438	43.508	1.8459	0.0564
24.35	-0.0072363	43.795	1.8459	0.0564
24.36	-0.0071287	44.087	1.8459	0.0564
24.37	-0.0070211	44.373	1.8459	0.0564
24.38	-0.0069135	44.662	1.8459	0.0564
24.39	-0.006806	44.949	1.8459	-0.0525
24.4	-0.0066984	45.236	1.8459	-0.0525
24.41	-0.0065908	45.524	1.8459	-0.0525
24.42	-0.0064833	45.81	1.8459	-0.0525
24.43	-0.0063757	46.1	1.8459	-0.0525
24.44	-0.0062681	46.387	1.8459	-0.0525
24.45	-0.0061606	46.679	1.8459	-0.0525
24.46	-0.006053	46.966	1.8459	-0.0525
24.47	-0.0059454	47.255	1.8459	-0.0525
24.48	-0.0058378	47.545	1.8459	-0.0525
24.49	-0.0057303	47.831	1.8459	-0.0525
24.5	-0.0056227	48.119	1.9338	-0.0525
24.51	-0.0055197	48.407	1.9338	-0.0525
24.52	-0.0054167	48.696	1.9338	-0.0525
24.53	-0.0053137	48.982	1.9338	-0.0525
24.54	-0.0052107	49.273	1.9338	-0.0525
24.55	-0.0051076	49.56	1.9338	-0.0525
24.56	-0.0050046	49.848	1.9338	-0.0525
24.57	-0.0049016	50.138	1.9338	-0.0525
24.58	-0.0047986	50.424	2.0217	-0.0525
24.59	-0.0046956	50.712	2.0217	-0.0525
24.6	-0.0045926	51	2.0217	-0.0525
24.61	-0.0044896	51.289	2.0217	-0.0525
24.62	-0.0043865	51.575	2.0217	-0.0525
24.63	-0.0042835	51.866	2.0217	-0.0525
24.64	-0.0041805	52.153	2.1096	-0.0525
24.65	-0.0040775	52.441	2.1096	-0.0525
24.66	-0.0039745	52.731	2.1096	-0.0525
24.67	-0.0038715	53.017	2.1096	-0.0525
24.68	-0.0037685	53.305	2.1096	-0.0525
24.69	-0.0036654	53.593	2.1096	-0.0525
24.7	-0.0035624	53.882	2.1096	-0.0525
24.71	-0.0034594	54.168	2.1096	-0.0525
24.72	-0.0033564	54.459	2.1096	-0.0525
24.73	-0.0032534	54.743	2.1975	-0.0525
24.74	-0.0031504	55.033	2.1975	-0.0525
24.75	-0.0030474	55.323	2.1975	-0.0525
24.76	-0.0029486	55.609	2.1975	-0.0525
24.77	-0.0028498	55.9	2.1975	-0.0525
24.78	-0.002751	56.188	2.1975	-0.0525
24.79	-0.0026523	56.48	2.1975	-0.0525
24.8	-0.0025535	56.767	2.1975	-0.0525
24.81	-0.0024547	57.056	2.1975	-0.0525
24.82	-0.0023559	57.345	2.1975	-0.0525
24.83	-0.0022571	57.631	2.1975	-0.0525
24.84	-0.0021584	57.919	2.1975	-0.0525
24.85	-0.0020596	58.208	2.1975	-0.0525
24.86	-0.0019608	58.497	2.1975	-0.0525
24.87	-0.001862	58.783	2.1975	-0.0525
24.88	-0.0017633	59.074	2.1975	-0.0525
24.89	-0.0016645	59.361	2.1975	-0.0525
24.9	-0.0015657	59.649	2.1096	-0.0525
24.91	-0.0014669	59.939	2.1096	-0.0525
24.92	-0.0013682	60.228	2.1096	-0.0525
24.93	-0.0012694	60.515	2.1096	-0.0525
24.94	-0.0011706	60.802	2.1096	-0.0525
24.95	-0.0010718	61.094	2.1096	-0.0525
24.96	-0.00097305	61.378	2.1096	-0.0525
24.97	-0.00087427	61.669	2.1096	-0.0525
24.98	-0.00077549	61.955	2.1096	-0.0525
24.99	-0.00067672	62.243	2.1096	-0.0525
25	-0.00057794	62.532	2.1096	-0.0525
25.01	-0.00048308	62.821	2.1096	-0.0525
25.02	-0.00038821	63.112	2.0217	-0.0525
25.03	-0.00029335	63.398	2.0217	-0.0525
25.04	-0.00019849	63.689	2.0217	-0.0525
25.05	-0.00010363	63.98	2.0217	-0.0525
25.06	-8.7632e-06	64.267	2.0217	-0.0525
25.07	8.61e-05	64.555	2.0217	-0.0525
25.08	0.00018096	64.844	2.0217	-0.0525
25.09	0.00027583	65.13	2.0217	-0.0525
25.1	0.00037069	65.417	2.0217	-0.0525
25.11	0.00046555	65.709	2.0217	-0.0525
25.12	0.00056041	65.998	2.0217	-0.0525
25.13	0.00065528	66.286	2.0217	-0.0525
25.14	0.00075014	66.575	2.0217	-0.0525
25.15	0.000845	66.865	2.0217	-0.0525
25.16	0.00093987	67.154	2.0217	-0.0525
25.17	0.0010347	67.44	2.0217	-0.0525
25.18	0.0011296	67.732	2.0217	-0.0525
25.19	0.0012245	68.023	2.0217	-0.0525
25.2	0.0013193	68.31	2.0217	-0.0525
25.21	0.0014142	68.598	2.0217	-0.0525
25.22	0.001509	68.887	2.0217	-0.0525
25.23	0.0016039	69.176	2.0217	-0.0525
25.24	0.0016988	69.462	2.0217	-0.0525
25.25	0.0017936	69.754	2.0217	-0.0525
25.26	0.0018849	70.045	2.0217	-0.0525
25.27	0.0019762	70.332	2.0217	-0.0525
25.28	0.0020674	70.62	2.0217	-0.0525
25.29	0.0021587	70.909	2.0217	-0.0525
25.3	0.00225	71.198	2.0217	-0.0525
25.31	0.0023413	71.487	2.0217	-0.0525
25.32	0.0024325	71.777	2.0217	-0.0525
25.33	0.0025238	72.063	2.1096	-0.0525
25.34	0.0026151	72.355	2.1096	-0.0525
25.35	0.0027064	72.643	2.1096	-0.0525
25.36	0.0027976	72.931	2.1096	-0.0525
25.37	0.0028889	73.224	2.1096	-0.0525
25.38	0.0029802	73.508	2.1096	-0.0525
25.39	0.0030714	73.799	2.1096	-0.0525
25.4	0.0031627	74.089	2.1096	-0.0525
25.41	0.003254	74.376	2.1096	-0.0525
25.42	0.0033453	74.667	2.1096	-0.0525
25.43	0.0034365	74.958	2.1096	-0.0525
25.44	0.0035278	75.249	2.1096	-0.0525
25.45	0.0036191	75.532	2.1096	-0.0525
25.46	0.0037103	75.821	2.1096	-0.0525
25.47	0.0038016	76.111	2.1975	-0.0525
25.48	0.0038929	76.404	2.1975	-0.0525
25.49	0.0039842	76.689	2.1975	-0.0525
25.5	0.0040754	76.976	2.1975	-0.0525
25.51	0.0041634	77.264	2.1975	-0.0525
25.52	0.0042514	77.55	2.1975	-0.0525
25.53	0.0043394	77.841	2.1975	-0.0525
25.54	0.0044274	78.128	2.2854	-0.0525
25.55	0.0045154	78.416	2.2854	-0.0525
25.56	0.0046034	78.705	2.2854	-0.0525
25.57	0.0046914	79.002	2.2854	-0.0525
25.58	0.0047794	79.296	2.2854	-0.0525
25.59	0.0048675	79.578	2.2854	-0.0525
25.6	0.0049555	79.863	2.3733	-0.0525
25.61	0.0050435	80.146	2.3733	-0.0525
25.62	0.0051315	80.432	2.3733	-0.0525
25.63	0.0052195	80.716	2.3733	-0.0525
25.64	0.0053075	81.006	2.3733	-0.0525
25.65	0.0053955	81.304	2.3733	-0.0525
25.66	0.0054835	81.59	2.4612	-0.0525
25.67	0.0055715	81.876	2.4612	-0.0525
25.68	0.0056595	82.162	2.4612	-0.0525
25.69	0.0057475	82.45	2.4612	-0.0525
25.7	0.0058355	82.736	2.4612	-0.0525
25.71	0.0059235	83.02	2.5491	-0.0525
25.72	0.0060115	83.306	2.5491	-0.0525
25.73	0.0060995	83.591	2.5491	-0.0525
25.74	0.0061875	83.877	2.5491	-0.0525
25.75	0.0062755	84.165	2.637	-0.0525
25.76	0.0063605	84.45	2.637	-0.0525
25.77	0.0064456	84.741	2.637	-0.0525
25.78	0.0065306	85.029	2.637	-0.0525
25.79	0.0066157	85.32	2.637	-0.0525
25.8	0.0067007	85.601	2.7249	-0.0525
25.81	0.0067858	85.892	2.7249	-0.0525
25.82	0.0068708	86.172	2.7249	-0.0525
25.83	0.0069559	86.46	2.7249	-0.0525
25.84	0.0070409	86.741	2.8128	-0.0525
25.85	0.007126	87.03	2.8128	-0.0525
25.86	0.007211	87.315	2.8128	-0.0525
25.87	0.0072961	87.603	2.9007	-0.0525
25.88	0.0073811	87.884	2.9007	-0.0525
25.89	0.0074662	88.169	2.9007	-0.0525
25.9	0.0075512	88.464	2.9886	-0.0525
25.91	0.0076363	88.742	2.9886	-0.0525
25.92	0.0077213	89.028	2.9886	-0.0525
25.93	0.0078064	89.316	3.0765	0.0564
25.94	0.0078914	89.598	3.0765	0.0564
25.95	0.0079765	89.884	3.0765	0.0564
25.96	0.0080615	90.163	3.1644	0.0564
25.97	0.0081466	90.454	3.1644	0.0564
25.98	0.0082316	90.737	3.1644	0.0564
25.99	0.0083167	91.016	3.1644	0.0564
26	0.0084017	91.3	3.2523	0.0564
26.01	0.0084842	91.582	3.2523	0.0564
26.02	0.0085666	91.864	3.2523	0.0564
26.03	0.008649	92.146	3.3402	0.0564
26.04	0.0087314	92.435	3.3402	0.0564
26.05	0.0088138	92.72	3.3402	0.0564
26.06	0.0088962	93	3.3402	0.0564
26.07	0.0089786	93.277	3.4281	0.0564
26.08	0.009061	93.557	3.4281	0.0564
26.09	0.0091434	93.84	3.4281	0.0564
26.1	0.0092258	94.119	3.516	0.0564
26.11	0.0093082	94.399	3.516	0.0564
26.12	0.0093906	94.683	3.516	0.0564
26.13	0.0094731	94.963	3.516	0.0564
26.14	0.0095555	95.246	3.6039	0.0564
26.15	0.0096379	95.535	3.6039	0.0564
26.16	0.0097203	95.811	3.6039	0.0564
26.17	0.0098027	96.097	3.6039	0.0564
26.18	0.0098851	96.382	3.6918	0.0564
26.19	0.0099675	96.664	3.6918	0.0564
26.2	0.01005	96.946	3.6918	0.0564
26.21	0.010132	97.224	3.6918	0.0564
26.22	0.010215	97.496	3.6918	0.0564
26.23	0.010297	97.772	3.6918	0.0564
26.24	0.01038	98.054	3.6918	0.0564
26.25	0.010462	98.336	3.6918	0.0564
26.26	0.010542	98.61	3.7797	0.0564
26.27	0.010622	98.891	3.7797	0.0564
26.28	0.010702	99.172	3.7797	0.0564
26.29	0.010782	99.449	3.7797	0.0564
26.3	0.010862	99.724	3.7797	0.0564
26.31	0.010942	100.01	3.7797	0.0564
26.32	0.011022	100.28	3.7797	0.0564
26.33	0.011103	100.56	3.7797	0.0564
26.34	0.011183	100.85	3.7797	0.0564
26.35	0.011263	101.12	3.7797	0.0564
26.36	0.011343	101.4	3.7797	0.0564
26.37	0.011423	101.68	3.7797	0.1653
26.38	0.011503	101.96	3.7797	0.1653
26.39	0.011583	102.24	3.8676	0.1653
26.4	0.011663	102.51	3.7797	0.1653
26.41	0.011743	102.79	3.8676	0.1653
26.42	0.011823	103.06	3.8676	0.1653
26.43	0.011903	103.34	3.8676	0.1653
26.44	0.011983	103.62	3.8676	0.1653
26.45	0.012063	103.91	3.8676	0.1653
26.46	0.012143	104.18	3.8676	0.1653
26.47	0.012224	104.45	3.8676	0.1653
26.48	0.012304	104.72	3.8676	0.1653
26.49	0.012384	104.99	3.8676	0.1653
26.5	0.012464	105.27	3.8676	0.1653
26.51	0.012542	105.56	3.8676	0.1653
26.52	0.01262	105.83	3.7797	0.1653
26.53	0.012698	106.1	3.7797	0.1653
26.54	0.012776	106.37	3.7797	0.1653
26.55	0.012854	106.65	3.7797	0.1653
26.56	0.012932	106.93	3.7797	0.1653
26.57	0.01301	107.21	3.7797	0.1653
26.58	0.013088	107.48	3.7797	0.1653
26.59	0.013166	107.75	3.7797	0.1653
26.6	0.013244	108.03	3.7797	0.1653
26.61	0.013322	108.31	3.7797	0.1653
26.62	0.0134	108.57	3.7797	0.1653
26.63	0.013478	108.85	3.7797	0.1653
26.64	0.013556	109.12	3.7797	0.1653
26.65	0.013634	109.39	3.7797	0.1653
26.66	0.013712	109.67	3.7797	0.1653
26.67	0.01379	109.95	3.7797	0.1653
26.68	0.013868	110.22	3.7797	0.1653
26.69	0.013946	110.49	3.7797	0.1653
26.7	0.014024	110.76	3.7797	0.1653
26.71	0.014102	111.04	3.7797	0.1653
26.72	0.01418	111.31	3.7797	0.1653
26.73	0.014258	111.58	3.7797	0.1653
26.74	0.014336	111.85	3.7797	0.1653
26.75	0.014414	112.12	3.7797	0.1653
26.76	0.014491	112.4	3.7797	0.1653
26.77	0.014567	112.67	3.7797	0.1653
26.78	0.014643	112.94	3.7797	0.1653
26.79	0.014719	113.21	3.7797	0.1653
26.8	0.014796	113.48	3.7797	0.1653
26.81	0.014872	113.75	3.7797	0.1653
26.82	0.014948	114.03	3.7797	0.1653
26.83	0.015024	114.3	3.7797	0.1653
26.84	0.015101	114.57	3.7797	0.1653
26.85	0.015177	114.84	3.7797	0.0564
26.86	0.015253	115.11	3.7797	0.0564
26.87	0.01533	115.38	3.7797	0.0564
26.88	0.015406	115.65	3.7797	0.0564
26.89	0.015482	115.92	3.7797	0.0564
26.9	0.015558	116.19	3.7797	0.0564
26.91	0.015635	116.47	3.7797	0.0564
26.92	0.015711	116.73	3.7797	0.0564
26.93	0.015787	117	3.7797	0.0564
26.94	0.015863	117.28	3.7797	0.0564
26.95	0.01594	117.55	3.7797	0.0564
26.96	0.016016	117.81	3.7797	0.0564
26.97	0.016092	118.09	3.7797	0.0564
26.98	0.016168	118.35	3.7797	0.0564
26.99	0.016245	118.62	3.7797	0.0564
27	0.016321	118.89	3.7797	0.0564
27.01	0.016396	119.16	3.7797	0.0564
27.02	0.01647	119.43	3.7797	0.0564
27.03	0.016545	119.7	3.7797	0.0564
27.04	0.01662	119.97	3.7797	0.0564
27.05	0.016695	120.24	3.7797	0.0564
27.06	0.01677	120.51	3.7797	0.0564
27.07	0.016844	120.77	3.7797	0.0564
27.08	0.016919	121.05	3.8676	0.0564
27.09	0.016994	121.31	3.8676	0.0564
27.1	0.017069	121.58	3.8676	0.0564
27.11	0.017143	121.85	3.8676	0.0564
27.12	0.017218	122.12	3.8676	0.0564
27.13	0.017293	122.39	3.8676	0.0564
27.14	0.017368	122.65	3.8676	0.0564
27.15	0.017442	122.92	3.8676	0.0564
27.16	0.017517	123.19	3.8676	0.0564
27.17	0.017592	123.45	3.8676	0.0564
27.18	0.017667	123.72	3.8676	0.0564
27.19	0.017742	123.99	3.9555	0.0564
27.2	0.017816	124.26	3.9555	0.0564
27.21	0.017891	124.52	3.9555	0.0564
27.22	0.017966	124.79	3.9555	0.0564
27.23	0.018041	125.05	3.9555	0.0564
27.24	0.018115	125.32	4.0434	0.0564
27.25	0.01819	125.58	4.0434	0.0564
27.26	0.018264	125.85	4.0434	0.0564
27.27	0.018337	126.12	4.0434	0.0564
27.28	0.018411	126.38	4.1313	0.0564
27.29	0.018484	126.64	4.1313	0.0564
27.3	0.018558	126.91	4.1313	0.0564
27.31	0.018631	127.18	4.1313	0.0564
27.32	0.018705	127.44	4.1313	0.0564
27.33	0.018778	127.71	4.2192	0.0564
27.34	0.018852	127.97	4.2192	0.0564
27.35	0.018925	128.24	4.2192	0.0564
27.36	0.018999	128.5	4.2192	0.0564
27.37	0.019072	128.77	4.2192	0.0564
27.38	0.019146	129.03	4.2192	0.0564
27.39	0.019219	129.29	4.2192	0.0564
27.4	0.019293	129.56	4.3071	0.0564
27.41	0.019366	129.82	4.3071	0.0564
27.42	0.01944	130.08	4.3071	0.0564
27.43	0.019514	130.35	4.3071	0.0564
27.44	0.019587	130.61	4.3071	0.0564
27.45	0.019661	130.87	4.3071	0.0564
27.46	0.019734	131.13	4.3071	0.0564
27.47	0.019808	131.39	4.3071	0.0564
27.48	0.019881	131.66	4.3071	0.0564
27.49	0.019955	131.92	4.3071	0.0564
27.5	0.020028	132.18	4.3071	0.0564
27.51	0.020101	132.44	4.3071	0.0564
27.52	0.020173	132.7	4.3071	0.0564
27.53	0.020246	132.97	4.3071	-0.0525
27.54	0.020318	133.23	4.3071	-0.0525
27.55	0.020391	133.49	4.2192	-0.0525
27.56	0.020463	133.75	4.3071	-0.0525
27.57	0.020536	134.01	4.2192	-0.0525
27.58	0.020608	134.27	4.2192	-0.0525
27.59	0.020681	134.53	4.2192	-0.0525
27.6	0.020753	134.8	4.2192	-0.0525
27.61	0.020826	135.06	4.2192	-0.0525
27.62	0.020898	135.31	4.2192	-0.0525
27.63	0.020971	135.57	4.2192	-0.0525
27.64	0.021043	135.83	4.2192	-0.0525
27.65	0.021116	136.09	4.2192	-0.0525
27.66	0.021188	136.35	4.2192	-0.0525
27.67	0.021261	136.61	4.1313	-0.0525
27.68	0.021333	136.87	4.1313	-0.0525
27.69	0.021406	137.13	4.1313	-0.0525
27.7	0.021478	137.39	4.1313	-0.0525
27.71	0.021551	137.65	4.1313	-0.0525
27.72	0.021623	137.91	4.1313	-0.0525
27.73	0.021696	138.17	4.1313	-0.1614
27.74	0.021768	138.42	4.1313	-0.1614
27.75	0.021841	138.68	4.1313	-0.1614
27.76	0.021913	138.94	4.1313	-0.1614
27.77	0.021984	139.2	4.1313	-0.1614
27.78	0.022056	139.46	4.1313	-0.1614
27.79	0.022128	139.71	4.1313	-0.1614
27.8	0.0222	139.97	4.1313	-0.1614
27.81	0.022271	140.23	4.1313	-0.1614
27.82	0.022343	140.48	4.1313	-0.1614
27.83	0.022415	140.74	4.1313	-0.1614
27.84	0.022486	141	4.0434	-0.1614
27.85	0.022558	141.25	4.0434	-0.1614
27.86	0.02263	141.51	4.0434	-0.1614
27.87	0.022702	141.77	4.0434	-0.1614
27.88	0.022773	142.02	4.0434	-0.1614
27.89	0.022845	142.27	4.0434	-0.1614
27.9	0.022917	142.53	4.0434	-0.2703
27.91	0.022988	142.78	4.0434	-0.2703
27.92	0.02306	143.04	4.0434	-0.2703
27.93	0.023132	143.3	4.0434	-0.2703
27.94	0.023204	143.55	4.0434	-0.2703
27.95	0.023275	143.8	4.0434	-0.2703
27.96	0.023347	144.06	4.0434	-0.2703
27.97	0.023419	144.31	4.0434	-0.2703
27.98	0.023491	144.57	4.0434	-0.2703
27.99	0.023562	144.82	4.0434	-0.2703
28	0.023634	145.07	4.0434	-0.2703
28.01	0.023705	145.32	4.0434	-0.2703
28.02	0.023776	145.57	4.0434	-0.2703
28.03	0.023847	145.82	4.0434	-0.2703
28.04	0.023918	146.08	4.0434	-0.2703
28.05	0.02399	146.33	4.0434	-0.2703
28.06	0.024061	146.58	4.0434	-0.2703
28.07	0.024132	146.83	4.0434	-0.2703
28.08	0.024203	147.09	4.0434	-0.2703
28.09	0.024274	147.34	4.0434	-0.2703
28.1	0.024345	147.59	4.0434	-0.2703
28.11	0.024416	147.84	4.0434	-0.2703
28.12	0.024487	148.09	4.0434	-0.2703
28.13	0.024559	148.34	4.0434	-0.2703
28.14	0.02463	148.59	4.0434	-0.2703
28.15	0.024701	148.84	4.0434	-0.2703
28.16	0.024772	149.09	4.0434	-0.3792
28.17	0.024843	149.34	4.0434	-0.3792
28.18	0.024914	149.59	4.0434	-0.3792
28.19	0.024985	149.83	4.0434	-0.3792
28.2	0.025056	150.09	4.0434	-0.3792
28.21	0.025128	150.33	4.0434	-0.3792
28.22	0.025199	150.58	4.0434	-0.3792
28.23	0.02527	150.83	4.1313	-0.3792
28.24	0.025341	151.08	4.1313	-0.3792
28.25	0.025412	151.33	4.1313	-0.3792
28.26	0.025483	151.58	4.1313	-0.3792
28.27	0.025553	151.82	4.1313	-0.3792
28.28	0.025624	152.07	4.1313	-0.2703
28.29	0.025695	152.31	4.1313	-0.2703
28.3	0.025765	152.56	4.1313	-0.2703
28.31	0.025836	152.81	4.1313	-0.2703
28.32	0.025907	153.05	4.1313	-0.2703
28.33	0.025978	153.3	4.1313	-0.2703
28.34	0.026048	153.54	4.1313	-0.2703
28.35	0.026119	153.79	4.1313	-0.2703
28.36	0.02619	154.04	4.1313	-0.2703
28.37	0.02626	154.28	4.1313	-0.2703
28.38	0.026331	154.52	4.1313	-0.2703
28.39	0.026402	154.76	4.1313	-0.2703
28.4	0.026472	155.01	4.1313	-0.2703
28.41	0.026543	155.25	4.1313	-0.2703
28.42	0.026614	155.5	4.2192	-0.2703
28.43	0.026685	155.75	4.2192	-0.2703
28.44	0.026755	155.99	4.2192	-0.2703
28.45	0.026826	156.24	4.2192	-0.2703
28.46	0.026897	156.48	4.2192	-0.2703
28.47	0.026967	156.72	4.2192	-0.2703
28.48	0.027038	156.96	4.2192	-0.2703
28.49	0.027109	157.21	4.2192	-0.2703
28.5	0.027179	157.45	4.2192	-0.2703
28.51	0.02725	157.69	4.2192	-0.2703
28.52	0.02732	157.93	4.2192	-0.2703
28.53	0.027391	158.18	4.2192	-0.2703
28.54	0.027461	158.41	4.2192	-0.2703
28.55	0.027531	158.66	4.2192	-0.2703
28.56	0.027602	158.9	4.2192	-0.2703
28.57	0.027672	159.15	4.2192	-0.2703
28.58	0.027743	159.38	4.2192	-0.2703
28.59	0.027813	159.63	4.2192	-0.2703
28.6	0.027883	159.87	4.2192	-0.2703
28.61	0.027954	160.11	4.2192	-0.2703
28.62	0.028024	160.35	4.2192	-0.2703
28.63	0.028095	160.59	4.2192	-0.2703
28.64	0.028165	160.83	4.2192	-0.2703
28.65	0.028236	161.07	4.2192	-0.2703
28.66	0.028306	161.31	4.2192	-0.2703
28.67	0.028376	161.55	4.2192	-0.2703
28.68	0.028447	161.79	4.2192	-0.2703
28.69	0.028517	162.02	4.2192	-0.2703
28.7	0.028588	162.27	4.2192	-0.2703
28.71	0.028658	162.5	4.2192	-0.2703
28.72	0.028728	162.75	4.2192	-0.1614
28.73	0.028799	162.99	4.2192	-0.1614
28.74	0.028869	163.22	4.2192	-0.1614
28.75	0.02894	163.46	4.2192	-0.1614
28.76	0.02901	163.7	4.2192	-0.1614
28.77	0.02908	163.94	4.2192	-0.1614
