t	u	lambda	p	e
17.54	-0.13747	-135.37	-4.5708	-0.1614
17.55	-0.13722	-135.18	-4.5708	-0.1614
17.56	-0.13696	-134.98	-4.5708	-0.1614
17.57	-0.13671	-134.79	-4.5708	-0.1614
17.58	-0.13645	-134.59	-4.4829	-0.1614
17.59	-0.1362	-134.4	-4.4829	-0.1614
17.6	-0.13594	-134.2	-4.395	-0.1614
17.61	-0.13569	-134.01	-4.395	-0.1614
17.62	-0.13543	-133.8	-4.395	-0.1614
17.63	-0.13518	-133.61	-4.395	-0.1614
17.64	-0.13492	-133.41	-4.3071	-0.1614
17.65	-0.13467	-133.21	-4.3071	-0.1614
17.66	-0.13441	-133.01	-4.3071	-0.1614
17.67	-0.13416	-132.81	-4.3071	-0.1614
17.68	-0.1339	-132.61	-4.2192	-0.1614
17.69	-0.13365	-132.4	-4.2192	-0.1614
17.7	-0.13339	-132.21	-4.2192	-0.1614
17.71	-0.13313	-132	-4.2192	-0.1614
17.72	-0.13288	-131.8	-4.1313	-0.1614
17.73	-0.13262	-131.6	-4.1313	-0.1614
17.74	-0.13237	-131.39	-4.1313	-0.1614
17.75	-0.13211	-131.19	-4.1313	-0.1614
17.76	-0.13186	-130.99	-4.0434	-0.1614
17.77	-0.1316	-130.78	-4.0434	-0.1614
17.78	-0.13135	-130.57	-4.0434	-0.1614
17.79	-0.13109	-130.37	-4.0434	-0.1614
17.8	-0.13084	-130.16	-3.9555	-0.1614
17.81	-0.13058	-129.95	-3.9555	-0.1614
17.82	-0.13033	-129.75	-3.9555	-0.1614
17.83	-0.13007	-129.54	-3.9555	-0.1614
17.84	-0.12982	-129.33	-3.9555	-0.1614
17.85	-0.12956	-129.12	-3.8676	-0.0525
17.86	-0.12931	-128.92	-3.8676	-0.0525
17.87	-0.12905	-128.71	-3.8676	-0.0525
17.88	-0.1288	-128.5	-3.8676	-0.0525
17.89	-0.12854	-128.28	-3.8676	-0.0525
17.9	-0.12828	-128.07	-3.7797	-0.0525
17.91	-0.12803	-127.87	-3.7797	-0.0525
17.92	-0.12777	-127.66	-3.7797	-0.0525
17.93	-0.12752	-127.45	-3.7797	-0.0525
17.94	-0.12726	-127.23	-3.7797	-0.0525
17.95	-0.12701	-127.02	-3.7797	-0.0525
17.96	-0.12675	-126.82	-3.6918	-0.0525
17.97	-0.1265	-126.61	-3.6918	-0.0525
17.98	-0.12624	-126.39	-3.6918	-0.0525
17.99	-0.12599	-126.18	-3.6918	-0.0525
18	-0.12573	-125.96	-3.6918	-0.0525
18.01	-0.12548	-125.74	-3.6918	-0.0525
18.02	-0.12522	-125.53	-3.6918	-0.0525
18.03	-0.12497	-125.33	-3.6039	-0.0525
18.04	-0.12471	-125.11	-3.6039	-0.0525
18.05	-0.12446	-124.9	-3.6039	-0.0525
18.06	-0.12421	-124.68	-3.6039	-0.0525
18.07	-0.12395	-124.46	-3.6039	-0.0525
18.08	-0.1237	-124.25	-3.6039	-0.0525
18.09	-0.12344	-124.03	-3.516	-0.0525
18.1	-0.12319	-123.81	-3.516	-0.0525
18.11	-0.12294	-123.59	-3.516	-0.0525
18.12	-0.12268	-123.37	-3.516	-0.0525
18.13	-0.12243	-123.15	-3.516	-0.0525
18.14	-0.12217	-122.93	-3.516	-0.0525
18.15	-0.12192	-122.72	-3.516	-0.0525
18.16	-0.12166	-122.5	-3.4281	-0.0525
18.17	-0.12141	-122.28	-3.4281	-0.0525
18.18	-0.12116	-122.07	-3.4281	-0.0525
18.19	-0.1209	-121.85	-3.4281	-0.0525
18.2	-0.12065	-121.63	-3.4281	-0.0525
18.21	-0.12039	-121.41	-3.4281	-0.0525
18.22	-0.12014	-121.19	-3.3402	-0.0525
18.23	-0.11988	-120.96	-3.3402	-0.0525
18.24	-0.11963	-120.74	-3.3402	-0.0525
18.25	-0.11938	-120.52	-3.3402	-0.0525
18.26	-0.11912	-120.29	-3.3402	-0.0525
18.27	-0.11887	-120.07	-3.3402	-0.0525
18.28	-0.11862	-119.85	-3.2523	-0.0525
18.29	-0.11837	-119.63	-3.2523	-0.0525
18.3	-0.11812	-119.41	-3.2523	0.0564
18.31	-0.11786	-119.19	-3.2523	0.0564
18.32	-0.11761	-118.97	-3.2523	0.0564
18.33	-0.11736	-118.75	-3.1644	0.0564
18.34	-0.11711	-118.53	-3.1644	0.0564
18.35	-0.11686	-118.31	-3.1644	0.0564
18.36	-0.1166	-118.08	-3.1644	0.0564
18.37	-0.11635	-117.85	-3.1644	0.0564
18.38	-0.1161	-117.62	-3.1644	0.0564
18.39	-0.11585	-117.4	-3.0765	0.0564
18.4	-0.11559	-117.17	-3.0765	0.0564
18.41	-0.11534	-116.95	-3.0765	0.0564
18.42	-0.11509	-116.73	-3.0765	0.0564
18.43	-0.11484	-116.5	-3.0765	0.0564
18.44	-0.11459	-116.27	-3.0765	0.0564
18.45	-0.11433	-116.04	-3.0765	0.0564
18.46	-0.11408	-115.82	-3.0765	0.0564
18.47	-0.11383	-115.59	-2.9886	0.0564
18.48	-0.11358	-115.37	-2.9886	0.0564
18.49	-0.11333	-115.14	-2.9886	0.0564
18.5	-0.11307	-114.91	-2.9886	0.0564
18.51	-0.11282	-114.68	-2.9886	0.0564
18.52	-0.11258	-114.45	-2.9886	0.0564
18.53	-0.11233	-114.23	-2.9886	0.0564
18.54	-0.11208	-114	-2.9886	0.0564
18.55	-0.11183	-113.76	-2.9886	0.0564
18.56	-0.11158	-113.53	-2.9886	0.0564
18.57	-0.11133	-113.31	-2.9886	0.1653
18.58	-0.11108	-113.09	-2.9007	0.1653
18.59	-0.11083	-112.85	-2.9007	0.1653
18.6	-0.11058	-112.62	-2.9007	0.1653
18.61	-0.11033	-112.39	-2.9007	0.1653
18.62	-0.11008	-112.15	-2.9007	0.1653
18.63	-0.10984	-111.92	-2.9007	0.1653
18.64	-0.10959	-111.69	-2.9007	0.1653
18.65	-0.10934	-111.47	-2.9007	0.1653
18.66	-0.10909	-111.23	-2.9007	0.1653
18.67	-0.10884	-111	-2.9007	0.1653
18.68	-0.10859	-110.77	-2.9007	0.1653
18.69	-0.10834	-110.53	-2.9007	0.1653
18.7	-0.10809	-110.3	-2.9007	0.1653
18.71	-0.10784	-110.07	-2.9007	0.1653
18.72	-0.10759	-109.83	-2.9007	0.1653
18.73	-0.10734	-109.59	-2.8128	0.1653
18.74	-0.1071	-109.36	-2.8128	0.1653
18.75	-0.10685	-109.13	-2.8128	0.1653
18.76	-0.1066	-108.89	-2.8128	0.1653
18.77	-0.10636	-108.66	-2.8128	0.1653
18.78	-0.10611	-108.42	-2.8128	0.1653
18.79	-0.10587	-108.19	-2.8128	0.1653
18.8	-0.10562	-107.95	-2.8128	0.1653
18.81	-0.10538	-107.71	-2.8128	0.1653
18.82	-0.10513	-107.48	-2.8128	0.1653
18.83	-0.10488	-107.24	-2.8128	0.1653
18.84	-0.10464	-107	-2.8128	0.1653
18.85	-0.10439	-106.77	-2.7249	0.1653
18.86	-0.10415	-106.53	-2.7249	0.2742
18.87	-0.1039	-106.29	-2.7249	0.2742
18.88	-0.10366	-106.06	-2.7249	0.2742
18.89	-0.10341	-105.82	-2.7249	0.2742
18.9	-0.10317	-105.58	-2.7249	0.2742
18.91	-0.10292	-105.34	-2.637	0.2742
18.92	-0.10268	-105.1	-2.637	0.2742
18.93	-0.10243	-104.86	-2.637	0.2742
18.94	-0.10219	-104.63	-2.637	0.2742
18.95	-0.10194	-104.39	-2.637	0.2742
18.96	-0.1017	-104.15	-2.637	0.2742
18.97	-0.10145	-103.91	-2.637	0.2742
18.98	-0.10121	-103.67	-2.637	0.2742
18.99	-0.10096	-103.43	-2.637	0.2742
19	-0.10072	-103.19	-2.5491	0.2742
19.01	-0.10047	-102.95	-2.5491	0.2742
19.02	-0.10023	-102.71	-2.5491	0.2742
19.03	-0.099993	-102.47	-2.5491	0.2742
19.04	-0.099752	-102.22	-2.5491	0.2742
19.05	-0.099511	-101.99	-2.5491	0.2742
19.06	-0.099271	-101.74	-2.5491	0.2742
19.07	-0.09903	-101.51	-2.5491	0.2742
19.08	-0.098789	-101.26	-2.4612	0.2742
19.09	-0.098548	-101.02	-2.4612	0.2742
19.1	-0.098308	-100.77	-2.4612	0.2742
19.11	-0.098067	-100.54	-2.4612	0.2742
19.12	-0.097826	-100.29	-2.4612	0.2742
19.13	-0.097585	-100.05	-2.4612	0.2742
19.14	-0.097345	-99.805	-2.4612	0.1653
19.15	-0.097104	-99.561	-2.4612	0.1653
19.16	-0.096863	-99.317	-2.4612	0.1653
19.17	-0.096623	-99.072	-2.4612	0.1653
19.18	-0.096382	-98.831	-2.3733	0.1653
19.19	-0.096141	-98.586	-2.3733	0.1653
19.2	-0.0959	-98.346	-2.3733	0.1653
19.21	-0.09566	-98.096	-2.3733	0.1653
19.22	-0.095419	-97.85	-2.3733	0.1653
19.23	-0.095178	-97.605	-2.3733	0.1653
19.24	-0.094937	-97.356	-2.3733	0.1653
19.25	-0.094697	-97.111	-2.3733	0.1653
19.26	-0.094461	-96.863	-2.3733	0.1653
19.27	-0.094225	-96.618	-2.2854	0.1653
19.28	-0.09399	-96.374	-2.2854	0.1653
19.29	-0.093754	-96.128	-2.2854	0.1653
19.3	-0.093518	-95.886	-2.2854	0.1653
19.31	-0.093283	-95.636	-2.2854	0.1653
19.32	-0.093047	-95.386	-2.2854	0.1653
19.33	-0.092812	-95.138	-2.2854	0.1653
19.34	-0.092576	-94.888	-2.2854	0.1653
19.35	-0.09234	-94.638	-2.2854	0.1653
19.36	-0.092105	-94.39	-2.2854	0.1653
19.37	-0.091869	-94.14	-2.1975	0.1653
19.38	-0.091634	-93.891	-2.1975	0.1653
19.39	-0.091398	-93.643	-2.1975	0.1653
19.4	-0.091162	-93.393	-2.1975	0.1653
19.41	-0.090927	-93.141	-2.1975	0.1653
19.42	-0.090691	-92.89	-2.1975	0.1653
19.43	-0.090455	-92.643	-2.1096	0.1653
19.44	-0.09022	-92.389	-2.1096	0.1653
19.45	-0.089984	-92.137	-2.1096	0.1653
19.46	-0.089749	-91.887	-2.1096	0.1653
19.47	-0.089513	-91.637	-2.1096	0.1653
19.48	-0.089277	-91.383	-2.1096	0.1653
19.49	-0.089042	-91.133	-2.1096	0.1653
19.5	-0.088806	-90.885	-2.0217	0.1653
19.51	-0.088576	-90.631	-2.0217	0.1653
19.52	-0.088346	-90.375	-2.0217	0.1653
19.53	-0.088116	-90.12	-2.0217	0.1653
19.54	-0.087886	-89.865	-2.0217	0.1653
19.55	-0.087656	-89.614	-2.0217	0.1653
19.56	-0.087426	-89.358	-1.9338	0.1653
19.57	-0.087196	-89.102	-1.9338	0.1653
19.58	-0.086966	-88.85	-1.9338	0.1653
19.59	-0.086736	-88.601	-1.9338	0.1653
19.6	-0.086506	-88.346	-1.9338	0.1653
19.61	-0.086276	-88.091	-1.9338	0.1653
19.62	-0.086046	-87.835	-1.9338	0.1653
19.63	-0.085816	-87.579	-1.9338	0.1653
19.64	-0.085586	-87.325	-1.8459	0.1653
19.65	-0.085356	-87.071	-1.8459	0.2742
19.66	-0.085126	-86.812	-1.8459	0.2742
19.67	-0.084896	-86.555	-1.8459	0.2742
19.68	-0.084666	-86.302	-1.8459	0.2742
19.69	-0.084436	-86.044	-1.8459	0.2742
19.7	-0.084206	-85.788	-1.8459	0.2742
19.71	-0.083977	-85.533	-1.758	0.2742
19.72	-0.083747	-85.275	-1.758	0.2742
19.73	-0.083517	-85.017	-1.758	0.2742
19.74	-0.083287	-84.76	-1.758	0.2742
19.75	-0.083057	-84.504	-1.758	0.2742
19.76	-0.082833	-84.249	-1.758	0.2742
19.77	-0.082609	-83.994	-1.6701	0.2742
19.78	-0.082385	-83.736	-1.6701	0.2742
19.79	-0.082161	-83.479	-1.6701	0.2742
19.8	-0.081937	-83.219	-1.6701	0.3831
19.81	-0.081713	-82.96	-1.6701	0.3831
19.82	-0.081489	-82.703	-1.5822	0.3831
19.83	-0.081265	-82.444	-1.5822	0.3831
19.84	-0.081041	-82.186	-1.5822	0.3831
19.85	-0.080818	-81.926	-1.5822	0.3831
19.86	-0.080594	-81.669	-1.5822	0.3831
19.87	-0.08037	-81.409	-1.4943	0.3831
19.88	-0.080146	-81.151	-1.4943	0.3831
19.89	-0.079922	-80.89	-1.4943	0.3831
19.9	-0.079698	-80.631	-1.4943	0.492
19.91	-0.079474	-80.371	-1.4943	0.492
19.92	-0.07925	-80.112	-1.4943	0.492
19.93	-0.079026	-79.852	-1.4064	0.492
19.94	-0.078802	-79.59	-1.4064	0.492
19.95	-0.078578	-79.331	-1.4064	0.492
19.96	-0.078355	-79.075	-1.4064	0.492
19.97	-0.078131	-78.811	-1.4064	0.492
19.98	-0.077907	-78.552	-1.3185	0.492
19.99	-0.077683	-78.291	-1.3185	0.492
20	-0.077459	-78.028	-1.3185	0.6009
20.01	-0.077241	-77.769	-1.3185	0.6009
20.02	-0.077024	-77.504	-1.3185	0.6009
20.03	-0.076806	-77.243	-1.2306	0.6009
20.04	-0.076589	-76.981	-1.2306	0.6009
20.05	-0.076371	-76.718	-1.2306	0.6009
20.06	-0.076154	-76.455	-1.2306	0.6009
20.07	-0.075937	-76.195	-1.2306	0.6009
20.08	-0.075719	-75.933	-1.2306	0.6009
20.09	-0.075502	-75.67	-1.2306	0.7098
20.1	-0.075284	-75.407	-1.1427	0.7098
20.11	-0.075067	-75.144	-1.1427	0.7098
20.12	-0.074849	-74.878	-1.1427	0.7098
20.13	-0.074632	-74.615	-1.1427	0.7098
20.14	-0.074414	-74.356	-1.1427	0.7098
20.15	-0.074197	-74.091	-1.1427	0.7098
20.16	-0.073979	-73.831	-1.1427	0.8187
20.17	-0.073762	-73.569	-1.0548	0.8187
20.18	-0.073544	-73.303	-1.0548	0.8187
20.19	-0.073327	-73.037	-1.0548	0.8187
20.2	-0.073109	-72.773	-1.0548	0.8187
20.21	-0.072892	-72.505	-1.0548	0.8187
20.22	-0.072674	-72.243	-1.0548	0.8187
20.23	-0.072457	-71.98	-0.9669	0.8187
20.24	-0.072239	-71.713	-0.9669	0.8187
20.25	-0.072022	-71.451	-0.9669	0.9276
20.26	-0.071811	-71.188	-0.9669	0.9276
20.27	-0.0716	-70.922	-0.9669	0.9276
20.28	-0.071389	-70.66	-0.9669	0.9276
20.29	-0.071179	-70.394	-0.879	0.9276
20.3	-0.070968	-70.129	-0.879	0.9276
20.31	-0.070757	-69.864	-0.879	0.9276
20.32	-0.070546	-69.597	-0.879	0.9276
20.33	-0.070336	-69.334	-0.879	0.9276
20.34	-0.070125	-69.071	-0.879	0.9276
20.35	-0.069914	-68.805	-0.7911	0.9276
20.36	-0.069703	-68.54	-0.7911	0.9276
20.37	-0.069492	-68.271	-0.7911	1.0365
20.38	-0.069282	-68.004	-0.7911	1.0365
20.39	-0.069071	-67.738	-0.7032	1.0365
20.4	-0.06886	-67.47	-0.7032	1.0365
20.41	-0.068649	-67.207	-0.7032	1.0365
20.42	-0.068438	-66.94	-0.7032	1.0365
20.43	-0.068228	-66.674	-0.7032	1.0365
20.44	-0.068017	-66.409	-0.7032	1.0365
20.45	-0.067806	-66.141	-0.7032	1.0365
20.46	-0.067595	-65.875	-0.7032	1.0365
20.47	-0.067385	-65.61	-0.6153	1.0365
20.48	-0.067174	-65.342	-0.6153	1.0365
20.49	-0.066963	-65.076	-0.6153	1.0365
20.5	-0.066752	-64.808	-0.6153	1.0365
20.51	-0.066548	-64.542	-0.6153	1.1454
20.52	-0.066344	-64.276	-0.6153	1.1454
20.53	-0.066141	-64.012	-0.5274	1.1454
20.54	-0.065937	-63.748	-0.5274	1.1454
20.55	-0.065733	-63.479	-0.5274	1.1454
20.56	-0.065529	-63.213	-0.5274	1.1454
20.57	-0.065325	-62.944	-0.5274	1.1454
20.58	-0.065121	-62.676	-0.5274	1.1454
20.59	-0.064917	-62.411	-0.5274	1.1454
20.6	-0.064713	-62.142	-0.5274	1.1454
20.61	-0.06451	-61.876	-0.5274	1.1454
20.62	-0.064306	-61.607	-0.5274	1.1454
20.63	-0.064102	-61.341	-0.5274	1.1454
20.64	-0.063898	-61.075	-0.4395	1.1454
20.65	-0.063694	-60.808	-0.4395	1.1454
20.66	-0.06349	-60.537	-0.4395	1.1454
20.67	-0.063286	-60.27	-0.4395	1.1454
20.68	-0.063083	-60	-0.4395	1.1454
20.69	-0.062879	-59.729	-0.4395	1.1454
20.7	-0.062675	-59.461	-0.4395	1.1454
20.71	-0.062471	-59.195	-0.4395	1.1454
20.72	-0.062267	-58.926	-0.4395	1.1454
20.73	-0.062063	-58.66	-0.4395	1.1454
20.74	-0.061859	-58.392	-0.4395	1.1454
20.75	-0.061655	-58.121	-0.4395	1.0365
20.76	-0.061459	-57.853	-0.4395	1.0365
20.77	-0.061262	-57.583	-0.4395	1.0365
20.78	-0.061065	-57.312	-0.4395	1.0365
20.79	-0.060868	-57.044	-0.4395	1.0365
20.8	-0.060671	-56.774	-0.4395	1.0365
20.81	-0.060475	-56.507	-0.4395	1.0365
20.82	-0.060278	-56.234	-0.4395	1.0365
20.83	-0.060081	-55.961	-0.4395	1.0365
20.84	-0.059884	-55.692	-0.4395	1.0365
20.85	-0.059687	-55.421	-0.4395	1.0365
20.86	-0.05949	-55.15	-0.4395	1.0365
20.87	-0.059294	-54.882	-0.4395	1.0365
20.88	-0.059097	-54.613	-0.4395	1.0365
20.89	-0.0589	-54.338	-0.5274	1.0365
20.9	-0.058703	-54.067	-0.5274	1.0365
20.91	-0.058506	-53.8	-0.5274	1.0365
20.92	-0.05831	-53.527	-0.5274	0.9276
20.93	-0.058113	-53.258	-0.5274	0.9276
20.94	-0.057916	-52.984	-0.5274	0.9276
20.95	-0.057719	-52.71	-0.5274	0.9276
20.96	-0.057522	-52.44	-0.5274	0.9276
20.97	-0.057325	-52.169	-0.5274	0.9276
20.98	-0.057129	-51.898	-0.5274	0.9276
20.99	-0.056932	-51.623	-0.5274	0.9276
21	-0.056735	-51.348	-0.5274	0.9276
21.01	-0.056545	-51.075	-0.5274	0.9276
21.02	-0.056356	-50.805	-0.5274	0.9276
21.03	-0.056166	-50.532	-0.5274	0.9276
21.04	-0.055976	-50.254	-0.5274	0.8187
21.05	-0.055787	-49.982	-0.5274	0.8187
21.06	-0.055597	-49.71	-0.5274	0.8187
21.07	-0.055407	-49.438	-0.5274	0.8187
21.08	-0.055218	-49.162	-0.5274	0.8187
21.09	-0.055028	-48.887	-0.5274	0.8187
21.1	-0.054838	-48.61	-0.5274	0.8187
21.11	-0.054649	-48.334	-0.5274	0.8187
21.12	-0.054459	-48.061	-0.5274	0.8187
21.13	-0.054269	-47.787	-0.5274	0.8187
21.14	-0.05408	-47.514	-0.5274	0.8187
21.15	-0.05389	-47.241	-0.5274	0.8187
21.16	-0.0537	-46.965	-0.5274	0.7098
21.17	-0.053511	-46.687	-0.5274	0.7098
21.18	-0.053321	-46.411	-0.5274	0.7098
21.19	-0.053131	-46.133	-0.5274	0.7098
21.2	-0.052942	-45.857	-0.5274	0.7098
21.21	-0.052752	-45.582	-0.5274	0.7098
21.22	-0.052562	-45.304	-0.5274	0.7098
21.23	-0.052373	-45.026	-0.5274	0.7098
21.24	-0.052183	-44.749	-0.5274	0.7098
21.25	-0.051993	-44.475	-0.5274	0.7098
21.26	-0.051811	-44.198	-0.5274	0.7098
21.27	-0.051628	-43.919	-0.5274	0.7098
21.28	-0.051446	-43.643	-0.5274	0.7098
21.29	-0.051263	-43.364	-0.5274	0.7098
21.3	-0.051081	-43.088	-0.5274	0.6009
21.31	-0.050898	-42.81	-0.5274	0.6009
21.32	-0.050716	-42.534	-0.5274	0.6009
21.33	-0.050533	-42.256	-0.5274	0.6009
21.34	-0.050351	-41.977	-0.5274	0.6009
21.35	-0.050168	-41.7	-0.5274	0.6009
21.36	-0.049986	-41.421	-0.4395	0.6009
21.37	-0.049803	-41.142	-0.4395	0.6009
21.38	-0.049621	-40.865	-0.4395	0.6009
21.39	-0.049439	-40.586	-0.4395	0.6009
21.4	-0.049256	-40.307	-0.4395	0.6009
21.41	-0.049074	-40.023	-0.4395	0.6009
21.42	-0.048891	-39.747	-0.3516	0.6009
21.43	-0.048709	-39.47	-0.3516	0.6009
21.44	-0.048526	-39.186	-0.3516	0.6009
21.45	-0.048344	-38.908	-0.3516	0.6009
21.46	-0.048161	-38.632	-0.3516	0.492
21.47	-0.047979	-38.35	-0.3516	0.492
21.48	-0.047796	-38.072	-0.2637	0.492
21.49	-0.047614	-37.789	-0.2637	0.492
21.5	-0.047431	-37.51	-0.2637	0.492
21.51	-0.047256	-37.231	-0.2637	0.492
21.52	-0.047081	-36.947	-0.1758	0.492
21.53	-0.046905	-36.667	-0.1758	0.492
21.54	-0.04673	-36.387	-0.1758	0.492
21.55	-0.046555	-36.106	-0.1758	0.492
21.56	-0.046379	-35.829	-0.0879	0.492
21.57	-0.046204	-35.547	-0.0879	0.492
21.58	-0.046029	-35.265	-0.0879	0.492
21.59	-0.045853	-34.983	-0.0879	0.492
21.6	-0.045678	-34.701	0	0.492
21.61	-0.045503	-34.423	0	0.492
21.62	-0.045327	-34.141	0	0.492
21.63	-0.045152	-33.859	0	0.492
21.64	-0.044977	-33.576	0.0879	0.3831
21.65	-0.044801	-33.295	0.0879	0.3831
21.66	-0.044626	-33.014	0.0879	0.3831
21.67	-0.044451	-32.729	0.0879	0.3831
21.68	-0.044275	-32.449	0.1758	0.3831
21.69	-0.0441	-32.165	0.1758	0.3831
21.7	-0.043925	-31.882	0.1758	0.3831
21.71	-0.043749	-31.602	0.1758	0.3831
21.72	-0.043574	-31.319	0.2637	0.3831
21.73	-0.043399	-31.037	0.2637	0.3831
21.74	-0.043223	-30.759	0.2637	0.3831
21.75	-0.043048	-30.479	0.2637	0.3831
21.76	-0.04288	-30.199	0.2637	0.3831
21.77	-0.042712	-29.915	0.2637	0.3831
21.78	-0.042543	-29.635	0.3516	0.3831
21.79	-0.042375	-29.352	0.3516	0.3831
21.8	-0.042207	-29.069	0.3516	0.3831
21.81	-0.042039	-28.786	0.3516	0.3831
21.82	-0.041871	-28.505	0.4395	0.2742
21.83	-0.041702	-28.219	0.4395	0.2742
21.84	-0.041534	-27.936	0.4395	0.2742
21.85	-0.041366	-27.657	0.4395	0.2742
21.86	-0.041198	-27.373	0.4395	0.2742
21.87	-0.04103	-27.094	0.4395	0.2742
21.88	-0.040861	-26.815	0.4395	0.2742
21.89	-0.040693	-26.527	0.4395	0.2742
21.9	-0.040525	-26.241	0.4395	0.2742
21.91	-0.040357	-25.958	0.4395	0.2742
21.92	-0.040188	-25.676	0.5274	0.2742
21.93	-0.04002	-25.39	0.4395	0.2742
21.94	-0.039852	-25.11	0.5274	0.2742
21.95	-0.039684	-24.826	0.5274	0.2742
21.96	-0.039516	-24.543	0.5274	0.2742
21.97	-0.039347	-24.26	0.5274	0.2742
21.98	-0.039179	-23.978	0.5274	0.2742
21.99	-0.039011	-23.7	0.5274	0.2742
22	-0.038843	-23.413	0.5274	0.2742
22.01	-0.038681	-23.129	0.5274	0.2742
22.02	-0.03852	-22.849	0.5274	0.2742
22.03	-0.038359	-22.569	0.5274	0.1653
22.04	-0.038198	-22.285	0.5274	0.1653
22.05	-0.038037	-22.002	0.5274	0.1653
22.06	-0.037875	-21.72	0.5274	0.1653
22.07	-0.037714	-21.434	0.5274	0.1653
22.08	-0.037553	-21.151	0.5274	0.1653
22.09	-0.037392	-20.864	0.5274	0.1653
22.1	-0.037231	-20.584	0.5274	0.1653
22.11	-0.037069	-20.299	0.5274	0.1653
22.12	-0.036908	-20.016	0.5274	0.1653
22.13	-0.036747	-19.733	0.5274	0.1653
22.14	-0.036586	-19.451	0.5274	0.1653
22.15	-0.036425	-19.17	0.5274	0.1653
22.16	-0.036263	-18.885	0.5274	0.1653
22.17	-0.036102	-18.601	0.6153	0.1653
22.18	-0.035941	-18.315	0.6153	0.1653
22.19	-0.03578	-18.031	0.6153	0.1653
22.2	-0.035618	-17.744	0.6153	0.1653
22.21	-0.035457	-17.463	0.6153	0.1653
22.22	-0.035296	-17.179	0.6153	0.1653
22.23	-0.035135	-16.899	0.6153	0.1653
22.24	-0.034974	-16.615	0.6153	0.1653
22.25	-0.034812	-16.328	0.6153	0.1653
22.26	-0.034658	-16.044	0.6153	0.1653
22.27	-0.034504	-15.761	0.6153	0.1653
22.28	-0.034349	-15.479	0.6153	0.1653
22.29	-0.034195	-15.193	0.6153	0.1653
22.3	-0.034041	-14.913	0.6153	0.0564
22.31	-0.033886	-14.629	0.6153	0.0564
22.32	-0.033732	-14.346	0.5274	0.0564
22.33	-0.033578	-14.063	0.5274	0.0564
22.34	-0.033423	-13.778	0.6153	0.0564
22.35	-0.033269	-13.494	0.5274	0.0564
22.36	-0.033115	-13.211	0.5274	0.0564
22.37	-0.03296	-12.93	0.6153	0.0564
22.38	-0.032806	-12.644	0.5274	0.0564
22.39	-0.032652	-12.356	0.5274	0.0564
22.4	-0.032497	-12.072	0.5274	0.0564
22.41	-0.032343	-11.789	0.5274	0.0564
22.42	-0.032189	-11.503	0.5274	0.0564
22.43	-0.032034	-11.222	0.5274	0.0564
22.44	-0.03188	-10.934	0.5274	0.0564
22.45	-0.031726	-10.652	0.5274	0.0564
22.46	-0.031571	-10.367	0.5274	0.0564
22.47	-0.031417	-10.084	0.5274	0.0564
22.48	-0.031263	-9.7977	0.5274	0.0564
22.49	-0.031108	-9.5133	0.5274	0.1653
22.5	-0.030954	-9.2298	0.5274	0.1653
22.51	-0.030806	-8.944	0.5274	0.1653
22.52	-0.030659	-8.6597	0.5274	0.1653
22.53	-0.030511	-8.3734	0.5274	0.1653
22.54	-0.030363	-8.0888	0.5274	0.1653
22.55	-0.030216	-7.8023	0.5274	0.1653
22.56	-0.030068	-7.5176	0.5274	0.1653
22.57	-0.02992	-7.2346	0.5274	0.1653
22.58	-0.029773	-6.9528	0.5274	0.1653
22.59	-0.029625	-6.6671	0.5274	0.1653
22.6	-0.029477	-6.3837	0.5274	0.1653
22.61	-0.02933	-6.0971	0.5274	0.1653
22.62	-0.029182	-5.8088	0.5274	0.1653
22.63	-0.029034	-5.5236	0.5274	0.1653
22.64	-0.028887	-5.2405	0.5274	0.1653
22.65	-0.028739	-4.9542	0.5274	0.1653
22.66	-0.028592	-4.6703	0.5274	0.1653
22.67	-0.028444	-4.3834	0.5274	0.1653
22.68	-0.028296	-4.1025	0.5274	0.1653
22.69	-0.028149	-3.8142	0.5274	0.1653
22.7	-0.028001	-3.5292	0.5274	0.1653
22.71	-0.027853	-3.2417	0.5274	0.1653
22.72	-0.027706	-2.9604	0.5274	0.1653
22.73	-0.027558	-2.6719	0.5274	0.1653
22.74	-0.02741	-2.3899	0.5274	0.1653
22.75	-0.027263	-2.101	0.5274	0.1653
22.76	-0.027122	-1.8189	0.5274	0.1653
22.77	-0.02698	-1.5299	0.5274	0.1653
22.78	-0.026839	-1.2444	0.5274	0.1653
22.79	-0.026698	-0.95667	0.5274	0.2742
22.8	-0.026557	-0.67521	0.5274	0.2742
22.81	-0.026416	-0.38658	0.6153	0.2742
22.82	-0.026275	-0.096999	0.6153	0.2742
22.83	-0.026134	0.18882	0.6153	0.2742
22.84	-0.025992	0.47235	0.6153	0.2742
22.85	-0.025851	0.75899	0.6153	0.2742
22.86	-0.02571	1.0398	0.6153	0.2742
22.87	-0.025569	1.328	0.6153	0.2742
22.88	-0.025428	1.6142	0.6153	0.2742
22.89	-0.025287	1.9012	0.6153	0.2742
22.9	-0.025145	2.1854	0.7032	0.2742
22.91	-0.025004	2.4724	0.7032	0.2742
22.92	-0.024863	2.7567	0.7032	0.2742
22.93	-0.024722	3.0438	0.7032	0.2742
22.94	-0.024581	3.3324	0.7032	0.2742
22.95	-0.02444	3.6177	0.7032	0.2742
