t	u	lambda	p	e
15.63	-0.21473	-166.7	-10.9	0.0564
15.64	-0.21368	-166.41	-10.9	0.0564
15.65	-0.21262	-166.12	-10.812	0.0564
15.66	-0.21157	-165.82	-10.724	0.0564
15.67	-0.21051	-165.52	-10.724	0.0564
15.68	-0.20946	-165.23	-10.636	0.0564
15.69	-0.2084	-164.93	-10.548	0.0564
15.7	-0.20735	-164.62	-10.46	0.0564
15.71	-0.2063	-164.33	-10.46	0.0564
15.72	-0.20524	-164.02	-10.372	0.0564
15.73	-0.20419	-163.72	-10.284	0.0564
15.74	-0.20313	-163.42	-10.284	0.0564
15.75	-0.20208	-163.12	-10.196	0.0564
15.76	-0.20108	-162.81	-10.109	0.0564
15.77	-0.20008	-162.51	-10.109	0.0564
15.78	-0.19908	-162.21	-10.021	0.0564
15.79	-0.19808	-161.9	-9.9327	0.1653
15.8	-0.19709	-161.59	-9.8448	0.1653
15.81	-0.19609	-161.29	-9.8448	0.1653
15.82	-0.19509	-160.98	-9.7569	0.1653
15.83	-0.19409	-160.67	-9.669	0.1653
15.84	-0.19309	-160.36	-9.669	0.1653
15.85	-0.19209	-160.05	-9.5811	0.1653
15.86	-0.19109	-159.74	-9.4932	0.1653
15.87	-0.1901	-159.43	-9.4932	0.1653
15.88	-0.1891	-159.12	-9.4053	0.1653
15.89	-0.1881	-158.81	-9.3174	0.1653
15.9	-0.1871	-158.49	-9.3174	0.1653
15.91	-0.1861	-158.19	-9.2295	0.1653
15.92	-0.1851	-157.87	-9.1416	0.1653
15.93	-0.1841	-157.56	-9.1416	0.1653
15.94	-0.18311	-157.24	-9.0537	0.1653
15.95	-0.18211	-156.93	-8.9658	0.1653
15.96	-0.18111	-156.61	-8.9658	0.1653
15.97	-0.18011	-156.29	-8.8779	0.2742
15.98	-0.17911	-155.98	-8.79	0.2742
15.99	-0.17811	-155.66	-8.79	0.2742
16	-0.17711	-155.34	-8.7021	0.2742
16.01	-0.17618	-155.02	-8.7021	0.2742
16.02	-0.17524	-154.7	-8.6142	0.2742
16.03	-0.17431	-154.38	-8.6142	0.2742
16.04	-0.17337	-154.06	-8.5263	0.2742
16.05	-0.17244	-153.74	-8.4384	0.2742
16.06	-0.1715	-153.41	-8.4384	0.2742
16.07	-0.17057	-153.09	-8.3505	0.2742
16.08	-0.16963	-152.76	-8.3505	0.2742
16.09	-0.1687	-152.44	-8.2626	0.2742
16.1	-0.16776	-152.12	-8.2626	0.2742
16.11	-0.16683	-151.79	-8.1747	0.3831
16.12	-0.16589	-151.46	-8.1747	0.3831
16.13	-0.16496	-151.14	-8.0868	0.3831
16.14	-0.16402	-150.82	-8.0868	0.3831
16.15	-0.16308	-150.49	-7.9989	0.3831
16.16	-0.16215	-150.16	-7.9989	0.3831
16.17	-0.16121	-149.84	-7.911	0.3831
16.18	-0.16028	-149.51	-7.911	0.3831
16.19	-0.15934	-149.18	-7.8231	0.3831
16.2	-0.15841	-148.85	-7.8231	0.3831
16.21	-0.15747	-148.52	-7.7352	0.3831
16.22	-0.15654	-148.19	-7.7352	0.3831
16.23	-0.1556	-147.86	-7.6473	0.3831
16.24	-0.15467	-147.53	-7.6473	0.3831
16.25	-0.15373	-147.19	-7.5594	0.492
16.26	-0.15286	-146.85	-7.5594	0.492
16.27	-0.15199	-146.52	-7.4715	0.492
16.28	-0.15112	-146.19	-7.3836	0.492
16.29	-0.15025	-145.86	-7.3836	0.492
16.3	-0.14938	-145.52	-7.3836	0.492
16.31	-0.14851	-145.19	-7.2957	0.492
16.32	-0.14764	-144.85	-7.2957	0.492
16.33	-0.14677	-144.52	-7.2078	0.492
16.34	-0.1459	-144.18	-7.2078	0.492
16.35	-0.14503	-143.84	-7.1199	0.492
16.36	-0.14416	-143.51	-7.1199	0.492
16.37	-0.14329	-143.17	-7.032	0.492
16.38	-0.14242	-142.83	-6.9441	0.6009
16.39	-0.14155	-142.49	-6.9441	0.6009
16.4	-0.14068	-142.16	-6.8562	0.6009
16.41	-0.13981	-141.81	-6.8562	0.6009
16.42	-0.13894	-141.48	-6.8562	0.6009
16.43	-0.13807	-141.14	-6.7683	0.6009
16.44	-0.1372	-140.8	-6.6804	0.6009
16.45	-0.13633	-140.46	-6.6804	0.6009
16.46	-0.13546	-140.12	-6.5925	0.6009
16.47	-0.13459	-139.77	-6.5925	0.6009
16.48	-0.13372	-139.43	-6.5046	0.6009
16.49	-0.13285	-139.09	-6.5046	0.6009
16.5	-0.13198	-138.75	-6.4167	0.6009
16.51	-0.13118	-138.4	-6.4167	0.6009
16.52	-0.13038	-138.06	-6.3288	0.6009
16.53	-0.12957	-137.72	-6.3288	0.7098
16.54	-0.12877	-137.38	-6.2409	0.7098
16.55	-0.12796	-137.03	-6.2409	0.7098
16.56	-0.12716	-136.69	-6.153	0.7098
16.57	-0.12635	-136.34	-6.0651	0.7098
16.58	-0.12555	-135.99	-6.0651	0.7098
16.59	-0.12475	-135.65	-6.0651	0.7098
16.6	-0.12394	-135.3	-5.9772	0.7098
16.61	-0.12314	-134.95	-5.9772	0.7098
16.62	-0.12233	-134.6	-5.8893	0.7098
16.63	-0.12153	-134.26	-5.8014	0.7098
16.64	-0.12072	-133.91	-5.8014	0.7098
16.65	-0.11992	-133.56	-5.7135	0.7098
16.66	-0.11912	-133.21	-5.7135	0.7098
16.67	-0.11831	-132.86	-5.6256	0.8187
16.68	-0.11751	-132.51	-5.6256	0.8187
16.69	-0.1167	-132.16	-5.5377	0.8187
16.7	-0.1159	-131.81	-5.4498	0.8187
16.71	-0.1151	-131.46	-5.4498	0.8187
16.72	-0.11429	-131.11	-5.4498	0.8187
16.73	-0.11349	-130.76	-5.3619	0.8187
16.74	-0.11268	-130.41	-5.3619	0.8187
16.75	-0.11188	-130.06	-5.274	0.8187
16.76	-0.11114	-129.7	-5.1861	0.8187
16.77	-0.1104	-129.35	-5.1861	0.8187
16.78	-0.10966	-129	-5.0982	0.8187
16.79	-0.10893	-128.64	-5.0103	0.8187
16.8	-0.10819	-128.29	-5.0103	0.8187
16.81	-0.10745	-127.93	-5.0103	0.8187
16.82	-0.10671	-127.58	-4.9224	0.8187
16.83	-0.10597	-127.22	-4.8345	0.9276
16.84	-0.10524	-126.87	-4.8345	0.9276
16.85	-0.1045	-126.51	-4.7466	0.9276
16.86	-0.10376	-126.16	-4.7466	0.9276
16.87	-0.10302	-125.8	-4.6587	0.9276
16.88	-0.10228	-125.45	-4.5708	0.9276
16.89	-0.10155	-125.1	-4.5708	0.9276
16.9	-0.10081	-124.74	-4.4829	0.9276
16.91	-0.10007	-124.38	-4.4829	0.9276
16.92	-0.099333	-124.03	-4.395	0.9276
16.93	-0.098595	-123.67	-4.395	0.9276
16.94	-0.097857	-123.31	-4.3071	0.9276
16.95	-0.097119	-122.96	-4.2192	0.9276
16.96	-0.096381	-122.6	-4.2192	0.9276
16.97	-0.095643	-122.24	-4.1313	0.9276
16.98	-0.094905	-121.88	-4.0434	0.9276
16.99	-0.094167	-121.52	-4.0434	0.9276
17	-0.093429	-121.16	-3.9555	0.9276
17.01	-0.092757	-120.8	-3.9555	0.9276
17.02	-0.092086	-120.44	-3.8676	0.9276
17.03	-0.091415	-120.09	-3.8676	0.9276
17.04	-0.090743	-119.73	-3.7797	1.0365
17.05	-0.090072	-119.36	-3.6918	1.0365
17.06	-0.0894	-119.01	-3.6918	1.0365
17.07	-0.088729	-118.65	-3.6039	1.0365
17.08	-0.088058	-118.29	-3.516	1.0365
17.09	-0.087386	-117.92	-3.516	1.0365
17.1	-0.086715	-117.57	-3.4281	1.0365
17.11	-0.086044	-117.21	-3.4281	1.0365
17.12	-0.085372	-116.84	-3.3402	1.0365
17.13	-0.084701	-116.48	-3.3402	1.0365
17.14	-0.084029	-116.12	-3.2523	1.0365
17.15	-0.083358	-115.76	-3.2523	1.0365
17.16	-0.082687	-115.4	-3.1644	1.0365
17.17	-0.082015	-115.04	-3.0765	1.0365
17.18	-0.081344	-114.67	-3.0765	1.0365
17.19	-0.080673	-114.31	-2.9886	1.0365
17.2	-0.080001	-113.95	-2.9886	1.0365
17.21	-0.07933	-113.59	-2.9007	1.0365
17.22	-0.078658	-113.23	-2.9007	1.0365
17.23	-0.077987	-112.86	-2.8128	1.0365
17.24	-0.077316	-112.5	-2.8128	1.0365
17.25	-0.076644	-112.14	-2.7249	1.0365
17.26	-0.076039	-111.77	-2.7249	1.0365
17.27	-0.075433	-111.41	-2.637	1.0365
17.28	-0.074827	-111.05	-2.637	1.0365
17.29	-0.074221	-110.68	-2.5491	1.0365
17.3	-0.073616	-110.32	-2.5491	1.0365
17.31	-0.07301	-109.96	-2.5491	1.0365
17.32	-0.072404	-109.59	-2.4612	1.0365
17.33	-0.071798	-109.23	-2.3733	1.0365
17.34	-0.071193	-108.86	-2.3733	1.0365
17.35	-0.070587	-108.5	-2.3733	1.0365
17.36	-0.069981	-108.14	-2.2854	1.0365
17.37	-0.069375	-107.77	-2.2854	1.0365
17.38	-0.06877	-107.41	-2.2854	1.0365
17.39	-0.068164	-107.05	-2.1975	1.0365
17.4	-0.067558	-106.68	-2.1975	1.0365
17.41	-0.066952	-106.31	-2.1096	1.0365
17.42	-0.066347	-105.95	-2.1096	1.0365
17.43	-0.065741	-105.58	-2.1096	1.0365
17.44	-0.065135	-105.22	-2.0217	1.0365
17.45	-0.064529	-104.86	-2.0217	1.0365
17.46	-0.063924	-104.49	-2.0217	1.0365
17.47	-0.063318	-104.12	-1.9338	1.0365
17.48	-0.062712	-103.76	-1.9338	1.0365
17.49	-0.062106	-103.4	-1.9338	1.0365
17.5	-0.061501	-103.05	-1.9338	1.0365
17.51	-0.060958	-102.69	-1.8459	1.0365
17.52	-0.060416	-102.32	-1.8459	1.0365
17.53	-0.059873	-101.96	-1.8459	1.0365
17.54	-0.059331	-101.6	-1.758	1.0365
17.55	-0.058789	-101.23	-1.758	1.0365
17.56	-0.058246	-100.87	-1.758	1.0365
17.57	-0.057704	-100.5	-1.6701	1.0365
17.58	-0.057161	-100.13	-1.6701	1.0365
17.59	-0.056619	-99.767	-1.6701	1.0365
17.6	-0.056077	-99.401	-1.6701	1.0365
17.61	-0.055534	-99.029	-1.5822	1.0365
17.62	-0.054992	-98.662	-1.5822	1.0365
17.63	-0.054449	-98.294	-1.5822	1.0365
17.64	-0.053907	-97.926	-1.5822	1.0365
17.65	-0.053364	-97.558	-1.4943	1.0365
17.66	-0.052822	-97.189	-1.4943	1.0365
17.67	-0.05228	-96.823	-1.4943	1.0365
17.68	-0.051737	-96.457	-1.4943	1.0365
17.69	-0.051195	-96.089	-1.4064	1.0365
17.7	-0.050652	-95.721	-1.4064	1.0365
17.71	-0.05011	-95.348	-1.4064	1.0365
17.72	-0.049568	-94.981	-1.4064	1.0365
17.73	-0.049025	-94.613	-1.3185	1.0365
17.74	-0.048483	-94.244	-1.3185	1.0365
17.75	-0.04794	-93.879	-1.3185	1.0365
17.76	-0.047458	-93.512	-1.3185	1.0365
17.77	-0.046977	-93.14	-1.2306	1.0365
17.78	-0.046495	-92.773	-1.2306	1.0365
17.79	-0.046013	-92.402	-1.2306	1.0365
17.8	-0.045531	-92.035	-1.2306	0.9276
17.81	-0.045049	-91.663	-1.1427	0.9276
17.82	-0.044567	-91.293	-1.1427	0.9276
17.83	-0.044085	-90.923	-1.1427	0.9276
17.84	-0.043603	-90.55	-1.1427	0.9276
17.85	-0.043121	-90.179	-1.0548	0.9276
17.86	-0.042639	-89.808	-1.0548	0.9276
17.87	-0.042157	-89.437	-1.0548	0.9276
17.88	-0.041675	-89.067	-0.9669	0.9276
17.89	-0.041193	-88.698	-0.9669	0.9276
17.9	-0.040712	-88.329	-0.9669	0.9276
17.91	-0.04023	-87.96	-0.9669	0.9276
17.92	-0.039748	-87.587	-0.879	0.9276
17.93	-0.039266	-87.216	-0.879	0.9276
17.94	-0.038784	-86.849	-0.879	0.9276
17.95	-0.038302	-86.474	-0.7911	0.9276
17.96	-0.03782	-86.105	-0.7911	0.9276
17.97	-0.037338	-85.736	-0.7911	0.9276
17.98	-0.036856	-85.363	-0.7032	0.9276
17.99	-0.036374	-84.992	-0.7032	0.9276
18	-0.035892	-84.621	-0.7032	0.9276
18.01	-0.035468	-84.252	-0.6153	0.9276
18.02	-0.035043	-83.879	-0.6153	0.9276
18.03	-0.034619	-83.51	-0.5274	0.9276
18.04	-0.034195	-83.135	-0.5274	0.9276
18.05	-0.03377	-82.765	-0.5274	0.9276
18.06	-0.033346	-82.392	-0.4395	0.9276
18.07	-0.032921	-82.021	-0.4395	0.9276
18.08	-0.032497	-81.651	-0.3516	0.9276
18.09	-0.032073	-81.28	-0.3516	0.9276
18.1	-0.031648	-80.911	-0.2637	0.9276
18.11	-0.031224	-80.538	-0.2637	0.9276
18.12	-0.030799	-80.17	-0.2637	0.9276
18.13	-0.030375	-79.802	-0.1758	0.9276
18.14	-0.02995	-79.429	-0.0879	0.9276
18.15	-0.029526	-79.061	-0.0879	0.9276
18.16	-0.029102	-78.69	-0.0879	0.9276
18.17	-0.028677	-78.323	0	0.9276
18.18	-0.028253	-77.951	0	0.9276
18.19	-0.027828	-77.58	0.0879	0.9276
18.2	-0.027404	-77.211	0.1758	0.9276
18.21	-0.02698	-76.841	0.1758	0.9276
18.22	-0.026555	-76.475	0.1758	0.9276
18.23	-0.026131	-76.105	0.2637	0.9276
18.24	-0.025706	-75.735	0.2637	0.9276
18.25	-0.025282	-75.365	0.3516	0.9276
18.26	-0.024912	-74.995	0.3516	0.9276
18.27	-0.024542	-74.629	0.4395	0.9276
18.28	-0.024172	-74.258	0.4395	1.0365
18.29	-0.023802	-73.892	0.5274	1.0365
18.3	-0.023431	-73.524	0.5274	1.0365
18.31	-0.023061	-73.155	0.5274	1.0365
18.32	-0.022691	-72.787	0.6153	1.0365
18.33	-0.022321	-72.419	0.7032	1.0365
18.34	-0.021951	-72.049	0.7032	1.0365
18.35	-0.021581	-71.684	0.7032	1.0365
18.36	-0.021211	-71.314	0.7911	1.0365
18.37	-0.020841	-70.947	0.7911	1.0365
18.38	-0.020471	-70.58	0.879	1.0365
18.39	-0.0201	-70.213	0.879	1.0365
18.4	-0.01973	-69.843	0.879	1.0365
18.41	-0.01936	-69.475	0.9669	1.0365
18.42	-0.01899	-69.105	0.9669	1.0365
18.43	-0.01862	-68.74	1.0548	1.0365
18.44	-0.01825	-68.373	1.0548	1.0365
18.45	-0.01788	-68.005	1.0548	1.0365
18.46	-0.01751	-67.64	1.0548	1.0365
18.47	-0.01714	-67.273	1.1427	1.0365
18.48	-0.01677	-66.906	1.1427	1.0365
18.49	-0.016399	-66.541	1.1427	1.0365
18.5	-0.016029	-66.175	1.2306	1.0365
18.51	-0.01571	-65.807	1.2306	1.0365
18.52	-0.015391	-65.442	1.2306	1.0365
18.53	-0.015071	-65.071	1.2306	1.0365
18.54	-0.014752	-64.705	1.3185	1.0365
18.55	-0.014433	-64.342	1.3185	1.0365
18.56	-0.014113	-63.976	1.3185	1.0365
18.57	-0.013794	-63.609	1.3185	1.0365
18.58	-0.013475	-63.244	1.3185	1.0365
18.59	-0.013155	-62.878	1.4064	1.0365
18.6	-0.012836	-62.51	1.4064	1.0365
18.61	-0.012517	-62.146	1.4064	1.0365
18.62	-0.012198	-61.78	1.4064	1.0365
18.63	-0.011878	-61.412	1.4064	1.0365
18.64	-0.011559	-61.047	1.4064	1.0365
18.65	-0.01124	-60.681	1.4064	1.0365
18.66	-0.01092	-60.313	1.4064	0.9276
18.67	-0.010601	-59.948	1.4064	0.9276
18.68	-0.010282	-59.582	1.4064	0.9276
18.69	-0.0099623	-59.214	1.4943	0.9276
18.7	-0.0096429	-58.85	1.4943	0.9276
18.71	-0.0093236	-58.483	1.4943	0.9276
18.72	-0.0090043	-58.116	1.4943	0.9276
18.73	-0.008685	-57.751	1.4943	0.9276
18.74	-0.0083656	-57.385	1.4943	0.9276
18.75	-0.0080463	-57.017	1.4943	0.9276
18.76	-0.007774	-56.652	1.4943	0.9276
18.77	-0.0075017	-56.289	1.4943	0.9276
18.78	-0.0072294	-55.923	1.4943	0.9276
18.79	-0.0069571	-55.56	1.4943	0.9276
18.8	-0.0066847	-55.198	1.4943	0.9276
18.81	-0.0064124	-54.833	1.4943	0.9276
18.82	-0.0061401	-54.466	1.5822	0.9276
18.83	-0.0058678	-54.102	1.5822	0.9276
18.84	-0.0055955	-53.736	1.5822	0.9276
18.85	-0.0053232	-53.369	1.5822	1.0365
18.86	-0.0050508	-53.008	1.5822	1.0365
18.87	-0.0047785	-52.647	1.5822	1.0365
18.88	-0.0045062	-52.283	1.5822	1.0365
18.89	-0.0042339	-51.917	1.5822	1.0365
18.9	-0.0039616	-51.553	1.5822	1.0365
18.91	-0.0036893	-51.187	1.5822	1.0365
18.92	-0.0034169	-50.827	1.5822	1.0365
18.93	-0.0031446	-50.463	1.6701	1.0365
18.94	-0.0028723	-50.1	1.6701	1.0365
18.95	-0.0026	-49.742	1.6701	1.0365
18.96	-0.0023277	-49.377	1.6701	1.0365
18.97	-0.0020554	-49.013	1.6701	1.0365
18.98	-0.001783	-48.65	1.6701	1.0365
18.99	-0.0015107	-48.289	1.6701	1.0365
19	-0.0012384	-47.928	1.6701	1.0365
19.01	-0.0010093	-47.563	1.758	1.0365
19.02	-0.00078015	-47.2	1.758	1.0365
19.03	-0.00055102	-46.839	1.758	1.0365
19.04	-0.0003219	-46.478	1.758	1.0365
19.05	-9.277e-05	-46.117	1.758	1.0365
19.06	0.00013636	-45.753	1.8459	1.0365
19.07	0.00036548	-45.393	1.8459	1.0365
19.08	0.00059461	-45.034	1.8459	1.0365
19.09	0.00082374	-44.671	1.8459	1.0365
19.1	0.0010529	-44.308	1.9338	1.0365
19.11	0.001282	-43.946	1.9338	1.0365
19.12	0.0015111	-43.586	1.9338	1.0365
19.13	0.0017402	-43.225	1.9338	1.0365
19.14	0.0019694	-42.865	2.0217	1.0365
19.15	0.0021985	-42.5	2.0217	1.0365
19.16	0.0024276	-42.141	2.0217	1.0365
19.17	0.0026568	-41.782	2.1096	1.0365
19.18	0.0028859	-41.422	2.1096	1.0365
19.19	0.003115	-41.058	2.1096	1.0365
19.2	0.0033441	-40.699	2.1975	1.0365
19.21	0.0035733	-40.339	2.1975	1.0365
19.22	0.0038024	-39.983	2.1975	1.1454
19.23	0.0040315	-39.622	2.2854	1.1454
19.24	0.0042607	-39.261	2.2854	1.1454
19.25	0.0044898	-38.9	2.3733	1.1454
19.26	0.0046795	-38.539	2.3733	1.1454
19.27	0.0048692	-38.182	2.4612	1.1454
19.28	0.0050589	-37.827	2.4612	1.1454
19.29	0.0052486	-37.467	2.4612	1.1454
19.3	0.0054383	-37.11	2.5491	1.1454
19.31	0.005628	-36.755	2.5491	1.1454
19.32	0.0058177	-36.394	2.637	1.1454
19.33	0.0060073	-36.037	2.637	1.1454
19.34	0.006197	-35.679	2.637	1.1454
19.35	0.0063867	-35.323	2.7249	1.1454
19.36	0.0065764	-34.966	2.7249	1.1454
19.37	0.0067661	-34.608	2.8128	1.1454
19.38	0.0069558	-34.252	2.8128	1.1454
19.39	0.0071455	-33.895	2.9007	1.1454
19.4	0.0073352	-33.54	2.9007	1.2543
19.41	0.0075249	-33.186	2.9007	1.2543
19.42	0.0077146	-32.829	2.9886	1.2543
19.43	0.0079043	-32.474	2.9886	1.2543
19.44	0.008094	-32.117	3.0765	1.2543
19.45	0.0082837	-31.762	3.0765	1.2543
19.46	0.0084734	-31.409	3.0765	1.2543
19.47	0.0086631	-31.056	3.1644	1.2543
19.48	0.0088528	-30.704	3.1644	1.2543
19.49	0.0090425	-30.352	3.1644	1.2543
19.5	0.0092322	-29.997	3.2523	1.2543
19.51	0.0093861	-29.639	3.2523	1.2543
19.52	0.0095401	-29.284	3.2523	1.2543
19.53	0.0096941	-28.931	3.3402	1.2543
19.54	0.009848	-28.578	3.3402	1.2543
19.55	0.010002	-28.226	3.3402	1.2543
19.56	0.010156	-27.874	3.3402	1.2543
19.57	0.01031	-27.522	3.3402	1.2543
19.58	0.010464	-27.17	3.4281	1.2543
19.59	0.010618	-26.818	3.4281	1.3632
19.6	0.010772	-26.467	3.4281	1.3632
19.61	0.010926	-26.115	3.4281	1.3632
19.62	0.01108	-25.767	3.4281	1.3632
19.63	0.011234	-25.414	3.4281	1.3632
19.64	0.011388	-25.066	3.4281	1.3632
19.65	0.011542	-24.716	3.4281	1.3632
19.66	0.011696	-24.368	3.4281	1.3632
19.67	0.011849	-24.019	3.4281	1.3632
19.68	0.012003	-23.669	3.4281	1.3632
19.69	0.012157	-23.318	3.4281	1.3632
19.7	0.012311	-22.97	3.4281	1.3632
19.71	0.012465	-22.621	3.4281	1.3632
19.72	0.012619	-22.271	3.4281	1.3632
19.73	0.012773	-21.924	3.4281	1.3632
19.74	0.012927	-21.576	3.4281	1.3632
19.75	0.013081	-21.226	3.4281	1.3632
19.76	0.013203	-20.879	3.4281	1.3632
19.77	0.013325	-20.53	3.4281	1.3632
19.78	0.013447	-20.184	3.4281	1.3632
19.79	0.013568	-19.835	3.4281	1.3632
19.8	0.01369	-19.486	3.4281	1.3632
19.81	0.013812	-19.138	3.3402	1.3632
19.82	0.013934	-18.789	3.3402	1.3632
19.83	0.014056	-18.442	3.3402	1.3632
19.84	0.014178	-18.098	3.3402	1.3632
19.85	0.0143	-17.751	3.3402	1.3632
19.86	0.014421	-17.405	3.2523	1.3632
19.87	0.014543	-17.06	3.2523	1.3632
19.88	0.014665	-16.713	3.2523	1.3632
19.89	0.014787	-16.367	3.2523	1.3632
19.9	0.014909	-16.019	3.2523	1.3632
19.91	0.015031	-15.677	3.2523	1.3632
19.92	0.015152	-15.331	3.2523	1.3632
19.93	0.015274	-14.983	3.1644	1.3632
19.94	0.015396	-14.637	3.1644	1.3632
19.95	0.015518	-14.292	3.1644	1.3632
19.96	0.01564	-13.945	3.1644	1.3632
19.97	0.015762	-13.598	3.1644	1.3632
19.98	0.015883	-13.253	3.1644	1.3632
19.99	0.016005	-12.91	3.1644	1.2543
20	0.016127	-12.567	3.0765	1.2543
20.01	0.01622	-12.224	3.0765	1.2543
20.02	0.016314	-11.877	3.0765	1.2543
20.03	0.016407	-11.535	3.0765	1.2543
20.04	0.0165	-11.194	3.0765	1.2543
20.05	0.016593	-10.852	3.0765	1.2543
20.06	0.016686	-10.509	3.0765	1.2543
20.07	0.01678	-10.166	3.0765	1.2543
20.08	0.016873	-9.8273	3.0765	1.2543
20.09	0.016966	-9.4833	2.9886	1.2543
20.1	0.017059	-9.1393	2.9886	1.2543
20.11	0.017153	-8.7962	2.9886	1.2543
20.12	0.017246	-8.4525	2.9886	1.2543
20.13	0.017339	-8.1135	2.9886	1.2543
20.14	0.017432	-7.7694	2.9886	1.2543
20.15	0.017526	-7.4293	2.9886	1.2543
20.16	0.017619	-7.0846	2.9886	1.2543
20.17	0.017712	-6.7478	2.9886	1.1454
20.18	0.017805	-6.405	2.9886	1.1454
20.19	0.017898	-6.0658	2.9007	1.1454
20.2	0.017992	-5.7243	2.9007	1.1454
20.21	0.018085	-5.3823	2.9007	1.1454
20.22	0.018178	-5.0407	2.9007	1.1454
20.23	0.018271	-4.7022	2.9007	1.1454
20.24	0.018365	-4.3584	2.9007	1.1454
20.25	0.018458	-4.0222	2.9886	1.1454
20.26	0.018526	-3.6797	2.9886	1.1454
20.27	0.018594	-3.3406	2.9886	1.1454
20.28	0.018662	-2.9964	2.9886	1.1454
20.29	0.01873	-2.66	2.9886	1.1454
20.3	0.018798	-2.3245	2.9886	1.1454
20.31	0.018865	-1.9825	2.9886	1.1454
20.32	0.018933	-1.6429	2.9886	1.1454
20.33	0.019001	-1.3061	2.9886	1.0365
20.34	0.019069	-0.96711	3.0765	1.0365
20.35	0.019137	-0.62586	3.0765	1.0365
20.36	0.019205	-0.28833	3.0765	1.0365
20.37	0.019273	0.047799	3.0765	1.0365
20.38	0.019341	0.38738	3.0765	1.0365
20.39	0.019409	0.72393	3.0765	1.0365
20.4	0.019477	1.0595	3.1644	1.0365
20.41	0.019545	1.3987	3.1644	1.0365
20.42	0.019613	1.7351	3.1644	1.0365
20.43	0.019681	2.0705	3.1644	1.0365
20.44	0.019749	2.4126	3.2523	1.0365
20.45	0.019817	2.7477	3.2523	1.0365
20.46	0.019885	3.0824	3.2523	1.0365
20.47	0.019953	3.4176	3.3402	1.0365
20.48	0.020021	3.7551	3.3402	1.0365
20.49	0.020088	4.0912	3.3402	1.0365
20.5	0.020156	4.4228	3.4281	1.0365
20.51	0.020202	4.7626	3.4281	1.0365
20.52	0.020248	5.1001	3.4281	1.0365
20.53	0.020294	5.4325	3.516	1.0365
20.54	0.02034	5.7657	3.516	1.0365
20.55	0.020385	6.1035	3.516	0.9276
20.56	0.020431	6.4389	3.516	0.9276
20.57	0.020477	6.7739	3.6039	0.9276
20.58	0.020523	7.1048	3.6039	0.9276
20.59	0.020569	7.437	3.6039	0.9276
20.6	0.020614	7.7728	3.6918	0.9276
20.61	0.02066	8.1086	3.6918	0.9276
20.62	0.020706	8.4437	3.6918	0.9276
20.63	0.020752	8.7747	3.6918	0.9276
20.64	0.020798	9.107	3.6918	0.9276
20.65	0.020844	9.4364	3.7797	0.9276
20.66	0.020889	9.7677	3.7797	0.9276
20.67	0.020935	10.104	3.7797	0.9276
20.68	0.020981	10.432	3.7797	0.9276
20.69	0.021027	10.77	3.8676	0.9276
20.7	0.021073	11.102	3.8676	0.9276
20.71	0.021118	11.435	3.8676	0.9276
20.72	0.021164	11.765	3.8676	0.9276
20.73	0.02121	12.097	3.8676	0.9276
20.74	0.021256	12.426	3.8676	0.9276
20.75	0.021302	12.757	3.8676	0.9276
20.76	0.021328	13.085	3.8676	0.9276
20.77	0.021355	13.416	3.8676	0.9276
20.78	0.021381	13.745	3.8676	0.9276
20.79	0.021408	14.076	3.8676	0.8187
20.8	0.021435	14.404	3.8676	0.8187
20.81	0.021461	14.735	3.8676	0.8187
20.82	0.021488	15.063	3.8676	0.8187
20.83	0.021515	15.394	3.8676	0.8187
20.84	0.021541	15.723	3.8676	0.8187
20.85	0.021568	16.053	3.8676	0.8187
20.86	0.021594	16.382	3.8676	0.8187
20.87	0.021621	16.713	3.8676	0.8187
20.88	0.021648	17.041	3.8676	0.8187
20.89	0.021674	17.372	3.8676	0.8187
20.9	0.021701	17.7	3.8676	0.8187
20.91	0.021727	18.031	3.8676	0.8187
20.92	0.021754	18.352	3.8676	0.8187
20.93	0.021781	18.675	3.8676	0.8187
20.94	0.021807	19.003	3.8676	0.8187
20.95	0.021834	19.329	3.8676	0.8187
20.96	0.02186	19.659	3.8676	0.8187
20.97	0.021887	19.987	3.8676	0.8187
20.98	0.021914	20.306	3.8676	0.8187
20.99	0.02194	20.632	3.8676	0.8187
21	0.021967	20.957	3.8676	0.8187
21.01	0.021977	21.286	3.8676	0.7098
21.02	0.021987	21.613	3.8676	0.7098
21.03	0.021997	21.933	3.8676	0.7098
21.04	0.022008	22.258	3.8676	0.7098
21.05	0.022018	22.583	3.7797	0.7098
21.06	0.022028	22.912	3.7797	0.7098
21.07	0.022038	23.236	3.7797	0.7098
21.08	0.022048	23.557	3.7797	0.7098
21.09	0.022058	23.883	3.7797	0.7098
21.1	0.022069	24.205	3.7797	0.7098
21.11	0.022079	24.528	3.7797	0.7098
21.12	0.022089	24.853	3.7797	0.7098
21.13	0.022099	25.177	3.7797	0.7098
21.14	0.022109	25.499	3.7797	0.7098
21.15	0.022119	25.821	3.7797	0.7098
21.16	0.022129	26.145	3.7797	0.7098
21.17	0.02214	26.466	3.6918	0.6009
21.18	0.02215	26.789	3.6918	0.6009
21.19	0.02216	27.109	3.6918	0.6009
21.2	0.02217	27.431	3.6918	0.6009
21.21	0.02218	27.754	3.6918	0.6009
