t	u	lambda	p	e
21.22	0.02219	28.075	3.6918	0.6009
21.23	0.022201	28.394	3.6039	0.6009
21.24	0.022211	28.719	3.6039	0.6009
21.25	0.022221	29.04	3.6039	0.6009
21.26	0.022217	29.36	3.6039	0.6009
21.27	0.022213	29.685	3.6039	0.6009
21.28	0.02221	30.004	3.6039	0.6009
21.29	0.022206	30.325	3.516	0.6009
21.3	0.022202	30.64	3.516	0.6009
21.31	0.022198	30.963	3.516	0.492
21.32	0.022195	31.283	3.516	0.492
21.33	0.022191	31.602	3.516	0.492
21.34	0.022187	31.919	3.516	0.492
21.35	0.022183	32.241	3.4281	0.492
21.36	0.022179	32.56	3.4281	0.492
21.37	0.022176	32.878	3.4281	0.492
21.38	0.022172	33.195	3.4281	0.492
21.39	0.022168	33.516	3.4281	0.492
21.4	0.022164	33.834	3.4281	0.492
21.41	0.022161	34.152	3.4281	0.492
21.42	0.022157	34.469	3.4281	0.3831
21.43	0.022153	34.79	3.4281	0.3831
21.44	0.022149	35.106	3.4281	0.3831
21.45	0.022146	35.421	3.4281	0.3831
21.46	0.022142	35.737	3.4281	0.3831
21.47	0.022138	36.057	3.4281	0.3831
21.48	0.022134	36.375	3.4281	0.3831
21.49	0.022131	36.693	3.4281	0.3831
21.5	0.022127	37.01	3.4281	0.3831
21.51	0.022111	37.327	3.4281	0.3831
21.52	0.022096	37.643	3.4281	0.3831
21.53	0.022081	37.96	3.4281	0.3831
21.54	0.022065	38.273	3.4281	0.3831
21.55	0.02205	38.591	3.4281	0.3831
21.56	0.022034	38.905	3.516	0.3831
21.57	0.022019	39.219	3.516	0.2742
21.58	0.022004	39.539	3.516	0.2742
21.59	0.021988	39.854	3.516	0.2742
21.6	0.021973	40.169	3.516	0.2742
21.61	0.021958	40.484	3.516	0.2742
21.62	0.021942	40.797	3.6039	0.2742
21.63	0.021927	41.11	3.6039	0.2742
21.64	0.021911	41.429	3.6039	0.2742
21.65	0.021896	41.744	3.6039	0.2742
21.66	0.021881	42.059	3.6918	0.2742
21.67	0.021865	42.374	3.6918	0.2742
21.68	0.02185	42.687	3.6918	0.2742
21.69	0.021835	43	3.6918	0.2742
21.7	0.021819	43.315	3.6918	0.2742
21.71	0.021804	43.631	3.6918	0.2742
21.72	0.021788	43.944	3.7797	0.2742
21.73	0.021773	44.258	3.7797	0.2742
21.74	0.021758	44.566	3.7797	0.2742
21.75	0.021742	44.877	3.7797	0.1653
21.76	0.021717	45.19	3.8676	0.1653
21.77	0.021693	45.502	3.8676	0.1653
21.78	0.021668	45.814	3.8676	0.1653
21.79	0.021643	46.128	3.8676	0.1653
21.8	0.021618	46.44	3.8676	0.1653
21.81	0.021593	46.75	3.8676	0.1653
21.82	0.021568	47.063	3.9555	0.1653
21.83	0.021543	47.374	3.9555	0.1653
21.84	0.021518	47.684	3.9555	0.1653
21.85	0.021493	47.996	3.9555	0.1653
21.86	0.021468	48.31	3.9555	0.1653
21.87	0.021444	48.618	3.9555	0.1653
21.88	0.021419	48.929	3.9555	0.1653
21.89	0.021394	49.239	3.9555	0.1653
21.9	0.021369	49.548	3.9555	0.1653
21.91	0.021344	49.859	3.9555	0.1653
21.92	0.021319	50.166	3.9555	0.1653
21.93	0.021294	50.474	3.9555	0.1653
21.94	0.021269	50.784	3.9555	0.1653
21.95	0.021244	51.09	3.9555	0.1653
21.96	0.02122	51.4	3.9555	0.1653
21.97	0.021195	51.709	3.9555	0.1653
21.98	0.02117	52.014	3.9555	0.1653
21.99	0.021145	52.321	3.9555	0.1653
22	0.02112	52.631	3.9555	0.1653
22.01	0.021087	52.937	3.8676	0.1653
22.02	0.021055	53.246	3.8676	0.1653
22.03	0.021022	53.555	3.8676	0.1653
22.04	0.02099	53.86	3.8676	0.1653
22.05	0.020957	54.167	3.8676	0.1653
22.06	0.020925	54.474	3.8676	0.1653
22.07	0.020892	54.781	3.8676	0.1653
22.08	0.02086	55.084	3.8676	0.1653
22.09	0.020827	55.389	3.7797	0.1653
22.1	0.020795	55.696	3.7797	0.1653
22.11	0.020762	55.999	3.7797	0.1653
22.12	0.02073	56.304	3.7797	0.1653
22.13	0.020697	56.611	3.6918	0.1653
22.14	0.020665	56.913	3.6918	0.1653
22.15	0.020632	57.218	3.6918	0.1653
22.16	0.0206	57.523	3.6918	0.1653
22.17	0.020567	57.826	3.6918	0.1653
22.18	0.020535	58.131	3.6039	0.1653
22.19	0.020502	58.437	3.6039	0.1653
22.2	0.02047	58.744	3.6039	0.0564
22.21	0.020437	59.048	3.516	0.0564
22.22	0.020405	59.35	3.516	0.0564
22.23	0.020372	59.654	3.516	0.0564
22.24	0.020339	59.96	3.4281	0.0564
22.25	0.020307	60.263	3.4281	0.0564
22.26	0.020268	60.563	3.4281	0.0564
22.27	0.02023	60.867	3.3402	0.0564
22.28	0.020192	61.169	3.3402	0.0564
22.29	0.020153	61.473	3.3402	0.0564
22.3	0.020115	61.778	3.3402	0.0564
22.31	0.020076	62.082	3.2523	0.0564
22.32	0.020038	62.383	3.2523	0.0564
22.33	0.019999	62.687	3.2523	0.0564
22.34	0.019961	62.989	3.1644	0.0564
22.35	0.019922	63.289	3.1644	0.0564
22.36	0.019884	63.592	3.1644	0.0564
22.37	0.019845	63.897	3.1644	0.0564
22.38	0.019807	64.2	3.0765	0.0564
22.39	0.019768	64.505	3.0765	0.0564
22.4	0.01973	64.807	3.0765	0.0564
22.41	0.019692	65.108	3.0765	0.0564
22.42	0.019653	65.412	2.9886	0.0564
22.43	0.019615	65.714	2.9886	0.0564
22.44	0.019576	66.014	2.9886	0.0564
22.45	0.019538	66.317	2.9886	0.0564
22.46	0.019499	66.619	2.9886	0.0564
22.47	0.019461	66.923	2.9007	0.0564
22.48	0.019422	67.225	2.9007	0.0564
22.49	0.019384	67.526	2.9007	0.0564
22.5	0.019345	67.83	2.9007	0.0564
22.51	0.019302	68.132	2.9007	0.0564
22.52	0.01926	68.432	2.9007	0.0564
22.53	0.019217	68.735	2.9007	0.0564
22.54	0.019174	69.036	2.9007	0.0564
22.55	0.019131	69.333	2.9007	0.0564
22.56	0.019088	69.635	2.8128	0.0564
22.57	0.019045	69.935	2.8128	0.0564
22.58	0.019002	70.235	2.8128	0.0564
22.59	0.018959	70.537	2.8128	-0.0525
22.6	0.018916	70.838	2.8128	-0.0525
22.61	0.018873	71.142	2.8128	-0.0525
22.62	0.01883	71.441	2.8128	-0.0525
22.63	0.018788	71.743	2.8128	-0.0525
22.64	0.018745	72.047	2.8128	-0.0525
22.65	0.018702	72.35	2.8128	-0.0525
22.66	0.018659	72.65	2.8128	-0.0525
22.67	0.018616	72.954	2.8128	-0.0525
22.68	0.018573	73.252	2.8128	-0.0525
22.69	0.01853	73.551	2.8128	-0.0525
22.7	0.018487	73.853	2.8128	-0.0525
22.71	0.018444	74.154	2.8128	-0.0525
22.72	0.018401	74.453	2.8128	-0.0525
22.73	0.018358	74.756	2.8128	-0.0525
22.74	0.018316	75.055	2.8128	-0.0525
22.75	0.018273	75.353	2.8128	-0.0525
22.76	0.018227	75.655	2.9007	-0.0525
22.77	0.01818	75.956	2.9007	-0.0525
22.78	0.018134	76.255	2.9007	-0.0525
22.79	0.018088	76.555	2.9007	-0.0525
22.8	0.018042	76.857	2.9007	-0.0525
22.81	0.017996	77.155	2.9886	-0.0525
22.82	0.01795	77.454	2.9886	-0.0525
22.83	0.017904	77.752	2.9886	-0.0525
22.84	0.017858	78.054	2.9886	-0.0525
22.85	0.017812	78.352	2.9886	-0.0525
22.86	0.017766	78.649	3.0765	-0.0525
22.87	0.01772	78.951	3.0765	-0.0525
22.88	0.017674	79.252	3.0765	-0.0525
22.89	0.017628	79.548	3.0765	-0.0525
22.9	0.017582	79.849	3.1644	-0.0525
22.91	0.017536	80.149	3.1644	-0.0525
22.92	0.01749	80.449	3.1644	-0.0525
22.93	0.017444	80.744	3.2523	-0.0525
22.94	0.017398	81.045	3.2523	-0.0525
22.95	0.017351	81.344	3.2523	-0.0525
22.96	0.017305	81.641	3.2523	-0.0525
22.97	0.017259	81.938	3.2523	-0.0525
22.98	0.017213	82.236	3.3402	-0.0525
22.99	0.017167	82.534	3.3402	-0.0525
23	0.017121	82.833	3.3402	-0.0525
23.01	0.017073	83.131	3.3402	-0.0525
23.02	0.017025	83.426	3.4281	-0.0525
23.03	0.016977	83.726	3.4281	-0.0525
23.04	0.016929	84.026	3.4281	-0.0525
23.05	0.016881	84.322	3.4281	-0.0525
23.06	0.016833	84.619	3.4281	-0.0525
23.07	0.016785	84.917	3.516	-0.0525
23.08	0.016737	85.215	3.516	-0.0525
23.09	0.016689	85.514	3.516	-0.0525
23.1	0.01664	85.812	3.516	-0.0525
23.11	0.016592	86.107	3.516	-0.0525
23.12	0.016544	86.403	3.516	-0.0525
23.13	0.016496	86.704	3.516	-0.0525
23.14	0.016448	87.001	3.516	-0.0525
23.15	0.0164	87.295	3.516	-0.0525
23.16	0.016352	87.591	3.6039	-0.0525
23.17	0.016304	87.892	3.6039	-0.0525
23.18	0.016256	88.188	3.6039	-0.0525
23.19	0.016208	88.482	3.6039	-0.0525
23.2	0.01616	88.778	3.6039	-0.0525
23.21	0.016112	89.079	3.6039	-0.0525
23.22	0.016064	89.375	3.6039	-0.0525
23.23	0.016016	89.669	3.516	-0.0525
23.24	0.015967	89.964	3.516	-0.0525
23.25	0.015919	90.258	3.516	-0.1614
23.26	0.01587	90.561	3.516	-0.1614
23.27	0.015821	90.855	3.516	-0.1614
23.28	0.015772	91.159	3.516	-0.1614
23.29	0.015723	91.449	3.516	-0.1614
23.3	0.015674	91.747	3.4281	-0.1614
23.31	0.015625	92.037	3.4281	-0.1614
23.32	0.015576	92.335	3.4281	-0.1614
23.33	0.015526	92.63	3.4281	-0.1614
23.34	0.015477	92.926	3.4281	-0.1614
23.35	0.015428	93.22	3.3402	-0.1614
23.36	0.015379	93.516	3.3402	-0.1614
23.37	0.01533	93.81	3.3402	-0.1614
23.38	0.015281	94.108	3.3402	-0.1614
23.39	0.015232	94.404	3.2523	-0.1614
23.4	0.015183	94.697	3.2523	-0.1614
23.41	0.015133	94.989	3.2523	-0.1614
23.42	0.015084	95.284	3.2523	-0.1614
23.43	0.015035	95.577	3.1644	-0.1614
23.44	0.014986	95.868	3.1644	-0.1614
23.45	0.014937	96.163	3.1644	-0.1614
23.46	0.014888	96.456	3.0765	-0.1614
23.47	0.014839	96.752	3.0765	-0.1614
23.48	0.01479	97.044	3.0765	-0.2703
23.49	0.01474	97.339	3.0765	-0.2703
23.5	0.014691	97.637	2.9886	-0.2703
23.51	0.014642	97.931	2.9886	-0.2703
23.52	0.014593	98.226	2.9886	-0.2703
23.53	0.014543	98.52	2.9886	-0.2703
23.54	0.014494	98.809	2.9007	-0.2703
23.55	0.014445	99.104	2.9007	-0.2703
23.56	0.014395	99.394	2.9007	-0.2703
23.57	0.014346	99.685	2.9007	-0.2703
23.58	0.014297	99.978	2.9007	-0.2703
23.59	0.014247	100.27	2.8128	-0.2703
23.6	0.014198	100.57	2.8128	-0.2703
23.61	0.014149	100.86	2.8128	-0.2703
23.62	0.014099	101.16	2.8128	-0.2703
23.63	0.01405	101.46	2.8128	-0.2703
23.64	0.014	101.75	2.8128	-0.2703
23.65	0.013951	102.04	2.8128	-0.2703
23.66	0.013902	102.33	2.7249	-0.2703
23.67	0.013852	102.62	2.7249	-0.2703
23.68	0.013803	102.91	2.7249	-0.2703
23.69	0.013754	103.2	2.7249	-0.2703
23.7	0.013704	103.49	2.7249	-0.2703
23.71	0.013655	103.79	2.7249	-0.2703
23.72	0.013606	104.08	2.7249	-0.2703
23.73	0.013556	104.37	2.7249	-0.2703
23.74	0.013507	104.67	2.7249	-0.2703
23.75	0.013458	104.96	2.7249	-0.2703
23.76	0.013409	105.26	2.7249	-0.2703
23.77	0.01336	105.55	2.7249	-0.2703
23.78	0.013311	105.85	2.7249	-0.2703
23.79	0.013262	106.13	2.7249	-0.2703
23.8	0.013213	106.42	2.7249	-0.2703
23.81	0.013164	106.71	2.7249	-0.2703
23.82	0.013115	107.01	2.7249	-0.2703
23.83	0.013066	107.3	2.7249	-0.2703
23.84	0.013017	107.59	2.7249	-0.2703
23.85	0.012969	107.88	2.7249	-0.2703
23.86	0.01292	108.17	2.7249	-0.2703
23.87	0.012871	108.46	2.7249	-0.2703
23.88	0.012822	108.75	2.7249	-0.2703
23.89	0.012773	109.05	2.7249	-0.2703
23.9	0.012724	109.34	2.7249	-0.2703
23.91	0.012675	109.63	2.7249	-0.2703
23.92	0.012626	109.91	2.8128	-0.2703
23.93	0.012577	110.22	2.8128	-0.2703
23.94	0.012528	110.51	2.8128	-0.2703
23.95	0.012479	110.8	2.8128	-0.2703
23.96	0.012431	111.09	2.8128	-0.2703
23.97	0.012382	111.39	2.8128	-0.2703
23.98	0.012333	111.68	2.8128	-0.2703
23.99	0.012284	111.97	2.8128	-0.2703
24	0.012235	112.25	2.8128	-0.2703
24.01	0.012187	112.54	2.8128	-0.2703
24.02	0.012139	112.83	2.9007	-0.2703
24.03	0.012091	113.12	2.9007	-0.2703
24.04	0.012043	113.41	2.9007	-0.2703
24.05	0.011995	113.7	2.9007	-0.2703
24.06	0.011947	113.99	2.9007	-0.2703
24.07	0.0119	114.28	2.9007	-0.2703
24.08	0.011852	114.57	2.9007	-0.2703
24.09	0.011804	114.87	2.9007	-0.2703
24.1	0.011756	115.15	2.9007	-0.2703
24.11	0.011708	115.44	2.9007	-0.2703
24.12	0.01166	115.73	2.9886	-0.2703
24.13	0.011612	116.03	2.9007	-0.2703
24.14	0.011564	116.32	2.9886	-0.2703
24.15	0.011516	116.61	2.9886	-0.2703
24.16	0.011468	116.89	2.9886	-0.2703
24.17	0.01142	117.18	2.9886	-0.2703
24.18	0.011372	117.47	2.9886	-0.2703
24.19	0.011325	117.76	2.9886	-0.2703
24.2	0.011277	118.05	2.9886	-0.2703
24.21	0.011229	118.33	2.9886	-0.2703
24.22	0.011181	118.63	2.9886	-0.2703
24.23	0.011133	118.93	2.9886	-0.2703
24.24	0.011085	119.21	2.9886	-0.2703
24.25	0.011037	119.5	2.9886	-0.2703
24.26	0.010991	119.79	2.9886	-0.2703
24.27	0.010944	120.08	2.9886	-0.2703
24.28	0.010898	120.37	2.9886	-0.2703
24.29	0.010851	120.65	2.9886	-0.2703
24.3	0.010805	120.94	2.9886	-0.2703
24.31	0.010758	121.23	2.9886	-0.2703
24.32	0.010712	121.51	2.9886	-0.2703
24.33	0.010665	121.8	2.9886	-0.2703
24.34	0.010619	122.09	2.9886	-0.2703
24.35	0.010572	122.37	2.9886	-0.2703
24.36	0.010526	122.65	2.9886	-0.1614
24.37	0.010479	122.94	2.9886	-0.1614
24.38	0.010433	123.23	2.9886	-0.1614
24.39	0.010386	123.52	2.9886	-0.1614
24.4	0.01034	123.81	2.9886	-0.1614
24.41	0.010293	124.09	2.9886	-0.1614
24.42	0.010247	124.38	2.9886	-0.1614
24.43	0.0102	124.67	2.9886	-0.1614
24.44	0.010154	124.95	2.9886	-0.1614
24.45	0.010107	125.24	2.9886	-0.1614
24.46	0.010061	125.52	2.9886	-0.1614
24.47	0.010014	125.81	2.9886	-0.1614
24.48	0.0099677	126.09	2.9886	-0.1614
24.49	0.0099212	126.37	2.9886	-0.1614
24.5	0.0098747	126.66	2.9886	-0.1614
24.51	0.00983	126.95	2.9886	-0.1614
24.52	0.0097852	127.23	2.9886	-0.1614
24.53	0.0097405	127.52	2.9886	-0.1614
24.54	0.0096957	127.8	2.9886	-0.1614
24.55	0.009651	128.08	2.9886	-0.1614
24.56	0.0096063	128.36	2.9886	-0.1614
24.57	0.0095615	128.64	2.9886	-0.1614
24.58	0.0095168	128.93	2.9007	-0.1614
24.59	0.009472	129.22	2.9886	-0.1614
24.6	0.0094273	129.5	2.9007	-0.1614
24.61	0.0093826	129.78	2.9007	-0.1614
24.62	0.0093378	130.06	2.9007	-0.1614
24.63	0.0092931	130.34	2.9007	-0.1614
24.64	0.0092483	130.63	2.9007	-0.2703
24.65	0.0092036	130.91	2.9007	-0.2703
24.66	0.0091588	131.19	2.8128	-0.2703
24.67	0.0091141	131.47	2.8128	-0.2703
24.68	0.0090694	131.75	2.8128	-0.2703
24.69	0.0090246	132.03	2.8128	-0.2703
24.7	0.0089799	132.32	2.8128	-0.2703
24.71	0.0089351	132.6	2.8128	-0.2703
24.72	0.0088904	132.88	2.8128	-0.2703
24.73	0.0088456	133.16	2.7249	-0.2703
24.74	0.0088009	133.44	2.7249	-0.2703
24.75	0.0087562	133.72	2.7249	-0.2703
24.76	0.0087134	134	2.7249	-0.2703
24.77	0.0086706	134.29	2.637	-0.2703
24.78	0.0086279	134.56	2.637	-0.2703
24.79	0.0085851	134.85	2.637	-0.2703
24.8	0.0085424	135.13	2.637	-0.2703
24.81	0.0084996	135.41	2.637	-0.2703
24.82	0.0084568	135.69	2.5491	-0.2703
24.83	0.0084141	135.97	2.5491	-0.2703
24.84	0.0083713	136.25	2.5491	-0.2703
24.85	0.0083286	136.53	2.5491	-0.2703
24.86	0.0082858	136.81	2.5491	-0.1614
24.87	0.0082431	137.09	2.5491	-0.1614
24.88	0.0082003	137.37	2.5491	-0.1614
24.89	0.0081575	137.64	2.5491	-0.1614
24.9	0.0081148	137.92	2.5491	-0.1614
24.91	0.008072	138.2	2.5491	-0.1614
24.92	0.0080293	138.48	2.5491	-0.1614
24.93	0.0079865	138.75	2.5491	-0.1614
24.94	0.0079437	139.03	2.4612	-0.1614
24.95	0.007901	139.31	2.5491	-0.1614
24.96	0.0078582	139.59	2.5491	-0.1614
24.97	0.0078155	139.86	2.5491	-0.1614
24.98	0.0077727	140.14	2.5491	-0.1614
24.99	0.0077299	140.42	2.5491	-0.1614
25	0.0076872	140.69	2.5491	-0.1614
25.01	0.0076466	140.97	2.5491	-0.1614
25.02	0.0076059	141.25	2.5491	-0.1614
25.03	0.0075653	141.52	2.5491	-0.1614
25.04	0.0075247	141.8	2.5491	-0.1614
25.05	0.0074841	142.07	2.5491	-0.1614
25.06	0.0074434	142.35	2.637	-0.1614
25.07	0.0074028	142.62	2.637	-0.1614
25.08	0.0073622	142.9	2.637	-0.1614
25.09	0.0073216	143.17	2.637	-0.1614
25.1	0.0072809	143.45	2.637	-0.0525
25.11	0.0072403	143.73	2.637	-0.0525
25.12	0.0071997	144	2.7249	-0.0525
25.13	0.0071591	144.28	2.7249	-0.0525
25.14	0.0071185	144.55	2.7249	-0.0525
25.15	0.0070778	144.82	2.7249	-0.0525
25.16	0.0070372	145.1	2.7249	-0.0525
25.17	0.0069966	145.37	2.7249	-0.0525
25.18	0.006956	145.65	2.7249	-0.0525
25.19	0.0069153	145.92	2.8128	-0.0525
25.2	0.0068747	146.19	2.8128	-0.0525
25.21	0.0068341	146.46	2.8128	-0.0525
25.22	0.0067935	146.74	2.8128	-0.0525
25.23	0.0067528	147.01	2.8128	-0.0525
25.24	0.0067122	147.28	2.8128	-0.0525
25.25	0.0066716	147.55	2.9007	-0.0525
25.26	0.0066332	147.83	2.9007	0.0564
25.27	0.0065948	148.1	2.9007	0.0564
25.28	0.0065564	148.37	2.9007	0.0564
25.29	0.0065179	148.64	2.9886	0.0564
25.3	0.0064795	148.91	2.9886	0.0564
25.31	0.0064411	149.19	2.9886	0.0564
25.32	0.0064027	149.46	2.9886	0.0564
25.33	0.0063643	149.73	3.0765	0.0564
25.34	0.0063259	150	3.0765	0.0564
25.35	0.0062875	150.27	3.0765	0.0564
25.36	0.0062491	150.54	3.0765	0.0564
25.37	0.0062106	150.8	3.1644	0.0564
25.38	0.0061722	151.08	3.1644	0.1653
25.39	0.0061338	151.35	3.1644	0.1653
25.4	0.0060954	151.62	3.2523	0.1653
25.41	0.006057	151.89	3.2523	0.1653
25.42	0.0060186	152.15	3.2523	0.1653
25.43	0.0059802	152.42	3.3402	0.1653
25.44	0.0059418	152.69	3.3402	0.1653
25.45	0.0059034	152.96	3.3402	0.1653
25.46	0.0058649	153.22	3.3402	0.1653
25.47	0.0058265	153.49	3.4281	0.1653
25.48	0.0057881	153.76	3.4281	0.1653
25.49	0.0057497	154.02	3.4281	0.1653
25.5	0.0057113	154.29	3.516	0.1653
25.51	0.0056751	154.55	3.516	0.2742
25.52	0.0056389	154.82	3.516	0.2742
25.53	0.0056027	155.09	3.516	0.2742
25.54	0.0055666	155.35	3.6039	0.2742
25.55	0.0055304	155.62	3.6039	0.2742
25.56	0.0054942	155.88	3.6039	0.2742
25.57	0.005458	156.15	3.6039	0.2742
25.58	0.0054218	156.42	3.6039	0.2742
25.59	0.0053856	156.68	3.6918	0.2742
25.6	0.0053495	156.95	3.6918	0.2742
25.61	0.0053133	157.21	3.6918	0.2742
25.62	0.0052771	157.47	3.6918	0.2742
25.63	0.0052409	157.74	3.6918	0.2742
25.64	0.0052047	158	3.6918	0.2742
25.65	0.0051685	158.27	3.6918	0.3831
25.66	0.0051323	158.53	3.6918	0.3831
25.67	0.0050962	158.79	3.6918	0.3831
25.68	0.00506	159.06	3.6918	0.3831
25.69	0.0050238	159.32	3.6918	0.3831
25.7	0.0049876	159.58	3.6918	0.3831
25.71	0.0049514	159.85	3.6918	0.3831
25.72	0.0049152	160.11	3.6918	0.3831
25.73	0.0048791	160.37	3.6918	0.3831
25.74	0.0048429	160.63	3.6918	0.3831
25.75	0.0048067	160.89	3.6039	0.3831
25.76	0.0047727	161.16	3.6039	0.3831
25.77	0.0047387	161.42	3.6039	0.3831
25.78	0.0047047	161.68	3.6039	0.3831
25.79	0.0046707	161.94	3.6039	0.3831
25.8	0.0046367	162.2	3.516	0.3831
25.81	0.0046027	162.46	3.516	0.3831
25.82	0.0045687	162.73	3.516	0.3831
25.83	0.0045347	162.98	3.516	0.3831
25.84	0.0045007	163.24	3.4281	0.3831
25.85	0.0044667	163.51	3.4281	0.3831
25.86	0.0044327	163.77	3.4281	0.3831
25.87	0.0043988	164.03	3.3402	0.3831
25.88	0.0043648	164.28	3.3402	0.3831
25.89	0.0043308	164.54	3.3402	0.3831
25.9	0.0042968	164.8	3.3402	0.3831
25.91	0.0042628	165.06	3.2523	0.3831
25.92	0.0042288	165.32	3.2523	0.3831
25.93	0.0041948	165.58	3.2523	0.3831
25.94	0.0041608	165.84	3.1644	0.3831
25.95	0.0041268	166.09	3.1644	0.2742
25.96	0.0040928	166.35	3.1644	0.2742
25.97	0.0040588	166.61	3.0765	0.2742
25.98	0.0040248	166.87	3.0765	0.2742
25.99	0.0039908	167.13	2.9886	0.2742
26	0.0039568	167.39	2.9886	0.2742
26.01	0.0039249	167.64	2.9886	0.2742
26.02	0.003893	167.91	2.9886	0.2742
26.03	0.0038612	168.16	2.9007	0.2742
26.04	0.0038293	168.42	2.9007	0.2742
26.05	0.0037974	168.68	2.9007	0.2742
26.06	0.0037655	168.95	2.8128	0.2742
26.07	0.0037336	169.21	2.8128	0.2742
26.08	0.0037017	169.47	2.8128	0.2742
26.09	0.0036698	169.73	2.7249	0.2742
26.1	0.0036379	169.99	2.7249	0.2742
26.11	0.003606	170.25	2.7249	0.2742
26.12	0.0035741	170.51	2.637	0.1653
26.13	0.0035423	170.76	2.637	0.1653
26.14	0.0035104	171.02	2.637	0.1653
26.15	0.0034785	171.28	2.637	0.1653
26.16	0.0034466	171.53	2.5491	0.1653
26.17	0.0034147	171.79	2.5491	0.1653
26.18	0.0033828	172.05	2.5491	0.1653
26.19	0.0033509	172.31	2.5491	0.1653
26.2	0.003319	172.57	2.4612	0.1653
26.21	0.0032871	172.82	2.4612	0.1653
26.22	0.0032553	173.08	2.4612	0.1653
26.23	0.0032234	173.34	2.4612	0.1653
26.24	0.0031915	173.59	2.4612	0.1653
26.25	0.0031596	173.85	2.4612	0.1653
26.26	0.0031297	174.11	2.3733	0.0564
26.27	0.0030998	174.36	2.3733	0.0564
26.28	0.0030699	174.62	2.3733	0.0564
26.29	0.00304	174.88	2.3733	0.0564
26.3	0.0030101	175.13	2.3733	0.0564
26.31	0.0029802	175.39	2.3733	0.0564
26.32	0.0029503	175.65	2.3733	0.0564
26.33	0.0029204	175.9	2.3733	0.0564
26.34	0.0028905	176.16	2.3733	0.0564
26.35	0.0028606	176.42	2.3733	0.0564
26.36	0.0028307	176.67	2.3733	0.0564
26.37	0.0028007	176.93	2.2854	0.0564
26.38	0.0027708	177.18	2.2854	-0.0525
26.39	0.0027409	177.44	2.2854	-0.0525
26.4	0.002711	177.69	2.2854	-0.0525
26.41	0.0026811	177.95	2.2854	-0.0525
26.42	0.0026512	178.21	2.2854	-0.0525
26.43	0.0026213	178.46	2.2854	-0.0525
26.44	0.0025914	178.72	2.2854	-0.0525
26.45	0.0025615	178.97	2.2854	-0.0525
26.46	0.0025316	179.22	2.3733	-0.0525
26.47	0.0025017	179.48	2.2854	-0.0525
26.48	0.0024718	179.74	2.3733	-0.0525
26.49	0.0024419	180	2.3733	-0.0525
26.5	0.002412	180.25	2.3733	-0.0525
26.51	0.0023839	180.5	2.3733	-0.0525
26.52	0.0023559	180.76	2.3733	-0.1614
26.53	0.0023278	181.01	2.3733	-0.1614
26.54	0.0022997	181.27	2.3733	-0.1614
26.55	0.0022717	181.52	2.3733	-0.1614
26.56	0.0022436	181.77	2.3733	-0.1614
26.57	0.0022155	182.03	2.3733	-0.1614
26.58	0.0021875	182.29	2.4612	-0.1614
26.59	0.0021594	182.54	2.4612	-0.1614
26.6	0.0021313	182.8	2.4612	-0.1614
26.61	0.0021032	183.05	2.4612	-0.1614
26.62	0.0020752	183.31	2.4612	-0.1614
26.63	0.0020471	183.56	2.4612	-0.1614
26.64	0.002019	183.81	2.4612	-0.1614
26.65	0.001991	184.06	2.4612	-0.1614
26.66	0.0019629	184.32	2.5491	-0.1614
26.67	0.0019348	184.57	2.5491	-0.1614
26.68	0.0019068	184.83	2.5491	-0.1614
26.69	0.0018787	185.08	2.5491	-0.2703
26.7	0.0018506	185.33	2.5491	-0.2703
26.71	0.0018226	185.58	2.5491	-0.2703
26.72	0.0017945	185.83	2.5491	-0.2703
26.73	0.0017664	186.08	2.5491	-0.2703
26.74	0.0017384	186.34	2.5491	-0.2703
26.75	0.0017103	186.59	2.637	-0.2703
26.76	0.0016839	186.84	2.637	-0.2703
26.77	0.0016575	187.09	2.637	-0.2703
26.78	0.0016311	187.35	2.637	-0.2703
26.79	0.0016047	187.6	2.637	-0.2703
26.8	0.0015782	187.85	2.637	-0.2703
26.81	0.0015518	188.1	2.637	-0.2703
26.82	0.0015254	188.36	2.637	-0.2703
26.83	0.001499	188.61	2.637	-0.2703
26.84	0.0014726	188.86	2.637	-0.2703
26.85	0.0014462	189.11	2.637	-0.2703
26.86	0.0014198	189.36	2.637	-0.2703
26.87	0.0013934	189.61	2.5491	-0.2703
26.88	0.001367	189.86	2.637	-0.2703
26.89	0.0013406	190.12	2.5491	-0.2703
26.9	0.0013142	190.36	2.5491	-0.2703
26.91	0.0012878	190.61	2.5491	-0.2703
26.92	0.0012614	190.86	2.5491	-0.2703
26.93	0.001235	191.12	2.5491	-0.2703
26.94	0.0012085	191.36	2.5491	-0.2703
26.95	0.0011821	191.62	2.5491	-0.2703
26.96	0.0011557	191.86	2.5491	-0.2703
26.97	0.0011293	192.11	2.5491	-0.2703
26.98	0.0011029	192.36	2.5491	-0.2703
26.99	0.0010765	192.62	2.5491	-0.2703
27	0.0010501	192.86	2.4612	-0.2703
27.01	0.0010252	193.11	2.5491	-0.2703
27.02	0.0010002	193.36	2.4612	-0.2703
27.03	0.0009753	193.61	2.4612	-0.2703
27.04	0.00095036	193.86	2.5491	-0.2703
27.05	0.00092543	194.11	2.4612	-0.2703
27.06	0.0009005	194.36	2.4612	-0.2703
27.07	0.00087556	194.61	2.4612	-0.2703
27.08	0.00085063	194.86	2.4612	-0.2703
