t	u	lambda	p	e	uopt
1.28	0.099978	2.3654	7.032	-16.061	0
1.29	0.083625	2.3686	7.1199	-15.952	0
1.3	0.090789	2.3705	7.032	-15.843	0
1.31	0.11414	2.3717	7.032	-15.625	0
1.32	0.10551	2.3903	7.032	-15.516	0
1.33	0.098929	2.4014	7.032	-15.407	0
1.34	0.0937	2.4079	7.032	-15.19	0
1.35	0.089474	2.4117	7.032	-15.081	0
1.36	0.096171	2.414	6.9441	-14.972	0
1.37	0.086187	2.4153	6.9441	-14.754	0
1.38	0.081547	2.4161	6.9441	-14.645	0
1.39	0.10405	2.4317	6.9441	-14.536	0
1.4	0.10793	2.4438	6.8562	-14.318	0
1.41	0.095745	2.4509	6.8562	-14.21	0
1.42	0.089333	2.4551	6.8562	-14.101	0
1.43	0.085255	2.4576	6.8562	-13.992	0
1.44	0.090303	2.4591	6.7683	-13.774	0
1.45	0.082273	2.4599	6.7683	-13.665	0
1.46	0.078566	2.4605	6.7683	-13.556	0
1.47	0.076474	2.4608	6.7683	-13.447	0
1.48	0.11134	2.4653	6.6804	-13.338	0
1.49	0.099526	2.4816	6.6804	-13.12	0
1.5	0.10549	2.4913	6.5925	-13.012	0
1.51	0.09184	2.497	6.5925	-12.903	0
1.52	0.085377	2.5003	6.5925	-12.794	0
1.53	0.086556	2.5023	6.5046	-12.685	0
1.54	0.080325	2.5035	6.5046	-12.576	0
1.55	0.077199	2.5042	6.5046	-12.467	0
1.56	0.083289	2.5046	6.4167	-12.358	0
1.57	0.076197	2.5048	6.4167	-12.249	0
1.58	0.083419	2.5049	6.3288	-12.14	0
1.59	0.074803	2.505	6.3288	-11.923	0
1.6	0.10099	2.5051	6.3288	-11.923	0
1.61	0.099312	2.5231	6.2409	-11.705	0
1.62	0.090618	2.5338	6.2409	-11.705	0
1.63	0.08543	2.54	6.2409	-11.596	0
1.64	0.089815	2.5437	6.153	-11.487	0
1.65	0.08132	2.5459	6.153	-11.378	0
1.66	0.087393	2.5472	6.0651	-11.269	0
1.67	0.077837	2.548	6.0651	-11.16	0
1.68	0.086659	2.5484	5.9772	-11.051	0
1.69	0.075682	2.5487	5.9772	-10.942	0
1.7	0.071518	2.5489	5.9772	-10.834	0
1.71	0.069691	2.549	5.9772	-10.725	0
1.72	0.075005	2.549	5.8893	-10.725	0
1.73	0.069781	2.5491	5.8893	-10.616	0
1.74	0.077954	2.5491	5.8014	-10.507	0
1.75	0.069925	2.5491	5.8014	-10.398	0
1.76	0.067128	2.5491	5.8014	-10.289	0
1.77	0.072365	2.5491	5.7135	-10.289	0
1.78	0.067313	2.5491	5.7135	-10.18	0
1.79	0.065567	2.5491	5.7135	-10.071	0
1.8	0.077727	2.5491	5.6256	-9.9624	0
1.81	0.093618	2.5642	5.6256	-9.9624	0
1.82	0.086062	2.576	5.6256	-9.8535	0
1.83	0.087622	2.583	5.5377	-9.7446	0
1.84	0.079631	2.5871	5.5377	-9.7446	0
1.85	0.075504	2.5895	5.5377	-9.6357	0
1.86	0.085723	2.591	5.4498	-9.5268	0
1.87	0.074893	2.5918	5.4498	-9.5268	0
1.88	0.070522	2.5923	5.4498	-9.4179	0
1.89	0.068418	2.5926	5.4498	-9.309	0
1.9	0.067182	2.5928	5.4498	-9.309	0
1.91	0.074329	2.5929	5.3619	-9.2001	0
1.92	0.067941	2.593	5.3619	-9.2001	0
1.93	0.065551	2.593	5.3619	-9.0912	0
1.94	0.064525	2.593	5.3619	-9.0912	0
1.95	0.071991	2.593	5.274	-8.9823	0
1.96	0.06591	2.593	5.274	-8.8734	0
1.97	0.063786	2.593	5.274	-8.8734	0
1.98	0.062983	2.593	5.274	-8.7645	0
1.99	0.062633	2.593	5.274	-8.7645	0
2	0.062447	2.593	5.274	-8.6556	0
2.01	0.06725	2.593	5.1861	-8.6556	0
2.02	0.063487	2.593	5.1861	-8.6556	0
2.03	0.062216	2.593	5.1861	-8.5467	0
2.04	0.061768	2.593	5.1861	-8.5467	0
2.05	0.061595	2.593	5.1861	-8.4378	0
2.06	0.061518	2.593	5.1861	-8.4378	0
2.07	0.061475	2.593	5.1861	-8.4378	0
2.08	0.071582	2.593	5.0982	-8.3289	0
2.09	0.064381	2.593	5.0982	-8.3289	0
2.1	0.062012	2.593	5.0982	-8.22	0
2.11	0.061228	2.593	5.0982	-8.22	0
2.12	0.060965	2.593	5.0982	-8.22	0
2.13	0.060874	2.593	5.0982	-8.1111	0
2.14	0.06084	2.593	5.0982	-8.1111	0
2.15	0.060826	2.593	5.0982	-8.1111	0
2.16	0.060818	2.593	5.0982	-8.0022	0
2.17	0.060814	2.593	5.0982	-8.0022	0
2.18	0.06081	2.593	5.0982	-8.0022	0
2.19	0.060808	2.593	5.0982	-7.8933	0
2.2	0.060806	2.593	5.0982	-7.8933	0
2.21	0.060804	2.593	5.0982	-7.8933	0
2.22	0.060803	2.593	5.0982	-7.8933	0
2.23	0.086946	2.605	5.0982	-7.7844	0
2.24	0.077078	2.6181	5.0982	-7.7844	0
2.25	0.086888	2.6258	5.0103	-7.7844	0
2.26	0.071424	2.6304	5.0982	-7.7844	0
2.27	0.077759	2.6331	5.0103	-7.6755	0
2.28	0.079799	2.6347	5.0103	-7.6755	0
2.29	0.06142	2.6356	5.0982	-7.6755	0
2.3	0.075192	2.6362	5.0103	-7.6755	0
2.31	0.060518	2.6365	5.0982	-7.5666	0
2.32	0.071514	2.6367	5.0103	-7.5666	0
2.33	0.061371	2.6368	5.0982	-7.5666	0
2.34	0.062965	2.6369	5.0982	-7.5666	0
2.35	0.063183	2.6369	5.0982	-7.5666	0
2.36	0.063006	2.637	5.0982	-7.4577	0
2.37	0.062746	2.637	5.0982	-7.4577	0
2.38	0.062496	2.637	5.0982	-7.4577	0
2.39	0.06228	2.637	5.0982	-7.4577	0
2.4	0.062099	2.637	5.0982	-7.4577	0
2.41	0.061951	2.637	5.0982	-7.3488	0
2.42	0.061829	2.637	5.0982	-7.3488	0
2.43	0.06173	2.637	5.0982	-7.3488	0
2.44	0.066455	2.637	5.0982	-7.3488	0
2.45	0.063158	2.637	5.0982	-7.3488	0
2.46	0.067257	2.637	5.0982	-7.3488	0
2.47	0.023828	2.637	5.1861	-7.3488	0
2.48	0.070211	2.6341	5.0982	-7.2399	0
2.49	0.031292	2.6269	5.1861	-7.2399	0
2.5	0.038842	2.6131	5.1861	-7.2399	0
2.51	0.04363	2.6049	5.1861	-7.2399	0
2.52	0.047095	2.6	5.1861	-7.2399	0
2.53	0.053626	2.5972	5.1861	-7.2399	0
2.54	0.043054	2.5955	5.274	-7.131	0
2.55	0.059126	2.5945	5.1861	-7.131	0
2.56	0.050583	2.5939	5.274	-7.131	0
2.57	0.050324	2.5936	5.274	-7.131	0
2.58	0.055609	2.5933	5.274	-7.131	0
2.59	0.0578	2.5932	5.274	-7.131	0
2.6	0.058892	2.5932	5.274	-7.131	0
2.61	0.059556	2.5931	5.274	-7.131	0
2.62	0.060023	2.5931	5.274	-7.0221	0
2.63	0.060379	2.5931	5.274	-7.0221	0
2.64	0.060662	2.5931	5.274	-7.0221	0
2.65	0.060889	2.5931	5.274	-7.0221	0
2.66	0.067589	2.5931	5.274	-7.0221	0
2.67	0.053224	2.5931	5.3619	-7.0221	0
2.68	0.067091	2.5931	5.274	-7.0221	0
2.69	0.058406	2.5931	5.3619	-6.9132	0
2.7	0.053017	2.5931	5.3619	-6.9132	0
2.71	0.069308	2.5931	5.274	-6.9132	0
2.72	0.056177	2.5931	5.3619	-6.9132	0
2.73	0.068266	2.5931	5.274	-6.9132	0
2.74	0.05896	2.5931	5.3619	-6.9132	0
2.75	0.067508	2.5931	5.274	-6.9132	0
2.76	0.063666	2.5931	5.274	-6.8043	0
2.77	0.062419	2.5931	5.274	-6.8043	0
2.78	0.06202	2.5931	5.274	-6.8043	0
2.79	0.061897	2.5931	5.274	-6.8043	0
2.8	0.061863	2.5931	5.274	-6.8043	0
2.81	0.061857	2.5931	5.274	-6.8043	0
2.82	0.061859	2.5931	5.274	-6.6954	0
2.83	0.061864	2.5931	5.274	-6.6954	0
2.84	0.061868	2.5931	5.274	-6.6954	0
2.85	0.061871	2.5931	5.274	-6.6954	0
2.86	0.061874	2.5931	5.274	-6.6954	0
2.87	0.033605	2.5887	5.274	-6.6954	0
2.88	0.038635	2.5725	5.274	-6.5865	0
2.89	0.042778	2.5629	5.274	-6.5865	0
2.9	0.04618	2.5572	5.274	-6.5865	0
2.91	0.048969	2.5539	5.274	-6.5865	0
2.92	0.051251	2.5519	5.274	-6.5865	0
2.93	0.053116	2.5508	5.274	-6.4776	0
2.94	0.05464	2.5501	5.274	-6.4776	0
2.95	0.055885	2.5497	5.274	-6.4776	0
2.96	0.0569	2.5494	5.274	-6.4776	0
2.97	0.057729	2.5493	5.274	-6.4776	0
2.98	0.058405	2.5492	5.274	-6.3687	0
2.99	0.058957	2.5492	5.274	-6.3687	0
3	0.059407	2.5491	5.274	-6.3687	0
3.01	0.059773	2.5491	5.274	-6.3687	0
3.02	0.060073	2.5491	5.274	-6.3687	0
3.03	0.030918	2.5491	5.274	-6.2598	0
3.04	0.036342	2.5311	5.274	-6.2598	0
3.05	0.040811	2.5205	5.274	-6.2598	0
3.06	0.044481	2.5142	5.274	-6.2598	0
3.07	0.047489	2.5105	5.274	-6.1509	0
3.08	0.049952	2.5083	5.274	-6.1509	0
3.09	0.051965	2.507	5.274	-6.1509	0
3.1	0.05361	2.5063	5.274	-6.1509	0
3.11	0.054953	2.5058	5.274	-6.042	0
3.12	0.056049	2.5055	5.274	-6.042	0
3.13	0.056944	2.5054	5.274	-6.042	0
3.14	0.057674	2.5053	5.274	-6.042	0
3.15	0.058269	2.5052	5.274	-5.9331	0
3.16	0.058755	2.5052	5.274	-5.9331	0
3.17	0.029752	2.5052	5.274	-5.9331	0
3.18	0.0353	2.4872	5.274	-5.9331	0
3.19	0.03987	2.4765	5.274	-5.8242	0
3.2	0.043623	2.4703	5.274	-5.8242	0
3.21	0.046698	2.4665	5.274	-5.8242	0
3.22	0.049216	2.4644	5.274	-5.8242	0
3.23	0.051274	2.4631	5.274	-5.7153	0
3.24	0.052955	2.4623	5.274	-5.7153	0
3.25	0.054328	2.4619	5.274	-5.7153	0
3.26	0.065583	2.4616	5.1861	-5.7153	0
3.27	0.051318	2.4614	5.274	-5.6064	0
3.28	0.03098	2.4613	5.1861	-5.6064	0
3.29	0.034248	2.4433	5.1861	-5.6064	0
3.3	0.03821	2.4326	5.1861	-5.6064	0
3.31	0.041878	2.4263	5.1861	-5.4975	0
3.32	0.045018	2.4226	5.1861	-5.4975	0
3.33	0.047632	2.4204	5.1861	-5.4975	0
3.34	0.049783	2.4191	5.1861	-5.3886	0
3.35	0.059545	2.4184	5.0982	-5.3886	0
3.36	0.05524	2.4179	5.0982	-5.3886	0
3.37	0.054534	2.4176	5.0982	-5.2797	0
3.38	0.054877	2.4175	5.0982	-5.2797	0
3.39	0.02827	2.409	5.0982	-5.2797	0
3.4	0.033681	2.3944	5.0982	-5.2797	0
3.41	0.048297	2.3858	5.0103	-5.1708	0
3.42	0.044802	2.3807	5.0103	-5.1708	0
3.43	0.045471	2.3776	5.0103	-5.1708	0
3.44	0.047173	2.3759	5.0103	-5.0619	0
3.45	0.048942	2.3748	5.0103	-5.0619	0
3.46	0.05051	2.3742	5.0103	-5.0619	0
3.47	0.05183	2.3738	5.0103	-4.953	0
3.48	0.024649	2.3692	5.0103	-4.953	0
3.49	0.038571	2.3529	4.9224	-4.953	0
3.5	0.037698	2.3433	4.9224	-4.8441	0
3.51	0.039813	2.3376	4.9224	-4.8441	0
3.52	0.04247	2.3342	4.9224	-4.8441	0
3.53	0.044946	2.3322	4.9224	-4.8441	0
3.54	0.047069	2.331	4.9224	-4.7352	0
3.55	0.048834	2.3303	4.9224	-4.7352	0
3.56	0.028304	2.3255	4.8345	-4.7352	0
3.57	0.029926	2.3091	4.8345	-4.6263	0
3.58	0.033532	2.2994	4.8345	-4.6263	0
3.59	0.037231	2.2937	4.8345	-4.6263	0
3.6	0.040503	2.2903	4.8345	-4.5174	0
3.61	0.043258	2.2883	4.8345	-4.5174	0
3.62	0.045536	2.2871	4.8345	-4.5174	0
3.63	0.057539	2.2864	4.7466	-4.4085	0
3.64	0.024699	2.2776	4.7466	-4.4085	0
3.65	0.028432	2.2628	4.7466	-4.4085	0
3.66	0.032661	2.2541	4.7466	-4.2996	0
3.67	0.036508	2.2489	4.7466	-4.2996	0
3.68	0.039781	2.2459	4.7466	-4.2996	0
3.69	0.052632	2.244	4.6587	-4.2996	0
3.7	0.047684	2.243	4.6587	-4.1907	0
3.71	0.047159	2.2424	4.6587	-4.1907	0
3.72	0.047881	2.242	4.6587	-4.1907	0
3.73	0.022704	2.2299	4.6587	-4.0818	0
3.74	0.02827	2.2166	4.6587	-4.0818	0
3.75	0.043018	2.2088	4.5708	-4.0818	0
3.76	0.039631	2.2042	4.5708	-3.9729	0
3.77	0.040388	2.2014	4.5708	-3.9729	0
3.78	0.04216	2.1998	4.5708	-3.9729	0
3.79	0.043986	2.1989	4.5708	-3.864	0
3.8	0.045601	2.1983	4.5708	-3.864	0
3.81	0.02182	2.1829	4.5708	-3.864	0
3.82	0.035418	2.1709	4.4829	-3.7551	0
3.83	0.034273	2.1638	4.4829	-3.7551	0
3.84	0.036161	2.1596	4.4829	-3.7551	0
3.85	0.038629	2.1571	4.4829	-3.7551	0
3.86	0.040949	2.1557	4.4829	-3.6462	0
3.87	0.042942	2.1548	4.4829	-3.6462	0
3.88	0.054738	2.1543	4.395	-3.6462	0
3.89	0.022778	2.1421	4.395	-3.5373	0
3.9	0.026198	2.1288	4.395	-3.5373	0
3.91	0.030168	2.1209	4.395	-3.5373	0
3.92	0.033801	2.1163	4.395	-3.5373	0
3.93	0.036899	2.1135	4.395	-3.4284	0
3.94	0.039472	2.1119	4.395	-3.4284	0
3.95	0.041588	2.111	4.395	-3.4284	0
3.96	0.020211	2.1104	4.3071	-3.4284	0
3.97	0.022255	2.0921	4.3071	-3.3195	0
3.98	0.02621	2.0813	4.3071	-3.3195	0
3.99	0.030197	2.0749	4.3071	-3.3195	0
4	0.033705	2.0711	4.3071	-3.2106	0
4.01	0.036653	2.0689	4.3071	-3.2106	0
4.02	0.039089	2.0675	4.3071	-3.2106	0
4.03	0.041087	2.0668	4.3071	-3.2106	0
4.04	0.04272	2.0663	4.3071	-3.1017	0
4.05	0.044054	2.066	4.3071	-3.1017	0
4.06	0.018999	2.054	4.3071	-3.1017	0
4.07	0.032541	2.0408	4.2192	-3.1017	0
4.08	0.031349	2.033	4.2192	-2.9928	0
4.09	0.033199	2.0283	4.2192	-2.9928	0
4.1	0.035637	2.0256	4.2192	-2.9928	0
4.11	0.037932	2.024	4.2192	-2.8839	0
4.12	0.039906	2.0231	4.2192	-2.8839	0
4.13	0.041551	2.0225	4.2192	-2.8839	0
4.14	0.042904	2.0222	4.2192	-2.8839	0
4.15	0.015739	2.0176	4.2192	-2.775	0
4.16	0.021672	2.0013	4.2192	-2.775	0
4.17	0.026552	1.9916	4.2192	-2.775	0
4.18	0.030555	1.986	4.2192	-2.775	0
4.19	0.033833	1.9826	4.2192	-2.6661	0
4.2	0.036514	1.9806	4.2192	-2.6661	0
4.21	0.038706	1.9794	4.2192	-2.6661	0
4.22	0.040496	1.9787	4.2192	-2.5572	0
4.23	0.041957	1.9783	4.2192	-2.5572	0
4.24	0.043149	1.9781	4.2192	-2.5572	0
4.25	0.044122	1.978	4.2192	-2.4483	0
4.26	0.044916	1.9779	4.2192	-2.4483	0
4.27	0.018375	1.9695	4.2192	-2.4483	0
4.28	0.023742	1.9549	4.2192	-2.4483	0
4.29	0.028154	1.9462	4.2192	-2.3394	0
4.3	0.031774	1.9411	4.2192	-2.3394	0
4.31	0.034738	1.9381	4.2192	-2.3394	0
4.32	0.037162	1.9364	4.2192	-2.3394	0
4.33	0.039144	1.9353	4.2192	-2.2305	0
4.34	0.040762	1.9347	4.2192	-2.2305	0
4.35	0.031948	1.9343	4.3071	-2.2305	0
4.36	0.040207	1.9341	4.3071	-2.1216	0
4.37	0.043439	1.934	4.3071	-2.1216	0
4.38	0.018784	1.922	4.3071	-2.1216	0
4.39	0.024277	1.9088	4.3071	-2.1216	0
4.4	0.028665	1.9011	4.3071	-2.0127	0
4.41	0.032223	1.8965	4.3071	-2.0127	0
4.42	0.035122	1.8938	4.3071	-2.0127	0
4.43	0.037488	1.8922	4.3071	-1.9038	0
4.44	0.03942	1.8912	4.3071	-1.9038	0
4.45	0.040998	1.8907	4.3071	-1.9038	0
4.46	0.042285	1.8903	4.3071	-1.9038	0
4.47	0.043335	1.8901	4.3071	-1.7949	0
4.48	0.044192	1.89	4.3071	-1.7949	0
4.49	0.044891	1.8899	4.3071	-1.7949	0
4.5	0.019318	1.878	4.3071	-1.686	0
4.51	0.024437	1.8649	4.3071	-1.686	0
4.52	0.028645	1.8571	4.3071	-1.686	0
4.53	0.032095	1.8525	4.3071	-1.686	0
4.54	0.03492	1.8498	4.3071	-1.5771	0
4.55	0.037231	1.8482	4.3071	-1.5771	0
4.56	0.039118	1.8473	4.3071	-1.5771	0
4.57	0.027855	1.8467	4.395	-1.4682	0
4.58	0.038089	1.8464	4.395	-1.4682	0
4.59	0.042057	1.8462	4.395	-1.4682	0
4.6	0.043859	1.8461	4.395	-1.4682	0
4.61	0.044858	1.846	4.395	-1.3593	0
4.62	0.045519	1.846	4.395	-1.3593	0
4.63	0.016609	1.8459	4.395	-1.3593	0
4.64	0.022216	1.8279	4.395	-1.2504	0
4.65	0.020538	1.8173	4.4829	-1.2504	0
4.66	0.02892	1.811	4.4829	-1.2504	0
4.67	0.033528	1.8073	4.4829	-1.2504	0
4.68	0.03656	1.8051	4.4829	-1.1415	0
4.69	0.038797	1.8038	4.4829	-1.1415	0
4.7	0.03041	1.8031	4.5708	-1.1415	0
4.71	0.038993	1.8026	4.5708	-1.0326	0
4.72	0.042481	1.8023	4.5708	-1.0326	0
4.73	0.044176	1.8022	4.5708	-1.0326	0
4.74	0.045181	1.8021	4.5708	-1.0326	0
4.75	0.045878	1.802	4.5708	-0.9237	0
4.76	0.049518	1.802	4.6587	-0.9237	0.0094028
4.77	0.063934	1.802	4.6587	-0.9237	0.018806
4.78	0.050038	1.7869	4.6587	-0.8148	0.028208
4.79	0.064684	1.775	4.6587	-0.8148	0.037611
4.8	0.065346	1.7681	4.7466	-0.8148	0.047014
4.81	0.086977	1.7639	4.7466	-0.8148	0.056417
4.82	0.10196	1.7615	4.7466	-0.8148	0.065819
4.83	0.11447	1.7601	4.7466	-0.7059	0.075222
4.84	0.12594	1.7592	4.7466	-0.7059	0.084625
4.85	0.13059	1.7587	4.8345	-0.7059	0.094028
4.86	0.14579	1.7584	4.8345	-0.597	0.10343
4.87	0.15766	1.7583	4.8345	-0.597	0.11283
4.88	0.1582	1.7581	4.9224	-0.597	0.12224
4.89	0.17558	1.7581	4.9224	-0.597	0.13164
4.9	0.1879	1.7581	4.9224	-0.4881	0.14104
4.91	0.19852	1.758	4.9224	-0.4881	0.15044
4.92	0.20223	1.758	5.0103	-0.4881	0.15985
4.93	0.21659	1.758	5.0103	-0.4881	0.16925
4.94	0.19462	1.7429	5.0982	-0.3792	0.17865
4.95	0.21493	1.7311	5.0982	-0.3792	0.18806
4.96	0.22222	1.7241	5.1861	-0.3792	0.19746
4.97	0.24118	1.72	5.1861	-0.3792	0.20686
4.98	0.25033	1.7176	5.274	-0.2703	0.21626
4.99	0.25607	1.7161	5.3619	-0.2703	0.22567
5	0.263	1.7153	5.4498	-0.2703	0.23507
5.01	0.27649	1.7148	5.4498	-0.2703	0.22806
5.02	0.27549	1.7145	5.5377	-0.1614	0.22106
5.03	0.27629	1.7143	5.6256	-0.1614	0.21405
5.04	0.27585	1.7142	5.7135	-0.1614	0.20705
5.05	0.27972	1.7141	5.8014	-0.1614	0.20004
5.06	0.25534	1.699	5.8893	-0.1614	0.19304
5.07	0.24807	1.6872	6.0651	-0.0525	0.18603
5.08	0.25799	1.6802	6.153	-0.0525	0.17903
5.09	0.26591	1.676	6.2409	-0.0525	0.17202
5.1	0.26095	1.6736	6.4167	-0.0525	0.16502
5.11	0.2713	1.6722	6.5046	0.0564	0.15801
5.12	0.26523	1.6713	6.6804	0.0564	0.15101
5.13	0.27786	1.6708	6.7683	0.0564	0.144
5.14	0.24945	1.6622	6.9441	0.0564	0.137
5.15	0.25327	1.6474	7.1199	0.1653	0.12999
5.16	0.25428	1.6387	7.2957	0.1653	0.12299
5.17	0.25618	1.6336	7.4715	0.1653	0.11598
5.18	0.27417	1.6305	7.5594	0.1653	0.10898
5.19	0.26276	1.6287	7.8231	0.1653	0.10197
5.2	0.26652	1.6277	7.9989	0.2742	0.094968
5.21	0.27144	1.6271	8.1747	0.2742	0.087963
5.22	0.24868	1.6148	8.3505	0.2742	0.080958
5.23	0.25874	1.6014	8.5263	0.2742	0.073953
5.24	0.26721	1.5936	8.7021	0.2742	0.066948
5.25	0.27539	1.5889	8.8779	0.3831	0.059943
5.26	0.27431	1.5862	9.1416	0.3831	0.078489
5.27	0.24582	1.5762	9.4053	0.3831	0.097035
5.28	0.2636	1.5607	9.5811	0.3831	0.11558
5.29	0.28055	1.5515	9.7569	0.492	0.13413
5.3	0.28291	1.5461	10.021	0.492	0.15267
5.31	0.26517	1.5429	10.196	0.492	0.17122
5.32	0.28514	1.523	10.372	0.492	0.18977
5.33	0.28843	1.5112	10.636	0.492	0.20831
5.34	0.30586	1.5043	10.812	0.492	0.22686
