t	u	lambda	p	e	uopt
5.35	0.28318	1.4851	11.075	0.6009	0.24541
5.36	0.30369	1.4709	11.251	0.6009	0.26395
5.37	0.31776	1.4625	11.427	0.6009	0.2825
5.38	0.29249	1.4492	11.691	0.6009	0.30104
5.39	0.31363	1.4316	11.867	0.7098	0.31959
5.4	0.33197	1.4213	12.042	0.7098	0.33814
5.41	0.30876	1.4033	12.306	0.7098	0.35668
5.42	0.32775	1.3866	12.482	0.7098	0.37523
5.43	0.34559	1.3767	12.658	0.7098	0.39378
5.44	0.32073	1.3557	12.921	0.7098	0.41232
5.45	0.3388	1.3405	13.097	0.8187	0.43087
5.46	0.3339	1.3164	13.273	0.8187	0.44941
5.47	0.33945	1.2992	13.537	0.8187	0.46796
5.48	0.32703	1.2847	13.712	0.8187	0.48651
5.49	0.345	1.2626	13.888	0.8187	0.50505
5.5	0.3375	1.2411	14.064	0.8187	0.5236
5.51	0.35577	1.2188	14.24	0.9276	0.5236
5.52	0.34374	1.2012	14.416	0.9276	0.5236
5.53	0.36043	1.1773	14.591	0.9276	0.5236
5.54	0.34795	1.1548	14.767	0.9276	0.5236
5.55	0.36428	1.1318	14.943	0.9276	0.5236
5.56	0.35415	1.1064	15.119	0.9276	0.5236
5.57	0.3412	1.0809	15.295	1.0365	0.5236
5.58	0.3606	1.0522	15.47	1.0365	0.5236
5.59	0.34968	1.0233	15.646	1.0365	0.5236
5.6	0.33901	1.0002	15.822	1.0365	0.5236
5.61	0.37334	0.96858	15.91	1.0365	0.5236
5.62	0.36236	0.93799	16.086	1.0365	0.5236
5.63	0.34938	0.90944	16.262	1.0365	0.5236
5.64	0.3812	0.87897	16.349	1.1454	0.5236
5.65	0.37071	0.84587	16.525	1.1454	0.5236
5.66	0.3614	0.81509	16.701	1.1454	0.5236
5.67	0.36305	0.78287	16.789	1.1454	0.5236
5.68	0.35272	0.75025	16.965	1.1454	0.5236
5.69	0.38542	0.71298	17.053	1.1454	0.5236
5.7	0.37721	0.67586	17.228	1.1454	0.5236
5.71	0.36616	0.63915	17.404	1.1454	0.5236
5.72	0.36671	0.60304	17.492	1.1454	0.5236
5.73	0.37201	0.56371	17.58	1.1454	0.5236
5.74	0.36279	0.52249	17.756	1.2543	0.5236
5.75	0.36497	0.48411	17.844	1.2543	0.5236
5.76	0.36922	0.44345	17.932	1.2543	0.5236
5.77	0.35891	0.39749	18.107	1.2543	0.5236
5.78	0.36201	0.3563	18.195	1.2543	0.5236
5.79	0.36944	0.31003	18.283	1.2543	0.5236
5.8	0.37319	0.26471	18.371	1.2543	0.5236
5.81	0.37583	0.21995	18.459	1.2543	0.5236
5.82	0.3823	0.17196	18.547	1.2543	0.5236
5.83	0.38513	0.12563	18.635	1.2543	0.5236
5.84	0.34689	0.077065	18.811	1.2543	0.5236
5.85	0.36692	0.027508	18.811	1.2543	0.5236
5.86	0.37217	-0.024148	18.899	1.2543	0.5236
5.87	0.37685	-0.076603	18.986	1.2543	0.5236
5.88	0.38431	-0.12914	19.074	1.2543	0.5236
5.89	0.36209	-0.18136	19.162	1.2543	0.5236
5.9	0.36735	-0.23747	19.25	1.2543	0.5236
5.91	0.37257	-0.29256	19.338	1.2543	0.5236
5.92	0.36167	-0.34985	19.338	1.2543	0.5236
5.93	0.36965	-0.40895	19.426	1.2543	0.5236
5.94	0.37753	-0.46581	19.514	1.2543	0.5236
5.95	0.35434	-0.52414	19.602	1.2543	0.5236
5.96	0.37547	-0.58782	19.602	1.3632	0.5236
5.97	0.35503	-0.65018	19.69	1.3632	0.5236
5.98	0.37422	-0.71624	19.69	1.3632	0.5236
5.99	0.35432	-0.77681	19.777	1.3632	0.5236
6	0.3735	-0.845	19.777	1.3632	0.5236
6.01	0.35545	-0.91004	19.865	1.3632	0.5236
6.02	0.37538	-0.97767	19.865	1.3632	0.5236
6.03	0.35376	-1.0468	19.953	1.3632	0.5236
6.04	0.34909	-1.116	19.953	1.3632	0.5236
6.05	0.35742	-1.1893	20.041	1.3632	0.5236
6.06	0.35285	-1.2617	20.041	1.3632	0.5236
6.07	0.34826	-1.3329	20.041	1.3632	0.5236
6.08	0.37139	-1.4109	20.041	1.3632	0.5236
6.09	0.35354	-1.4865	20.129	1.3632	0.5236
6.1	0.35336	-1.5632	20.129	1.3632	0.5236
6.11	0.3478	-1.6369	20.129	1.3632	0.5236
6.12	0.34241	-1.7164	20.129	1.2543	0.5236
6.13	0.33691	-1.7958	20.129	1.2543	0.5236
6.14	0.36203	-1.8786	20.129	1.2543	0.5236
6.15	0.35787	-1.9607	20.129	1.2543	0.5236
6.16	0.3548	-2.0451	20.129	1.2543	0.5236
6.17	0.34464	-2.131	20.217	1.2543	0.5236
6.18	0.34897	-2.2177	20.217	1.2543	0.5236
6.19	0.34896	-2.3009	20.217	1.2543	0.5236
6.2	0.34945	-2.39	20.217	1.2543	0.5236
6.21	0.34991	-2.4786	20.217	1.2543	0.5236
6.22	0.32114	-2.567	20.217	1.2543	0.5236
6.23	0.33308	-2.658	20.129	1.2543	0.5236
6.24	0.32988	-2.7557	20.129	1.2543	0.5236
6.25	0.33115	-2.8494	20.129	1.2543	0.5236
6.26	0.33491	-2.9439	20.129	1.2543	0.5236
6.27	0.33985	-3.0397	20.129	1.2543	0.5236
6.28	0.31501	-3.1322	20.129	1.2543	0.5236
6.29	0.3223	-3.2337	20.129	1.2543	0.5236
6.3	0.33982	-3.3328	20.041	1.2543	0.5236
6.31	0.31077	-3.4313	20.041	1.2543	0.5236
6.32	0.31812	-3.5363	20.041	1.2543	0.5236
6.33	0.32669	-3.6375	20.041	1.2543	0.5236
6.34	0.30616	-3.7372	20.041	1.2543	0.5236
6.35	0.32337	-3.8429	19.953	1.2543	0.5236
6.36	0.30084	-3.9485	19.953	1.2543	0.5236
6.37	0.31227	-4.0576	19.953	1.2543	0.5236
6.38	0.30559	-4.1653	19.865	1.2543	0.5236
6.39	0.31249	-4.2756	19.865	1.2543	0.5236
6.4	0.29484	-4.384	19.865	1.2543	0.5236
6.41	0.27977	-4.4948	19.865	1.2543	0.5236
6.42	0.30334	-4.6063	19.777	1.2543	0.5236
6.43	0.28572	-4.7232	19.777	1.2543	0.5236
6.44	0.30178	-4.8391	19.777	1.2543	0.5236
6.45	0.29387	-4.9507	19.69	1.2543	0.5236
6.46	0.28029	-5.0705	19.69	1.2543	0.5236
6.47	0.30469	-5.1921	19.602	1.1454	0.5236
6.48	0.29177	-5.3111	19.602	1.1454	0.5236
6.49	0.28761	-5.4273	19.514	1.1454	0.5236
6.5	0.27542	-5.55	19.514	1.1454	0.5236
6.51	0.27233	-5.6732	19.426	1.1454	0.5236
6.52	0.26216	-5.796	19.426	1.1454	0.5236
6.53	0.26116	-5.9225	19.338	1.1454	0.5236
6.54	0.26378	-6.0512	19.25	1.1454	0.5236
6.55	0.28222	-6.1812	19.25	1.1454	0.5236
6.56	0.28481	-6.3091	19.162	1.1454	0.5236
6.57	0.27635	-6.4385	19.162	1.1454	0.5236
6.58	0.24855	-6.569	19.074	1.1454	0.5236
6.59	0.28193	-6.7029	18.986	1.1454	0.5236
6.6	0.28723	-6.8331	18.899	1.1454	0.5236
6.61	0.24657	-6.964	18.899	1.1454	0.5236
6.62	0.25051	-7.0981	18.811	1.1454	0.5236
6.63	0.25623	-7.2385	18.723	1.1454	0.5236
6.64	0.26576	-7.3798	18.635	1.1454	0.5236
6.65	0.2582	-7.5172	18.635	1.1454	0.5236
6.66	0.26396	-7.6559	18.547	1.1454	0.5236
6.67	0.25393	-7.7957	18.371	1.1454	0.5236
6.68	0.24543	-7.9396	18.371	1.1454	0.5236
6.69	0.2522	-8.0817	18.283	1.1454	0.5236
6.7	0.23075	-8.2232	18.195	1.1454	0.5236
6.71	0.2405	-8.3676	18.107	1.1454	0.5236
6.72	0.24978	-8.5144	18.02	1.1454	0.5236
6.73	0.22891	-8.6587	17.932	1.1454	0.5236
6.74	0.24133	-8.8091	17.844	1.2543	0.5236
6.75	0.22331	-8.9587	17.756	1.2543	0.5236
6.76	0.23433	-9.1079	17.668	1.2543	0.52316
6.77	0.21721	-9.2611	17.58	1.2543	0.52271
6.78	0.22735	-9.4124	17.492	1.2543	0.52227
6.79	0.21067	-9.5669	17.404	1.2543	0.52183
6.8	0.22367	-9.719	17.316	1.2543	0.52138
6.81	0.2067	-9.8739	17.228	1.2543	0.52094
6.82	0.19036	-10.031	17.14	1.2543	0.5205
6.83	0.2194	-10.187	16.965	1.2543	0.52006
6.84	0.20494	-10.348	16.877	1.2543	0.51961
6.85	0.20885	-10.509	16.877	1.2543	0.51917
6.86	0.20483	-10.664	16.701	1.2543	0.51873
6.87	0.192	-10.828	16.613	1.2543	0.51828
6.88	0.21013	-10.99	16.525	1.2543	0.51784
6.89	0.19759	-11.15	16.437	1.2543	0.5174
6.9	0.1873	-11.313	16.349	1.2543	0.51695
6.91	0.18968	-11.478	16.174	1.2543	0.51651
6.92	0.20666	-11.643	16.086	1.2543	0.51607
6.93	0.19773	-11.811	15.998	1.3632	0.51563
6.94	0.19009	-11.977	15.91	1.3632	0.51518
6.95	0.17923	-12.143	15.822	1.3632	0.51474
6.96	0.18416	-12.31	15.646	1.3632	0.5143
6.97	0.176	-12.48	15.558	1.3632	0.51385
6.98	0.16984	-12.649	15.47	1.3632	0.51341
6.99	0.16055	-12.821	15.383	1.3632	0.51297
7	0.18497	-12.995	15.295	1.3632	0.51253
7.01	0.18968	-13.167	15.119	1.3632	0.51132
7.02	0.18368	-13.34	15.031	1.3632	0.51011
7.03	0.1739	-13.51	14.943	1.3632	0.5089
7.04	0.17182	-13.687	14.855	1.3632	0.50769
7.05	0.16605	-13.863	14.767	1.4721	0.50648
7.06	0.16312	-14.039	14.679	1.4721	0.50527
7.07	0.1727	-14.215	14.504	1.4721	0.50406
7.08	0.1671	-14.391	14.416	1.4721	0.50285
7.09	0.16245	-14.567	14.328	1.4721	0.50164
7.1	0.12923	-14.743	14.24	1.4721	0.50043
7.11	0.13985	-14.921	14.064	1.4721	0.49922
7.12	0.13638	-15.102	13.976	1.4721	0.49801
7.13	0.13675	-15.284	13.888	1.4721	0.4968
7.14	0.13496	-15.468	13.8	1.581	0.49559
7.15	0.13312	-15.644	13.712	1.581	0.49438
7.16	0.14413	-15.824	13.537	1.581	0.49317
7.17	0.1444	-16.007	13.449	1.581	0.49196
7.18	0.11243	-16.187	13.361	1.581	0.49075
7.19	0.11449	-16.371	13.273	1.581	0.48955
7.2	0.12667	-16.556	13.097	1.581	0.48834
7.21	0.12945	-16.745	13.009	1.581	0.48713
7.22	0.09969	-16.929	12.921	1.581	0.48592
7.23	0.11505	-17.115	12.746	1.6899	0.48471
7.24	0.11579	-17.301	12.658	1.6899	0.4835
7.25	0.11761	-17.487	12.57	1.6899	0.48229
7.26	0.090754	-17.673	12.482	1.6899	0.48092
7.27	0.1066	-17.857	12.306	1.6899	0.47955
7.28	0.10629	-18.045	12.218	1.6899	0.47819
7.29	0.11145	-18.236	12.13	1.6899	0.47682
7.3	0.097009	-18.421	11.954	1.6899	0.47545
7.31	0.10143	-18.609	11.867	1.7988	0.47408
7.32	0.10456	-18.803	11.779	1.7988	0.47272
7.33	0.093203	-18.99	11.603	1.7988	0.47135
7.34	0.08543	-19.186	11.603	1.7988	0.46998
7.35	0.072646	-19.378	11.427	1.7988	0.46861
7.36	0.079158	-19.569	11.339	1.7988	0.46725
7.37	0.099025	-19.762	11.163	1.7988	0.46588
7.38	0.072622	-19.952	11.075	1.9077	0.46451
7.39	0.076066	-20.142	10.988	1.9077	0.46314
7.4	0.097719	-20.339	10.812	1.9077	0.46177
7.41	0.0713	-20.527	10.724	1.9077	0.46041
7.42	0.078445	-20.723	10.636	1.9077	0.45904
7.43	0.05622	-20.916	10.548	1.9077	0.45767
7.44	0.074241	-21.107	10.372	2.0166	0.4563
7.45	0.080928	-21.304	10.284	2.0166	0.45494
7.46	0.070427	-21.493	10.109	2.0166	0.45357
7.47	0.04765	-21.694	10.021	2.0166	0.4522
7.48	0.053182	-21.888	9.9327	2.0166	0.45083
7.49	0.072422	-22.085	9.7569	2.0166	0.44947
7.5	0.051182	-22.278	9.669	2.0166	0.4481
7.51	0.057653	-22.47	9.5811	2.1255	0.44525
7.52	0.047918	-22.667	9.4053	2.1255	0.4424
7.53	0.05819	-22.865	9.3174	2.1255	0.43955
7.54	0.035615	-23.062	9.2295	2.1255	0.43669
7.55	0.054177	-23.257	9.0537	2.1255	0.43384
7.56	0.077176	-23.456	8.8779	2.2344	0.43099
7.57	0.050894	-23.645	8.79	2.2344	0.42814
7.58	0.029281	-23.847	8.7021	2.2344	0.42529
7.59	0.048534	-24.041	8.5263	2.2344	0.42244
7.6	0.028428	-24.242	8.4384	2.2344	0.41959
7.61	0.046615	-24.436	8.2626	2.2344	0.41674
7.62	0.057817	-24.638	8.1747	2.3433	0.41388
7.63	0.034093	-24.829	8.0868	2.3433	0.41103
7.64	0.025654	-25.032	7.911	2.3433	0.40818
7.65	0.047668	-25.23	7.7352	2.3433	0.40533
7.66	0.026388	-25.431	7.6473	2.3433	0.40248
7.67	0.033464	-25.624	7.5594	2.3433	0.39963
7.68	0.054101	-25.821	7.3836	2.4522	0.39678
7.69	0.031939	-26.014	7.2957	2.4522	0.39392
7.7	0.013132	-26.217	7.2078	2.4522	0.39107
7.71	0.033098	-26.412	7.032	2.4522	0.38822
7.72	0.056317	-26.615	6.8562	2.4522	0.38537
7.73	0.032693	-26.806	6.7683	2.5611	0.38252
7.74	0.043775	-27.009	6.6804	2.5611	0.37967
7.75	0.035291	-27.201	6.5046	2.5611	0.37682
7.76	0.014159	-27.405	6.4167	2.5611	0.37368
7.77	0.036614	-27.599	6.2409	2.5611	0.37054
7.78	0.048327	-27.802	6.153	2.67	0.3674
7.79	0.02772	-27.993	6.0651	2.67	0.36426
7.8	0.037705	-28.188	5.9772	2.67	0.36113
7.81	0.031456	-28.383	5.8014	2.67	0.35799
7.82	0.044072	-28.588	5.7135	2.67	0.35485
7.83	0.021866	-28.782	5.6256	2.67	0.35171
7.84	0.033661	-28.977	5.5377	2.7789	0.34857
7.85	0.026801	-29.173	5.3619	2.7789	0.34544
7.86	0.034792	-29.367	5.274	2.7789	0.3423
7.87	0.015488	-29.565	5.1861	2.7789	0.33916
7.88	0.025861	-29.76	5.0982	2.7789	0.33602
7.89	0.05185	-29.96	4.9224	2.8878	0.33288
7.9	0.031255	-30.149	4.8345	2.8878	0.32975
7.91	0.045035	-30.351	4.7466	2.8878	0.32661
7.92	0.024697	-30.542	4.6587	2.8878	0.32347
7.93	0.037657	-30.741	4.5708	2.8878	0.32033
7.94	0.02047	-30.935	4.4829	2.8878	0.31719
7.95	0.027735	-31.124	4.395	2.9967	0.31406
7.96	0.041573	-31.323	4.3071	2.9967	0.31092
7.97	0.023299	-31.512	4.2192	2.9967	0.30778
7.98	0.037475	-31.705	4.1313	2.9967	0.30464
7.99	0.020814	-31.9	4.0434	2.9967	0.3015
8	0.034521	-32.09	3.9555	2.9967	0.29836
8.01	0.044664	-32.285	3.8676	3.1056	0.29606
8.02	0.01538	-32.476	3.8676	3.1056	0.29375
8.03	0.027959	-32.667	3.7797	3.1056	0.29145
8.04	0.012575	-32.864	3.6918	3.1056	0.28914
8.05	0.028886	-33.058	3.6039	3.1056	0.28683
8.06	0.032007	-33.252	3.6039	3.1056	0.28453
8.07	0.015808	-33.443	3.516	3.1056	0.28222
8.08	0.031561	-33.631	3.4281	3.1056	0.27992
8.09	0.033383	-33.821	3.4281	3.2145	0.27761
8.1	0.049429	-34.013	3.3402	3.2145	0.2753
8.11	0.022349	-34.198	3.3402	3.2145	0.273
8.12	0.035851	-34.386	3.2523	3.2145	0.27069
8.13	0.041556	-34.581	3.2523	3.2145	0.26839
8.14	0.029651	-34.768	3.1644	3.2145	0.26608
8.15	0.030383	-34.953	3.1644	3.2145	0.26377
8.16	0.044898	-35.141	3.0765	3.2145	0.26147
8.17	0.048016	-35.333	3.0765	3.2145	0.25916
8.18	0.024476	-35.518	3.0765	3.3234	0.25686
8.19	0.038655	-35.705	2.9886	3.3234	0.25455
8.2	0.043063	-35.895	2.9886	3.3234	0.25224
8.21	0.020843	-36.084	2.9886	3.3234	0.24994
8.22	0.028535	-36.27	2.9886	3.3234	0.24763
8.23	0.050008	-36.459	2.9007	3.3234	0.24533
8.24	0.049367	-36.646	2.9007	3.3234	0.24302
8.25	0.054474	-36.833	2.9007	3.3234	0.24071
8.26	0.030638	-37.016	2.9007	3.3234	0.23905
8.27	0.036673	-37.198	2.9007	3.3234	0.23738
8.28	0.042812	-37.381	2.9007	3.3234	0.23572
8.29	0.048973	-37.565	2.9007	3.3234	0.23406
8.3	0.056286	-37.754	2.9007	3.3234	0.23239
8.31	0.032931	-37.937	2.9007	3.3234	0.23073
8.32	0.038889	-38.12	2.9007	3.4323	0.22906
8.33	0.044813	-38.304	2.9007	3.4323	0.2274
8.34	0.049705	-38.484	2.9007	3.4323	0.22574
8.35	0.054791	-38.666	2.9007	3.4323	0.22407
8.36	0.049945	-38.85	2.9886	3.4323	0.22241
8.37	0.0615	-39.03	2.9886	3.4323	0.22074
8.38	0.067474	-39.208	2.9886	3.4323	0.21908
8.39	0.072373	-39.39	2.9886	3.4323	0.21742
8.4	0.036515	-39.569	3.0765	3.4323	0.21575
8.41	0.047587	-39.75	3.0765	3.4323	0.21409
8.42	0.054132	-39.932	3.0765	3.4323	0.21242
8.43	0.047226	-40.108	3.1644	3.4323	0.21076
8.44	0.057707	-40.288	3.1644	3.4323	0.20909
8.45	0.063721	-40.469	3.1644	3.5412	0.20743
8.46	0.067493	-40.648	3.1644	3.5412	0.20577
8.47	0.06394	-40.826	3.2523	3.5412	0.2041
8.48	0.070687	-41.003	3.2523	3.5412	0.20244
8.49	0.061145	-41.179	3.3402	3.5412	0.20077
8.5	0.072078	-41.355	3.3402	3.5412	0.19911
8.51	0.077452	-41.535	3.3402	3.5412	0.19744
8.52	0.072365	-41.714	3.4281	3.5412	0.19578
8.53	0.080027	-41.891	3.4281	3.5412	0.19411
8.54	0.069459	-42.064	3.516	3.5412	0.19244
8.55	0.080398	-42.242	3.516	3.5412	0.19077
8.56	0.074525	-42.419	3.6039	3.5412	0.18911
8.57	0.082596	-42.591	3.6039	3.5412	0.18744
8.58	0.085196	-42.765	3.6039	3.5412	0.18577
8.59	0.080827	-42.944	3.6918	3.5412	0.1841
8.6	0.084472	-43.114	3.6918	3.6501	0.18244
8.61	0.072275	-43.286	3.7797	3.6501	0.18077
8.62	0.082036	-43.463	3.7797	3.6501	0.1791
8.63	0.084355	-43.637	3.7797	3.6501	0.17743
8.64	0.075752	-43.808	3.8676	3.6501	0.17577
8.65	0.080528	-43.981	3.8676	3.6501	0.1741
8.66	0.10075	-44.155	3.9555	3.6501	0.17243
8.67	0.1068	-44.327	3.9555	3.6501	0.17077
8.68	0.096678	-44.496	4.0434	3.6501	0.1691
8.69	0.10263	-44.668	4.0434	3.6501	0.16743
8.7	0.10252	-44.837	4.0434	3.6501	0.16576
8.71	0.096237	-45.009	4.1313	3.6501	0.1641
8.72	0.089367	-45.179	4.2192	3.6501	0.16243
8.73	0.093117	-45.348	4.2192	3.6501	0.16076
8.74	0.12216	-45.52	4.2192	3.759	0.15909
8.75	0.11375	-45.687	4.3071	3.759	0.15743
8.76	0.10521	-45.861	4.395	3.759	0.1556
8.77	0.10961	-46.028	4.395	3.759	0.15378
8.78	0.10908	-46.198	4.395	3.759	0.15195
8.79	0.099973	-46.367	4.4829	3.759	0.15013
8.8	0.088041	-46.536	4.5708	3.759	0.14831
8.81	0.12363	-46.703	4.5708	3.759	0.14648
8.82	0.12257	-46.871	4.5708	3.759	0.14466
8.83	0.11265	-47.038	4.6587	3.759	0.14283
8.84	0.1127	-47.205	4.6587	3.759	0.14101
8.85	0.1338	-47.373	4.7466	3.759	0.13919
8.86	0.13185	-47.536	4.7466	3.759	0.13736
8.87	0.12329	-47.705	4.8345	3.8679	0.13554
8.88	0.12226	-47.872	4.8345	3.8679	0.13371
8.89	0.11108	-48.037	4.9224	3.8679	0.13189
8.9	0.14044	-48.206	4.9224	3.8679	0.13006
8.91	0.13095	-48.37	5.0103	3.8679	0.12824
8.92	0.11996	-48.539	5.0982	3.8679	0.12642
8.93	0.12228	-48.703	5.0982	3.8679	0.12459
8.94	0.1494	-48.873	5.0982	3.8679	0.12277
8.95	0.13818	-49.034	5.1861	3.8679	0.12094
8.96	0.12613	-49.201	5.274	3.8679	0.11912
8.97	0.12769	-49.364	5.274	3.8679	0.1173
8.98	0.15423	-49.533	5.274	3.8679	0.11547
8.99	0.14254	-49.694	5.3619	3.8679	0.11365
9	0.13116	-49.857	5.4498	3.8679	0.11182
9.01	0.13114	-50.021	5.4498	3.8679	0.1101
9.02	0.14595	-50.187	5.5377	3.8679	0.10839
9.03	0.14628	-50.35	5.5377	3.8679	0.10667
9.04	0.1353	-50.514	5.6256	3.8679	0.10495
9.05	0.13375	-50.68	5.6256	3.9768	0.10323
9.06	0.1481	-50.846	5.7135	3.9768	0.10151
9.07	0.14831	-51.009	5.7135	3.9768	0.099793
9.08	0.13732	-51.173	5.8014	3.9768	0.098075
9.09	0.13479	-51.336	5.8014	3.9768	0.096356
9.1	0.15342	-51.499	5.8893	3.9768	0.094638
9.11	0.14941	-51.661	5.8893	3.9768	0.092919
9.12	0.13777	-51.828	5.9772	3.9768	0.091201
9.13	0.13528	-51.992	5.9772	3.9768	0.089482
9.14	0.15106	-52.157	6.0651	3.9768	0.087764
9.15	0.14936	-52.319	6.0651	3.9768	0.086045
9.16	0.13757	-52.483	6.153	3.9768	0.084327
9.17	0.16506	-52.649	6.153	3.9768	0.082608
9.18	0.15256	-52.812	6.2409	3.9768	0.08089
9.19	0.13736	-52.976	6.3288	3.9768	0.079171
9.2	0.17021	-53.141	6.3288	3.9768	0.077453
9.21	0.15786	-53.305	6.4167	4.0857	0.075734
9.22	0.15614	-53.465	6.4167	4.0857	0.074016
9.23	0.13751	-53.628	6.5046	4.0857	0.072297
9.24	0.16903	-53.793	6.5046	4.0857	0.070579
9.25	0.15706	-53.959	6.5925	4.0857	0.06886
9.26	0.15469	-54.118	6.5925	4.0857	0.067418
9.27	0.17252	-54.283	6.6804	4.0857	0.065975
9.28	0.16974	-54.447	6.6804	4.0857	0.064532
9.29	0.15465	-54.607	6.7683	4.0857	0.06309
9.3	0.1527	-54.77	6.7683	4.0857	0.061647
9.31	0.17148	-54.935	6.8562	4.0857	0.060205
9.32	0.15459	-55.098	6.9441	4.0857	0.058762
9.33	0.15701	-55.261	6.9441	4.0857	0.05732
9.34	0.14384	-55.423	7.032	4.0857	0.055877
9.35	0.17309	-55.591	7.032	4.0857	0.054435
9.36	0.16151	-55.751	7.1199	4.0857	0.052992
9.37	0.15064	-55.917	7.2078	4.0857	0.05155
9.38	0.14983	-56.081	7.2078	4.0857	0.050107
9.39	0.16003	-56.241	7.2957	4.0857	0.048665
9.4	0.16165	-56.404	7.2957	4.0857	0.047222
9.41	0.14987	-56.566	7.3836	4.0857	0.04578
9.42	0.16387	-56.729	7.4715	4.1946	0.044337
9.43	0.16591	-56.891	7.4715	4.1946	0.042894
9.44	0.15323	-57.055	7.5594	4.1946	0.041452
9.45	0.18181	-57.22	7.5594	4.1946	0.040009
9.46	0.16937	-57.383	7.6473	4.1946	0.038567
9.47	0.15394	-57.547	7.7352	4.1946	0.037124
9.48	0.15712	-57.712	7.7352	4.1946	0.035682
9.49	0.18173	-57.874	7.7352	4.1946	0.034239
9.5	0.17021	-58.039	7.8231	4.1946	0.032797
9.51	0.15558	-58.2	7.911	4.1946	0.031555
9.52	0.18648	-58.368	7.911	4.1946	0.030313
9.53	0.17415	-58.528	7.9989	4.1946	0.029071
9.54	0.15853	-58.691	8.0868	4.1946	0.027828
9.55	0.16144	-58.856	8.0868	4.1946	0.026586
9.56	0.18681	-59.02	8.0868	4.1946	0.025344
9.57	0.1735	-59.184	8.1747	4.1946	0.024102
9.58	0.15789	-59.348	8.2626	4.1946	0.02286
9.59	0.16108	-59.513	8.2626	4.1946	0.021618
9.6	0.18688	-59.68	8.2626	4.1946	0.020376
9.61	0.17383	-59.843	8.3505	4.1946	0.019134
9.62	0.17125	-60.007	8.3505	4.1946	0.017892
9.63	0.16073	-60.173	8.4384	4.1946	0.01665
9.64	0.18741	-60.339	8.4384	4.1946	0.015408
9.65	0.1761	-60.502	8.5263	4.1946	0.014166
9.66	0.17278	-60.667	8.5263	4.1946	0.012924
9.67	0.15898	-60.832	8.6142	4.3035	0.011682
9.68	0.18771	-60.999	8.6142	4.3035	0.010439
9.69	0.18203	-61.162	8.6142	4.3035	0.0091974
9.7	0.17145	-61.33	8.7021	4.3035	0.0079553
9.71	0.15791	-61.494	8.79	4.3035	0.0067132
9.72	0.16038	-61.662	8.79	4.3035	0.0054712
9.73	0.18664	-61.831	8.79	4.3035	0.0042291
9.74	0.17375	-61.999	8.8779	4.3035	0.002987
9.75	0.17284	-62.163	8.8779	4.3035	0.001745
9.76	0.16904	-62.331	8.8779	4.3035	0.00058161
9.77	0.15591	-62.499	8.9658	4.3035	-0.00058174
9.78	0.15612	-62.667	8.9658	4.3035	-0.0017451
9.79	0.15335	-62.838	8.9658	4.3035	-0.0029084
9.8	0.17951	-63.011	8.9658	4.3035	-0.0040718
9.81	0.16953	-63.178	9.0537	4.3035	-0.0052351
9.82	0.16785	-63.344	9.0537	4.3035	-0.0063985
9.83	0.16463	-63.515	9.0537	4.3035	-0.0075618
9.84	0.14752	-63.684	9.1416	4.3035	-0.0087251
9.85	0.18116	-63.852	9.1416	4.3035	-0.0098885
9.86	0.17805	-64.017	9.1416	4.3035	-0.011052
9.87	0.17402	-64.186	9.1416	4.3035	-0.012215
9.88	0.16914	-64.353	9.1416	4.3035	-0.013379
9.89	0.19332	-64.521	9.1416	4.3035	-0.014542
9.9	0.18073	-64.686	9.2295	4.3035	-0.015705
9.91	0.15073	-64.855	9.2295	4.3035	-0.016869
9.92	0.1772	-65.025	9.2295	4.3035	-0.018032
9.93	0.172	-65.191	9.2295	4.3035	-0.019195
9.94	0.16856	-65.365	9.2295	4.3035	-0.020359
9.95	0.16354	-65.532	9.2295	4.3035	-0.021522
9.96	0.18765	-65.699	9.2295	4.3035	-0.022685
9.97	0.18897	-65.867	9.2295	4.3035	-0.023849
9.98	0.17123	-66.035	9.3174	4.3035	-0.025012
9.99	0.17109	-66.205	9.3174	4.3035	-0.026175
10	0.16885	-66.378	9.3174	4.3035	-0.027339
10.01	0.16518	-66.548	9.3174	4.4124	-0.028438
10.02	0.16191	-66.72	9.3174	4.4124	-0.029537
10.03	0.1571	-66.887	9.3174	4.4124	-0.030636
10.04	0.1531	-67.058	9.3174	4.4124	-0.031735
10.05	0.1498	-67.23	9.3174	4.4124	-0.032835
10.06	0.17647	-67.404	9.3174	4.4124	-0.033934
10.07	0.17325	-67.576	9.3174	4.4124	-0.035033
10.08	0.16946	-67.745	9.3174	4.4124	-0.036132
10.09	0.16525	-67.913	9.3174	4.4124	-0.037231
10.1	0.16285	-68.088	9.3174	4.4124	-0.03833
10.11	0.15567	-68.256	9.3174	4.4124	-0.03943
10.12	0.14954	-68.427	9.3174	4.4124	-0.040529
10.13	0.16345	-68.6	9.2295	4.4124	-0.041628
10.14	0.14444	-68.771	9.3174	4.4124	-0.042727
10.15	0.14984	-68.944	9.2295	4.4124	-0.043826
10.16	0.17436	-69.118	9.2295	4.4124	-0.044925
10.17	0.17065	-69.29	9.2295	4.4124	-0.046025
10.18	0.16689	-69.459	9.2295	4.4124	-0.047124
10.19	0.16393	-69.631	9.2295	4.4124	-0.048223
10.2	0.16152	-69.805	9.2295	4.4124	-0.049322
