t	u1	u2	lambda	p	e	u1opt	u2opt
0	4.6865e-17	0.046698	0	0	-30	0	0
0.01	4.6865e-17	0.046698	0	0	-30	0	0
0.02	0.0093482	0.046698	0	-0.0879	-30	0	0
0.03	0.0025222	0.046698	0	-0.0879	-30	0	0
0.04	0.00028545	0.046698	0	-0.0879	-30	0	0
0.05	-0.00044748	0.046698	0	-0.0879	-30	0	0
0.06	-0.00068764	0.046698	0	-0.0879	-30	0	0
0.07	-0.00076634	0.046698	0	-0.0879	-30	0	0
0.08	0.024706	0.046698	0	-0.0879	-30	0	0
0.09	0.020193	0.046698	0.017998	-0.0879	-30	0	0
0.1	0.016471	0.046698	0.028626	-0.0879	-30	0	0
0.11	0.013411	0.046698	0.034901	-0.0879	-30	0	0
0.12	0.010901	0.046698	0.038607	-0.0879	-30	0	0
0.13	0.031538	0.046698	0.052705	-0.0879	-30	0	0
0.14	0.025839	0.046698	0.067118	-0.0879	-30	0	0
0.15	0.021155	0.046698	0.075628	-0.0879	-30	0	0
0.16	0.040008	0.046698	0.092564	-0.0879	-30	0	0
0.17	0.032847	0.046698	0.10865	-0.0879	-30	0	0
0.18	0.051495	0.046698	0.12255	-0.0879	-30	0	0
0.19	0.04234	0.002069	0.14435	-0.0879	-29.891	0	0
0.2	0.03482	0.020275	0.15723	-0.0879	-29.891	0	0
0.21	0.050483	0.031026	0.17995	-0.0879	-29.891	0	0
0.22	0.041572	0.037374	0.19625	-0.0879	-29.891	0	0
0.23	0.050541	0.041123	0.21422	0	-29.891	0	0
0.24	0.045845	0.043336	0.23448	0	-29.891	0	0
0.25	0.0648	0.044643	0.24645	0	-29.891	0	0
0.26	0.054057	0.0052325	0.27151	0	-29.782	0	0
0.27	0.070446	0.022074	0.28631	0	-29.782	0	0
0.28	0.058383	0.032019	0.31305	0	-29.782	0	0
0.29	0.042756	0.037891	0.32883	0.0879	-29.782	0	0
0.3	0.060801	0.0011759	0.35327	0.0879	-29.673	0	0
0.31	0.051695	0.019609	0.37059	0.0879	-29.673	0	0
0.32	0.059661	0.030494	0.39592	0.1758	-29.673	0	0
0.33	0.075942	-0.0077074	0.42568	0.1758	-29.564	0	0
0.34	0.064446	0.014294	0.44934	0.1758	-29.564	0	0
0.35	0.074529	0.027286	0.47166	0.2637	-29.564	0	0
0.36	0.05525	-0.0012237	0.49448	0.3516	-29.456	0	0
0.37	0.074306	0.018053	0.52308	0.3516	-29.456	0	0
0.38	0.084151	-0.010746	0.54285	0.4395	-29.347	0	0
0.39	0.074598	0.012361	0.57252	0.4395	-29.347	0	0
0.4	0.084434	-0.014177	0.59839	0.5274	-29.238	0	0
0.41	0.064349	0.010266	0.62331	0.6153	-29.238	0	0
0.42	0.084314	-0.011482	0.64638	0.6153	-29.129	0	0
0.43	0.068886	0.011788	0.66965	0.7032	-29.129	0	0
0.44	0.080531	-0.0070519	0.6985	0.7911	-29.02	0	0
0.45	0.08992	-0.030294	0.71842	0.879	-28.911	0	0
0.46	0.0816	0.00054047	0.74819	0.879	-28.911	0	0
0.47	0.090742	-0.017433	0.77767	0.9669	-28.802	0	0
0.48	0.075674	-0.036563	0.80117	1.0548	-28.693	0	0
0.49	0.086118	-0.0033001	0.83016	1.1427	-28.693	0	0
0.5	0.097549	-0.016239	0.85016	1.2306	-28.584	0	0
0.51	0.078739	-0.031551	0.87997	1.3185	-28.475	0	0
0.52	0.093676	-0.00047914	0.90196	1.4064	-28.475	0	0
0.53	0.076847	-0.011471	0.92856	1.4943	-28.366	0	0
0.54	0.089346	-0.021272	0.95617	1.5822	-28.258	0	0
0.55	0.099096	-0.034731	0.98296	1.6701	-28.149	0	0
0.56	0.083619	-0.042748	1.0124	1.758	-28.04	0	0
0.57	0.095869	-0.0073686	1.0341	1.8459	-28.04	0	0
0.58	0.083745	-0.015817	1.0606	1.9338	-27.931	0	0
0.59	0.10389	-0.020874	1.0846	1.9338	-27.822	0	0
0.6	0.081917	-0.027172	1.1084	2.1096	-27.713	0	0
0.61	0.10219	-0.034561	1.1343	2.1096	-27.604	0	0
0.62	0.081007	-0.038993	1.1558	2.2854	-27.495	0	0
0.63	0.091647	-0.045681	1.1835	2.3733	-27.386	0	0
0.64	0.10472	-0.0497	1.2028	2.4612	-27.277	0	0
0.65	0.092356	-0.052142	1.2322	2.5491	-27.169	0	0
0.66	0.105	-0.0581	1.2579	2.637	-27.06	0	0
0.67	0.09462	-0.057241	1.2827	2.7249	-26.951	0	0
0.68	0.10448	-0.061249	1.3093	2.8128	-26.842	0	0
0.69	0.093965	-0.063686	1.3311	2.9007	-26.733	0	0
0.7	0.10665	-0.020565	1.3523	2.9886	-26.733	0	0
0.71	0.092346	-0.069071	1.3744	3.0765	-26.515	0	0
0.72	0.10687	-0.068512	1.3959	3.1644	-26.406	0	0
0.73	0.093285	-0.068252	1.4182	3.2523	-26.297	0	0
0.74	0.085853	-0.068168	1.4314	3.3402	-26.189	0	0
0.75	0.099216	-0.068187	1.4542	3.4281	-26.08	0	0
0.76	0.11561	-0.063823	1.4706	3.516	-25.971	0	0
0.77	0.10427	-0.061315	1.4983	3.6039	-25.862	0	0
0.78	0.1166	-0.059903	1.5191	3.6918	-25.753	0	0
0.79	0.10568	-0.055138	1.5449	3.7797	-25.644	0	0
0.8	0.11951	-0.056394	1.5646	3.8676	-25.535	0	0
0.81	0.10549	-0.053205	1.5898	3.9555	-25.426	0	0
0.82	0.096148	-0.051391	1.6047	4.0434	-25.317	0	0
0.83	0.11054	-0.050389	1.6218	4.1313	-25.208	0	0
0.84	0.10079	-0.046265	1.6416	4.2192	-25.099	0	0
0.85	0.11386	-0.0439	1.6652	4.3071	-24.991	0	0
0.86	0.1026	-0.042573	1.6852	4.395	-24.882	0	0
0.87	0.094968	-0.038617	1.697	4.4829	-24.773	0	0
0.88	0.10719	-0.084221	1.7191	4.5708	-24.555	0	0
0.89	0.099778	-0.034079	1.735	4.6587	-24.555	0	0
0.9	0.11056	-0.078439	1.7563	4.7466	-24.337	0	0
0.91	0.10839	-0.070987	1.775	4.7466	-24.228	0	0
0.92	0.11406	-0.066656	1.786	4.9224	-24.119	0	0
0.93	0.11348	-0.060166	1.8106	4.9224	-24.011	0	0
0.94	0.10177	-0.056404	1.825	5.0103	-23.902	0	0
0.95	0.11859	-0.058253	1.8419	5.0982	-23.793	0	0
0.96	0.10591	-0.051811	1.8616	5.1861	-23.684	0	0
0.97	0.097037	-0.051679	1.8731	5.274	-23.575	0	0
0.98	0.097687	-0.048068	1.88	5.274	-23.466	0	0
