t	u	lambda	p	e	uopt
1.26	0.054937	2.7091	5.3619	-16.496	0
1.27	0.070887	2.72	5.3619	-16.279	0
1.28	0.063288	2.74	5.3619	-16.17	0
1.29	0.064084	2.7518	5.3619	-16.061	0
1.3	0.073473	2.7671	5.3619	-15.843	0
1.31	0.069481	2.7858	5.3619	-15.734	0
1.32	0.06598	2.7969	5.3619	-15.516	0
1.33	0.073156	2.8185	5.3619	-15.407	0
1.34	0.068897	2.8342	5.3619	-15.299	0
1.35	0.065409	2.8434	5.3619	-15.081	0
1.36	0.074424	2.8489	5.3619	-14.972	0
1.37	0.069945	2.8701	5.3619	-14.863	0
1.38	0.066282	2.8826	5.3619	-14.645	0
1.39	0.063288	2.89	5.3619	-14.536	0
1.4	0.071799	2.9028	5.3619	-14.427	0
1.41	0.067818	2.9199	5.3619	-14.21	0
1.42	0.064563	2.93	5.3619	-14.101	0
1.43	0.051295	2.936	5.4498	-13.992	0
1.44	0.075605	2.9515	5.3619	-13.883	0
1.45	0.061796	2.9667	5.4498	-13.665	0
1.46	0.074347	2.9757	5.4498	-13.556	0
1.47	0.07095	2.999	5.4498	-13.447	0
1.48	0.067577	3.0127	5.4498	-13.338	0
1.49	0.064627	3.0208	5.4498	-13.12	0
1.5	0.062153	3.0256	5.4498	-13.012	0
1.51	0.070228	3.0436	5.4498	-12.903	0
1.52	0.066722	3.0571	5.4498	-12.794	0
1.53	0.063855	3.065	5.4498	-12.685	0
1.54	0.061512	3.0697	5.4498	-12.576	0
1.55	0.071002	3.0769	5.4498	-12.358	0
1.56	0.067375	3.0947	5.4498	-12.249	0
1.57	0.064408	3.1053	5.4498	-12.14	0
1.58	0.061983	3.1115	5.4498	-12.032	0
1.59	0.070117	3.1303	5.4498	-11.923	0
1.6	0.066667	3.1442	5.4498	-11.814	0
1.61	0.063846	3.1525	5.4498	-11.705	0
1.62	0.061542	3.1574	5.4498	-11.596	0
1.63	0.069775	3.1754	5.4498	-11.487	0
1.64	0.066406	3.1889	5.4498	-11.378	0
1.65	0.063652	3.1968	5.4498	-11.269	0
1.66	0.061403	3.2016	5.4498	-11.16	0
1.67	0.070968	3.2087	5.4498	-11.051	0
1.68	0.067403	3.2266	5.4498	-10.942	0
1.69	0.064487	3.2371	5.4498	-10.834	0
1.7	0.062104	3.2433	5.4498	-10.725	0
1.71	0.060157	3.247	5.4498	-10.725	0
1.72	0.069524	3.2575	5.4498	-10.616	0
1.73	0.055633	3.2734	5.5377	-10.507	0
1.74	0.060559	3.2827	5.5377	-10.398	0
1.75	0.060859	3.2883	5.5377	-10.289	0
1.76	0.059884	3.2915	5.5377	-10.18	0
1.77	0.068803	3.3086	5.5377	-10.071	0
1.78	0.065864	3.3215	5.5377	-10.071	0
1.79	0.063418	3.3292	5.5377	-9.9624	0
1.8	0.061405	3.3337	5.5377	-9.8535	0
1.81	0.059757	3.3364	5.5377	-9.7446	0
1.82	0.068937	3.3498	5.5377	-9.7446	0
1.83	0.06593	3.3639	5.5377	-9.6357	0
1.84	0.056936	3.3722	5.6256	-9.5268	0
1.85	0.059797	3.3771	5.6256	-9.5268	0
1.86	0.059751	3.38	5.6256	-9.4179	0
1.87	0.069048	3.3968	5.6256	-9.309	0
1.88	0.066293	3.4096	5.6256	-9.2001	0
1.89	0.063956	3.4172	5.6256	-9.2001	0
1.9	0.062019	3.4217	5.6256	-9.0912	0
1.91	0.060428	3.4243	5.6256	-9.0912	0
1.92	0.063995	3.4302	5.7135	-8.9823	0
1.93	0.065737	3.4474	5.7135	-8.8734	0
1.94	0.064773	3.4575	5.7135	-8.8734	0
1.95	0.063203	3.4634	5.7135	-8.7645	0
1.96	0.048226	3.467	5.8014	-8.7645	0
1.97	0.073889	3.4774	5.7135	-8.6556	0
1.98	0.062495	3.4932	5.8014	-8.6556	0
1.99	0.064241	3.5025	5.8014	-8.5467	0
2	0.063561	3.5081	5.8014	-8.4378	0
2.01	0.062317	3.5113	5.8014	-8.4378	0
2.02	0.061076	3.5132	5.8014	-8.4378	0
2.03	0.070102	3.5295	5.8014	-8.3289	0
2.04	0.056749	3.542	5.8893	-8.3289	0
2.05	0.062107	3.5493	5.8893	-8.22	0
2.06	0.062757	3.5537	5.8893	-8.22	0
2.07	0.062068	3.5562	5.8893	-8.1111	0
2.08	0.047668	3.5578	5.9772	-8.1111	0
2.09	0.074724	3.5738	5.8893	-8.0022	0
2.1	0.060785	3.5861	5.9772	-8.0022	0
2.11	0.06374	3.5934	5.9772	-8.0022	0
2.12	0.063647	3.5977	5.9772	-7.8933	0
2.13	0.062749	3.6002	5.9772	-7.8933	0
2.14	0.051139	3.6017	6.0651	-7.7844	0
2.15	0.077146	3.611	5.9772	-7.7844	0
2.16	0.062453	3.6261	6.0651	-7.7844	0
2.17	0.065102	3.635	6.0651	-7.6755	0
2.18	0.064859	3.6403	6.0651	-7.6755	0
2.19	0.063872	3.6434	6.0651	-7.6755	0
2.2	0.062809	3.6452	6.0651	-7.5666	0
2.21	0.061856	3.6463	6.0651	-7.5666	0
2.22	0.062821	3.662	6.153	-7.5666	0
2.23	0.066409	3.6742	6.153	-7.5666	0
2.24	0.066357	3.6814	6.153	-7.4577	0
2.25	0.065337	3.6857	6.153	-7.4577	0
2.26	0.064184	3.6882	6.153	-7.4577	0
2.27	0.063138	3.6897	6.153	-7.3488	0
2.28	0.067774	3.6905	6.153	-7.3488	0
2.29	0.068657	3.6911	6.2409	-7.3488	0
2.3	0.069558	3.7094	6.2409	-7.3488	0
2.31	0.068499	3.7202	6.2409	-7.2399	0
2.32	0.067046	3.7265	6.2409	-7.2399	0
2.33	0.068927	3.7303	6.2409	-7.2399	0
2.34	0.0572	3.7325	6.3288	-7.2399	0
2.35	0.061579	3.7339	6.3288	-7.131	0
2.36	0.062523	3.7346	6.3288	-7.131	0
2.37	0.062431	3.7351	6.3288	-7.131	0
2.38	0.067599	3.7354	6.3288	-7.131	0
2.39	0.055157	3.7355	6.4167	-7.131	0
2.4	0.080821	3.7475	6.3288	-7.0221	0
2.41	0.067524	3.7607	6.4167	-7.0221	0
2.42	0.067647	3.7685	6.4167	-7.0221	0
2.43	0.061719	3.7731	6.5046	-7.0221	0
2.44	0.061357	3.7758	6.5046	-7.0221	0
2.45	0.06391	3.7774	6.5046	-6.9132	0
2.46	0.064265	3.7783	6.5046	-6.9132	0
2.47	0.050551	3.7789	6.5925	-6.9132	0
2.48	0.059653	3.7792	6.5925	-6.9132	0
2.49	0.062375	3.7794	6.5925	-6.9132	0
2.5	0.063054	3.7795	6.5925	-6.9132	0
2.51	0.063103	3.7796	6.5925	-6.8043	0
2.52	0.049539	3.7796	6.6804	-6.8043	0
2.53	0.058895	3.7797	6.6804	-6.8043	0
2.54	0.061867	3.7797	6.6804	-6.8043	0
2.55	0.062764	3.7797	6.6804	-6.8043	0
2.56	0.062996	3.7797	6.6804	-6.8043	0
2.57	0.057936	3.7797	6.7683	-6.6954	0
2.58	0.061799	3.7797	6.7683	-6.6954	0
2.59	0.063031	3.7797	6.7683	-6.6954	0
2.6	0.063407	3.7797	6.7683	-6.6954	0
2.61	0.052898	3.7797	6.8562	-6.6954	0
2.62	0.068868	3.7797	6.7683	-6.6954	0
2.63	0.060179	3.7797	6.8562	-6.6954	0
2.64	0.062882	3.7797	6.8562	-6.5865	0
2.65	0.063757	3.7797	6.8562	-6.5865	0
2.66	0.064036	3.7797	6.8562	-6.5865	0
2.67	0.064121	3.7797	6.8562	-6.5865	0
2.68	0.059059	3.7797	6.9441	-6.5865	0
2.69	0.059698	3.7797	6.9441	-6.5865	0
2.7	0.063164	3.7797	6.9441	-6.4776	0
2.71	0.064297	3.7797	6.9441	-6.4776	0
2.72	0.064665	3.7797	6.9441	-6.4776	0
2.73	0.064784	3.7797	6.9441	-6.4776	0
2.74	0.064822	3.7797	6.9441	-6.4776	0
2.75	0.064833	3.7797	6.9441	-6.3687	0
2.76	0.064835	3.7797	6.9441	-6.3687	0
2.77	0.049636	3.7646	7.032	-6.3687	0
2.78	0.055366	3.7528	7.032	-6.3687	0
2.79	0.058143	3.7458	7.032	-6.3687	0
2.8	0.059788	3.7417	7.032	-6.3687	0
2.81	0.060928	3.7393	7.032	-6.2598	0
2.82	0.061792	3.7378	7.032	-6.2598	0
2.83	0.062475	3.737	7.032	-6.2598	0
2.84	0.063025	3.7365	7.032	-6.2598	0
2.85	0.052516	3.7278	7.032	-6.2598	0
2.86	0.054865	3.7131	7.032	-6.1509	0
2.87	0.056788	3.7044	7.032	-6.1509	0
2.88	0.05836	3.6992	7.032	-6.1509	0
2.89	0.059644	3.6962	7.032	-6.1509	0
2.9	0.060693	3.6944	7.032	-6.1509	0
2.91	0.06155	3.6933	7.032	-6.042	0
2.92	0.050846	3.6883	7.032	-6.042	0
2.93	0.053482	3.6717	7.032	-6.042	0
2.94	0.05564	3.662	7.032	-6.042	0
2.95	0.057404	3.6562	7.032	-6.042	0
2.96	0.058846	3.6528	7.032	-5.9331	0
2.97	0.060024	3.6508	7.032	-5.9331	0
2.98	0.049582	3.6452	7.032	-5.9331	0
2.99	0.052433	3.6283	7.032	-5.9331	0
3	0.054765	3.6183	7.032	-5.8242	0
3.01	0.056673	3.6124	7.032	-5.8242	0
3.02	0.058231	3.6089	7.032	-5.8242	0
3.03	0.048101	3.6025	7.032	-5.8242	0
3.04	0.051205	3.5851	7.032	-5.8242	0
3.05	0.053746	3.5748	7.032	-5.7153	0
3.06	0.055822	3.5687	7.032	-5.7153	0
3.07	0.057519	3.5651	7.032	-5.7153	0
3.08	0.056293	3.5547	6.9441	-5.6064	0
3.09	0.053321	3.5388	6.9441	-5.6064	0
3.1	0.053875	3.5295	6.9441	-5.6064	0
3.11	0.055304	3.524	6.9441	-5.6064	0
3.12	0.046677	3.5056	6.9441	-5.4975	0
3.13	0.04983	3.4919	6.9441	-5.4975	0
3.14	0.052442	3.4837	6.9441	-5.4975	0
3.15	0.054587	3.479	6.9441	-5.4975	0
3.16	0.045815	3.4642	6.9441	-5.3886	0
3.17	0.049157	3.4494	6.9441	-5.3886	0
3.18	0.051891	3.4407	6.9441	-5.3886	0
3.19	0.047806	3.4311	6.8562	-5.3886	0
3.2	0.047799	3.4119	6.8562	-5.2797	0
3.21	0.049704	3.4005	6.8562	-5.2797	0
3.22	0.051885	3.3938	6.8562	-5.2797	0
3.23	0.042469	3.3855	6.8562	-5.1708	0
3.24	0.046224	3.3669	6.8562	-5.1708	0
3.25	0.049317	3.356	6.8562	-5.1708	0
3.26	0.039984	3.3495	6.8562	-5.0619	0
3.27	0.044206	3.3277	6.8562	-5.0619	0
3.28	0.047661	3.3148	6.8562	-5.0619	0
3.29	0.050485	3.3072	6.8562	-4.953	0
3.3	0.042677	3.2876	6.8562	-4.953	0
3.31	0.046394	3.2732	6.8562	-4.953	0
3.32	0.060041	3.2646	6.7683	-4.953	0
3.33	0.044798	3.2445	6.7683	-4.8441	0
3.34	0.046164	3.2297	6.7683	-4.8441	0
3.35	0.048501	3.2209	6.7683	-4.8441	0
3.36	0.040696	3.2007	6.7683	-4.7352	0
3.37	0.044546	3.1858	6.7683	-4.7352	0
3.38	0.037209	3.1651	6.7683	-4.7352	0
3.39	0.041736	3.1468	6.7683	-4.6263	0
3.4	0.045442	3.136	6.7683	-4.6263	0
3.41	0.037944	3.1177	6.7683	-4.6263	0
3.42	0.042325	3.1009	6.7683	-4.5174	0
3.43	0.05244	3.0909	6.6804	-4.5174	0
3.44	0.040381	3.0699	6.6804	-4.5174	0
3.45	0.043007	3.0546	6.6804	-4.4085	0
3.46	0.034068	3.0456	6.6804	-4.4085	0
3.47	0.038864	3.0222	6.6804	-4.4085	0
3.48	0.042871	3.0085	6.6804	-4.2996	0
3.49	0.036058	2.9852	6.6804	-4.2996	0
3.5	0.040597	2.9686	6.6804	-4.2996	0
3.51	0.032906	2.9544	6.6804	-4.1907	0
3.52	0.044539	2.9324	6.5925	-4.1907	0
3.53	0.031971	2.9194	6.5925	-4.0818	0
3.54	0.035931	2.8938	6.5925	-4.0818	0
3.55	0.039951	2.8786	6.5925	-4.0818	0
3.56	0.032536	2.8613	6.5925	-3.9729	0
3.57	0.037498	2.8414	6.5925	-3.9729	0
3.58	0.03571	2.8214	6.5046	-3.9729	0
3.59	0.037143	2.7999	6.5046	-3.864	0
3.6	0.040226	2.7872	6.5046	-3.864	0
3.61	0.033256	2.7645	6.5046	-3.864	0
3.62	0.04847	2.7483	6.4167	-3.7551	0
3.63	0.034164	2.7268	6.4167	-3.7551	0
3.64	0.036729	2.708	6.4167	-3.7551	0
3.65	0.029097	2.6886	6.4167	-3.6462	0
3.66	0.0342	2.6675	6.4167	-3.6462	0
3.67	0.032186	2.6506	6.3288	-3.6462	0
3.68	0.033914	2.627	6.3288	-3.5373	0
3.69	0.025846	2.6087	6.3288	-3.5373	0
3.7	0.041875	2.5843	6.2409	-3.5373	0
3.71	0.038903	2.5699	6.2409	-3.4284	0
3.72	0.030151	2.5463	6.2409	-3.4284	0
3.73	0.034338	2.5294	6.2409	-3.4284	0
3.74	0.041492	2.5044	6.153	-3.3195	0
3.75	0.037072	2.4867	6.153	-3.3195	0
3.76	0.028047	2.4611	6.153	-3.3195	0
3.77	0.032309	2.4432	6.153	-3.2106	0
3.78	0.025339	2.4242	6.153	-3.2106	0
3.79	0.039091	2.4034	6.0651	-3.2106	0
3.8	0.02652	2.3827	6.0651	-3.1017	0
3.81	0.030182	2.3609	6.0651	-3.1017	0
3.82	0.022756	2.3436	6.0651	-3.1017	0
3.83	0.033476	2.3197	5.9772	-2.9928	0
3.84	0.022889	2.3013	5.9772	-2.9928	0
3.85	0.027563	2.2768	5.9772	-2.9928	0
3.86	0.020617	2.2579	5.9772	-2.8839	0
3.87	0.037142	2.2332	5.8893	-2.8839	0
3.88	0.023033	2.2142	5.8893	-2.8839	0
3.89	0.026634	2.1893	5.8893	-2.775	0
3.9	0.01894	2.1747	5.8893	-2.775	0
3.91	0.0249	2.148	5.8893	-2.775	0
3.92	0.031477	2.1323	5.8014	-2.775	0
3.93	0.028245	2.105	5.8014	-2.6661	0
3.94	0.018876	2.0845	5.8014	-2.6661	0
3.95	0.024133	2.0588	5.8014	-2.6661	0
3.96	0.01753	2.0392	5.8014	-2.5572	0
3.97	0.02368	2.014	5.8014	-2.5572	0
3.98	0.030334	1.9992	5.7135	-2.5572	0
3.99	0.02714	1.9724	5.7135	-2.4483	0
4	0.017327	1.9566	5.7135	-2.4483	0
4.01	0.022682	1.9293	5.7135	-2.4483	0
4.02	0.016159	1.9087	5.7135	-2.3394	0
4.03	0.035814	1.883	5.6256	-2.3394	0
4.04	0.011689	1.8634	5.7135	-2.3394	0
4.05	0.026024	1.8382	5.6256	-2.3394	0
4.06	0.016372	1.8234	5.6256	-2.2305	0
4.07	0.021763	1.7966	5.6256	-2.2305	0
4.08	0.015238	1.7764	5.6256	-2.2305	0
4.09	0.021442	1.7509	5.6256	-2.1216	0
4.1	0.015609	1.7274	5.6256	-2.1216	0
4.11	0.021795	1.704	5.6256	-2.1216	0
4.12	0.015454	1.6857	5.6256	-2.1216	0
4.13	0.021657	1.6613	5.6256	-2.0127	0
4.14	0.015325	1.6425	5.6256	-2.0127	0
4.15	0.034971	1.6178	5.5377	-2.0127	0
4.16	0.019577	1.5949	5.5377	-1.9038	0
4.17	0.022591	1.5717	5.5377	-1.9038	0
4.18	0.016054	1.5461	5.5377	-1.9038	0
4.19	0.021721	1.5249	5.5377	-1.9038	0
4.2	0.015559	1.504	5.5377	-1.7949	0
4.21	0.021514	1.482	5.5377	-1.7949	0
4.22	0.015443	1.4607	5.5377	-1.7949	0
4.23	0.021424	1.4385	5.5377	-1.686	0
4.24	0.015787	1.4134	5.5377	-1.686	0
4.25	0.02169	1.3926	5.5377	-1.686	0
4.26	0.0164	1.3651	5.5377	-1.686	0
4.27	0.022173	1.346	5.5377	-1.5771	0
4.28	0.016777	1.3196	5.5377	-1.5771	0
4.29	0.022463	1.3012	5.5377	-1.5771	0
4.3	0.016995	1.2752	5.5377	-1.5771	0
4.31	0.010755	1.2569	5.5377	-1.4682	0
4.32	0.017503	1.2281	5.5377	-1.4682	0
4.33	0.011617	1.2068	5.5377	-1.4682	0
4.34	0.01819	1.1805	5.5377	-1.4682	0
4.35	0.012607	1.1567	5.5377	-1.3593	0
4.36	0.027327	1.133	5.4498	-1.3593	0
4.37	0.015922	1.107	5.4498	-1.3593	0
4.38	0.020091	1.0856	5.4498	-1.3593	0
4.39	0.013947	1.0611	5.4498	-1.2504	0
4.4	0.019754	1.0405	5.4498	-1.2504	0
4.41	0.014078	1.0165	5.4498	-1.2504	0
4.42	0.0081146	0.99617	5.4498	-1.2504	0
4.43	0.0151	0.96618	5.4498	-1.2504	0
4.44	0.0094116	0.94408	5.4498	-1.1415	0
4.45	0.016148	0.91743	5.4498	-1.1415	0
4.46	0.010698	0.89334	5.4498	-1.1415	0
4.47	0.017182	0.86947	5.4498	-1.1415	0
4.48	0.011079	0.85098	5.4498	-1.0326	0
4.49	0.017473	0.82646	5.4498	-1.0326	0
4.5	0.011743	0.80363	5.4498	-1.0326	0
4.51	0.017998	0.7805	5.4498	-1.0326	0
4.52	0.012995	0.75173	5.4498	-1.0326	0
4.53	0.0071372	0.73186	5.4498	-0.9237	0
4.54	0.014196	0.70212	5.4498	-0.9237	0
4.55	0.0085653	0.68017	5.4498	-0.9237	0
4.56	0.015346	0.65361	5.4498	-0.9237	0
4.57	0.009022	0.63792	5.4498	-0.9237	0
4.58	0.015699	0.61066	5.4498	-0.8148	0
4.59	0.0097551	0.59017	5.4498	-0.8148	0
4.6	0.01628	0.56446	5.4498	-0.8148	0
4.61	0.011087	0.53737	5.4498	-0.8148	0
4.62	0.012019	0.51529	5.3619	-0.8148	0
4.63	0.014418	0.48425	5.3619	-0.7059	0
4.64	0.018765	0.46593	5.3619	-0.7059	0
4.65	0.012571	0.44319	5.3619	-0.7059	0
4.66	0.018273	0.42368	5.3619	-0.7059	0
4.67	0.012901	0.39705	5.3619	-0.7059	0
4.68	0.0072327	0.37404	5.3619	-0.7059	0
4.69	0.013993	0.34685	5.3619	-0.597	0
4.7	0.0089952	0.31889	5.3619	-0.597	0
4.71	0.015421	0.29629	5.3619	-0.597	0
4.72	0.018903	0.26783	5.274	-0.597	0
4.73	0.018938	0.24814	5.274	-0.597	0
4.74	0.011418	0.2246	5.274	-0.4881	0
4.75	0.016758	0.20462	5.274	-0.4881	0
4.76	0.020729	0.1777	5.274	-0.4881	0.0094028
4.77	0.032837	0.15453	5.1861	-0.4881	0.018806
4.78	0.04296	0.12724	5.1861	-0.4881	0.028208
4.79	0.044989	0.10278	5.1861	-0.4881	0.037611
4.8	0.060283	0.07869	5.1861	-0.4881	0.047014
4.81	0.064708	0.049349	5.1861	-0.3792	0.056417
4.82	0.093683	0.02914	5.0982	-0.3792	0.065819
4.83	0.088093	0.0052965	5.0982	-0.3792	0.075222
4.84	0.10042	-0.01487	5.0982	-0.3792	0.084625
4.85	0.10362	-0.041893	5.0982	-0.3792	0.094028
4.86	0.10716	-0.065128	5.0982	-0.3792	0.10343
4.87	0.12331	-0.092452	5.0982	-0.2703	0.11283
4.88	0.12733	-0.11694	5.0982	-0.2703	0.12224
4.89	0.14329	-0.14104	5.0982	-0.2703	0.13164
4.9	0.14753	-0.16719	5.0982	-0.2703	0.14104
4.91	0.16976	-0.18871	5.0103	-0.2703	0.15044
4.92	0.16932	-0.21654	5.0103	-0.2703	0.15985
4.93	0.16294	-0.23585	5.0982	-0.1614	0.16925
4.94	0.18499	-0.26525	5.0982	-0.1614	0.17865
4.95	0.202	-0.28262	5.0982	-0.1614	0.18806
4.96	0.20662	-0.30798	5.0982	-0.1614	0.19746
4.97	0.21051	-0.33024	5.0982	-0.1614	0.20686
4.98	0.21835	-0.35698	5.1861	-0.1614	0.21626
4.99	0.22882	-0.38469	5.1861	-0.0525	0.22567
5	0.23828	-0.40713	5.274	-0.0525	0.23507
5.01	0.24044	-0.4323	5.274	-0.0525	0.22806
5.02	0.24301	-0.45325	5.3619	-0.0525	0.22106
5.03	0.23592	-0.48073	5.4498	-0.0525	0.21405
5.04	0.22567	-0.50424	5.5377	-0.0525	0.20705
5.05	0.232	-0.53172	5.6256	0.0564	0.20004
5.06	0.22656	-0.54795	5.7135	0.0564	0.19304
5.07	0.24799	-0.57553	5.7135	0.0564	0.18603
5.08	0.23217	-0.60017	5.8893	0.0564	0.17903
5.09	0.24179	-0.62436	5.9772	0.0564	0.17202
5.1	0.24451	-0.65376	6.0651	0.1653	0.16502
5.11	0.2435	-0.67401	6.2409	0.1653	0.15801
5.12	0.24668	-0.70108	6.3288	0.1653	0.15101
5.13	0.23801	-0.72434	6.5046	0.1653	0.144
5.14	0.24023	-0.75168	6.6804	0.1653	0.137
5.15	0.23339	-0.77617	6.8562	0.1653	0.12999
5.16	0.23913	-0.80028	7.032	0.2742	0.12299
5.17	0.23516	-0.82643	7.2078	0.2742	0.11598
5.18	0.23143	-0.84796	7.3836	0.2742	0.10898
5.19	0.24079	-0.87867	7.5594	0.2742	0.10197
5.2	0.23792	-0.90515	7.7352	0.2742	0.094968
5.21	0.24692	-0.93044	7.911	0.2742	0.087963
5.22	0.25066	-0.96048	8.0868	0.3831	0.080958
5.23	0.25208	-0.9855	8.2626	0.3831	0.073953
5.24	0.24949	-1.0139	8.5263	0.3831	0.066948
5.25	0.25291	-1.039	8.7021	0.3831	0.059943
5.26	0.25464	-1.0635	8.9658	0.492	0.078489
