t	u1	u2	lambda	p	e	u1opt	u2opt
0	-2.0968e-17	0.046698	0	0	-30	0	0
0.01	-2.0968e-17	0.046698	0	0	-30	0	0
0.02	-2.0968e-17	0.046698	0	0	-30	0	0
0.03	-2.0968e-17	0.046698	0	0	-30	0	0
0.04	0.00058961	0.046698	0	-0.0879	-30	0	0
0.05	-0.00056138	0.046698	0	-0.0879	-30	0	0
0.06	-0.00093854	0.046698	0	-0.0879	-30	0	0
0.07	0.0092558	0.046698	0	-0.0879	-30	0	0
0.08	0.00737	0.046698	0.017998	-0.0879	-30	0	0
0.09	0.0058387	0.046698	0.028626	-0.0879	-30	0	0
0.1	0.0045886	0.046698	0.034901	-0.0879	-30	0	0
0.11	0.0035669	0.0065149	0.038607	-0.0879	-29.891	0	0
0.12	0.012268	0.022901	0.049145	-0.0879	-29.891	0	0
0.13	0.0098786	0.032576	0.065016	-0.0879	-29.891	0	0
0.14	0.0079183	0.03829	0.074387	-0.0879	-29.891	0	0
0.15	0.006313	0.041663	0.079921	-0.0879	-29.891	0	0
0.16	0.013814	0.043656	0.098303	-0.0879	-29.891	0	0
0.17	0.011162	0.044832	0.11204	-0.0879	-29.891	0	0
0.18	0.018909	0.045526	0.12455	-0.0879	-29.891	0	0
0.19	0.015356	0.045937	0.14554	-0.0879	-29.891	0	0
0.2	0.012444	0.046179	0.15793	-0.0879	-29.891	0	0
0.21	0.018874	0.046322	0.18036	-0.0879	-29.891	0	0
0.22	0.015346	0.0062236	0.19649	-0.0879	-29.782	0	0
0.23	0.021404	0.022659	0.21437	0	-29.782	0	0
0.24	0.018486	0.032364	0.23457	0	-29.782	0	0
0.25	0.025847	0.038095	0.2465	0	-29.782	0	0
0.26	0.021399	0.041479	0.27154	0	-29.782	0	0
0.27	0.02801	0.043477	0.28633	0	-29.782	0	0
0.28	0.023112	2.8593e-05	0.31306	0	-29.673	0	0
0.29	0.019092	0.018932	0.32884	0	-29.673	0	0
0.3	0.024614	0.030094	0.35328	0	-29.673	0	0
0.31	0.030662	-0.0079436	0.37059	0	-29.564	0	0
0.32	0.023768	0.014155	0.39881	0.0879	-29.564	0	0
0.33	0.031111	0.027204	0.41987	0.0879	-29.564	0	0
0.34	0.026345	-0.0097196	0.4459	0.0879	-29.456	0	0
0.35	0.030136	0.013037	0.46963	0.1758	-29.456	0	0
0.36	0.026703	0.026474	0.49329	0.1758	-29.456	0	0
0.37	0.031792	-0.0017726	0.52237	0.1758	-29.347	0	0
0.38	0.035633	0.01766	0.54243	0.2637	-29.347	0	0
0.39	0.031459	-0.011048	0.57227	0.2637	-29.238	0	0
0.4	0.037044	0.012113	0.59429	0.2637	-29.238	0	0
0.41	0.029871	-0.018839	0.62089	0.3516	-29.129	0	0
0.42	0.036506	0.0074438	0.64495	0.3516	-29.129	0	0
0.43	0.029959	-0.017219	0.6688	0.4395	-29.02	0	0
0.44	0.036183	0.0083305	0.698	0.4395	-29.02	0	0
0.45	0.029286	-0.012764	0.71813	0.5274	-28.911	0	0
0.46	0.036202	-0.033737	0.74513	0.5274	-28.802	0	0
0.47	0.039961	-0.0015616	0.76395	0.6153	-28.802	0	0
0.48	0.036421	-0.015143	0.79307	0.6153	-28.693	0	0
0.49	0.039602	-0.030834	0.81861	0.7032	-28.584	0	0
