t	u	lambda	p	e	uopt
1.23	0.0776	2.649	5.4498	-16.823	0
1.24	0.08822	2.6621	5.3619	-16.605	0
1.25	0.069992	2.6698	5.4498	-16.496	0
1.26	0.097216	2.6827	5.3619	-16.279	0
1.27	0.078639	2.7	5.4498	-16.17	0
1.28	0.08582	2.7102	5.3619	-16.061	0
1.29	0.088379	2.7281	5.4498	-15.843	0
1.3	0.08331	2.7448	5.4498	-15.734	0
1.31	0.078382	2.7547	5.4498	-15.516	0
1.32	0.090113	2.7756	5.4498	-15.407	0
1.33	0.08365	2.7908	5.4498	-15.299	0
1.34	0.078335	2.7998	5.4498	-15.081	0
1.35	0.073982	2.8051	5.4498	-14.972	0
1.36	0.086437	2.8234	5.4498	-14.863	0
1.37	0.080651	2.8371	5.4498	-14.645	0
1.38	0.094678	2.8451	5.4498	-14.536	0
1.39	0.087438	2.8679	5.4498	-14.427	0
1.4	0.081507	2.8813	5.4498	-14.21	0
1.41	0.076657	2.8893	5.4498	-14.101	0
1.42	0.097734	2.9091	5.3619	-13.992	0
1.43	0.076084	2.9236	5.4498	-13.883	0
1.44	0.084478	2.9322	5.3619	-13.665	0
1.45	0.066287	2.9373	5.4498	-13.556	0
1.46	0.093476	2.9522	5.3619	-13.447	0
1.47	0.071388	2.9671	5.4498	-13.338	0
1.48	0.082249	2.9759	5.3619	-13.229	0
1.49	0.090712	2.993	5.3619	-13.012	0
1.5	0.083155	3.0092	5.3619	-12.903	0
1.51	0.077672	3.0188	5.3619	-12.794	0
1.52	0.073419	3.0244	5.3619	-12.685	0
1.53	0.087354	3.0361	5.3619	-12.576	0
1.54	0.081486	3.0526	5.3619	-12.467	0
1.55	0.076691	3.0624	5.3619	-12.358	0
1.56	0.0818	3.0682	5.274	-12.249	0
1.57	0.063067	3.0716	5.3619	-12.032	0
1.58	0.089868	3.0887	5.274	-12.032	0
1.59	0.068336	3.1017	5.3619	-11.814	0
1.6	0.079729	3.1094	5.274	-11.705	0
1.61	0.088004	3.129	5.274	-11.596	0
1.62	0.080946	3.1435	5.274	-11.487	0
1.63	0.075875	3.1521	5.274	-11.378	0
1.64	0.07196	3.1571	5.274	-11.269	0
1.65	0.086171	3.1685	5.274	-11.269	0
1.66	0.080529	3.1848	5.274	-11.16	0
1.67	0.075918	3.1944	5.274	-11.051	0
1.68	0.072149	3.2001	5.274	-10.942	0
1.69	0.069071	3.2035	5.274	-10.834	0
1.7	0.082571	3.2206	5.274	-10.725	0
1.71	0.077638	3.2336	5.274	-10.616	0
1.72	0.073602	3.2412	5.274	-10.507	0
1.73	0.0644	3.2458	5.274	-10.398	0
1.74	0.082332	3.2604	5.274	-10.398	0
1.75	0.08398	3.2751	5.1861	-10.289	0
1.76	0.07168	3.2837	5.274	-10.18	0
1.77	0.074614	3.2889	5.1861	-10.071	0
1.78	0.087164	3.2963	5.1861	-10.071	0
1.79	0.080736	3.3143	5.1861	-9.9624	0
1.8	0.075896	3.3249	5.1861	-9.8535	0
1.81	0.072075	3.3312	5.1861	-9.7446	0
1.82	0.063451	3.3349	5.274	-9.7446	0
1.83	0.088223	3.3522	5.1861	-9.6357	0
1.84	0.07516	3.3653	5.274	-9.5268	0
1.85	0.07321	3.373	5.274	-9.5268	0
1.86	0.070601	3.3776	5.274	-9.4179	0
1.87	0.085472	3.3886	5.274	-9.309	0
1.88	0.080235	3.4048	5.274	-9.309	0
1.89	0.075911	3.4143	5.274	-9.2001	0
1.9	0.072362	3.42	5.274	-9.0912	0
1.91	0.069458	3.4233	5.274	-9.0912	0
1.92	0.083746	3.4372	5.274	-8.9823	0
1.93	0.078813	3.4515	5.274	-8.9823	0
1.94	0.074773	3.4599	5.274	-8.8734	0
1.95	0.071469	3.4649	5.274	-8.8734	0
1.96	0.068769	3.4678	5.274	-8.7645	0
1.97	0.073152	3.4739	5.3619	-8.7645	0
1.98	0.076241	3.4912	5.3619	-8.6556	0
1.99	0.074774	3.5013	5.3619	-8.5467	0
2	0.072268	3.5073	5.3619	-8.5467	0
2.01	0.069791	3.5109	5.3619	-8.5467	0
2.02	0.083642	3.5281	5.3619	-8.4378	0
2.03	0.07895	3.5411	5.3619	-8.4378	0
2.04	0.078576	3.5488	5.3619	-8.3289	0
2.05	0.06163	3.5534	5.4498	-8.3289	0
2.06	0.06641	3.5561	5.4498	-8.22	0
2.07	0.080588	3.5696	5.4498	-8.22	0
2.08	0.078534	3.5836	5.4498	-8.22	0
2.09	0.075544	3.5919	5.4498	-8.1111	0
2.1	0.07267	3.5968	5.4498	-8.1111	0
2.11	0.070181	3.5997	5.4498	-8.0022	0
2.12	0.068103	3.6014	5.4498	-8.0022	0
2.13	0.083726	3.6108	5.4498	-8.0022	0
2.14	0.072114	3.626	5.5377	-7.8933	0
2.15	0.066475	3.6349	5.5377	-7.8933	0
2.16	0.069949	3.6402	5.5377	-7.8933	0
2.17	0.069603	3.6433	5.5377	-7.7844	0
2.18	0.068278	3.6452	5.5377	-7.7844	0
2.19	0.083516	3.6582	5.5377	-7.7844	0
2.2	0.083966	3.672	5.5377	-7.6755	0
2.21	0.065812	3.6801	5.6256	-7.6755	0
2.22	0.069998	3.6849	5.6256	-7.6755	0
2.23	0.069945	3.6877	5.6256	-7.6755	0
2.24	0.068763	3.6894	5.6256	-7.5666	0
2.25	0.08344	3.7055	5.6256	-7.5666	0
2.26	0.079347	3.7179	5.6256	-7.5666	0
2.27	0.075955	3.7252	5.6256	-7.5666	0
2.28	0.061721	3.7295	5.7135	-7.4577	0
2.29	0.074662	3.7321	5.6256	-7.4577	0
2.3	0.083473	3.7336	5.7135	-7.4577	0
2.31	0.077557	3.7525	5.7135	-7.4577	0
2.32	0.077563	3.7636	5.7135	-7.3488	0
2.33	0.075595	3.7702	5.7135	-7.3488	0
2.34	0.073341	3.7741	5.7135	-7.3488	0
2.35	0.071288	3.7764	5.7135	-7.3488	0
2.36	0.069542	3.7777	5.7135	-7.3488	0
2.37	0.075409	3.7785	5.8014	-7.2399	0
2.38	0.07898	3.797	5.8014	-7.2399	0
2.39	0.077903	3.8079	5.8014	-7.2399	0
2.4	0.075712	3.8144	5.8014	-7.2399	0
2.41	0.073492	3.8182	5.8014	-7.2399	0
2.42	0.071538	3.8204	5.8014	-7.2399	0
2.43	0.069896	3.8217	5.8014	-7.131	0
2.44	0.057094	3.8225	5.8893	-7.131	0
2.45	0.08722	3.8381	5.8014	-7.131	0
2.46	0.073799	3.8502	5.8893	-7.131	0
2.47	0.08216	3.8573	5.8014	-7.131	0
2.48	0.071542	3.8615	5.8893	-7.131	0
2.49	0.071561	3.864	5.8893	-7.0221	0
2.5	0.070552	3.8655	5.8893	-7.0221	0
2.51	0.069393	3.8663	5.8893	-7.0221	0
2.52	0.069576	3.8669	5.8893	-7.0221	0
2.53	0.081062	3.8672	5.9772	-7.0221	0
2.54	0.077355	3.8853	5.9772	-7.0221	0
2.55	0.077591	3.8961	5.9772	-7.0221	0
2.56	0.076007	3.9024	5.9772	-6.9132	0
2.57	0.074129	3.9062	5.9772	-6.9132	0
2.58	0.063376	3.9084	6.0651	-6.9132	0
2.59	0.073954	3.9097	5.9772	-6.9132	0
2.6	0.065155	3.9104	6.0651	-6.9132	0
2.61	0.064166	3.9109	6.0651	-6.9132	0
2.62	0.066832	3.9112	6.0651	-6.9132	0
2.63	0.067305	3.9113	6.0651	-6.8043	0
2.64	0.067132	3.9114	6.0651	-6.8043	0
2.65	0.077924	3.9234	6.153	-6.8043	0
2.66	0.078766	3.9365	6.153	-6.8043	0
2.67	0.077388	3.9443	6.153	-6.8043	0
2.68	0.075584	3.9489	6.153	-6.8043	0
2.69	0.073887	3.9516	6.153	-6.8043	0
2.7	0.072428	3.9532	6.153	-6.6954	0
2.71	0.071213	3.9541	6.153	-6.6954	0
2.72	0.070214	3.9547	6.153	-6.6954	0
2.73	0.069396	3.955	6.153	-6.6954	0
2.74	0.059699	3.9552	6.2409	-6.6954	0
2.75	0.074686	3.9553	6.153	-6.6954	0
2.76	0.06556	3.9554	6.2409	-6.6954	0
2.77	0.067094	3.9554	6.2409	-6.5865	0
2.78	0.06742	3.9555	6.2409	-6.5865	0
2.79	0.067382	3.9555	6.2409	-6.5865	0
2.8	0.067252	3.9555	6.2409	-6.5865	0
2.81	0.067114	3.9555	6.2409	-6.5865	0
2.82	0.06699	3.9555	6.2409	-6.5865	0
2.83	0.066886	3.9555	6.2409	-6.5865	0
2.84	0.066799	3.9555	6.2409	-6.5865	0
2.85	0.066729	3.9555	6.2409	-6.4776	0
2.86	0.066671	3.9555	6.2409	-6.4776	0
2.87	0.066624	3.9555	6.2409	-6.4776	0
2.88	0.066585	3.9555	6.2409	-6.4776	0
2.89	0.066554	3.9555	6.2409	-6.4776	0
2.9	0.066529	3.9555	6.2409	-6.3687	0
2.91	0.066508	3.9555	6.2409	-6.3687	0
2.92	0.066491	3.9555	6.2409	-6.3687	0
2.93	0.066477	3.9555	6.2409	-6.3687	0
2.94	0.066466	3.9555	6.2409	-6.3687	0
2.95	0.066456	3.9555	6.2409	-6.3687	0
2.96	0.066449	3.9555	6.2409	-6.2598	0
2.97	0.066443	3.9555	6.2409	-6.2598	0
2.98	0.066438	3.9555	6.2409	-6.2598	0
2.99	0.066434	3.9555	6.2409	-6.2598	0
3	0.06643	3.9555	6.2409	-6.1509	0
3.01	0.066428	3.9555	6.2409	-6.1509	0
3.02	0.066425	3.9555	6.2409	-6.1509	0
3.03	0.07787	3.9555	6.153	-6.1509	0
3.04	0.069739	3.9555	6.153	-6.1509	0
3.05	0.067074	3.9555	6.153	-6.042	0
3.06	0.066201	3.9555	6.153	-6.042	0
3.07	0.065914	3.9555	6.153	-6.042	0
3.08	0.065819	3.9555	6.153	-6.042	0
3.09	0.065788	3.9555	6.153	-6.042	0
3.1	0.065778	3.9555	6.153	-5.9331	0
3.11	0.065774	3.9555	6.153	-5.9331	0
3.12	0.065773	3.9555	6.153	-5.9331	0
3.13	0.065772	3.9555	6.153	-5.9331	0
3.14	0.072866	3.9555	6.0651	-5.8242	0
3.15	0.074801	3.9555	6.0651	-5.8242	0
3.16	0.040507	3.9555	6.153	-5.8242	0
3.17	0.055343	3.9375	6.0651	-5.8242	0
3.18	0.054341	3.9269	6.0651	-5.7153	0
3.19	0.055376	3.9206	6.0651	-5.7153	0
3.2	0.05683	3.9169	6.0651	-5.7153	0
3.21	0.058216	3.9147	6.0651	-5.7153	0
3.22	0.059415	3.9134	6.0651	-5.6064	0
3.23	0.060414	3.9127	6.0651	-5.6064	0
3.24	0.061237	3.9122	6.0651	-5.6064	0
3.25	0.061911	3.9119	6.0651	-5.4975	0
3.26	0.062461	3.9118	6.0651	-5.4975	0
3.27	0.062911	3.9117	6.0651	-5.4975	0
3.28	0.063277	3.9116	6.0651	-5.4975	0
3.29	0.063576	3.9116	6.0651	-5.3886	0
3.3	0.06382	3.9116	6.0651	-5.3886	0
3.31	0.064019	3.9116	6.0651	-5.3886	0
3.32	0.04752	3.8996	6.0651	-5.2797	0
3.33	0.050648	3.8865	6.0651	-5.2797	0
3.34	0.053214	3.8788	6.0651	-5.2797	0
3.35	0.048222	3.8742	6.153	-5.2797	0
3.36	0.062237	3.8715	6.0651	-5.1708	0
3.37	0.055836	3.8699	6.153	-5.1708	0
3.38	0.056381	3.869	6.153	-5.1708	0
3.39	0.059906	3.8684	6.153	-5.0619	0
3.4	0.061519	3.8681	6.153	-5.0619	0
3.41	0.06242	3.8679	6.153	-5.0619	0
3.42	0.044258	3.8678	6.153	-5.0619	0
3.43	0.048073	3.8497	6.153	-4.953	0
3.44	0.05119	3.839	6.153	-4.953	0
3.45	0.053739	3.8327	6.153	-4.953	0
3.46	0.055824	3.829	6.153	-4.8441	0
3.47	0.057527	3.8268	6.153	-4.8441	0
3.48	0.058919	3.8255	6.153	-4.8441	0
3.49	0.060055	3.8248	6.153	-4.7352	0
3.5	0.060982	3.8243	6.153	-4.7352	0
3.51	0.061738	3.824	6.153	-4.7352	0
3.52	0.062355	3.8239	6.153	-4.6263	0
3.53	0.044825	3.8194	6.153	-4.6263	0
3.54	0.048476	3.8031	6.153	-4.6263	0
3.55	0.051472	3.7935	6.153	-4.5174	0
3.56	0.053927	3.7879	6.153	-4.5174	0
3.57	0.055934	3.7845	6.153	-4.5174	0
3.58	0.057576	3.7825	6.153	-4.4085	0
3.59	0.058916	3.7814	6.153	-4.4085	0
3.6	0.06001	3.7807	6.153	-4.4085	0
3.61	0.060903	3.7803	6.153	-4.2996	0
3.62	0.045618	3.7649	6.153	-4.2996	0
3.63	0.049093	3.753	6.153	-4.2996	0
3.64	0.05194	3.7459	6.153	-4.1907	0
3.65	0.05427	3.7418	6.153	-4.1907	0
3.66	0.056175	3.7393	6.153	-4.1907	0
3.67	0.057731	3.7378	6.153	-4.0818	0
3.68	0.059001	3.737	6.153	-4.0818	0
3.69	0.060038	3.7365	6.153	-4.0818	0
3.7	0.060884	3.7362	6.153	-3.9729	0
3.71	0.044913	3.7241	6.153	-3.9729	0
3.72	0.048472	3.7109	6.153	-3.9729	0
3.73	0.051389	3.7031	6.153	-3.864	0
3.74	0.053777	3.6984	6.153	-3.864	0
3.75	0.061276	3.6957	6.0651	-3.864	0
3.76	0.058709	3.6941	6.0651	-3.7551	0
3.77	0.058648	3.6932	6.0651	-3.7551	0
3.78	0.040502	3.6926	6.0651	-3.7551	0
3.79	0.044594	3.6743	6.0651	-3.6462	0
3.8	0.048022	3.6635	6.0651	-3.6462	0
3.81	0.050854	3.6571	6.0651	-3.6462	0
3.82	0.053178	3.6533	6.0651	-3.5373	0
3.83	0.05508	3.6511	6.0651	-3.5373	0
3.84	0.056634	3.6497	6.0651	-3.5373	0
3.85	0.06935	3.649	5.9772	-3.4284	0
3.86	0.044223	3.6441	5.9772	-3.4284	0
3.87	0.045645	3.6276	5.9772	-3.4284	0
3.88	0.048123	3.6179	5.9772	-3.3195	0
3.89	0.05058	3.6122	5.9772	-3.3195	0
3.9	0.052731	3.6088	5.9772	-3.3195	0
3.91	0.054533	3.6068	5.9772	-3.2106	0
3.92	0.056021	3.6056	5.9772	-3.2106	0
3.93	0.040579	3.593	5.9772	-3.2106	0
3.94	0.044571	3.5795	5.9772	-3.1017	0
3.95	0.056871	3.5715	5.8893	-3.1017	0
3.96	0.053045	3.5668	5.8893	-3.1017	0
3.97	0.053103	3.564	5.8893	-2.9928	0
3.98	0.054192	3.5623	5.8893	-2.9928	0
3.99	0.055423	3.5614	5.8893	-2.9928	0
4	0.037778	3.5608	5.8893	-2.8839	0
4.01	0.042095	3.5424	5.8893	-2.8839	0
4.02	0.045649	3.5316	5.8893	-2.8839	0
4.03	0.048563	3.5252	5.8893	-2.775	0
4.04	0.050949	3.5214	5.8893	-2.775	0
4.05	0.049416	3.5192	5.8893	-2.775	0
4.06	0.060443	3.5179	5.8014	-2.6661	0
4.07	0.040646	3.5052	5.8014	-2.6661	0
4.08	0.04325	3.4916	5.8014	-2.6661	0
4.09	0.046098	3.4836	5.8014	-2.5572	0
4.1	0.048661	3.4789	5.8014	-2.5572	0
4.11	0.050833	3.4761	5.8014	-2.5572	0
4.12	0.052632	3.4744	5.8014	-2.4483	0
4.13	0.05411	3.4735	5.8014	-2.4483	0
4.14	0.037284	3.4685	5.8014	-2.4483	0
4.15	0.041511	3.4519	5.8014	-2.3394	0
4.16	0.044978	3.4422	5.8014	-2.3394	0
4.17	0.047816	3.4364	5.8014	-2.3394	0
4.18	0.050137	3.433	5.8014	-2.2305	0
4.19	0.052034	3.431	5.8014	-2.2305	0
4.2	0.053582	3.4298	5.8014	-2.2305	0
4.21	0.038185	3.4172	5.8014	-2.2305	0
4.22	0.042213	3.4037	5.8014	-2.1216	0
4.23	0.039967	3.3957	5.8893	-2.1216	0
4.24	0.046829	3.391	5.8893	-2.1216	0
4.25	0.0504	3.3882	5.8893	-2.0127	0
4.26	0.05265	3.3865	5.8893	-2.0127	0
4.27	0.035507	3.3856	5.8893	-2.0127	0
4.28	0.040127	3.367	5.8893	-1.9038	0
4.29	0.043891	3.356	5.8893	-1.9038	0
4.3	0.046966	3.3495	5.8893	-1.9038	0
4.31	0.049479	3.3457	5.8893	-1.9038	0
4.32	0.051531	3.3435	5.8893	-1.7949	0
4.33	0.035172	3.3377	5.8893	-1.7949	0
4.34	0.039781	3.3207	5.8893	-1.7949	0
4.35	0.043559	3.3107	5.8893	-1.7949	0
4.36	0.046651	3.3048	5.8893	-1.686	0
4.37	0.049179	3.3013	5.8893	-1.686	0
4.38	0.051244	3.2992	5.8893	-1.686	0
4.39	0.05293	3.298	5.8893	-1.5771	0
4.4	0.054307	3.2973	5.8893	-1.5771	0
4.41	0.039416	3.2817	5.8893	-1.5771	0
4.42	0.043213	3.2697	5.8893	-1.5771	0
4.43	0.046323	3.2626	5.8893	-1.5771	0
4.44	0.048867	3.2584	5.8893	-1.4682	0
4.45	0.050946	3.2559	5.8893	-1.4682	0
4.46	0.052645	3.2544	5.8893	-1.4682	0
4.47	0.038017	3.2384	5.8893	-1.3593	0
4.48	0.042029	3.2261	5.8893	-1.3593	0
4.49	0.045315	3.2188	5.8893	-1.3593	0
4.5	0.048003	3.2145	5.8893	-1.3593	0
4.51	0.050199	3.212	5.8893	-1.2504	0
4.52	0.051993	3.2105	5.8893	-1.2504	0
4.53	0.037444	3.1945	5.8893	-1.2504	0
4.54	0.041519	3.1822	5.8893	-1.2504	0
4.55	0.044857	3.1749	5.8893	-1.1415	0
4.56	0.047587	3.1706	5.8893	-1.1415	0
4.57	0.049818	3.1681	5.8893	-1.1415	0
4.58	0.05164	3.1666	5.8893	-1.1415	0
4.59	0.037113	3.1506	5.8893	-1.0326	0
4.6	0.041207	3.1382	5.8893	-1.0326	0
4.61	0.04456	3.1309	5.8893	-1.0326	0
4.62	0.047302	3.1266	5.8893	-1.0326	0
4.63	0.049544	3.1241	5.8893	-0.9237	0
4.64	0.051374	3.1226	5.8893	-0.9237	0
4.65	0.035534	3.1134	5.8893	-0.9237	0
4.66	0.039869	3.0983	5.8893	-0.9237	0
4.67	0.04773	3.0894	5.8014	-0.9237	0
4.68	0.047308	3.0841	5.8014	-0.8148	0
4.69	0.048593	3.081	5.8014	-0.8148	0
4.7	0.050177	3.0791	5.8014	-0.8148	0
4.71	0.034984	3.0662	5.8014	-0.8148	0
4.72	0.039236	3.0524	5.8014	-0.7059	0
4.73	0.042737	3.0443	5.8014	-0.7059	0
4.74	0.045608	3.0395	5.8014	-0.7059	0
4.75	0.047957	3.0366	5.8014	-0.7059	0
4.76	0.041244	3.0306	5.8014	-0.597	0.0094028
4.77	0.055454	3.0134	5.8014	-0.597	0.018806
4.78	0.068797	3.0032	5.8014	-0.597	0.028208
4.79	0.081425	2.9972	5.8014	-0.597	0.037611
4.8	0.093464	2.9937	5.8014	-0.597	0.047014
4.81	0.10502	2.9916	5.8014	-0.4881	0.056417
4.82	0.098847	2.982	5.8014	-0.4881	0.065819
4.83	0.1128	2.9667	5.8014	-0.4881	0.075222
4.84	0.12593	2.9577	5.8014	-0.4881	0.084625
4.85	0.12936	2.9523	5.8893	-0.4881	0.094028
4.86	0.15331	2.9492	5.8014	-0.3792	0.10343
4.87	0.15841	2.9473	5.8893	-0.3792	0.11283
4.88	0.15548	2.9343	5.8893	-0.3792	0.12224
4.89	0.17011	2.9206	5.8893	-0.3792	0.13164
4.9	0.18336	2.9124	5.8893	-0.3792	0.14104
4.91	0.19577	2.9076	5.8893	-0.2703	0.15044
4.92	0.20759	2.9048	5.8893	-0.2703	0.15985
4.93	0.19382	2.8987	5.9772	-0.2703	0.16925
4.94	0.21326	2.8815	5.9772	-0.2703	0.17865
4.95	0.22833	2.8714	5.9772	-0.2703	0.18806
4.96	0.23251	2.8654	6.0651	-0.2703	0.19746
4.97	0.25124	2.8619	6.0651	-0.1614	0.20686
4.98	0.25946	2.8598	6.153	-0.1614	0.21626
4.99	0.25884	2.8466	6.153	-0.1614	0.22567
5	0.26719	2.8328	6.2409	-0.1614	0.23507
5.01	0.26712	2.8246	6.3288	-0.1614	0.22806
5.02	0.27807	2.8198	6.3288	-0.0525	0.22106
5.03	0.26709	2.8169	6.5046	-0.0525	0.21405
5.04	0.2637	2.8069	6.5046	-0.0525	0.20705
5.05	0.26778	2.7913	6.5925	-0.0525	0.20004
5.06	0.2716	2.7821	6.6804	-0.0525	0.19304
5.07	0.26348	2.7767	6.8562	-0.0525	0.18603
5.08	0.26969	2.7735	6.9441	-0.0525	0.17903
5.09	0.25715	2.7565	7.032	-0.0525	0.17202
5.1	0.26585	2.7435	7.1199	0.0564	0.16502
5.11	0.26333	2.7359	7.2957	0.0564	0.15801
5.12	0.2613	2.7314	7.4715	0.0564	0.15101
5.13	0.27264	2.7287	7.5594	0.0564	0.144
5.14	0.25243	2.7153	7.7352	0.0564	0.137
5.15	0.25308	2.7012	7.911	0.0564	0.12999
5.16	0.25425	2.6929	8.0868	0.0564	0.12299
5.17	0.26856	2.688	8.1747	0.1653	0.11598
5.18	0.25591	2.6732	8.3505	0.1653	0.10898
5.19	0.25889	2.6584	8.5263	0.1653	0.10197
5.2	0.26421	2.6496	8.7021	0.1653	0.094968
5.21	0.26858	2.6445	8.8779	0.1653	0.087963
5.22	0.25688	2.6331	9.0537	0.1653	0.080958
5.23	0.25236	2.6167	9.3174	0.2742	0.073953
5.24	0.25886	2.607	9.4932	0.2742	0.066948
5.25	0.2653	2.6013	9.669	0.2742	0.059943
5.26	0.25972	2.5828	9.8448	0.2742	0.078489
5.27	0.27044	2.569	10.021	0.2742	0.097035
