t	u	lambda	p	e
12.25	-0.5236	-226.61	-22.063	-1.4682
12.26	-0.5236	-226.91	-22.063	-1.4682
12.27	-0.5236	-227.2	-22.151	-1.4682
12.28	-0.5236	-227.49	-22.151	-1.4682
12.29	-0.5236	-227.77	-22.151	-1.5771
12.3	-0.5236	-228.06	-22.239	-1.5771
12.31	-0.5236	-228.34	-22.327	-1.5771
12.32	-0.5236	-228.62	-22.327	-1.686
12.33	-0.5236	-228.9	-22.327	-1.686
12.34	-0.5236	-229.18	-22.415	-1.686
12.35	-0.5236	-229.45	-22.415	-1.686
12.36	-0.5236	-229.73	-22.502	-1.686
12.37	-0.5236	-229.99	-22.502	-1.7949
12.38	-0.5236	-230.26	-22.502	-1.7949
12.39	-0.5236	-230.53	-22.59	-1.7949
12.4	-0.5236	-230.79	-22.59	-1.7949
12.41	-0.5236	-231.04	-22.59	-1.9038
12.42	-0.5236	-231.3	-22.678	-1.9038
12.43	-0.5236	-231.56	-22.678	-1.9038
12.44	-0.5236	-231.81	-22.766	-1.9038
12.45	-0.5236	-232.06	-22.766	-1.9038
12.46	-0.5236	-232.31	-22.766	-2.0127
12.47	-0.5236	-232.55	-22.854	-2.0127
12.48	-0.5236	-232.8	-22.854	-2.0127
12.49	-0.5236	-233.04	-22.854	-2.0127
12.5	-0.5236	-233.27	-22.942	-2.0127
12.51	-0.5236	-233.51	-22.942	-2.1216
12.52	-0.5236	-233.75	-23.03	-2.1216
12.53	-0.5236	-233.98	-23.03	-2.1216
12.54	-0.5236	-234.2	-23.03	-2.1216
12.55	-0.5236	-234.42	-23.03	-2.2305
12.56	-0.5236	-234.65	-23.118	-2.2305
12.57	-0.5236	-234.87	-23.118	-2.2305
12.58	-0.5236	-235.09	-23.118	-2.2305
12.59	-0.5236	-235.31	-23.118	-2.2305
12.6	-0.5236	-235.53	-23.206	-2.2305
12.61	-0.5236	-235.74	-23.206	-2.2305
12.62	-0.5236	-235.95	-23.206	-2.3394
12.63	-0.5236	-236.16	-23.294	-2.3394
12.64	-0.5236	-236.37	-23.294	-2.3394
12.65	-0.5236	-236.57	-23.294	-2.3394
12.66	-0.5236	-236.77	-23.294	-2.4483
12.67	-0.5236	-236.97	-23.294	-2.4483
12.68	-0.5236	-237.17	-23.381	-2.4483
12.69	-0.5236	-237.36	-23.381	-2.4483
12.7	-0.5236	-237.55	-23.381	-2.4483
12.71	-0.5236	-237.74	-23.381	-2.4483
12.72	-0.5236	-237.93	-23.381	-2.4483
12.73	-0.5236	-238.11	-23.381	-2.5572
12.74	-0.5236	-238.29	-23.469	-2.5572
12.75	-0.5236	-238.47	-23.469	-2.5572
12.76	-0.5236	-238.65	-23.469	-2.5572
12.77	-0.5236	-238.82	-23.469	-2.5572
12.78	-0.5236	-238.99	-23.557	-2.5572
12.79	-0.5236	-239.17	-23.557	-2.6661
12.8	-0.5236	-239.34	-23.557	-2.6661
12.81	-0.5236	-239.51	-23.557	-2.6661
12.82	-0.5236	-239.67	-23.557	-2.6661
12.83	-0.5236	-239.83	-23.645	-2.6661
12.84	-0.5236	-239.99	-23.645	-2.6661
12.85	-0.5236	-240.15	-23.645	-2.6661
12.86	-0.5236	-240.3	-23.645	-2.6661
12.87	-0.5236	-240.46	-23.645	-2.775
12.88	-0.5236	-240.61	-23.645	-2.775
12.89	-0.5236	-240.75	-23.645	-2.775
12.9	-0.5236	-240.9	-23.645	-2.775
12.91	-0.5236	-241.05	-23.733	-2.775
12.92	-0.5236	-241.19	-23.733	-2.775
12.93	-0.5236	-241.33	-23.733	-2.775
12.94	-0.5236	-241.47	-23.733	-2.775
12.95	-0.5236	-241.6	-23.733	-2.775
12.96	-0.5236	-241.73	-23.733	-2.775
12.97	-0.5236	-241.86	-23.733	-2.775
12.98	-0.5236	-241.99	-23.733	-2.775
12.99	-0.5236	-242.11	-23.733	-2.775
13	-0.5236	-242.24	-23.733	-2.8839
13.01	-0.5236	-242.36	-23.733	-2.8839
13.02	-0.5236	-242.48	-23.733	-2.8839
13.03	-0.5236	-242.6	-23.733	-2.8839
13.04	-0.5236	-242.71	-23.821	-2.8839
13.05	-0.5236	-242.83	-23.821	-2.8839
13.06	-0.5236	-242.93	-23.821	-2.8839
13.07	-0.5236	-243.04	-23.821	-2.8839
13.08	-0.5236	-243.15	-23.821	-2.8839
13.09	-0.5236	-243.25	-23.821	-2.8839
13.1	-0.5236	-243.36	-23.821	-2.8839
13.11	-0.5236	-243.46	-23.821	-2.8839
13.12	-0.5236	-243.56	-23.821	-2.8839
13.13	-0.5236	-243.65	-23.821	-2.8839
13.14	-0.5236	-243.74	-23.821	-2.8839
13.15	-0.5236	-243.83	-23.909	-2.8839
13.16	-0.5236	-243.92	-23.821	-2.8839
13.17	-0.5236	-244.01	-23.821	-2.8839
13.18	-0.5236	-244.09	-23.821	-2.8839
13.19	-0.5236	-244.17	-23.909	-2.8839
13.2	-0.5236	-244.25	-23.909	-2.8839
13.21	-0.5236	-244.33	-23.909	-2.8839
13.22	-0.5236	-244.4	-23.909	-2.8839
13.23	-0.5236	-244.48	-23.909	-2.8839
13.24	-0.5236	-244.55	-23.909	-2.8839
13.25	-0.5236	-244.62	-23.909	-2.8839
13.26	-0.5236	-244.68	-23.909	-2.8839
13.27	-0.5236	-244.75	-23.909	-2.8839
13.28	-0.5236	-244.81	-23.909	-2.8839
13.29	-0.5236	-244.87	-23.909	-2.8839
13.3	-0.5236	-244.93	-23.909	-2.8839
13.31	-0.5236	-244.98	-23.909	-2.8839
13.32	-0.5236	-245.04	-23.909	-2.8839
13.33	-0.5236	-245.09	-23.909	-2.8839
13.34	-0.5236	-245.14	-23.909	-2.8839
13.35	-0.5236	-245.18	-23.909	-2.8839
13.36	-0.5236	-245.23	-23.909	-2.8839
13.37	-0.5236	-245.28	-23.909	-2.8839
13.38	-0.5236	-245.32	-23.909	-2.8839
13.39	-0.5236	-245.35	-23.909	-2.8839
13.4	-0.5236	-245.39	-23.909	-2.8839
13.41	-0.5236	-245.42	-23.909	-2.8839
13.42	-0.5236	-245.46	-23.909	-2.8839
13.43	-0.5236	-245.49	-23.909	-2.8839
13.44	-0.5236	-245.51	-23.909	-2.8839
13.45	-0.5236	-245.54	-23.909	-2.8839
13.46	-0.5236	-245.56	-23.909	-2.8839
13.47	-0.5236	-245.59	-23.909	-2.8839
13.48	-0.5236	-245.61	-23.909	-2.8839
13.49	-0.5236	-245.62	-23.909	-2.8839
13.5	-0.5236	-245.63	-23.909	-2.8839
13.51	-0.5236	-245.65	-23.909	-2.8839
13.52	-0.5236	-245.66	-23.909	-2.8839
13.53	-0.5236	-245.67	-23.909	-2.8839
13.54	-0.5236	-245.67	-23.909	-2.8839
13.55	-0.5236	-245.68	-23.997	-2.8839
13.56	-0.5236	-245.68	-23.997	-2.8839
13.57	-0.5236	-245.68	-23.997	-2.8839
13.58	-0.5236	-245.68	-23.997	-2.8839
13.59	-0.5236	-245.68	-23.997	-2.8839
13.6	-0.5236	-245.68	-23.997	-2.8839
13.61	-0.5236	-245.67	-23.997	-2.8839
13.62	-0.5236	-245.65	-23.997	-2.8839
13.63	-0.5236	-245.65	-23.997	-2.8839
13.64	-0.5236	-245.62	-23.997	-2.8839
13.65	-0.5236	-245.61	-23.997	-2.775
13.66	-0.5236	-245.59	-23.997	-2.775
13.67	-0.5236	-245.57	-23.997	-2.775
13.68	-0.5236	-245.55	-23.997	-2.775
13.69	-0.5236	-245.52	-24.085	-2.775
13.7	-0.5236	-245.5	-24.085	-2.775
13.71	-0.5236	-245.47	-24.085	-2.775
13.72	-0.5236	-245.44	-24.085	-2.775
13.73	-0.5236	-245.41	-24.085	-2.775
13.74	-0.5236	-245.37	-24.085	-2.775
13.75	-0.5236	-245.33	-24.085	-2.775
13.76	-0.5236	-245.29	-24.085	-2.775
13.77	-0.5236	-245.25	-24.085	-2.775
13.78	-0.5236	-245.21	-24.085	-2.775
13.79	-0.5236	-245.16	-24.085	-2.775
13.8	-0.5236	-245.12	-24.085	-2.775
13.81	-0.5236	-245.07	-24.085	-2.775
13.82	-0.5236	-245.01	-24.085	-2.775
13.83	-0.5236	-244.96	-24.085	-2.775
13.84	-0.5236	-244.91	-24.085	-2.775
13.85	-0.5236	-244.85	-24.085	-2.775
13.86	-0.5236	-244.79	-24.085	-2.775
13.87	-0.5236	-244.73	-24.085	-2.775
13.88	-0.5236	-244.67	-24.085	-2.6661
13.89	-0.5236	-244.6	-24.085	-2.6661
13.9	-0.5236	-244.53	-24.085	-2.6661
13.91	-0.5236	-244.46	-24.085	-2.6661
13.92	-0.5236	-244.39	-24.085	-2.6661
13.93	-0.5236	-244.32	-24.085	-2.6661
13.94	-0.5236	-244.24	-24.173	-2.6661
13.95	-0.5236	-244.16	-24.173	-2.6661
13.96	-0.5236	-244.09	-24.173	-2.6661
13.97	-0.5236	-244.01	-24.173	-2.6661
13.98	-0.5236	-243.92	-24.173	-2.6661
13.99	-0.5236	-243.83	-24.173	-2.6661
14	-0.5236	-243.75	-24.173	-2.6661
14.01	-0.5236	-243.65	-24.173	-2.6661
14.02	-0.5236	-243.56	-24.173	-2.6661
14.03	-0.5236	-243.47	-24.173	-2.6661
14.04	-0.5236	-243.38	-24.173	-2.6661
14.05	-0.5236	-243.28	-24.173	-2.6661
14.06	-0.5236	-243.18	-24.173	-2.6661
14.07	-0.5236	-243.07	-24.173	-2.6661
14.08	-0.5236	-242.97	-24.173	-2.6661
14.09	-0.5236	-242.86	-24.173	-2.6661
14.1	-0.5236	-242.75	-24.173	-2.6661
14.11	-0.5236	-242.64	-24.173	-2.6661
14.12	-0.5236	-242.53	-24.173	-2.6661
14.13	-0.5236	-242.42	-24.173	-2.6661
14.14	-0.5236	-242.3	-24.26	-2.6661
14.15	-0.5236	-242.18	-24.26	-2.6661
14.16	-0.5236	-242.06	-24.26	-2.6661
14.17	-0.5236	-241.94	-24.26	-2.6661
14.18	-0.5236	-241.81	-24.26	-2.6661
14.19	-0.5236	-241.69	-24.26	-2.6661
14.2	-0.5236	-241.56	-24.26	-2.6661
14.21	-0.5236	-241.43	-24.26	-2.6661
14.22	-0.5236	-241.29	-24.26	-2.5572
14.23	-0.5236	-241.15	-24.26	-2.5572
14.24	-0.5236	-241.01	-24.26	-2.5572
14.25	-0.5236	-240.88	-24.26	-2.5572
14.26	-0.5236	-240.74	-24.26	-2.5572
14.27	-0.5236	-240.59	-24.26	-2.5572
14.28	-0.5236	-240.45	-24.26	-2.5572
14.29	-0.5236	-240.3	-24.26	-2.5572
14.3	-0.5236	-240.15	-24.26	-2.5572
14.31	-0.5236	-240	-24.26	-2.5572
14.32	-0.5236	-239.84	-24.26	-2.5572
14.33	-0.5236	-239.69	-24.26	-2.5572
14.34	-0.5236	-239.53	-24.26	-2.5572
14.35	-0.5236	-239.37	-24.26	-2.5572
14.36	-0.5236	-239.21	-24.26	-2.5572
14.37	-0.5236	-239.04	-24.26	-2.5572
14.38	-0.5236	-238.88	-24.26	-2.5572
14.39	-0.5236	-238.71	-24.26	-2.4483
14.4	-0.5236	-238.54	-24.26	-2.4483
14.41	-0.5236	-238.37	-24.26	-2.4483
14.42	-0.5236	-238.19	-24.26	-2.4483
14.43	-0.5236	-238.01	-24.26	-2.4483
14.44	-0.5236	-237.84	-24.26	-2.4483
14.45	-0.5236	-237.66	-24.26	-2.4483
14.46	-0.5236	-237.48	-24.26	-2.4483
14.47	-0.5236	-237.3	-24.26	-2.4483
14.48	-0.5236	-237.11	-24.26	-2.4483
14.49	-0.5236	-236.93	-24.26	-2.4483
14.5	-0.5236	-236.73	-24.26	-2.4483
14.51	-0.5236	-236.54	-24.26	-2.4483
14.52	-0.5236	-236.35	-24.26	-2.3394
14.53	-0.5236	-236.15	-24.26	-2.3394
14.54	-0.5236	-235.95	-24.26	-2.3394
14.55	-0.5236	-235.76	-24.26	-2.3394
14.56	-0.5236	-235.55	-24.26	-2.3394
14.57	-0.5236	-235.35	-24.26	-2.3394
14.58	-0.5236	-235.15	-24.26	-2.3394
14.59	-0.5236	-234.94	-24.26	-2.3394
14.6	-0.5236	-234.73	-24.173	-2.3394
14.61	-0.5236	-234.51	-24.173	-2.3394
14.62	-0.5236	-234.3	-24.173	-2.3394
14.63	-0.5236	-234.09	-24.173	-2.2305
14.64	-0.5236	-233.88	-24.173	-2.2305
14.65	-0.5236	-233.65	-24.173	-2.2305
14.66	-0.5236	-233.43	-24.173	-2.2305
14.67	-0.5236	-233.21	-24.173	-2.2305
14.68	-0.5236	-232.98	-24.085	-2.2305
14.69	-0.5236	-232.76	-24.085	-2.2305
14.7	-0.5236	-232.54	-24.085	-2.2305
14.71	-0.5236	-232.32	-24.085	-2.2305
14.72	-0.5236	-232.08	-24.085	-2.1216
14.73	-0.5236	-231.85	-24.085	-2.1216
14.74	-0.5236	-231.61	-24.085	-2.1216
14.75	-0.5236	-231.38	-23.997	-2.1216
14.76	-0.52358	-231.14	-23.997	-2.1216
14.77	-0.52357	-230.9	-23.997	-2.1216
14.78	-0.52356	-230.66	-23.997	-2.1216
14.79	-0.52354	-230.41	-23.997	-2.1216
14.8	-0.52353	-230.16	-23.997	-2.1216
14.81	-0.52352	-229.91	-23.909	-2.0127
14.82	-0.5235	-229.66	-23.909	-2.0127
14.83	-0.52349	-229.41	-23.909	-2.0127
14.84	-0.52348	-229.16	-23.909	-2.0127
14.85	-0.52346	-228.9	-23.909	-2.0127
14.86	-0.52345	-228.65	-23.909	-2.0127
14.87	-0.52343	-228.39	-23.909	-2.0127
14.88	-0.52342	-228.14	-23.821	-2.0127
14.89	-0.52341	-227.87	-23.821	-2.0127
14.9	-0.52339	-227.61	-23.821	-1.9038
14.91	-0.52338	-227.34	-23.821	-1.9038
14.92	-0.52337	-227.08	-23.821	-1.9038
14.93	-0.52335	-226.81	-23.821	-1.9038
14.94	-0.52334	-226.54	-23.821	-1.9038
14.95	-0.52333	-226.27	-23.821	-1.9038
14.96	-0.52331	-225.99	-23.733	-1.9038
14.97	-0.5233	-225.71	-23.733	-1.9038
14.98	-0.52329	-225.43	-23.733	-1.7949
14.99	-0.52327	-225.16	-23.733	-1.7949
15	-0.52326	-224.87	-23.733	-1.7949
15.01	-0.52109	-224.59	-23.733	-1.7949
15.02	-0.51893	-224.3	-23.733	-1.7949
15.03	-0.51676	-224.02	-23.733	-1.7949
15.04	-0.51459	-223.74	-23.733	-1.7949
15.05	-0.51243	-223.44	-23.733	-1.7949
15.06	-0.51026	-223.15	-23.733	-1.686
15.07	-0.5081	-222.86	-23.733	-1.686
15.08	-0.50593	-222.56	-23.645	-1.686
15.09	-0.50376	-222.26	-23.645	-1.686
15.1	-0.5016	-221.97	-23.645	-1.686
15.11	-0.49943	-221.67	-23.645	-1.686
15.12	-0.49726	-221.36	-23.645	-1.686
15.13	-0.4951	-221.06	-23.645	-1.5771
15.14	-0.49293	-220.76	-23.645	-1.5771
15.15	-0.49077	-220.45	-23.645	-1.5771
15.16	-0.4886	-220.14	-23.645	-1.5771
15.17	-0.48643	-219.83	-23.645	-1.5771
15.18	-0.48427	-219.52	-23.557	-1.5771
15.19	-0.4821	-219.21	-23.557	-1.5771
15.2	-0.47994	-218.89	-23.557	-1.5771
15.21	-0.47777	-218.57	-23.557	-1.4682
15.22	-0.4756	-218.25	-23.557	-1.4682
15.23	-0.47344	-217.93	-23.557	-1.4682
15.24	-0.47127	-217.61	-23.557	-1.4682
15.25	-0.46911	-217.29	-23.469	-1.4682
15.26	-0.46724	-216.96	-23.469	-1.4682
15.27	-0.46538	-216.64	-23.469	-1.4682
15.28	-0.46352	-216.31	-23.381	-1.4682
15.29	-0.46166	-215.98	-23.381	-1.3593
15.3	-0.4598	-215.65	-23.381	-1.3593
15.31	-0.45794	-215.32	-23.294	-1.3593
15.32	-0.45608	-214.98	-23.294	-1.3593
15.33	-0.45422	-214.65	-23.294	-1.3593
15.34	-0.45235	-214.31	-23.294	-1.3593
15.35	-0.45049	-213.98	-23.206	-1.3593
15.36	-0.44863	-213.63	-23.118	-1.2504
15.37	-0.44677	-213.29	-23.118	-1.2504
15.38	-0.44491	-212.95	-23.118	-1.2504
15.39	-0.44305	-212.6	-23.03	-1.2504
15.4	-0.44119	-212.26	-22.942	-1.2504
15.41	-0.43933	-211.91	-22.942	-1.2504
15.42	-0.43747	-211.56	-22.942	-1.2504
15.43	-0.4356	-211.21	-22.854	-1.2504
15.44	-0.43374	-210.86	-22.766	-1.1415
15.45	-0.43188	-210.51	-22.766	-1.1415
15.46	-0.43002	-210.15	-22.678	-1.1415
15.47	-0.42816	-209.79	-22.59	-1.1415
15.48	-0.4263	-209.44	-22.502	-1.1415
15.49	-0.42444	-209.08	-22.502	-1.1415
15.5	-0.42258	-208.71	-22.415	-1.1415
15.51	-0.41849	-208.35	-22.327	-1.0326
15.52	-0.41441	-207.98	-22.327	-1.0326
15.53	-0.41033	-207.62	-22.239	-1.0326
15.54	-0.40625	-207.25	-22.151	-1.0326
15.55	-0.40216	-206.88	-22.063	-1.0326
15.56	-0.39808	-206.51	-21.975	-1.0326
15.57	-0.394	-206.14	-21.887	-1.0326
15.58	-0.38991	-205.77	-21.799	-0.9237
15.59	-0.38583	-205.39	-21.711	-0.9237
15.6	-0.38175	-205.02	-21.711	-0.9237
15.61	-0.37767	-204.64	-21.623	-0.9237
15.62	-0.37358	-204.26	-21.536	-0.9237
15.63	-0.3695	-203.88	-21.448	-0.9237
15.64	-0.36542	-203.5	-21.36	-0.8148
15.65	-0.36134	-203.12	-21.272	-0.8148
15.66	-0.35725	-202.73	-21.184	-0.8148
15.67	-0.35317	-202.35	-21.096	-0.8148
15.68	-0.34909	-201.96	-21.008	-0.8148
15.69	-0.345	-201.57	-20.832	-0.8148
15.7	-0.34092	-201.18	-20.744	-0.7059
15.71	-0.33684	-200.78	-20.657	-0.7059
15.72	-0.33276	-200.39	-20.569	-0.7059
15.73	-0.32867	-200	-20.481	-0.7059
15.74	-0.32459	-199.6	-20.393	-0.7059
15.75	-0.32051	-199.21	-20.217	-0.597
15.76	-0.31459	-198.81	-20.129	-0.597
15.77	-0.30866	-198.41	-20.041	-0.597
15.78	-0.30274	-198.01	-19.953	-0.597
15.79	-0.29682	-197.61	-19.777	-0.597
15.8	-0.29089	-197.21	-19.69	-0.597
15.81	-0.28497	-196.8	-19.602	-0.4881
15.82	-0.27905	-196.4	-19.426	-0.4881
15.83	-0.27313	-195.99	-19.338	-0.4881
15.84	-0.2672	-195.58	-19.25	-0.4881
15.85	-0.26128	-195.18	-19.074	-0.3792
15.86	-0.25536	-194.76	-18.899	-0.3792
15.87	-0.24944	-194.35	-18.811	-0.3792
15.88	-0.24351	-193.94	-18.723	-0.3792
15.89	-0.23759	-193.53	-18.547	-0.2703
15.9	-0.23167	-193.12	-18.459	-0.2703
15.91	-0.22575	-192.7	-18.283	-0.2703
15.92	-0.21982	-192.28	-18.107	-0.2703
15.93	-0.2139	-191.87	-18.02	-0.2703
15.94	-0.20798	-191.45	-17.844	-0.1614
15.95	-0.20205	-191.03	-17.668	-0.1614
15.96	-0.19613	-190.61	-17.492	-0.1614
15.97	-0.19021	-190.19	-17.404	-0.1614
15.98	-0.18429	-189.76	-17.228	-0.0525
15.99	-0.17836	-189.35	-17.053	-0.0525
16	-0.17244	-188.92	-16.877	-0.0525
16.01	-0.16796	-188.49	-16.701	-0.0525
16.02	-0.16347	-188.07	-16.525	0.0564
16.03	-0.15899	-187.64	-16.437	0.0564
16.04	-0.1545	-187.21	-16.174	0.0564
16.05	-0.15002	-186.78	-15.998	0.0564
16.06	-0.14553	-186.35	-15.822	0.1653
16.07	-0.14105	-185.93	-15.646	0.1653
16.08	-0.13657	-185.5	-15.47	0.1653
16.09	-0.13208	-185.06	-15.295	0.1653
16.1	-0.1276	-184.63	-15.119	0.2742
16.11	-0.12311	-184.19	-14.855	0.2742
16.12	-0.11863	-183.75	-14.679	0.2742
16.13	-0.11414	-183.31	-14.504	0.2742
16.14	-0.10966	-182.88	-14.24	0.3831
16.15	-0.10518	-182.44	-14.064	0.3831
16.16	-0.10069	-182.01	-13.888	0.3831
16.17	-0.096207	-181.57	-13.625	0.3831
16.18	-0.091722	-181.13	-13.449	0.492
16.19	-0.087238	-180.69	-13.185	0.492
16.2	-0.082753	-180.25	-12.921	0.492
16.21	-0.078269	-179.8	-12.746	0.492
16.22	-0.073785	-179.36	-12.482	0.6009
16.23	-0.0693	-178.92	-12.218	0.6009
16.24	-0.064816	-178.48	-12.042	0.6009
16.25	-0.060332	-178.04	-11.779	0.6009
16.26	-0.058233	-177.6	-11.515	0.7098
16.27	-0.056134	-177.16	-11.339	0.7098
16.28	-0.054035	-176.72	-11.075	0.7098
16.29	-0.051936	-176.28	-10.812	0.7098
16.3	-0.049837	-175.83	-10.548	0.8187
16.31	-0.047738	-175.38	-10.284	0.8187
16.32	-0.04564	-174.93	-10.109	0.8187
16.33	-0.043541	-174.49	-9.8448	0.8187
16.34	-0.041442	-174.05	-9.5811	0.9276
16.35	-0.039343	-173.59	-9.3174	0.9276
16.36	-0.037244	-173.14	-9.0537	0.9276
16.37	-0.035145	-172.69	-8.79	0.9276
16.38	-0.033046	-172.25	-8.5263	1.0365
16.39	-0.030948	-171.8	-8.2626	1.0365
16.4	-0.028849	-171.34	-7.9989	1.0365
16.41	-0.02675	-170.89	-7.7352	1.0365
16.42	-0.024651	-170.45	-7.5594	1.1454
16.43	-0.022552	-170	-7.2078	1.1454
16.44	-0.020453	-169.54	-7.032	1.1454
16.45	-0.018354	-169.09	-6.7683	1.1454
16.46	-0.016256	-168.65	-6.5046	1.2543
16.47	-0.014157	-168.19	-6.2409	1.2543
16.48	-0.012058	-167.74	-5.9772	1.2543
16.49	-0.0099589	-167.29	-5.7135	1.2543
16.5	-0.0078601	-166.84	-5.4498	1.3632
16.51	-0.006737	-166.39	-5.274	1.3632
16.52	-0.005614	-165.93	-5.0103	1.3632
16.53	-0.0044909	-165.48	-4.7466	1.3632
16.54	-0.0033679	-165.03	-4.4829	1.4721
16.55	-0.0022449	-164.57	-4.3071	1.4721
16.56	-0.0011218	-164.12	-4.0434	1.4721
16.57	1.2328e-06	-163.67	-3.7797	1.4721
16.58	0.0011243	-163.21	-3.6039	1.4721
16.59	0.0022473	-162.76	-3.3402	1.581
16.6	0.0033704	-162.32	-3.1644	1.581
16.61	0.0044934	-161.87	-2.9007	1.581
16.62	0.0056164	-161.41	-2.7249	1.581
16.63	0.0067395	-160.96	-2.4612	1.581
16.64	0.0078625	-160.51	-2.2854	1.6899
16.65	0.0089856	-160.05	-2.1096	1.6899
16.66	0.010109	-159.6	-1.8459	1.6899
16.67	0.011232	-159.15	-1.6701	1.6899
16.68	0.012355	-158.7	-1.4943	1.6899
16.69	0.013478	-158.25	-1.2306	1.7988
16.7	0.014601	-157.8	-1.1427	1.7988
16.71	0.015724	-157.35	-0.879	1.7988
16.72	0.016847	-156.89	-0.7032	1.7988
16.73	0.01797	-156.44	-0.5274	1.7988
16.74	0.019093	-155.99	-0.3516	1.9077
16.75	0.020216	-155.54	-0.1758	1.9077
16.76	0.021485	-155.08	-0.0879	1.9077
16.77	0.022753	-154.63	0.0879	1.9077
16.78	0.024022	-154.19	0.2637	1.9077
16.79	0.02529	-153.73	0.4395	1.9077
16.8	0.026559	-153.28	0.5274	1.9077
16.81	0.027827	-152.83	0.7032	2.0166
16.82	0.029096	-152.38	0.879	2.0166
16.83	0.030364	-151.94	0.9669	2.0166
16.84	0.031633	-151.48	1.1427	2.0166
16.85	0.032901	-151.01	1.2306	2.0166
16.86	0.03417	-150.55	1.4064	2.0166
16.87	0.035438	-150.1	1.4943	2.0166
16.88	0.036707	-149.65	1.5822	2.0166
16.89	0.037975	-149.19	1.6701	2.1255
16.9	0.039244	-148.74	1.8459	2.1255
16.91	0.040512	-148.3	1.9338	2.1255
16.92	0.041781	-147.85	2.0217	2.1255
16.93	0.043049	-147.41	2.1096	2.1255
16.94	0.044318	-146.95	2.1975	2.1255
16.95	0.045586	-146.5	2.2854	2.1255
16.96	0.046855	-146.05	2.3733	2.1255
16.97	0.048123	-145.61	2.4612	2.1255
16.98	0.049392	-145.17	2.5491	2.1255
16.99	0.05066	-144.73	2.637	2.1255
17	0.051929	-144.28	2.7249	2.2344
17.01	0.053161	-143.83	2.8128	2.2344
17.02	0.054392	-143.38	2.9007	2.2344
17.03	0.055624	-142.93	2.9886	2.2344
17.04	0.056856	-142.49	2.9886	2.2344
17.05	0.058088	-142.05	3.0765	2.2344
17.06	0.05932	-141.61	3.1644	2.2344
17.07	0.060551	-141.17	3.1644	2.2344
17.08	0.061783	-140.73	3.2523	2.2344
17.09	0.063015	-140.29	3.3402	2.2344
17.1	0.064247	-139.85	3.3402	2.2344
17.11	0.065479	-139.41	3.4281	2.2344
17.12	0.06671	-138.97	3.516	2.2344
17.13	0.067942	-138.52	3.516	2.2344
17.14	0.069174	-138.08	3.6039	2.2344
17.15	0.070406	-137.63	3.6918	2.2344
17.16	0.071638	-137.19	3.6918	2.2344
17.17	0.072869	-136.76	3.7797	2.2344
17.18	0.074101	-136.31	3.7797	2.2344
17.19	0.075333	-135.87	3.8676	2.2344
17.2	0.076565	-135.44	3.8676	2.2344
17.21	0.077797	-135	3.9555	2.2344
17.22	0.079028	-134.57	3.9555	2.2344
17.23	0.08026	-134.13	4.0434	2.2344
17.24	0.081492	-133.69	4.0434	2.2344
17.25	0.082724	-133.25	4.1313	2.2344
17.26	0.083386	-132.82	4.2192	2.2344
17.27	0.084049	-132.38	4.2192	2.2344
17.28	0.084712	-131.94	4.2192	2.2344
17.29	0.085375	-131.5	4.3071	2.2344
17.3	0.086037	-131.06	4.395	2.2344
17.31	0.0867	-130.62	4.395	2.2344
17.32	0.087363	-130.2	4.4829	2.2344
17.33	0.088025	-129.77	4.4829	2.2344
17.34	0.088688	-129.34	4.5708	2.2344
17.35	0.089351	-128.9	4.5708	2.2344
17.36	0.090014	-128.46	4.6587	2.2344
17.37	0.090676	-128.02	4.6587	2.2344
17.38	0.091339	-127.6	4.7466	2.2344
17.39	0.092002	-127.17	4.7466	2.2344
17.4	0.092664	-126.74	4.8345	2.2344
17.41	0.093327	-126.31	4.8345	2.2344
17.42	0.09399	-125.87	4.9224	2.2344
17.43	0.094653	-125.45	4.9224	2.2344
17.44	0.095315	-125.02	5.0103	2.2344
17.45	0.095978	-124.59	5.0103	2.1255
17.46	0.096641	-124.16	5.0982	2.1255
17.47	0.097303	-123.74	5.0982	2.1255
17.48	0.097966	-123.31	5.1861	2.1255
17.49	0.098629	-122.89	5.274	2.1255
17.5	0.099292	-122.47	5.274	2.1255
17.51	0.099373	-122.06	5.3619	2.1255
17.52	0.099454	-121.63	5.3619	2.1255
17.53	0.099536	-121.21	5.4498	2.1255
17.54	0.099617	-120.79	5.4498	2.1255
17.55	0.099698	-120.36	5.5377	2.1255
17.56	0.099779	-119.94	5.5377	2.1255
17.57	0.099861	-119.52	5.6256	2.1255
17.58	0.099942	-119.09	5.7135	2.1255
17.59	0.10002	-118.68	5.7135	2.0166
17.6	0.1001	-118.25	5.8014	2.0166
17.61	0.10019	-117.83	5.8893	2.0166
17.62	0.10027	-117.41	5.8893	2.0166
17.63	0.10035	-116.98	5.9772	2.0166
17.64	0.10043	-116.56	5.9772	2.0166
17.65	0.10051	-116.14	6.0651	2.0166
17.66	0.10059	-115.72	6.0651	2.0166
17.67	0.10067	-115.3	6.153	2.0166
17.68	0.10076	-114.87	6.2409	2.0166
17.69	0.10084	-114.46	6.2409	2.0166
17.7	0.10092	-114.04	6.3288	2.0166
17.71	0.101	-113.62	6.3288	2.0166
17.72	0.10108	-113.21	6.4167	2.0166
17.73	0.10116	-112.79	6.5046	1.9077
17.74	0.10124	-112.37	6.5046	1.9077
