t	u	lambda	p	e	uopt
1.23	0.098082	2.4055	7.2957	-16.823	0
1.24	0.092825	2.4103	7.2957	-16.605	0
1.25	0.11338	2.4215	7.2957	-16.496	0
1.26	0.1054	2.4378	7.2957	-16.388	0
1.27	0.098861	2.4474	7.2957	-16.17	0
1.28	0.093504	2.453	7.2957	-16.061	0
1.29	0.11603	2.4564	7.2957	-15.843	0
1.3	0.10766	2.4763	7.2957	-15.734	0
1.31	0.10079	2.4881	7.2957	-15.625	0
1.32	0.095158	2.4951	7.2957	-15.407	0
1.33	0.090554	2.4992	7.2957	-15.299	0
1.34	0.086791	2.5016	7.2957	-15.081	0
1.35	0.083718	2.5031	7.2957	-14.972	0
1.36	0.10609	2.5123	7.2957	-14.863	0
1.37	0.0996	2.5274	7.2957	-14.645	0
1.38	0.094278	2.5363	7.2957	-14.536	0
1.39	0.08992	2.5415	7.2957	-14.427	0
1.4	0.086355	2.5446	7.2957	-14.21	0
1.41	0.11679	2.5509	7.2078	-14.101	0
1.42	0.10439	2.5681	7.2078	-13.992	0
1.43	0.096885	2.5783	7.2078	-13.883	0
1.44	0.091603	2.5844	7.2078	-13.665	0
1.45	0.087566	2.5879	7.2078	-13.556	0
1.46	0.084359	2.59	7.2078	-13.447	0
1.47	0.089243	2.5913	7.1199	-13.229	0
1.48	0.10762	2.5964	7.1199	-13.12	0
1.49	0.099517	2.613	7.1199	-13.012	0
1.5	0.093742	2.6228	7.1199	-12.903	0
1.51	0.10129	2.6286	7.032	-12.794	0
1.52	0.074177	2.6321	7.1199	-12.685	0
1.53	0.086564	2.6341	7.032	-12.576	0
1.54	0.081382	2.6353	7.032	-12.358	0
1.55	0.093675	2.636	6.9441	-12.249	0
1.56	0.066145	2.6364	7.032	-12.14	0
1.57	0.10723	2.641	6.9441	-12.032	0
1.58	0.097119	2.6574	6.9441	-11.923	0
1.59	0.091019	2.667	6.9441	-11.814	0
1.6	0.086736	2.6727	6.9441	-11.705	0
1.61	0.092947	2.6761	6.8562	-11.596	0
1.62	0.0836	2.6781	6.8562	-11.487	0
1.63	0.079292	2.6793	6.8562	-11.378	0
1.64	0.076863	2.68	6.8562	-11.269	0
1.65	0.087228	2.6804	6.7683	-11.16	0
1.66	0.062454	2.6806	6.8562	-11.051	0
1.67	0.10164	2.6891	6.7683	-10.942	0
1.68	0.093588	2.7038	6.7683	-10.834	0
1.69	0.088386	2.7124	6.7683	-10.725	0
1.7	0.084582	2.7175	6.7683	-10.616	0
1.71	0.091101	2.7205	6.6804	-10.507	0
1.72	0.081979	2.7223	6.6804	-10.507	0
1.73	0.077844	2.7234	6.6804	-10.398	0
1.74	0.075555	2.724	6.6804	-10.289	0
1.75	0.08917	2.7244	6.5925	-10.18	0
1.76	0.077507	2.7246	6.5925	-10.071	0
1.77	0.073177	2.7247	6.5925	-9.9624	0
1.78	0.071344	2.7248	6.5925	-9.9624	0
1.79	0.070406	2.7248	6.5925	-9.8535	0
1.8	0.096733	2.7249	6.5925	-9.7446	0
1.81	0.09152	2.7429	6.5925	-9.6357	0
1.82	0.10238	2.7535	6.5046	-9.5268	0
1.83	0.088336	2.7598	6.5046	-9.5268	0
1.84	0.082018	2.7635	6.5046	-9.4179	0
1.85	0.078544	2.7657	6.5046	-9.309	0
1.86	0.076259	2.767	6.5046	-9.309	0
1.87	0.074574	2.7677	6.5046	-9.2001	0
1.88	0.073258	2.7682	6.5046	-9.0912	0
1.89	0.072204	2.7685	6.5046	-9.0912	0
1.9	0.086478	2.7686	6.4167	-8.9823	0
1.91	0.075237	2.7687	6.4167	-8.8734	0
1.92	0.071216	2.7688	6.4167	-8.8734	0
1.93	0.069622	2.7688	6.4167	-8.7645	0
1.94	0.068875	2.7688	6.4167	-8.7645	0
1.95	0.068447	2.7688	6.4167	-8.6556	0
1.96	0.092078	2.7808	6.4167	-8.5467	0
1.97	0.08759	2.7939	6.4167	-8.5467	0
1.98	0.083909	2.8016	6.4167	-8.4378	0
1.99	0.080893	2.8062	6.4167	-8.4378	0
2	0.078425	2.8089	6.4167	-8.3289	0
2.01	0.076407	2.8105	6.4167	-8.3289	0
2.02	0.074758	2.8114	6.4167	-8.22	0
2.03	0.073412	2.812	6.4167	-8.22	0
2.04	0.072313	2.8123	6.4167	-8.1111	0
2.05	0.056288	2.8125	6.5046	-8.1111	0
2.06	0.073576	2.8126	6.4167	-8.0022	0
2.07	0.059045	2.8127	6.5046	-8.0022	0
2.08	0.075839	2.8127	6.4167	-8.0022	0
2.09	0.061767	2.8128	6.5046	-7.8933	0
2.1	0.078809	2.8128	6.4167	-7.8933	0
2.11	0.064397	2.8128	6.5046	-7.7844	0
2.12	0.067394	2.8128	6.5046	-7.7844	0
2.13	0.068271	2.8128	6.5046	-7.7844	0
2.14	0.068472	2.8128	6.5046	-7.6755	0
2.15	0.056478	2.8128	6.5925	-7.6755	0
2.16	0.07233	2.8128	6.5046	-7.5666	0
2.17	0.060148	2.8128	6.5925	-7.5666	0
2.18	0.075456	2.8128	6.5046	-7.5666	0
2.19	0.063112	2.8128	6.5925	-7.4577	0
2.2	0.06689	2.8128	6.5925	-7.4577	0
2.21	0.068108	2.8128	6.5925	-7.4577	0
2.22	0.06849	2.8128	6.5925	-7.3488	0
2.23	0.05912	2.8128	6.6804	-7.3488	0
2.24	0.075376	2.8128	6.5925	-7.3488	0
2.25	0.063364	2.8128	6.6804	-7.3488	0
2.26	0.067269	2.8128	6.6804	-7.2399	0
2.27	0.068543	2.8128	6.6804	-7.2399	0
2.28	0.068955	2.8128	6.6804	-7.2399	0
2.29	0.063219	2.8128	6.7683	-7.131	0
2.3	0.061455	2.8128	6.7683	-7.131	0
2.31	0.066998	2.8128	6.7683	-7.131	0
2.32	0.068812	2.8128	6.7683	-7.131	0
2.33	0.069405	2.8128	6.7683	-7.131	0
2.34	0.069597	2.8128	6.7683	-7.0221	0
2.35	0.057669	2.8128	6.8562	-7.0221	0
2.36	0.066125	2.8128	6.8562	-7.0221	0
2.37	0.068895	2.8128	6.8562	-7.0221	0
2.38	0.069802	2.8128	6.8562	-6.9132	0
2.39	0.062625	2.8128	6.9441	-6.9132	0
2.4	0.061998	2.8128	6.9441	-6.9132	0
2.41	0.067915	2.8128	6.9441	-6.9132	0
2.42	0.069854	2.8128	6.9441	-6.9132	0
2.43	0.070489	2.8128	6.9441	-6.9132	0
2.44	0.070697	2.8128	6.9441	-6.8043	0
2.45	0.055637	2.8128	7.032	-6.8043	0
2.46	0.066205	2.8128	7.032	-6.8043	0
2.47	0.069668	2.8128	7.032	-6.8043	0
2.48	0.070803	2.8128	7.032	-6.8043	0
2.49	0.071174	2.8128	7.032	-6.8043	0
2.5	0.059306	2.8128	7.1199	-6.6954	0
2.51	0.067782	2.8128	7.1199	-6.6954	0
2.52	0.07056	2.8128	7.1199	-6.6954	0
2.53	0.07147	2.8128	7.1199	-6.6954	0
2.54	0.071768	2.8128	7.1199	-6.6954	0
2.55	0.071866	2.8128	7.1199	-6.6954	0
2.56	0.064424	2.8128	7.2078	-6.5865	0
2.57	0.069834	2.8128	7.2078	-6.5865	0
2.58	0.071607	2.8128	7.2078	-6.5865	0
2.59	0.072188	2.8128	7.2078	-6.5865	0
2.6	0.072378	2.8128	7.2078	-6.5865	0
2.61	0.07244	2.8128	7.2078	-6.5865	0
2.62	0.03655	2.8009	7.2957	-6.5865	0
2.63	0.056737	2.7878	7.2078	-6.4776	0
2.64	0.050141	2.78	7.2957	-6.4776	0
2.65	0.057557	2.7754	7.2957	-6.4776	0
2.66	0.061401	2.7727	7.2957	-6.4776	0
2.67	0.063815	2.7712	7.2957	-6.4776	0
2.68	0.06555	2.7702	7.2957	-6.4776	0
2.69	0.066889	2.7697	7.2957	-6.4776	0
2.7	0.067956	2.7693	7.2957	-6.3687	0
2.71	0.068818	2.7691	7.2957	-6.3687	0
2.72	0.057529	2.769	7.3836	-6.3687	0
2.73	0.066536	2.7689	7.3836	-6.3687	0
2.74	0.069766	2.7689	7.3836	-6.3687	0
2.75	0.071051	2.7689	7.3836	-6.3687	0
2.76	0.071658	2.7689	7.3836	-6.3687	0
2.77	0.048086	2.757	7.3836	-6.3687	0
2.78	0.052595	2.7438	7.3836	-6.2598	0
2.79	0.056283	2.7361	7.3836	-6.2598	0
2.8	0.059302	2.7315	7.3836	-6.2598	0
2.81	0.061772	2.7288	7.3836	-6.2598	0
2.82	0.063791	2.7272	7.3836	-6.2598	0
2.83	0.050313	2.7263	7.4715	-6.2598	0
2.84	0.062205	2.7257	7.4715	-6.1509	0
2.85	0.06676	2.7254	7.4715	-6.1509	0
2.86	0.06879	2.7252	7.4715	-6.1509	0
2.87	0.069893	2.7251	7.4715	-6.1509	0
2.88	0.070611	2.725	7.4715	-6.1509	0
2.89	0.045264	2.7206	7.4715	-6.1509	0
2.9	0.050289	2.7043	7.4715	-6.042	0
2.91	0.054415	2.6948	7.4715	-6.042	0
2.92	0.057798	2.6891	7.4715	-6.042	0
2.93	0.075695	2.6858	7.3836	-6.042	0
2.94	0.057934	2.6838	7.4715	-6.042	0
2.95	0.072559	2.6826	7.3836	-5.9331	0
2.96	0.068401	2.6819	7.3836	-5.9331	0
2.97	0.067777	2.6815	7.3836	-5.9331	0
2.98	0.041267	2.6813	7.3836	-5.9331	0
2.99	0.046686	2.6632	7.3836	-5.9331	0
3	0.051241	2.6524	7.3836	-5.8242	0
3.01	0.055009	2.6461	7.3836	-5.8242	0
3.02	0.058106	2.6424	7.3836	-5.8242	0
3.03	0.060643	2.6402	7.3836	-5.8242	0
3.04	0.062717	2.6389	7.3836	-5.7153	0
3.05	0.079539	2.6381	7.2957	-5.7153	0
3.06	0.045497	2.6293	7.2957	-5.7153	0
3.07	0.047611	2.6145	7.2957	-5.7153	0
3.08	0.051051	2.6057	7.2957	-5.7153	0
3.09	0.054427	2.6005	7.2957	-5.6064	0
3.1	0.057371	2.5975	7.2957	-5.6064	0
3.11	0.059838	2.5957	7.2957	-5.6064	0
3.12	0.032454	2.5946	7.2957	-5.6064	0
3.13	0.050087	2.576	7.2078	-5.4975	0
3.14	0.049204	2.565	7.2078	-5.4975	0
3.15	0.05153	2.5585	7.2078	-5.4975	0
3.16	0.054431	2.5546	7.2078	-5.4975	0
3.17	0.057129	2.5524	7.2078	-5.3886	0
3.18	0.066913	2.551	7.1199	-5.3886	0
3.19	0.039515	2.5383	7.1199	-5.3886	0
3.2	0.043597	2.5247	7.1199	-5.3886	0
3.21	0.047821	2.5167	7.1199	-5.2797	0
3.22	0.066694	2.512	7.032	-5.2797	0
3.23	0.059305	2.5092	7.032	-5.2797	0
3.24	0.05846	2.5075	7.032	-5.1708	0
3.25	0.034591	2.4982	7.032	-5.1708	0
3.26	0.040412	2.4831	7.032	-5.1708	0
3.27	0.045372	2.4741	7.032	-5.1708	0
3.28	0.055363	2.4688	6.9441	-5.0619	0
3.29	0.054437	2.4657	6.9441	-5.0619	0
3.3	0.055801	2.4639	6.9441	-5.0619	0
3.31	0.031735	2.4584	6.9441	-4.953	0
3.32	0.050045	2.4415	6.8562	-4.953	0
3.33	0.046872	2.4316	6.8562	-4.953	0
3.34	0.048444	2.4257	6.8562	-4.953	0
3.35	0.051095	2.4222	6.8562	-4.8441	0
3.36	0.053708	2.4202	6.8562	-4.8441	0
3.37	0.04155	2.4071	6.7683	-4.8441	0
3.38	0.040981	2.3932	6.7683	-4.7352	0
3.39	0.043854	2.3851	6.7683	-4.7352	0
3.4	0.047298	2.3803	6.7683	-4.7352	0
3.41	0.050472	2.3774	6.7683	-4.7352	0
3.42	0.034781	2.3713	6.6804	-4.6263	0
3.43	0.036248	2.3541	6.6804	-4.6263	0
3.44	0.040127	2.344	6.6804	-4.6263	0
3.45	0.044179	2.338	6.6804	-4.5174	0
3.46	0.047779	2.3345	6.6804	-4.5174	0
3.47	0.050816	2.3324	6.6804	-4.5174	0
3.48	0.034925	2.3267	6.5925	-4.4085	0
3.49	0.036201	2.3098	6.5925	-4.4085	0
3.5	0.039914	2.2998	6.5925	-4.4085	0
3.51	0.043827	2.2939	6.5925	-4.2996	0
3.52	0.047313	2.2904	6.5925	-4.2996	0
3.53	0.024381	2.284	6.5925	-4.2996	0
3.54	0.031431	2.2666	6.5925	-4.1907	0
3.55	0.037226	2.2563	6.5925	-4.1907	0
3.56	0.041976	2.2502	6.5925	-4.1907	0
3.57	0.045864	2.2466	6.5925	-4.0818	0
3.58	0.049042	2.2445	6.5925	-4.0818	0
3.59	0.032626	2.2349	6.5046	-4.0818	0
3.6	0.034865	2.2196	6.5046	-4.0818	0
3.61	0.038831	2.2105	6.5046	-3.9729	0
3.62	0.042774	2.2052	6.5046	-3.9729	0
3.63	0.046227	2.202	6.5046	-3.9729	0
3.64	0.049123	2.2002	6.5046	-3.864	0
3.65	0.026634	2.1907	6.5046	-3.864	0
3.66	0.033033	2.1755	6.5046	-3.864	0
3.67	0.038285	2.1665	6.5046	-3.7551	0
3.68	0.042588	2.1612	6.5046	-3.7551	0
3.69	0.046108	2.1581	6.5046	-3.7551	0
3.7	0.022076	2.1562	6.5046	-3.6462	0
3.71	0.029223	2.1371	6.5046	-3.6462	0
3.72	0.035091	2.1259	6.5046	-3.6462	0
3.73	0.0399	2.1192	6.5046	-3.6462	0
3.74	0.043835	2.1153	6.5046	-3.5373	0
3.75	0.047052	2.1129	6.5046	-3.5373	0
3.76	0.049681	2.1116	6.5046	-3.5373	0
3.77	0.028828	2.0957	6.5046	-3.4284	0
3.78	0.034686	2.0834	6.5046	-3.4284	0
3.79	0.03949	2.0761	6.5046	-3.4284	0
3.8	0.043422	2.0718	6.5046	-3.3195	0
3.81	0.046637	2.0693	6.5046	-3.3195	0
3.82	0.049264	2.0678	6.5046	-3.3195	0
3.83	0.027489	2.055	6.5046	-3.3195	0
3.84	0.03351	2.0414	6.5046	-3.2106	0
3.85	0.03845	2.0333	6.5046	-3.2106	0
3.86	0.042494	2.0286	6.5046	-3.2106	0
3.87	0.045802	2.0257	6.5046	-3.1017	0
3.88	0.048505	2.0241	6.5046	-3.1017	0
3.89	0.025834	2.0148	6.5046	-3.1017	0
3.9	0.032077	1.9996	6.5046	-2.9928	0
3.91	0.037199	1.9907	6.5046	-2.9928	0
3.92	0.041394	1.9854	6.5046	-2.9928	0
3.93	0.044827	1.9822	6.5046	-2.9928	0
3.94	0.047632	1.9804	6.5046	-2.8839	0
3.95	0.025044	1.971	6.5046	-2.8839	0
3.96	0.031355	1.9557	6.5046	-2.8839	0
3.97	0.036533	1.9468	6.5046	-2.8839	0
3.98	0.040774	1.9415	6.5046	-2.775	0
3.99	0.044244	1.9383	6.5046	-2.775	0
4	0.04708	1.9365	6.5046	-2.775	0
4.01	0.023521	1.931	6.5046	-2.6661	0
4.02	0.030027	1.9141	6.5046	-2.6661	0
4.03	0.035369	1.9042	6.5046	-2.6661	0
4.04	0.047218	1.8983	6.4167	-2.6661	0
4.05	0.045399	1.8949	6.4167	-2.5572	0
4.06	0.020683	1.8884	6.4167	-2.5572	0
4.07	0.027109	1.871	6.4167	-2.5572	0
4.08	0.03267	1.8607	6.4167	-2.5572	0
4.09	0.037318	1.8547	6.4167	-2.4483	0
4.1	0.041151	1.8511	6.4167	-2.4483	0
4.11	0.044294	1.849	6.4167	-2.4483	0
4.12	0.046865	1.8477	6.4167	-2.3394	0
4.13	0.031537	1.847	6.3288	-2.3394	0
4.14	0.031299	1.8285	6.3288	-2.3394	0
4.15	0.034436	1.8176	6.3288	-2.3394	0
4.16	0.038095	1.8112	6.3288	-2.2305	0
4.17	0.041446	1.8074	6.3288	-2.2305	0
4.18	0.044303	1.8052	6.3288	-2.2305	0
4.19	0.046675	1.8039	6.3288	-2.2305	0
4.2	0.040753	1.788	6.2409	-2.1216	0
4.21	0.035909	1.7757	6.2409	-2.1216	0
4.22	0.037131	1.7684	6.2409	-2.1216	0
4.23	0.039828	1.7642	6.2409	-2.1216	0
4.24	0.042589	1.7616	6.2409	-2.0127	0
4.25	0.057017	1.7602	6.153	-2.0127	0
4.26	0.025752	1.7509	6.153	-2.0127	0
4.27	0.02912	1.7358	6.153	-2.0127	0
4.28	0.033253	1.7269	6.153	-1.9038	0
4.29	0.037087	1.7216	6.153	-1.9038	0
4.3	0.040369	1.7185	6.153	-1.9038	0
4.31	0.048966	1.7167	6.0651	-1.9038	0
4.32	0.046893	1.7156	6.0651	-1.7949	0
4.33	0.020407	1.715	6.0651	-1.7949	0
4.34	0.026242	1.6966	6.0651	-1.7949	0
4.35	0.031266	1.6857	6.0651	-1.7949	0
4.36	0.044942	1.6793	5.9772	-1.686	0
4.37	0.04165	1.6756	5.9772	-1.686	0
4.38	0.042274	1.6733	5.9772	-1.686	0
4.39	0.043868	1.672	5.9772	-1.686	0
4.4	0.045526	1.6712	5.9772	-1.686	0
4.41	0.02112	1.6664	5.9772	-1.5771	0
4.42	0.026973	1.6499	5.9772	-1.5771	0
4.43	0.022531	1.6402	5.9772	-1.5771	0
4.44	0.042193	1.6344	5.8893	-1.5771	0
4.45	0.040722	1.631	5.8893	-1.4682	0
4.46	0.041827	1.629	5.8893	-1.4682	0
4.47	0.043485	1.6279	5.8893	-1.4682	0
4.48	0.045086	1.6272	5.8893	-1.4682	0
4.49	0.020599	1.6223	5.8893	-1.3593	0
4.5	0.026373	1.6059	5.8893	-1.3593	0
4.51	0.031125	1.5962	5.8893	-1.3593	0
4.52	0.035024	1.5905	5.8893	-1.3593	0
4.53	0.041829	1.5871	5.8893	-1.3593	0
4.54	0.034536	1.5851	5.9772	-1.2504	0
4.55	0.035148	1.5839	5.9772	-1.2504	0
4.56	0.042515	1.5832	5.9772	-1.2504	0
4.57	0.04578	1.5828	5.9772	-1.2504	0
4.58	0.021669	1.5782	5.9772	-1.1415	0
4.59	0.027429	1.5618	5.9772	-1.1415	0
4.6	0.032063	1.5522	5.9772	-1.1415	0
4.61	0.035831	1.5465	5.9772	-1.1415	0
4.62	0.038905	1.5431	5.9772	-1.1415	0
4.63	0.031935	1.5411	6.0651	-1.0326	0
4.64	0.040734	1.5399	6.0651	-1.0326	0
4.65	0.044619	1.5392	6.0651	-1.0326	0
4.66	0.04671	1.5388	6.0651	-1.0326	0
4.67	0.021153	1.5386	6.0651	-1.0326	0
4.68	0.026937	1.5205	6.0651	-0.9237	0
4.69	0.024181	1.5097	6.153	-0.9237	0
4.7	0.033437	1.5034	6.153	-0.9237	0
4.71	0.038361	1.4997	6.153	-0.9237	0
4.72	0.041519	1.4975	6.153	-0.9237	0
4.73	0.043815	1.4962	6.153	-0.8148	0
4.74	0.045598	1.4954	6.153	-0.8148	0
4.75	0.035032	1.495	6.2409	-0.8148	0
4.76	0.054024	1.4947	6.2409	-0.8148	0.0094028
4.77	0.067129	1.4945	6.2409	-0.8148	0.018806
4.78	0.053322	1.4861	6.2409	-0.7059	0.028208
4.79	0.068084	1.4715	6.2409	-0.7059	0.037611
4.8	0.081743	1.4628	6.2409	-0.7059	0.047014
4.81	0.094587	1.4577	6.2409	-0.7059	0.056417
4.82	0.10679	1.4547	6.2409	-0.7059	0.065819
4.83	0.11848	1.4529	6.2409	-0.597	0.075222
4.84	0.12975	1.4519	6.2409	-0.597	0.084625
4.85	0.14067	1.4512	6.2409	-0.597	0.094028
4.86	0.15132	1.4509	6.2409	-0.597	0.10343
4.87	0.16174	1.4507	6.2409	-0.597	0.11283
4.88	0.1661	1.4505	6.3288	-0.4881	0.12224
4.89	0.15562	1.4421	6.3288	-0.4881	0.13164
4.9	0.17143	1.4275	6.3288	-0.4881	0.14104
4.91	0.18539	1.4189	6.3288	-0.4881	0.15044
4.92	0.19831	1.4138	6.3288	-0.4881	0.15985
4.93	0.19539	1.4107	6.4167	-0.3792	0.16925
4.94	0.2176	1.409	6.4167	-0.3792	0.17865
4.95	0.2323	1.4079	6.4167	-0.3792	0.18806
4.96	0.24434	1.4073	6.4167	-0.3792	0.19746
4.97	0.24586	1.4069	6.5046	-0.3792	0.20686
4.98	0.26314	1.4067	6.5046	-0.3792	0.21626
4.99	0.26974	1.4066	6.5925	-0.2703	0.22567
5	0.27287	1.4065	6.6804	-0.2703	0.23507
5.01	0.28507	1.4065	6.6804	-0.2703	0.22806
5.02	0.28291	1.4064	6.7683	-0.2703	0.22106
5.03	0.25444	1.3981	6.8562	-0.2703	0.21405
5.04	0.25931	1.3835	6.9441	-0.1614	0.20705
5.05	0.26153	1.3749	7.032	-0.1614	0.20004
5.06	0.2656	1.3698	7.1199	-0.1614	0.19304
5.07	0.27306	1.3668	7.2078	-0.1614	0.18603
5.08	0.27821	1.365	7.2957	-0.1614	0.17903
5.09	0.28488	1.364	7.3836	-0.0525	0.17202
5.1	0.27783	1.3633	7.5594	-0.0525	0.16502
5.11	0.28702	1.363	7.6473	-0.0525	0.15801
5.12	0.28141	1.3628	7.8231	-0.0525	0.15101
5.13	0.29245	1.3626	7.911	-0.0525	0.144
5.14	0.28886	1.3626	8.0868	0.0564	0.137
5.15	0.26331	1.3542	8.2626	0.0564	0.12999
5.16	0.28019	1.3396	8.3505	0.0564	0.12299
5.17	0.28368	1.3309	8.5263	0.0564	0.11598
5.18	0.28859	1.3258	8.7021	0.0564	0.10898
5.19	0.29361	1.3228	8.8779	0.1653	0.10197
5.2	0.29676	1.3211	9.0537	0.1653	0.094968
5.21	0.30227	1.32	9.2295	0.1653	0.087963
5.22	0.30926	1.3194	9.4053	0.1653	0.080958
5.23	0.29893	1.319	9.669	0.1653	0.073953
5.24	0.27928	1.3188	9.8448	0.2742	0.066948
