t	u1	u2	lambda	p	e	u1opt	u2opt
0	2.3974e-18	0.046698	0	0	-30	0	0
0.01	2.3974e-18	0.046698	0	0	-30	0	0
0.02	2.3974e-18	0.046698	0	0	-30	0	0
0.03	2.3974e-18	0.046698	0	0	-30	0	0
0.04	2.3974e-18	0.046698	0	0	-30	0	0
0.05	2.3974e-18	0.046698	0	0	-30	0	0
0.06	0.0057343	0.046698	0.0083505	0	-30	0	0
0.07	0.0093438	0.046698	0.022929	-0.0879	-30	0	0
0.08	0.0048103	0.046698	0.031537	-0.0879	-30	0	0
0.09	0.00091857	0.046698	0.03662	0	-30	0	0
0.1	0.0018354	0.046698	0.039622	0	-30	0	0
0.11	0.0073646	0.046698	0.053305	0	-30	0	0
0.12	0.0061382	0.046698	0.067472	0	-30	0	0
0.13	0.005058	0.046698	0.075837	0	-30	0	0
0.14	0.0041503	0.046698	0.080777	0	-30	0	0
0.15	0.0089088	0.046698	0.095604	0	-30	0	0
0.16	0.0072889	0.046698	0.11045	0	-30	0	0
0.17	0.01218	0.046698	0.11921	0	-30	0	0
0.18	0.0099644	0.046698	0.14239	0	-30	0	0
0.19	0.0081537	0.046698	0.15607	0	-30	0	0
0.2	0.0088468	0.017358	0.1725	0.0879	-29.891	0	0
0.21	0.0095348	0.017255	0.19185	0.0879	-29.891	0	0
0.22	0.0086578	0.029243	0.20327	0.0879	-29.891	0	0
0.23	0.012761	0.036321	0.22514	0.0879	-29.891	0	0
0.24	0.016179	0.040501	0.25284	0.0879	-29.891	0	0
0.25	0.0087606	0.042969	0.27528	0.1758	-29.891	0	0
0.26	0.0159	0.044427	0.29689	0.1758	-29.891	0	0
0.27	0.014197	0.015948	0.31929	0.1758	-29.782	0	0
0.28	0.01795	0.028401	0.34087	0.1758	-29.782	0	0
0.29	0.012405	0.035755	0.36326	0.2637	-29.782	0	0
0.3	0.018096	0.040097	0.38484	0.2637	-29.782	0	0
0.31	0.015842	0.013322	0.40722	0.2637	-29.673	0	0
0.32	0.014696	0.026782	0.42879	0.3516	-29.673	0	0
0.33	0.015386	0.034729	0.45117	0.3516	-29.673	0	0
0.34	0.019618	0.0068419	0.4763	0.3516	-29.564	0	0
0.35	0.014981	0.022886	0.49723	0.4395	-29.564	0	0
0.36	0.019793	-0.012269	0.5247	0.4395	-29.456	0	0
0.37	0.021435	0.011531	0.5482	0.5274	-29.456	0	0
0.38	0.013971	0.025585	0.57568	0.6153	-29.456	0	0
0.39	0.022335	0.0045446	0.5963	0.6153	-29.347	0	0
0.4	0.017929	0.02139	0.62208	0.7032	-29.347	0	0
0.41	0.023323	-0.0012429	0.65241	0.7032	-29.238	0	0
0.42	0.018328	0.017903	0.67321	0.7911	-29.238	0	0
0.43	0.018963	-0.00013019	0.70061	0.879	-29.129	0	0
0.44	0.026342	-0.026138	0.72406	0.879	-29.02	0	0
0.45	0.019522	0.0030643	0.75151	0.9669	-29.02	0	0
0.46	0.025994	-0.019875	0.78284	0.9669	-28.911	0	0
0.47	0.027485	0.006693	0.80422	1.0548	-28.911	0	0
0.48	0.026374	-0.010199	0.83484	1.0548	-28.802	0	0
0.49	0.022056	-0.027846	0.85732	1.2306	-28.693	0	0
0.5	0.025138	0.0018476	0.8842	1.2306	-28.693	0	0
0.51	0.024051	-0.009958	0.90842	1.3185	-28.584	0	0
0.52	0.025864	-0.023841	0.93237	1.3185	-28.475	0	0
0.53	0.027344	-0.040555	0.96162	1.4064	-28.366	0	0
0.54	0.033179	-0.0058655	0.98178	1.4064	-28.366	0	0
0.55	0.022293	-0.014721	1.0117	1.5822	-28.258	0	0
0.56	0.031926	-0.026861	1.0337	1.5822	-28.149	0	0
0.57	0.032065	-0.038101	1.0604	1.6701	-28.04	0	0
0.58	0.032361	-0.049253	1.0941	1.6701	-27.931	0	0
0.59	0.0331	-0.011279	1.114	1.758	-27.931	0	0
0.6	0.03264	-0.018195	1.1437	1.758	-27.822	0	0
0.61	0.033877	-0.025589	1.1657	1.8459	-27.713	0	0
0.62	0.029361	-0.030025	1.1923	1.9338	-27.604	0	0
0.63	0.029905	-0.036315	1.2163	2.0217	-27.495	0	0
0.64	0.032263	-0.040098	1.2402	2.0217	-27.386	0	0
0.65	0.032178	-0.046403	1.2662	2.1096	-27.277	0	0
0.66	0.033149	-0.050196	1.2876	2.1096	-27.169	0	0
0.67	0.03444	-0.05695	1.3154	2.1975	-27.06	0	0
0.68	0.040283	-0.061008	1.3346	2.1975	-26.951	0	0
0.69	0.035481	-0.063474	1.364	2.2854	-26.842	0	0
0.7	0.037661	-0.064999	1.3897	2.3733	-26.733	0	0
0.71	0.031168	-0.065969	1.4146	2.4612	-26.624	0	0
0.72	0.039616	-0.066612	1.4376	2.4612	-26.515	0	0
0.73	0.032023	-0.06706	1.4608	2.5491	-26.406	0	0
0.74	0.039949	-0.067395	1.4864	2.5491	-26.297	0	0
0.75	0.032353	-0.067661	1.5076	2.637	-26.189	0	0
0.76	0.040568	-0.067888	1.5285	2.637	-26.08	0	0
0.77	0.033004	-0.068092	1.5505	2.7249	-25.971	0	0
0.78	0.041488	-0.063836	1.5679	2.7249	-25.862	0	0
0.79	0.03391	-0.061392	1.5917	2.8128	-25.753	0	0
0.8	0.042383	-0.060018	1.6102	2.8128	-25.644	0	0
0.81	0.04082	-0.059276	1.6347	2.8128	-25.535	0	0
0.82	0.042701	-0.054906	1.6536	2.9007	-25.426	0	0
0.83	0.041508	-0.052395	1.6784	2.9007	-25.317	0	0
0.84	0.043753	-0.050982	1.693	2.9886	-25.208	0	0
0.85	0.042553	-0.050217	1.7196	2.9886	-25.099	0	0
0.86	0.038555	-0.049835	1.7353	3.0765	-24.991	0	0
0.87	0.043751	-0.046077	1.7597	3.0765	-24.882	0	0
0.88	0.03899	-0.043928	1.777	3.1644	-24.773	0	0
0.89	0.041934	-0.042728	1.8023	3.1644	-24.664	0	0
0.9	0.041766	-0.038848	1.8202	3.1644	-24.555	0	0
0.91	0.045846	-0.081255	1.8426	3.1644	-24.337	0	0
0.92	0.041266	-0.077095	1.862	3.2523	-24.228	0	0
0.93	0.046863	-0.074708	1.8778	3.2523	-24.119	0	0
0.94	0.041816	-0.068923	1.9007	3.3402	-24.011	0	0
0.95	0.041926	-0.065576	1.9143	3.3402	-23.902	0	0
0.96	0.040709	-0.063669	1.9267	3.4281	-23.793	0	0
0.97	0.042856	-0.058611	1.9476	3.4281	-23.684	0	0
0.98	0.048197	-0.055693	1.9643	3.4281	-23.575	0	0
0.99	0.045813	-0.05404	1.9878	3.4281	-23.466	0	0
1	0.043611	-0.053133	2.0017	3.4281	-23.357	0	0
1.01	0.045032	-0.049066	2.025	3.516	-23.248	0	0
1.02	0.044386	-0.046734	2.0416	3.516	-23.139	0	0
1.03	0.042929	-0.045426	2.0515	3.516	-23.03	0	0
1.04	0.043843	-0.044724	2.0617	3.6039	-22.922	0	0
1.05	0.044377	-0.041137	2.0813	3.6039	-22.813	0	0
1.06	0.043342	-0.083717	2.0929	3.6039	-22.595	0	0
1.07	0.047749	-0.035031	2.1081	3.6039	-22.595	0	0
1.08	0.045461	-0.080251	2.1267	3.6039	-22.377	0	0
1.09	0.043542	-0.077752	2.1377	3.6039	-22.268	0	0
1.1	0.04526	-0.076346	2.1593	3.6918	-22.159	0	0
1.11	0.044879	-0.075585	2.1749	3.6918	-22.05	0	0
1.12	0.049615	-0.075205	2.1886	3.6918	-21.941	0	0
1.13	0.047216	-0.07505	2.2102	3.6918	-21.832	0	0
1.14	0.045158	-0.075028	2.223	3.6918	-21.724	0	0
1.15	0.04918	-0.075084	2.2389	3.6918	-21.615	0	0
1.16	0.0407	-0.075187	2.258	3.7797	-21.506	0	0
1.17	0.043288	-0.075317	2.2692	3.7797	-21.397	0	0
1.18	0.043154	-0.075463	2.2758	3.7797	-21.288	0	0
1.19	0.047598	-0.075619	2.2949	3.7797	-21.179	0	0
1.2	0.045701	-0.075781	2.309	3.7797	-21.07	0	0
1.21	0.044073	-0.075945	2.3173	3.7797	-20.961	0	0
1.22	0.048008	-0.031483	2.3374	3.7797	-20.961	0	0
1.23	0.045928	-0.034568	2.3521	3.7797	-20.852	0	0
1.24	0.044227	-0.036459	2.3608	3.7797	-20.744	0	0
1.25	0.048572	-0.037645	2.3743	3.7797	-20.635	0	0
1.26	0.046391	-0.038415	2.3919	3.7797	-20.526	0	0
1.27	0.04461	-0.04218	2.4023	3.7797	-20.417	0	0
1.28	0.049126	-0.044473	2.4128	3.7797	-20.308	0	0
1.29	0.046849	-0.049497	2.4326	3.7797	-20.199	0	0
1.3	0.04499	-0.056535	2.4443	3.7797	-20.09	0	0
1.31	0.043472	-0.06076	2.4512	3.7797	-19.981	0	0
1.32	0.04774	-0.06777	2.4672	3.7797	-19.872	0	0
1.33	0.045724	-0.071979	2.4828	3.7797	-19.763	0	0
1.34	0.044077	-0.029905	2.4919	3.7797	-19.763	0	0
1.35	0.04824	-0.0344	2.5093	3.7797	-19.654	0	0
1.36	0.046138	-0.040364	2.5256	3.7797	-19.546	0	0
1.37	0.04442	-0.043956	2.5352	3.7797	-19.437	0	0
1.38	0.043019	-0.053748	2.5409	3.7797	-19.328	0	0
1.39	0.047609	-0.0596	2.5526	3.7797	-19.219	0	0
1.4	0.045629	-0.022943	2.5692	3.7797	-19.219	0	0
1.41	0.050035	-0.030636	2.5789	3.6918	-19.11	0	0
1.42	0.044118	-0.038489	2.5847	3.6918	-19.001	0	0
1.43	0.046825	-0.046797	2.6032	3.6918	-18.892	0	0
1.44	0.044486	-0.055773	2.6171	3.6918	-18.783	0	0
1.45	0.042817	-0.02096	2.6252	3.6918	-18.783	0	0
1.46	0.04775	-0.029743	2.6301	3.6918	-18.674	0	0
