t	u1	u2	lambda	p	e	u1opt	u2opt
0	1.6537e-17	0.046698	0	0	-30	0	0
0.01	1.6537e-17	0.046698	0	0	-30	0	0
0.02	1.6537e-17	0.046698	0	0	-30	0	0
0.03	1.6537e-17	0.046698	0	0	-30	0	0
0.04	0.00233	0.046698	0	-0.0879	-30	0	0
0.05	0.00016351	0.046698	0	-0.0879	-30	0	0
0.06	-0.0005464	0.046698	0	-0.0879	-30	0	0
0.07	0.023466	0.046698	0.0083505	-0.0879	-30	0	0
0.08	0.019128	0.046698	0.022929	-0.0879	-30	0	0
0.09	0.015584	0.046698	0.031537	-0.0879	-30	0	0
0.1	0.012681	0.046698	0.03662	-0.0879	-30	0	0
0.11	0.010303	0.046698	0.039622	-0.0879	-30	0	0
0.12	0.030799	0.046698	0.056509	-0.0879	-30	0	0
0.13	0.025257	0.046698	0.069364	-0.0879	-30	0	0
0.14	0.020701	0.046698	0.076955	-0.0879	-30	0	0
0.15	0.041207	0.010516	0.089787	-0.0879	-29.891	0	0
0.16	0.033884	0.025263	0.10701	-0.0879	-29.891	0	0
0.17	0.027861	0.033971	0.11718	-0.0879	-29.891	0	0
0.18	0.046247	0.039114	0.1351	-0.0879	-29.891	0	0
0.19	0.038097	0.04215	0.15177	-0.0879	-29.891	0	0
0.2	0.055647	0.043943	0.16996	-0.0879	-29.891	0	0
0.21	0.045897	0.045001	0.19035	-0.0879	-29.891	0	0
0.22	0.064073	0.045627	0.20239	-0.0879	-29.891	0	0
0.23	0.052909	0.045996	0.2275	-0.0879	-29.891	0	0
0.24	0.03833	0.0060311	0.24232	0	-29.782	0	0
0.25	0.058361	0.022546	0.26299	0	-29.782	0	0
0.26	0.049481	0.032297	0.28128	0	-29.782	0	0
0.27	0.065754	0.038055	0.30043	0	-29.782	0	0
0.28	0.054738	0.041456	0.32138	0	-29.782	0	0
0.29	0.069866	0.043463	0.34211	0	-29.782	0	0
0.3	0.054974	0.0084677	0.36399	0.0879	-29.673	0	0
0.31	0.072267	0.023915	0.38527	0.0879	-29.673	0	0
0.32	0.087163	0.033036	0.40748	0.0879	-29.673	0	0
0.33	0.067459	0.0022412	0.43859	0.1758	-29.564	0	0
0.34	0.084991	0.020169	0.46135	0.1758	-29.564	0	0
0.35	0.065175	0.030755	0.4884	0.2637	-29.564	0	0
0.36	0.083466	0.0076668	0.51272	0.2637	-29.456	0	0
0.37	0.067354	0.023303	0.53673	0.3516	-29.456	0	0
0.38	0.083314	-0.0076463	0.56282	0.3516	-29.347	0	0
0.39	0.068075	0.014192	0.58431	0.4395	-29.347	0	0
0.4	0.082652	-0.017542	0.61212	0.4395	-29.238	0	0
0.41	0.094578	0.0082788	0.63142	0.5274	-29.238	0	0
0.42	0.07772	-0.021103	0.66081	0.6153	-29.129	0	0
0.43	0.087651	0.0061068	0.68257	0.7032	-29.129	0	0
0.44	0.07965	-0.022455	0.70901	0.7032	-29.02	0	0
0.45	0.089908	0.005239	0.73975	0.7911	-29.02	0	0
0.46	0.10185	-0.014589	0.76517	0.879	-28.911	0	0
0.47	0.083805	0.0098141	0.79379	0.9669	-28.911	0	0
0.48	0.097236	-0.0051151	0.81904	1.0548	-28.802	0	0
0.49	0.081409	-0.020842	0.84359	1.1427	-28.693	0	0
0.5	0.098234	0.005983	0.87	1.1427	-28.693	0	0
0.51	0.078283	-0.0075161	0.89168	1.3185	-28.584	0	0
0.52	0.089212	-0.022399	0.9196	1.4064	-28.475	0	0
0.53	0.10162	-0.039704	0.94337	1.4943	-28.366	0	0
0.54	0.11477	-0.0053627	0.971	1.5822	-28.366	0	0
0.55	0.097326	-0.017665	1.0053	1.6701	-28.258	0	0
0.56	0.11274	-0.0286	1.03	1.758	-28.149	0	0
0.57	0.094895	-0.039128	1.0581	1.8459	-28.04	0	0
0.58	0.11078	-0.049859	1.0792	1.9338	-27.931	0	0
0.59	0.095171	-0.011637	1.1052	2.0217	-27.931	0	0
0.6	0.10967	-0.018407	1.1289	2.1096	-27.822	0	0
0.61	0.094423	-0.025714	1.1525	2.1975	-27.713	0	0
0.62	0.10659	-0.0337	1.1816	2.2854	-27.604	0	0
0.63	0.11924	-0.042486	1.2061	2.3733	-27.495	0	0
0.64	0.10018	-0.043743	1.2341	2.5491	-27.386	0	0
0.65	0.12021	-0.048555	1.259	2.5491	-27.277	0	0
0.66	0.10178	-0.051466	1.2834	2.7249	-27.169	0	0
0.67	0.11946	-0.057701	1.3097	2.7249	-27.06	0	0
0.68	0.10108	-0.061451	1.3313	2.9007	-26.951	0	0
0.69	0.11218	-0.019107	1.356	2.9886	-26.951	0	0
0.7	0.099022	-0.023442	1.3766	3.0765	-26.842	0	0
0.71	0.11267	-0.026071	1.4039	3.1644	-26.733	0	0
